,what,does,the,inability,to,separate,islam,from,islamism,lead,many,in,the,west,to,support,?
detriment,0.4394211173057556,0.2897469401359558,0.20942312479019165,0.43154004216194153,0.2978620231151581,0.2696596086025238,0.23323234915733337,0.17960400879383087,0.30108529329299927,0.21283665299415588,0.23312675952911377,0.20125876367092133,0.20942312479019165,0.035251278430223465,0.2978620231151581,0.37771525979042053,0.3454972803592682
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2603597044944763,0.41548454761505127,0.33388569951057434,0.21728332340717316,0.4249346852302551,0.2555263340473175,0.19835850596427917,0.37253960967063904,0.5696388483047485,0.733189046382904,0.2891985774040222,0.41548454761505127,0.2307697981595993,0.1826142966747284
progressive,0.20924389362335205,0.15649327635765076,0.2495650351047516,0.2838541567325592,0.17989914119243622,0.18472285568714142,0.2441294938325882,0.25880035758018494,0.35175901651382446,0.319435179233551,0.2520715296268463,0.21065156161785126,0.2495650351047516,0.17269283533096313,0.17989914119243622,0.2181670218706131,0.12022990733385086
moderates,0.2319342941045761,0.2992466390132904,0.23875877261161804,0.3175850510597229,0.21629902720451355,0.2210189700126648,0.21149520576000214,0.24534203112125397,0.30356380343437195,0.22228841483592987,0.22483354806900024,0.22677521407604218,0.23875877261161804,0.17388878762722015,0.21629902720451355,0.2856820821762085,0.1723046749830246
who,0.40942975878715515,0.25013914704322815,0.3733934462070465,0.22943927347660065,0.42656609416007996,0.17296724021434784,0.25068652629852295,0.27839982509613037,0.23929917812347412,0.19455209374427795,0.4149286150932312,0.2792111933231354,0.3733934462070465,0.1436629444360733,0.42656609416007996,0.21206305921077728,0.26220351457595825
seek,0.23056937754154205,0.2911336123943329,0.24523614346981049,0.3268544673919678,0.39650240540504456,0.15422482788562775,0.20415575802326202,0.20106655359268188,0.22943592071533203,0.20882552862167358,0.23183909058570862,0.1813114583492279,0.24523614346981049,0.12553055584430695,0.39650240540504456,0.31944963335990906,0.18530094623565674
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.36839577555656433,1.0,0.3234710395336151,0.2398901730775833,0.4069952368736267,0.23028403520584106,0.23490607738494873,0.40243685245513916,0.45010748505592346,0.535392165184021,0.24611181020736694,1.0,0.2742273211479187,0.29463258385658264
separate,0.33215096592903137,0.28967124223709106,0.3612915575504303,0.22496375441551208,0.3234710395336151,1.0,0.14428216218948364,0.2964138686656952,0.17892591655254364,0.11342023313045502,0.33082273602485657,0.3099668025970459,0.3612915575504303,0.15562202036380768,0.3234710395336151,0.2529183626174927,0.16835719347000122
religion,0.3103729486465454,0.19628997147083282,0.2757669985294342,0.23887817561626434,0.272845596075058,0.18619957566261292,0.5826637744903564,0.16161130368709564,0.5427724123001099,0.1999606043100357,0.24069900810718536,0.2462482750415802,0.2757669985294342,0.15034548938274384,0.272845596075058,0.18982699513435364,0.2503177225589752
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.22272147238254547,0.4069952368736267,0.2964138686656952,0.1613912731409073,1.0,0.18935345113277435,0.2400083839893341,0.33099696040153503,0.4274188280105591,0.40150508284568787,0.2389117330312729,0.4069952368736267,0.17207206785678864,0.19969791173934937
politics,0.2674756944179535,0.2057594209909439,0.2115192860364914,0.1926015466451645,0.23491926491260529,0.1961982548236847,0.33282604813575745,0.25532862544059753,0.4857853949069977,0.14899621903896332,0.25790122151374817,0.2500896453857422,0.2115192860364914,0.17919747531414032,0.23491926491260529,0.26583564281463623,0.16389669477939606
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2028566300868988,0.4645031690597534,0.2875625789165497,0.2825687527656555,0.41536515951156616,0.23342493176460266,0.2305188626050949,0.3974229395389557,0.5591574311256409,0.5934505462646484,0.2804967761039734,0.4645031690597534,0.2751289904117584,0.4130953550338745
