,what,is,the,benefit,of,red,algae,being,red,?
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.2652401328086853,0.3209529519081116,0.16163091361522675,0.24825747311115265,0.289646178483963,0.16163091361522675,0.17851735651493073
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26083990931510925,0.4946078956127167,0.25953415036201477,0.23682884871959686,0.34499165415763855,0.25953415036201477,0.31091248989105225
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.30876675248146057,0.4300730526447296,0.17509616911411285,0.30824926495552063,0.39474767446517944,0.17509616911411285,0.2562315762042999
red,0.16784515976905823,0.22996017336845398,0.2817947566509247,0.13234511017799377,0.22367064654827118,1.0000001192092896,0.23007147014141083,0.18241965770721436,1.0000001192092896,0.1495664119720459
algae,0.1909741312265396,0.20872966945171356,0.17142868041992188,0.23909154534339905,0.17768362164497375,0.23007147014141083,1.0000001192092896,0.16565793752670288,0.23007147014141083,0.15479309856891632
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3780049681663513,0.41498205065727234,0.21787717938423157,0.24948760867118835,0.46201252937316895,0.21787717938423157,0.32716336846351624
live,0.20532001554965973,0.2694047689437866,0.2995128035545349,0.22570237517356873,0.27734068036079407,0.09358500689268112,0.22370995581150055,0.1401589959859848,0.09358500689268112,0.19481121003627777
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.17319905757904053,0.5696388483047485,0.18753071129322052,0.16969986259937286,0.33162933588027954,0.18753071129322052,0.20430970191955566
shallow,0.20352262258529663,0.24885836243629456,0.28579506278038025,0.1804218888282776,0.21689915657043457,0.16887827217578888,0.43950146436691284,0.26707974076271057,0.16887827217578888,0.1571967899799347
water,0.17456887662410736,0.2879090905189514,0.297396719455719,0.17999863624572754,0.2741255462169647,0.17482680082321167,0.4361991882324219,0.24163073301315308,0.17482680082321167,0.14731885492801666
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.3904116749763489,0.3802283704280853,0.2217920422554016,0.29609477519989014,0.47529760003089905,0.2217920422554016,0.32991164922714233
less,0.31119704246520996,0.3123510479927063,0.29185041785240173,0.28999564051628113,0.30836719274520874,0.1768464893102646,0.23900067806243896,0.3841317892074585,0.1768464893102646,0.22418740391731262
phycoerytherin,0.3430229127407074,0.3084558844566345,0.29336079955101013,0.2820145785808563,0.30970197916030884,0.209265798330307,0.42699262499809265,0.3266500234603882,0.209265798330307,0.21522711217403412
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.17319905757904053,0.5696388483047485,0.18753071129322052,0.16969986259937286,0.33162933588027954,0.18753071129322052,0.20430970191955566
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.29973217844963074,0.4329940676689148,0.1588587760925293,0.27692094445228577,0.33179932832717896,0.1588587760925293,0.1898253709077835
rhodoplasts,0.22360283136367798,0.30038005113601685,0.27994847297668457,0.19308628141880035,0.30615460872650146,0.19195899367332458,0.5568037629127502,0.2433328926563263,0.19195899367332458,0.16657331585884094
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26083990931510925,0.4946078956127167,0.25953415036201477,0.23682884871959686,0.34499165415763855,0.25953415036201477,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29653435945510864,0.5116966962814331,0.20267853140830994,0.22090305387973785,0.4286794066429138,0.20267853140830994,0.20544172823429108
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.30060267448425293,0.2603091299533844,0.18177342414855957,0.2929967939853668,0.433290958404541,0.18177342414855957,0.3226337134838104
appear,0.2962318956851959,0.2552686333656311,0.3581200838088989,0.16840481758117676,0.2246912121772766,0.24210882186889648,0.25898632407188416,0.24452614784240723,0.24210882186889648,0.22635367512702942
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.3688884377479553,0.30478984117507935,0.1935623735189438,0.2609478533267975,0.36479651927948,0.1935623735189438,0.27894994616508484
greenish,0.19171901047229767,0.3023328483104706,0.2488865703344345,0.2136913239955902,0.21244215965270996,0.4283236265182495,0.4868791997432709,0.2211385816335678,0.4283236265182495,0.17934750020503998
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2692491412162781,0.5352458953857422,0.27710169553756714,0.19348591566085815,0.35574623942375183,0.27710169553756714,0.4130953550338745
