,what,is,inequality,associated,with,higher,levels,of,?
market,0.12116116285324097,0.2463478147983551,0.27847257256507874,0.11673431843519211,0.14471584558486938,0.1741252839565277,0.18487218022346497,0.1694333702325821,0.12805593013763428
imperfection,0.2544434070587158,0.24656397104263306,0.44889354705810547,0.24811021983623505,0.18726488947868347,0.21093352138996124,0.23412030935287476,0.25011640787124634,0.21995922923088074
approach,0.2636874318122864,0.2353363335132599,0.3062405288219452,0.1457633376121521,0.1915045827627182,0.1761012226343155,0.14601434767246246,0.20773443579673767,0.181949645280838
",",0.3087472915649414,0.4691906273365021,0.21822890639305115,0.27184680104255676,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.31091248989105225
inequality,0.30072227120399475,0.1953488290309906,1.0000001192092896,0.19741785526275635,0.2160445749759674,0.3147837817668915,0.24878159165382385,0.27910974621772766,0.23619021475315094
is,0.28837618231773376,1.0,0.1953488290309906,0.2300606518983841,0.3250955045223236,0.24683357775211334,0.2141042947769165,0.4854315221309662,0.22961433231830597
associated,0.15836219489574432,0.2300606518983841,0.19741785526275635,0.9999999403953552,0.3939831554889679,0.2427966296672821,0.25280436873435974,0.3077163100242615,0.1453326791524887
with,0.2464839518070221,0.3250955045223236,0.2160445749759674,0.3939831554889679,0.9999999403953552,0.20294103026390076,0.21957921981811523,0.41827285289764404,0.2433311939239502
lower,0.20079238712787628,0.20806168019771576,0.260497123003006,0.22996558248996735,0.1784515678882599,0.5770463347434998,0.3851044178009033,0.31757521629333496,0.08471795171499252
level,0.27376922965049744,0.24803997576236725,0.24342113733291626,0.19449499249458313,0.23348768055438995,0.46231552958488464,0.7348478436470032,0.23504668474197388,0.20528386533260345
of,0.33290785551071167,0.4854315221309662,0.27910974621772766,0.3077163100242615,0.41827285289764404,0.3096220791339874,0.23668165504932404,1.0,0.1826142966747284
human,0.24243313074111938,0.22481991350650787,0.4040670692920685,0.20972061157226562,0.21967975795269012,0.2481614351272583,0.19468696415424347,0.3083189129829407,0.19748784601688385
capital,0.17967931926250458,0.2849797308444977,0.24214337766170502,0.10905787348747253,0.13558538258075714,0.1267133206129074,0.045801881700754166,0.30823585391044617,0.0907452180981636
formation,0.16291823983192444,0.25176525115966797,0.20701315999031067,0.2307148277759552,0.18870343267917633,0.2437315285205841,0.2541922926902771,0.2957320809364319,0.09831923991441727
(,0.2411840260028839,0.35393038392066956,0.1679764688014984,0.22233878076076508,0.29503780603408813,0.17905442416667938,0.19787119328975677,0.35032153129577637,0.40561532974243164
education,0.19940856099128723,0.18778188526630402,0.4061594307422638,0.09076587110757828,0.11138669401407242,0.36635303497314453,0.2604914605617523,0.3015166223049164,0.18067774176597595
",",0.3087472915649414,0.4691906273365021,0.21822890639305115,0.27184680104255676,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.31091248989105225
experience,0.3894727826118469,0.19130541384220123,0.30293864011764526,0.2136995643377304,0.2553955614566803,0.25882309675216675,0.3262939453125,0.228313148021698,0.25203612446784973
",",0.3087472915649414,0.4691906273365021,0.21822890639305115,0.27184680104255676,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2590520679950714,0.30157923698425293,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.20544172823429108
apprenticeship,0.19577714800834656,0.14902177453041077,0.17904473841190338,0.13164645433425903,0.15731213986873627,0.182465061545372,0.16854190826416016,0.19941014051437378,0.1154845654964447
),0.26259949803352356,0.37732169032096863,0.16527613997459412,0.22068600356578827,0.3069596290588379,0.19929355382919312,0.1736932098865509,0.3680361211299896,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.2590520679950714,0.30157923698425293,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.20544172823429108
higher,0.2538340389728546,0.24683357775211334,0.3147837817668915,0.2427966296672821,0.20294103026390076,1.0,0.47005683183670044,0.3096220791339874,0.15679465234279633
level,0.27376922965049744,0.24803997576236725,0.24342113733291626,0.19449499249458313,0.23348768055438995,0.46231552958488464,0.7348478436470032,0.23504668474197388,0.20528386533260345
of,0.33290785551071167,0.4854315221309662,0.27910974621772766,0.3077163100242615,0.41827285289764404,0.3096220791339874,0.23668165504932404,1.0,0.1826142966747284
fertility,0.1532718390226364,0.19719986617565155,0.3501121401786804,0.3083553612232208,0.20182985067367554,0.25088557600975037,0.28340354561805725,0.2745981514453888,0.13547532260417938
",",0.3087472915649414,0.4691906273365021,0.21822890639305115,0.27184680104255676,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2590520679950714,0.30157923698425293,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.20544172823429108
thereby,0.18465888500213623,0.1448221355676651,0.3161953389644623,0.11987461894750595,0.27071622014045715,0.2719349265098572,0.20930562913417816,0.3321453034877777,0.13714760541915894
lower,0.20079238712787628,0.20806168019771576,0.260497123003006,0.22996558248996735,0.1784515678882599,0.5770463347434998,0.3851044178009033,0.31757521629333496,0.08471795171499252
levels,0.21641245484352112,0.2141042947769165,0.24878159165382385,0.25280436873435974,0.21957921981811523,0.47005683183670044,0.9999998807907104,0.23668165504932404,0.1541307419538498
of,0.33290785551071167,0.4854315221309662,0.27910974621772766,0.3077163100242615,0.41827285289764404,0.3096220791339874,0.23668165504932404,1.0,0.1826142966747284
growth,0.1739405393600464,0.2256266176700592,0.3248327970504761,0.1900806576013565,0.1721288114786148,0.24618519842624664,0.280769944190979,0.2679378092288971,0.07547862827777863
.,0.3567904531955719,0.4569662809371948,0.22563500702381134,0.2184346318244934,0.4446153938770294,0.2524722218513489,0.24042059481143951,0.5352458953857422,0.4130953550338745
