,in,what,year,was,rose,mary,denman,defrocked,for,openly,living,with,a,same-sex,partner,?
hampshire,0.26315850019454956,0.1944948136806488,0.19867876172065735,0.23263947665691376,0.1260852962732315,0.260308176279068,0.24013805389404297,0.2130155712366104,0.2241612821817398,0.1961877942085266,0.2625494599342346,0.15776199102401733,0.2155964970588684,0.3679177165031433,0.09571313858032227,0.10993438214063644
defrocked,0.2665156424045563,0.33542224764823914,0.2693496346473694,0.3359539210796356,0.30776941776275635,0.19896332919597626,0.3864392340183258,1.0,0.2880927324295044,0.2782042622566223,0.18624688684940338,0.33038294315338135,0.27763059735298157,0.3003142178058624,0.24330085515975952,0.27007365226745605
methodist,0.24702993035316467,0.17637217044830322,0.1624906063079834,0.2711138129234314,0.09977398812770844,0.3693549931049347,0.25864240527153015,0.19119739532470703,0.1716444343328476,0.2739999294281006,0.2032490372657776,0.17456914484500885,0.24651029706001282,0.28665176033973694,0.16426913440227509,0.1436992734670639
minister,0.19794908165931702,0.1705908179283142,0.14093878865242004,0.26634681224823,0.07996518164873123,0.15279777348041534,0.3607522249221802,0.1959332376718521,0.1931433081626892,0.19619925320148468,0.1050235703587532,0.09788184612989426,0.1532600224018097,0.16205550730228424,0.1896161288022995,0.10825661569833755
rose,0.24995949864387512,0.13161541521549225,0.18637050688266754,0.2609468102455139,0.9999999403953552,0.23296064138412476,0.15979702770709991,0.30776941776275635,0.09382632374763489,0.07408145815134048,0.17182639241218567,0.16761144995689392,0.21820183098316193,0.21322396397590637,0.1117124855518341,0.11847885698080063
mary,0.21819515526294708,0.2064262330532074,0.15301498770713806,0.2567506730556488,0.23296064138412476,1.0,0.30282923579216003,0.19896332919597626,0.1572747677564621,0.22506952285766602,0.13793358206748962,0.13438525795936584,0.19644305109977722,0.25137874484062195,0.14562638103961945,0.17181165516376495
denman,0.20979681611061096,0.19610974192619324,0.22989511489868164,0.3261982500553131,0.15979702770709991,0.30282923579216003,1.0,0.3864392340183258,0.20327697694301605,0.29970240592956543,0.16071918606758118,0.20023837685585022,0.20228387415409088,0.24366547167301178,0.2028440535068512,0.191852867603302
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.09382632374763489,0.1572747677564621,0.20327697694301605,0.2880927324295044,0.9999999403953552,0.22407542169094086,0.15849082171916962,0.39140474796295166,0.44038116931915283,0.29812857508659363,0.18582101166248322,0.264628142118454
openly,0.23383252322673798,0.24464668333530426,0.12757810950279236,0.2920909523963928,0.07408145815134048,0.22506952285766602,0.29970240592956543,0.2782042622566223,0.22407542169094086,1.0,0.16854026913642883,0.208077073097229,0.19781415164470673,0.31992319226264954,0.34031376242637634,0.16308623552322388
living,0.3253810405731201,0.22245320677757263,0.25835561752319336,0.16790105402469635,0.17182639241218567,0.13793358206748962,0.16071918606758118,0.18624688684940338,0.15849082171916962,0.16854026913642883,1.0000001192092896,0.23172324895858765,0.21367067098617554,0.3149655759334564,0.1763361245393753,0.18362653255462646
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.16761144995689392,0.13438525795936584,0.20023837685585022,0.33038294315338135,0.39140474796295166,0.208077073097229,0.23172324895858765,0.9999999403953552,0.3783375024795532,0.2511357367038727,0.30725839734077454,0.2433311939239502
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.21820183098316193,0.19644305109977722,0.20228387415409088,0.27763059735298157,0.44038116931915283,0.19781415164470673,0.21367067098617554,0.3783375024795532,1.0,0.3308933675289154,0.15760847926139832,0.23916715383529663
same-sex,0.3094196021556854,0.2764958441257477,0.275587797164917,0.300588458776474,0.21322396397590637,0.25137874484062195,0.24366547167301178,0.3003142178058624,0.29812857508659363,0.31992319226264954,0.3149655759334564,0.2511357367038727,0.3308933675289154,1.0,0.3114781975746155,0.2158789336681366
partner,0.1903068870306015,0.10468954592943192,0.1838247925043106,0.11958950757980347,0.1117124855518341,0.14562638103961945,0.2028440535068512,0.24330085515975952,0.18582101166248322,0.34031376242637634,0.1763361245393753,0.30725839734077454,0.15760847926139832,0.3114781975746155,1.0,0.15119856595993042
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2793329656124115,0.249723881483078,0.2891557812690735,0.3225654363632202,0.4726039469242096,0.2294253706932068,0.27785244584083557,0.4446153938770294,0.50484299659729,0.293578565120697,0.17330016195774078,0.4130953550338745
