,the,university,agreed,to,grant,a,degree,to,any,graduate,of,affiliate,schoos,that,did,what,?
made,0.3885267674922943,0.143972709774971,0.24975064396858215,0.3377571105957031,0.1349732130765915,0.3180864453315735,0.0855380967259407,0.3377571105957031,0.30513206124305725,0.10918808728456497,0.33167365193367004,0.12931062281131744,0.18383856117725372,0.3437977731227875,0.3068731725215912,0.23419176042079926,0.17218779027462006
a,0.5829201340675354,0.20256656408309937,0.17516115307807922,0.45503583550453186,0.22103925049304962,1.0,0.25289660692214966,0.45503583550453186,0.45031747221946716,0.21107926964759827,0.5052502155303955,0.15037991106510162,0.24744804203510284,0.47537946701049805,0.2552328109741211,0.3320399522781372,0.23916715383529663
grade,0.19111110270023346,0.1824963092803955,0.11366651952266693,0.20667529106140137,0.14532595872879028,0.20776404440402985,0.27328401803970337,0.20667529106140137,0.22805900871753693,0.31185591220855713,0.1790352761745453,0.10125542432069778,0.2511226534843445,0.22234809398651123,0.14142365753650665,0.20697078108787537,0.12344983220100403
of,0.733189046382904,0.30646374821662903,0.24395716190338135,0.41548454761505127,0.23326964676380157,0.5052502155303955,0.22760991752147675,0.41548454761505127,0.3769088089466095,0.21445734798908234,1.0,0.19963958859443665,0.26684197783470154,0.41498205065727234,0.2513895630836487,0.33290785551071167,0.1826142966747284
a,0.5829201340675354,0.20256656408309937,0.17516115307807922,0.45503583550453186,0.22103925049304962,1.0,0.25289660692214966,0.45503583550453186,0.45031747221946716,0.21107926964759827,0.5052502155303955,0.15037991106510162,0.24744804203510284,0.47537946701049805,0.2552328109741211,0.3320399522781372,0.23916715383529663
for,0.4739971458911896,0.18573740124702454,0.23074856400489807,0.4451248347759247,0.3014126121997833,0.44038116931915283,0.17544426023960114,0.4451248347759247,0.3944643437862396,0.18703565001487732,0.4185989499092102,0.21401958167552948,0.2650189995765686,0.4137635827064514,0.318512886762619,0.3017193675041199,0.264628142118454
all,0.4860881567001343,0.19795121252536774,0.3428787887096405,0.42520734667778015,0.20751707255840302,0.2696802616119385,0.18507057428359985,0.42520734667778015,0.5059395432472229,0.1897915154695511,0.42798417806625366,0.24533428251743317,0.3228074610233307,0.53305584192276,0.33943864703178406,0.41981086134910583,0.29575422406196594
four,0.40344667434692383,0.22242772579193115,0.22170071303844452,0.2803118824958801,0.20794077217578888,0.28236961364746094,0.23055851459503174,0.2803118824958801,0.3251364529132843,0.23430879414081573,0.36293646693229675,0.24086031317710876,0.20032528042793274,0.29253774881362915,0.20222175121307373,0.18057085573673248,0.14532537758350372
years,0.2912273406982422,0.22516091167926788,0.24010896682739258,0.23891852796077728,0.16014856100082397,0.23773819208145142,0.2045641541481018,0.23891852796077728,0.22297091782093048,0.18950819969177246,0.2904134690761566,0.18651609122753143,0.21597273647785187,0.27599525451660156,0.2695724070072174,0.1981470286846161,0.1914375126361847
",",0.4933079481124878,0.3017033040523529,0.27350708842277527,0.44245919585227966,0.3364619016647339,0.427140474319458,0.1912073791027069,0.44245919585227966,0.3237466514110565,0.2738925516605377,0.4946078956127167,0.20519042015075684,0.29840025305747986,0.4137537479400635,0.3015086054801941,0.3087472915649414,0.31091248989105225
and,0.5171257257461548,0.2665814459323883,0.2597125470638275,0.48971283435821533,0.22466684877872467,0.3739250600337982,0.2947183847427368,0.48971283435821533,0.3363793194293976,0.27139508724212646,0.5116966962814331,0.19473032653331757,0.33131495118141174,0.4731321930885315,0.34479495882987976,0.31309178471565247,0.20544172823429108
on,0.5107308030128479,0.18291500210762024,0.2566361725330353,0.41031414270401,0.22808417677879333,0.3848365545272827,0.16243389248847961,0.41031414270401,0.2894362509250641,0.1568423956632614,0.3966929316520691,0.24123993515968323,0.2307092398405075,0.42569106817245483,0.2670976221561432,0.34226128458976746,0.2714994251728058
any,0.4525727927684784,0.15254807472229004,0.22754095494747162,0.46410247683525085,0.2653523087501526,0.45031747221946716,0.26524782180786133,0.46410247683525085,1.0,0.19831594824790955,0.3769088089466095,0.18379229307174683,0.19139936566352844,0.5484943389892578,0.37563082575798035,0.43670421838760376,0.4113408327102661
other,0.44152235984802246,0.1804676055908203,0.2538808286190033,0.4193183183670044,0.13961999118328094,0.2806335389614105,0.20675961673259735,0.4193183183670044,0.5120068788528442,0.16186471283435822,0.38583824038505554,0.1988547295331955,0.24036702513694763,0.5570666193962097,0.31707024574279785,0.341873437166214,0.24682199954986572
graduate,0.1983441710472107,0.6244588494300842,0.1405869871377945,0.22082558274269104,0.2995390295982361,0.21107926964759827,0.5861024260520935,0.22082558274269104,0.19831594824790955,1.0,0.21445734798908234,0.3613376021385193,0.4501589834690094,0.1924397051334381,0.17496390640735626,0.19785571098327637,0.13230688869953156
who,0.3733934462070465,0.2115909904241562,0.3223225474357605,0.42656609416007996,0.26893389225006104,0.36608949303627014,0.18419149518013,0.42656609416007996,0.29236510396003723,0.21463854610919952,0.2827862501144409,0.22476892173290253,0.32450976967811584,0.45444270968437195,0.34038686752319336,0.40942975878715515,0.26220351457595825
took,0.31657639145851135,0.14843371510505676,0.32165980339050293,0.24576251208782196,0.14580978453159332,0.18697012960910797,0.1265575885772705,0.24576251208782196,0.20770363509655,0.16646866500377655,0.2766268849372864,0.14127573370933533,0.22403071820735931,0.2222771942615509,0.42470768094062805,0.1316593885421753,0.14109265804290771
twelve,0.3255734145641327,0.1482638120651245,0.19581429660320282,0.24784527719020844,0.13279369473457336,0.2328086942434311,0.14939559996128082,0.24784527719020844,0.24453677237033844,0.12308947741985321,0.288763165473938,0.15927165746688843,0.22674404084682465,0.23097503185272217,0.1956946700811386,0.15996748208999634,0.06192852556705475
weeks,0.2713429629802704,0.15362179279327393,0.19809287786483765,0.24200202524662018,0.16055822372436523,0.22560246288776398,0.13463996350765228,0.24200202524662018,0.2586438059806824,0.162943497300148,0.20286071300506592,0.18289333581924438,0.1633586883544922,0.2721690535545349,0.28692591190338135,0.23001721501350403,0.21667936444282532
additional,0.2539002597332001,0.0892791599035263,0.16388185322284698,0.29850050806999207,0.27798083424568176,0.21921908855438232,0.13714802265167236,0.29850050806999207,0.37741878628730774,0.18326428532600403,0.2518594264984131,0.1733003854751587,0.1564808189868927,0.2874574661254883,0.20902137458324432,0.20172064006328583,0.24309562146663666
study,0.2533665597438812,0.471211314201355,0.16017892956733704,0.3326032757759094,0.10246577113866806,0.2268155962228775,0.33688387274742126,0.3326032757759094,0.24718530476093292,0.4094281494617462,0.29377859830856323,0.16413813829421997,0.33843252062797546,0.31241273880004883,0.21215762197971344,0.3123835027217865,0.15902167558670044
at,0.457212895154953,0.30386853218078613,0.180673748254776,0.36524343490600586,0.22550168633460999,0.3095070421695709,0.24126897752285004,0.36524343490600586,0.2206675112247467,0.25927627086639404,0.42558613419532776,0.2507695257663727,0.22101370990276337,0.3183255195617676,0.28390252590179443,0.2838611304759979,0.21978627145290375
the,1.0,0.263973206281662,0.24722334742546082,0.535392165184021,0.2460666298866272,0.5829201340675354,0.20765221118927002,0.535392165184021,0.4525727927684784,0.1983441710472107,0.733189046382904,0.2278994768857956,0.26283061504364014,0.5473989248275757,0.34736719727516174,0.42745697498321533,0.22068053483963013
university,0.263973206281662,1.0,0.17233775556087494,0.20192374289035797,0.1985611915588379,0.20256656408309937,0.5435908436775208,0.20192374289035797,0.15254807472229004,0.6244588494300842,0.30646374821662903,0.334917277097702,0.3424203395843506,0.16441112756729126,0.15114416182041168,0.20256435871124268,0.11887256056070328
of,0.733189046382904,0.30646374821662903,0.24395716190338135,0.41548454761505127,0.23326964676380157,0.5052502155303955,0.22760991752147675,0.41548454761505127,0.3769088089466095,0.21445734798908234,1.0,0.19963958859443665,0.26684197783470154,0.41498205065727234,0.2513895630836487,0.33290785551071167,0.1826142966747284
chicago,0.27360326051712036,0.29005804657936096,0.14083655178546906,0.19278118014335632,0.1960279643535614,0.17899899184703827,0.17207562923431396,0.19278118014335632,0.1504233181476593,0.21318599581718445,0.18391016125679016,0.314028799533844,0.21025370061397552,0.22499492764472961,0.1900576800107956,0.1521448791027069,0.16446958482265472
.,0.5934505462646484,0.290679007768631,0.2463553100824356,0.4645031690597534,0.2712966501712799,0.50484299659729,0.20956046879291534,0.4645031690597534,0.39295488595962524,0.22357110679149628,0.5352458953857422,0.19002677500247955,0.27119219303131104,0.4460422694683075,0.35288307070732117,0.3567904531955719,0.4130953550338745
