,what,is,the,general,term,used,to,describe,the,output,to,any,given,input,in,a,problem,instance,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24755197763442993,0.3310292959213257,0.40058770775794983,1.0,0.3167092204093933,0.535392165184021,0.24095958471298218,1.0,0.46410247683525085,0.3428947925567627,0.25947481393814087,0.45010748505592346,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.28634732961654663,0.2740369141101837,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.22049929201602936,0.535392165184021,0.4525727927684784,0.37508252263069153,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.21629959344863892,0.21863089501857758,0.3019697070121765,0.2502208352088928,0.25103363394737244,0.24928659200668335,0.24181972444057465,0.2502208352088928,0.40565699338912964,0.2566664516925812,0.2680823802947998,0.16969570517539978,0.2605542540550232,1.0,0.37468287348747253,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3022127151489258,0.21599270403385162,0.3120402991771698,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.20966894924640656,0.44245919585227966,0.3237466514110565,0.2843315005302429,0.24717740714550018,0.5201468467712402,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.25860127806663513,0.22272127866744995,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2404075562953949,0.48971283435821533,0.3363793194293976,0.30185943841934204,0.2176191657781601,0.4954058527946472,0.3739250600337982,0.24328261613845825,0.34175774455070496,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.28634732961654663,0.2740369141101837,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.22049929201602936,0.535392165184021,0.4525727927684784,0.37508252263069153,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
solution,0.275324285030365,0.2851429283618927,0.20422548055648804,0.16451744735240936,0.24061425030231476,0.2982623279094696,0.3161713182926178,0.2506197988986969,0.20422548055648804,0.2536477744579315,0.3161713182926178,0.33104628324508667,0.21168018877506256,0.24089619517326355,0.19538016617298126,0.2887548804283142,0.5411272048950195,0.3991639316082001,0.28505614399909973
is,0.28837618231773376,1.0,0.5823672413825989,0.20144300162792206,0.270183801651001,0.3288823366165161,0.42745086550712585,0.27898338437080383,0.5823672413825989,0.2423316091299057,0.42745086550712585,0.35691767930984497,0.249215230345726,0.2170686423778534,0.5394441485404968,0.658733606338501,0.23238427937030792,0.33154773712158203,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.28634732961654663,0.2740369141101837,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.22049929201602936,0.535392165184021,0.4525727927684784,0.37508252263069153,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
output,0.25545787811279297,0.2423316091299057,0.22049929201602936,0.11001398414373398,0.10303808748722076,0.2972398102283478,0.24095958471298218,0.12107425183057785,0.22049929201602936,0.9999999403953552,0.24095958471298218,0.28287598490715027,0.25182557106018066,0.6574379205703735,0.15088461339473724,0.17850732803344727,0.24181972444057465,0.37400341033935547,0.16760045289993286
corresponding,0.2633531987667084,0.32080236077308655,0.3826132118701935,0.15330879390239716,0.24618881940841675,0.3408721685409546,0.3358774781227112,0.34749603271484375,0.3826132118701935,0.3537599742412567,0.3358774781227112,0.40339091420173645,0.33877313137054443,0.3529808521270752,0.2558233141899109,0.28352054953575134,0.24118764698505402,0.3757985234260559,0.21760094165802002
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.24755197763442993,0.3310292959213257,0.40058770775794983,1.0,0.3167092204093933,0.535392165184021,0.24095958471298218,1.0,0.46410247683525085,0.3428947925567627,0.25947481393814087,0.45010748505592346,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.28634732961654663,0.2740369141101837,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.22049929201602936,0.535392165184021,0.4525727927684784,0.37508252263069153,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
given,0.21883496642112732,0.249215230345726,0.37508252263069153,0.2129233032464981,0.1996779888868332,0.3641626238822937,0.3428947925567627,0.28048571944236755,0.37508252263069153,0.25182557106018066,0.3428947925567627,0.3589085638523102,1.0,0.24745428562164307,0.2528568208217621,0.3335871398448944,0.2566664516925812,0.30268949270248413,0.2570464313030243
input,0.2844698429107666,0.2170686423778534,0.19928309321403503,0.10750909894704819,0.08799411356449127,0.2001955807209015,0.25947481393814087,0.0959140956401825,0.19928309321403503,0.6574379205703735,0.25947481393814087,0.32824498414993286,0.24745428562164307,0.9999999403953552,0.10243455320596695,0.20009170472621918,0.2680823802947998,0.3309183418750763,0.24861721694469452
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2929490804672241,0.18456575274467468,0.33111312985420227,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.22474192082881927,0.4645031690597534,0.39295488595962524,0.3169408142566681,0.24013976752758026,0.5591574311256409,0.50484299659729,0.22562150657176971,0.35495105385780334,0.4130953550338745
