,what,light,radiation,does,ozone,absorb,?
as,0.31749409437179565,0.25754430890083313,0.2773471474647522,0.31202155351638794,0.18256303668022156,0.21613986790180206,0.27043893933296204
a,0.3320399522781372,0.2622554302215576,0.1951933205127716,0.38201746344566345,0.14839500188827515,0.21902647614479065,0.23916715383529663
protective,0.20768675208091736,0.18883410096168518,0.26305973529815674,0.19232334196567535,0.2080046534538269,0.2750712037086487,0.10403575748205185
radiation,0.2664667069911957,0.47448965907096863,0.9999999403953552,0.1794511377811432,0.5196512937545776,0.4840378761291504,0.1720895618200302
shield,0.15256665647029877,0.22297316789627075,0.18854640424251556,0.16141581535339355,0.16243480145931244,0.14264227449893951,0.06611126661300659
for,0.3017193675041199,0.21351271867752075,0.19907429814338684,0.35159170627593994,0.1923777014017105,0.19719460606575012,0.264628142118454
the,0.42745697498321533,0.2649136185646057,0.2525659203529358,0.35928019881248474,0.23899611830711365,0.2552814483642578,0.22068053483963013
planet,0.2183026820421219,0.2329300045967102,0.2896401584148407,0.20571163296699524,0.3546588718891144,0.25232064723968506,0.16979767382144928
.,0.3567904531955719,0.2497042715549469,0.22878317534923553,0.3022993505001068,0.2529839873313904,0.23536643385887146,0.4130953550338745
,what,light,radiation,does,ozone,absorb,?
ozone,0.17115569114685059,0.3063492774963379,0.5196512937545776,0.18875880539417267,1.0,0.41802242398262024,0.159791961312294
is,0.28837618231773376,0.2457275241613388,0.17039641737937927,0.4403602182865143,0.21112559735774994,0.23613661527633667,0.22961433231830597
produced,0.1393624097108841,0.2196255773305893,0.18940600752830505,0.13402628898620605,0.17871244251728058,0.2261992245912552,0.1623450517654419
in,0.30808621644973755,0.1819845736026764,0.20072022080421448,0.214483380317688,0.19661612808704376,0.19836430251598358,0.20430970191955566
the,0.42745697498321533,0.2649136185646057,0.2525659203529358,0.35928019881248474,0.23899611830711365,0.2552814483642578,0.22068053483963013
upper,0.1592642068862915,0.14686550199985504,0.2858648896217346,0.12086480855941772,0.16931594908237457,0.2673534154891968,0.051342256367206573
atmosphere,0.2530241310596466,0.3712354302406311,0.4583549201488495,0.19584400951862335,0.5175097584724426,0.3817859888076782,0.15636961162090302
when,0.4700249433517456,0.24681223928928375,0.2353767603635788,0.3380102217197418,0.18285903334617615,0.28053542971611023,0.22841128706932068
o,0.1489914506673813,0.09857643395662308,0.0695137083530426,0.1532406359910965,0.19024091958999634,0.08890338987112045,0.23868927359580994
2,-0.049862053245306015,0.007465676870197058,-0.00600463105365634,-0.06106966361403465,0.061279915273189545,-0.0007181837572716177,0.001977203879505396
combines,0.2320975512266159,0.18437553942203522,0.207692950963974,0.22496064007282257,0.23151376843452454,0.30810195207595825,0.1861831098794937
with,0.2464839518070221,0.20245222747325897,0.12661020457744598,0.26186925172805786,0.20403066277503967,0.23586969077587128,0.2433311939239502
atomic,0.24257957935333252,0.18582087755203247,0.4053756892681122,0.1649709939956665,0.40680789947509766,0.2611638009548187,0.16654692590236664
oxygen,0.16781960427761078,0.3018748164176941,0.449581116437912,0.2380215972661972,0.5093002915382385,0.46643900871276855,0.16786395013332367
made,0.23419176042079926,0.22744663059711456,0.1374025046825409,0.20829549431800842,0.18866318464279175,0.24082906544208527,0.17218779027462006
by,0.2455483376979828,0.16924326121807098,0.18692469596862793,0.143477201461792,0.1733677238225937,0.16704733669757843,0.17966607213020325
the,0.42745697498321533,0.2649136185646057,0.2525659203529358,0.35928019881248474,0.23899611830711365,0.2552814483642578,0.22068053483963013
splitting,0.27587902545928955,0.17238909006118774,0.21636943519115448,0.2176561802625656,0.20392344892024994,0.27247878909111023,0.14215834438800812
of,0.33290785551071167,0.18257063627243042,0.2597386837005615,0.3119818866252899,0.22780866920948029,0.21571673452854156,0.1826142966747284
o,0.1489914506673813,0.09857643395662308,0.0695137083530426,0.1532406359910965,0.19024091958999634,0.08890338987112045,0.23868927359580994
2,-0.049862053245306015,0.007465676870197058,-0.00600463105365634,-0.06106966361403465,0.061279915273189545,-0.0007181837572716177,0.001977203879505396
by,0.2455483376979828,0.16924326121807098,0.18692469596862793,0.143477201461792,0.1733677238225937,0.16704733669757843,0.17966607213020325
ultraviolet,0.28599607944488525,0.5895705819129944,0.6090132594108582,0.2345774918794632,0.4895752966403961,0.573387861251831,0.21418103575706482
(,0.2411840260028839,0.2502518892288208,0.1881415843963623,0.2728188931941986,0.22719724476337433,0.17574013769626617,0.40561532974243164
uv,0.25159287452697754,0.49168747663497925,0.5656593441963196,0.21615099906921387,0.4645193815231323,0.46995407342910767,0.2089122235774994
),0.26259949803352356,0.22463345527648926,0.1546679586172104,0.2575884759426117,0.20087186992168427,0.17336204648017883,0.42300865054130554
radiation,0.2664667069911957,0.47448965907096863,0.9999999403953552,0.1794511377811432,0.5196512937545776,0.4840378761291504,0.1720895618200302
.,0.3567904531955719,0.2497042715549469,0.22878317534923553,0.3022993505001068,0.2529839873313904,0.23536643385887146,0.4130953550338745
