,since,january,2012,",",all,abc,programming,has,been,presented,in,what,format,?
),0.2939128279685974,0.3827100396156311,0.3677171766757965,0.63033527135849,0.283302903175354,0.18381085991859436,0.18464556336402893,0.26944878697395325,0.1854540854692459,0.149555966258049,0.3326910734176636,0.26259949803352356,0.2580197751522064,0.42300865054130554
",",0.3991432189941406,0.4213674068450928,0.42079734802246094,1.0000001192092896,0.425624817609787,0.2097204476594925,0.255766898393631,0.3734780251979828,0.34873589873313904,0.28443270921707153,0.5201468467712402,0.3087472915649414,0.21768099069595337,0.31091248989105225
when,0.42774689197540283,0.23963238298892975,0.30712300539016724,0.36674630641937256,0.35107192397117615,0.13294127583503723,0.16662397980690002,0.34538573026657104,0.3339833617210388,0.17158125340938568,0.4431333839893341,0.4700249433517456,0.1569255292415619,0.22841128706932068
extreme,0.14571689069271088,0.10498148202896118,0.16919079422950745,0.2406754195690155,0.2368428111076355,0.14610764384269714,0.18493624031543732,0.215620219707489,0.16603560745716095,0.14233189821243286,0.2783166170120239,0.21726317703723907,0.12017376720905304,0.12677998840808868
makeover,0.2555469274520874,0.23854917287826538,0.20629222691059113,0.3627867102622986,0.2792247235774994,0.2535228431224823,0.3310244083404541,0.21599586308002472,0.18337136507034302,0.24303306639194489,0.3202354609966278,0.3364202082157135,0.24500316381454468,0.262256383895874
:,0.04480839520692825,0.04523083567619324,-0.12785623967647552,-0.004729332868009806,0.012728127650916576,-0.06154730170965195,-0.07563408464193344,-0.02031770534813404,-0.08304985612630844,-0.005494259297847748,0.020521078258752823,-0.12022944539785385,-0.008188258856534958,-0.07156077772378922
home,0.2818499207496643,0.18052244186401367,0.23511859774589539,0.2790627181529999,0.19536042213439941,0.21116513013839722,0.0448341891169548,0.2134159505367279,0.21229980885982513,0.15955853462219238,0.30467477440834045,0.1608789712190628,0.15097959339618683,0.0757145956158638
edition,0.16492512822151184,0.18840184807777405,0.09364544600248337,0.2742067873477936,0.16874291002750397,0.17119164764881134,0.2186586558818817,0.16020244359970093,0.16381032764911652,0.23796583712100983,0.23735995590686798,0.10302292555570602,0.24838517606258392,0.20261122286319733
ended,0.34720557928085327,0.24796341359615326,0.2176268845796585,0.2682836353778839,0.20294886827468872,0.2626802623271942,0.1054227352142334,0.15445837378501892,0.23004700243473053,0.23763678967952728,0.3353011906147003,0.1532270610332489,0.16723403334617615,0.15429291129112244
its,0.37237873673439026,0.13034705817699432,0.4226412773132324,0.33157986402511597,0.29717665910720825,0.19045390188694,0.22158177196979523,0.4627293348312378,0.2810076177120209,0.1710420399904251,0.3793783485889435,0.30393704771995544,0.13903890550136566,0.15103481709957123
run,0.2627144455909729,0.1579100787639618,0.15899600088596344,0.2309936285018921,0.3100716769695282,0.1768566370010376,0.30589762330055237,0.20399263501167297,0.2275574505329132,0.15824799239635468,0.26368704438209534,0.2294815480709076,0.1426011621952057,0.17904110252857208
as,0.36245352029800415,0.2418142855167389,0.3424225151538849,0.48816442489624023,0.33195313811302185,0.2286096066236496,0.21458211541175842,0.351646363735199,0.3975982367992401,0.27148348093032837,0.3887844979763031,0.31749409437179565,0.17691104114055634,0.27043893933296204
a,0.3303585946559906,0.24193190038204193,0.3774794936180115,0.427140474319458,0.2696802616119385,0.21331243216991425,0.20890353620052338,0.4670248031616211,0.3315402865409851,0.24034897983074188,0.539380669593811,0.3320399522781372,0.23724766075611115,0.23916715383529663
regular,0.2647797167301178,0.16594773530960083,0.11131704598665237,0.2336544692516327,0.36394402384757996,0.20479580760002136,0.1677234172821045,0.28579041361808777,0.26702791452407837,0.2509128451347351,0.23172755539417267,0.224887877702713,0.29640117287635803,0.18334713578224182
series,0.22507761418819427,0.15306104719638824,0.15217827260494232,0.24060699343681335,0.26130741834640503,0.38518208265304565,0.25177183747291565,0.16834278404712677,0.24386771023273468,0.2508471608161926,0.2914260923862457,0.17328087985515594,0.21377333998680115,0.1709602326154709
and,0.3515571057796478,0.24588775634765625,0.38536936044692993,0.6633074283599854,0.4542157053947449,0.16453155875205994,0.23146864771842957,0.43716782331466675,0.3424558639526367,0.26139622926712036,0.4954058527946472,0.31309178471565247,0.19377155601978302,0.20544172823429108
one,0.3766527771949768,0.19966554641723633,0.3787119388580322,0.3696635365486145,0.4628787636756897,0.1300981342792511,0.1996653974056244,0.43032392859458923,0.3407197892665863,0.23795704543590546,0.4129433035850525,0.376489520072937,0.2017304003238678,0.2673267424106598
life,0.19007231295108795,0.17383605241775513,0.14786095917224884,0.24050940573215485,0.30487263202667236,0.20232120156288147,0.16511428356170654,0.1895075887441635,0.22931450605392456,0.17032591998577118,0.27054134011268616,0.24693015217781067,0.06587181240320206,0.21677987277507782
to,0.3733763098716736,0.20270398259162903,0.32762008905410767,0.44245919585227966,0.42520734667778015,0.1762417107820511,0.1961597204208374,0.3619994819164276,0.34945759177207947,0.24592746794223785,0.45010748505592346,0.455847829580307,0.20165184140205383,0.29463258385658264
live,0.2022213190793991,0.1511237472295761,0.26210707426071167,0.29754534363746643,0.26119425892829895,0.20379731059074402,0.22423318028450012,0.21881970763206482,0.1619804948568344,0.15936386585235596,0.3068392276763916,0.20532001554965973,0.16686083376407623,0.19481121003627777
(,0.26309698820114136,0.3498933017253876,0.3590838611125946,0.6363511681556702,0.28167209029197693,0.183883935213089,0.19239555299282074,0.2498389035463333,0.1755061000585556,0.13742461800575256,0.3087427020072937,0.2411840260028839,0.24940770864486694,0.40561532974243164
which,0.3523256182670593,0.1371559500694275,0.37707939743995667,0.3658004403114319,0.50777268409729,0.1991286277770996,0.317421019077301,0.4350704550743103,0.36993977427482605,0.2723793089389801,0.4840516746044159,0.5261979103088379,0.22834402322769165,0.25814583897590637
had,0.4845401346683502,0.2531641125679016,0.2411087453365326,0.35487717390060425,0.37521764636039734,0.18355661630630493,0.15021167695522308,0.5787927508354187,0.6048885583877563,0.23668783903121948,0.385026752948761,0.23849567770957947,0.08332417160272598,0.20728366076946259
been,0.6581953763961792,0.17704303562641144,0.26553699374198914,0.34873589873313904,0.38339102268218994,0.19288167357444763,0.16887283325195312,0.6162750124931335,0.9999998807907104,0.29195529222488403,0.3515113592147827,0.2567804455757141,0.19273488223552704,0.24354910850524902
presented,0.26260629296302795,0.22729738056659698,0.13725072145462036,0.28443270921707153,0.20659267902374268,0.2885449528694153,0.3080541789531708,0.20780032873153687,0.29195529222488403,1.0,0.3047972023487091,0.23381416499614716,0.28126639127731323,0.17025142908096313
in,0.4325680434703827,0.28467586636543274,0.3800647258758545,0.5201468467712402,0.3335905969142914,0.1697147786617279,0.17145347595214844,0.4173259735107422,0.3515113592147827,0.3047972023487091,1.0,0.30808621644973755,0.2023913413286209,0.20430970191955566
16:9,0.20203618705272675,0.04161123186349869,0.36599889397621155,0.09463471919298172,0.14321394264698029,0.04758721962571144,0.07296457141637802,0.09253211319446564,0.17642194032669067,0.09177052974700928,0.18482595682144165,0.12412027269601822,0.11849469691514969,0.09973249584436417
standard,0.15798546373844147,0.13581213355064392,0.1432344615459442,0.2593318521976471,0.27868643403053284,0.15094728767871857,0.22803175449371338,0.12612733244895935,0.18261241912841797,0.17091603577136993,0.24721406400203705,0.22809998691082,0.30020609498023987,0.17029257118701935
definition,0.23869679868221283,0.13510119915008545,0.15272760391235352,0.24771931767463684,0.2517015039920807,0.15801237523555756,0.2705542743206024,0.2356703132390976,0.22375765442848206,0.22066651284694672,0.20306213200092316,0.330344021320343,0.2965310513973236,0.2796523869037628
since,1.0000001192092896,0.27199235558509827,0.30162984132766724,0.3991432189941406,0.3231091797351837,0.20685888826847076,0.24059461057186127,0.5216675996780396,0.6581953763961792,0.26260629296302795,0.4325680434703827,0.29783400893211365,0.2071201503276825,0.2876587212085724
2010,0.2534441649913788,0.12887302041053772,0.3275647461414337,0.24006164073944092,0.2576361298561096,0.06600058078765869,0.10290633887052536,0.23259371519088745,0.23750223219394684,0.09260107576847076,0.2692960798740387,0.2741409242153168,0.06732313334941864,0.21232788264751434
),0.2939128279685974,0.3827100396156311,0.3677171766757965,0.63033527135849,0.283302903175354,0.18381085991859436,0.18464556336402893,0.26944878697395325,0.1854540854692459,0.149555966258049,0.3326910734176636,0.26259949803352356,0.2580197751522064,0.42300865054130554
also,0.4102521538734436,0.1879803091287613,0.41574791073799133,0.4717654287815094,0.42201146483421326,0.2030053734779358,0.23027054965496063,0.505894660949707,0.46553757786750793,0.262395977973938,0.5073733329772949,0.42747777700424194,0.19214865565299988,0.21848613023757935
ended,0.34720557928085327,0.24796341359615326,0.2176268845796585,0.2682836353778839,0.20294886827468872,0.2626802623271942,0.1054227352142334,0.15445837378501892,0.23004700243473053,0.23763678967952728,0.3353011906147003,0.1532270610332489,0.16723403334617615,0.15429291129112244
its,0.37237873673439026,0.13034705817699432,0.4226412773132324,0.33157986402511597,0.29717665910720825,0.19045390188694,0.22158177196979523,0.4627293348312378,0.2810076177120209,0.1710420399904251,0.3793783485889435,0.30393704771995544,0.13903890550136566,0.15103481709957123
abc,0.20685888826847076,0.1682562232017517,0.15613213181495667,0.2097204476594925,0.18112415075302124,1.0000001192092896,0.3165910840034485,0.23067910969257355,0.19288167357444763,0.2885449528694153,0.1697147786617279,0.1317344456911087,0.2297828495502472,0.19065172970294952
run,0.2627144455909729,0.1579100787639618,0.15899600088596344,0.2309936285018921,0.3100716769695282,0.1768566370010376,0.30589762330055237,0.20399263501167297,0.2275574505329132,0.15824799239635468,0.26368704438209534,0.2294815480709076,0.1426011621952057,0.17904110252857208
.,0.431787371635437,0.36771366000175476,0.37805238366127014,0.6812511086463928,0.43406882882118225,0.2567209303379059,0.1874377578496933,0.4105546176433563,0.33645182847976685,0.2494649887084961,0.5591574311256409,0.3567904531955719,0.26485368609428406,0.4130953550338745
