,how,many,yards,did,newton,throw,for,in,2015,?
rushing,0.2803467810153961,0.21215204894542694,0.5547915101051331,0.21943612396717072,0.304086834192276,0.42995917797088623,0.31589773297309875,0.21822091937065125,-0.10239597409963608,0.14363552629947662
),0.17939934134483337,0.16602720320224762,0.17269422113895416,0.18584993481636047,0.17433513700962067,0.14894823729991913,0.3639558255672455,0.3326910734176636,0.1380191147327423,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.18939918279647827,0.4464869201183319,0.5201468467712402,0.06568983197212219,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.1884482353925705,0.32970285415649414,0.44038116931915283,0.539380669593811,-0.008371892385184765,0.23916715383529663
career-low,0.2479514181613922,0.2875238358974457,0.33976468443870544,0.31910577416419983,0.22043463587760925,0.2020246982574463,0.32845163345336914,0.26392239332199097,-0.06424173712730408,0.15329208970069885
10,0.09177426248788834,0.3056783974170685,-0.03439547121524811,0.1914099007844925,0.03830950707197189,0.04267953336238861,0.07862305641174316,0.22690178453922272,0.15571165084838867,0.022911956533789635
interceptions,0.2084771692752838,0.21864065527915955,0.6127163171768188,0.21840861439704895,0.30017799139022827,0.34933018684387207,0.30427032709121704,0.19061775505542755,0.015746407210826874,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.2648763358592987,0.18939918279647827,0.4464869201183319,0.5201468467712402,0.06568983197212219,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.22255054116249084,0.1982293725013733,0.5064792633056641,0.4954058527946472,0.015077123418450356,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.1884482353925705,0.32970285415649414,0.44038116931915283,0.539380669593811,-0.008371892385184765,0.23916715383529663
career-best,0.22005383670330048,0.30896151065826416,0.3150091767311096,0.3254493474960327,0.18897037208080292,0.18082481622695923,0.3935834467411041,0.3449181616306305,-0.001517498749308288,0.2002197951078415
quarterback,0.10935026407241821,0.09331715106964111,0.5115955471992493,0.13718701899051666,0.29465755820274353,0.31367501616477966,0.2683273255825043,0.17283181846141815,-0.07722106575965881,0.13221268355846405
rating,0.20311082899570465,0.1606440395116806,0.2996661067008972,0.17871320247650146,0.20168572664260864,0.22742414474487305,0.26534613966941833,0.16727057099342346,-0.03246351331472397,0.18754872679710388
of,0.2480744868516922,0.37253960967063904,0.14466260373592377,0.2513895630836487,0.18479612469673157,0.20400571823120117,0.4185989499092102,0.5696388483047485,0.21138253808021545,0.1826142966747284
99.4,0.07374688237905502,0.09562889486551285,0.11833503097295761,0.1511625200510025,0.07128863781690598,0.07260677218437195,0.09110534936189651,0.05381285399198532,0.252677857875824,0.1159149557352066
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.35288307070732117,0.20699870586395264,0.22780419886112213,0.4726039469242096,0.5591574311256409,0.06607602536678314,0.4130953550338745
