,the,time,required,to,output,an,answer,on,a,deterministic,turing,machine,is,expressed,as,what,?
the,1.0,0.43061500787734985,0.27848219871520996,0.535392165184021,0.22049929201602936,0.4207492768764496,0.24840699136257172,0.5107308030128479,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.5823672413825989,0.25207287073135376,0.48381632566452026,0.42745697498321533,0.22068053483963013
total,0.27068960666656494,0.23522065579891205,0.2440832257270813,0.22792020440101624,0.23356255888938904,0.1526704579591751,0.16264081001281738,0.19572006165981293,0.20922091603279114,0.19834060966968536,0.1480691283941269,0.12317872792482376,0.18159881234169006,0.10352149605751038,0.13046351075172424,0.19850242137908936,0.14396025240421295
number,0.35145696997642517,0.26802247762680054,0.30742403864860535,0.2706126868724823,0.35148459672927856,0.1875157356262207,0.3015008270740509,0.2978411018848419,0.2992287278175354,0.28877800703048706,0.2326469123363495,0.2112291008234024,0.22390379011631012,0.2114528864622116,0.26786008477211,0.23046229779720306,0.19256845116615295
of,0.733189046382904,0.35127586126327515,0.26183071732521057,0.41548454761505127,0.15243679285049438,0.32280945777893066,0.17047110199928284,0.3966929316520691,0.5052502155303955,0.3430701494216919,0.2670239806175232,0.15468473732471466,0.4854315221309662,0.2687252461910248,0.3886612355709076,0.33290785551071167,0.1826142966747284
state,0.3097178041934967,0.22475437819957733,0.23407280445098877,0.25557461380958557,0.16381829977035522,0.2181641161441803,0.16392628848552704,0.18138433992862701,0.25097307562828064,0.27602723240852356,0.23555722832679749,0.09174972772598267,0.2627358138561249,0.16884246468544006,0.26851922273635864,0.24273863434791565,0.1160883978009224
transitions,0.3091912269592285,0.3022225499153137,0.20088647305965424,0.22324241697788239,0.2404920607805252,0.2132033407688141,0.1921345442533493,0.21807777881622314,0.29761651158332825,0.3989517092704773,0.15185381472110748,0.20803798735141754,0.2682192325592041,0.19834166765213013,0.30234217643737793,0.268737256526947,0.1719801127910614
",",0.4933079481124878,0.3029961884021759,0.22653338313102722,0.44245919585227966,0.20966894924640656,0.3581022024154663,0.2860236167907715,0.49057599902153015,0.427140474319458,0.22677423059940338,0.2807261645793915,0.21841607987880707,0.4691906273365021,0.24414940178394318,0.48816442489624023,0.3087472915649414,0.31091248989105225
or,0.4174870550632477,0.2774261236190796,0.41671398282051086,0.38921234011650085,0.2887789011001587,0.3096676766872406,0.26877230405807495,0.2897229492664337,0.48853766918182373,0.37666815519332886,0.24171410501003265,0.23812997341156006,0.41870999336242676,0.22985966503620148,0.4400654137134552,0.33867141604423523,0.32389625906944275
steps,0.252070814371109,0.23231539130210876,0.26526153087615967,0.2637169659137726,0.18372392654418945,0.1768025904893875,0.33502116799354553,0.19332624971866608,0.24283766746520996,0.3076953887939453,0.20141766965389252,0.2495972216129303,0.21692372858524323,0.18300525844097137,0.22700579464435577,0.29850611090660095,0.17527498304843903
",",0.4933079481124878,0.3029961884021759,0.22653338313102722,0.44245919585227966,0.20966894924640656,0.3581022024154663,0.2860236167907715,0.49057599902153015,0.427140474319458,0.22677423059940338,0.2807261645793915,0.21841607987880707,0.4691906273365021,0.24414940178394318,0.48816442489624023,0.3087472915649414,0.31091248989105225
the,1.0,0.43061500787734985,0.27848219871520996,0.535392165184021,0.22049929201602936,0.4207492768764496,0.24840699136257172,0.5107308030128479,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.5823672413825989,0.25207287073135376,0.48381632566452026,0.42745697498321533,0.22068053483963013
machine,0.22788187861442566,0.25790056586265564,0.19456051290035248,0.1634126603603363,0.32068732380867004,0.18184466660022736,0.2768482267856598,0.209082692861557,0.24983544647693634,0.27763426303863525,0.4048772156238556,1.0,0.18938691914081573,0.1833524852991104,0.20022566616535187,0.23075932264328003,0.17587624490261078
makes,0.3029823303222656,0.2113465666770935,0.2452540397644043,0.35811367630958557,0.27491387724876404,0.158767431974411,0.24842709302902222,0.2151028960943222,0.3509295880794525,0.30362895131111145,0.2117857187986374,0.2317996621131897,0.4565773010253906,0.19283798336982727,0.24537688493728638,0.2867553234100342,0.22145044803619385
before,0.45900648832321167,0.4620465338230133,0.25450384616851807,0.4190867841243744,0.20168860256671906,0.2804223895072937,0.2537948489189148,0.3903424143791199,0.3583870828151703,0.25110188126564026,0.1617203801870346,0.1921709179878235,0.25183290243148804,0.1832105964422226,0.3552539646625519,0.3801657259464264,0.2507109045982361
it,0.6251175999641418,0.3375589847564697,0.1928969770669937,0.513711154460907,0.22094415128231049,0.39472338557243347,0.25213345885276794,0.4529881477355957,0.5452592968940735,0.30689218640327454,0.17868860065937042,0.22480705380439758,0.6328473687171936,0.18451052904129028,0.4461488723754883,0.45803478360176086,0.25732165575027466
halts,0.27862709760665894,0.16874390840530396,0.202401801943779,0.2396102249622345,0.22141894698143005,0.2528408169746399,0.17494195699691772,0.23880510032176971,0.25843217968940735,0.2940031588077545,0.23570041358470917,0.3112466037273407,0.1838822066783905,0.09915145486593246,0.20036442577838898,0.18798354268074036,0.13096195459365845
and,0.5171257257461548,0.3025408685207367,0.25104308128356934,0.48971283435821533,0.2404075562953949,0.2838519215583801,0.23021690547466278,0.4077630043029785,0.3739250600337982,0.2734103202819824,0.22459711134433746,0.20538194477558136,0.3859752118587494,0.24103379249572754,0.49487000703811646,0.31309178471565247,0.20544172823429108
outputs,0.24067167937755585,0.20485007762908936,0.37526121735572815,0.25479570031166077,0.8907508850097656,0.18181951344013214,0.3248731195926666,0.20481301844120026,0.207633376121521,0.36492693424224854,0.3145417273044586,0.33938631415367126,0.3005733788013458,0.26708245277404785,0.21532218158245087,0.285269558429718,0.18640130758285522
the,1.0,0.43061500787734985,0.27848219871520996,0.535392165184021,0.22049929201602936,0.4207492768764496,0.24840699136257172,0.5107308030128479,0.5829201340675354,0.33725428581237793,0.2644472122192383,0.22788187861442566,0.5823672413825989,0.25207287073135376,0.48381632566452026,0.42745697498321533,0.22068053483963013
answer,0.24840699136257172,0.30184897780418396,0.289161741733551,0.31252485513687134,0.2856975793838501,0.15634042024612427,1.0,0.22382852435112,0.2724393308162689,0.41307148337364197,0.33181440830230713,0.2768482267856598,0.21693027019500732,0.38076573610305786,0.2434782236814499,0.44430363178253174,0.367276668548584
(,0.33289089798927307,0.28391751646995544,0.22542260587215424,0.30882009863853455,0.18807610869407654,0.286407470703125,0.22852417826652527,0.28656116127967834,0.3206180930137634,0.20496664941310883,0.16206736862659454,0.13877293467521667,0.35393038392066956,0.18192970752716064,0.32029855251312256,0.2411840260028839,0.40561532974243164
``,0.029072100296616554,0.041467953473329544,0.11478263139724731,0.06720756739377975,0.12460135668516159,0.03770720958709717,0.1663847118616104,-0.03274054825305939,0.07272057235240936,0.19272898137569427,0.05923105403780937,0.02600167691707611,0.058766357600688934,0.14762823283672333,0.03910288214683533,0.008517155423760414,0.0685480609536171
yes,0.17053739726543427,0.21342110633850098,0.2394908219575882,0.2151886224746704,0.2520117461681366,0.12443104386329651,0.3896866738796234,0.2077106386423111,0.21635428071022034,0.2346428483724594,0.11316168308258057,0.12544511258602142,0.16542133688926697,0.17582522332668304,0.18425129354000092,0.35806095600128174,0.3918913006782532
'',0.041273195296525955,-0.01899585872888565,0.02603072114288807,-0.009905828163027763,0.046864960342645645,0.09471100568771362,-0.07786116003990173,0.04238596186041832,0.04890415817499161,0.02879166416823864,-0.017821256071329117,-0.017543844878673553,0.0793738141655922,-0.04290010780096054,0.006628023460507393,0.08143015950918198,0.018684765323996544
or,0.4174870550632477,0.2774261236190796,0.41671398282051086,0.38921234011650085,0.2887789011001587,0.3096676766872406,0.26877230405807495,0.2897229492664337,0.48853766918182373,0.37666815519332886,0.24171410501003265,0.23812997341156006,0.41870999336242676,0.22985966503620148,0.4400654137134552,0.33867141604423523,0.32389625906944275
``,0.029072100296616554,0.041467953473329544,0.11478263139724731,0.06720756739377975,0.12460135668516159,0.03770720958709717,0.1663847118616104,-0.03274054825305939,0.07272057235240936,0.19272898137569427,0.05923105403780937,0.02600167691707611,0.058766357600688934,0.14762823283672333,0.03910288214683533,0.008517155423760414,0.0685480609536171
no,0.3461136817932129,0.2929181158542633,0.2708861529827118,0.30015695095062256,0.19820328056812286,0.19335412979125977,0.24931378662586212,0.3244728446006775,0.26280897855758667,0.23407606780529022,0.12947389483451843,0.1561722308397293,0.19581134617328644,0.20756469666957855,0.28687340021133423,0.339326947927475,0.32165053486824036
'',0.041273195296525955,-0.01899585872888565,0.02603072114288807,-0.009905828163027763,0.046864960342645645,0.09471100568771362,-0.07786116003990173,0.04238596186041832,0.04890415817499161,0.02879166416823864,-0.017821256071329117,-0.017543844878673553,0.0793738141655922,-0.04290010780096054,0.006628023460507393,0.08143015950918198,0.018684765323996544
),0.3456730246543884,0.2857224941253662,0.245443657040596,0.31236231327056885,0.19735705852508545,0.2873353958129883,0.24098807573318481,0.29937487840652466,0.3640355169773102,0.2003103792667389,0.1710575371980667,0.13634051382541656,0.37732169032096863,0.180553138256073,0.32161882519721985,0.26259949803352356,0.42300865054130554
.,0.5934505462646484,0.371569961309433,0.2724599838256836,0.4645031690597534,0.22474192082881927,0.3581749200820923,0.311292439699173,0.49257001280784607,0.50484299659729,0.28497377038002014,0.19254323840141296,0.20798662304878235,0.4569662809371948,0.24293068051338196,0.515582263469696,0.3567904531955719,0.4130953550338745
