,what,feature,will,enrich,the,the,pedestrian,friendly,environment,after,restoration,?
sidewalks,0.17000243067741394,0.2668215036392212,0.2397528737783432,0.08369629085063934,0.27511999011039734,0.27511999011039734,0.4753076732158661,0.1266334503889084,0.20886090397834778,0.16455109417438507,0.1744372397661209,0.06874842196702957
(,0.2411840260028839,0.1903994381427765,0.26469120383262634,0.16124023497104645,0.33289089798927307,0.33289089798927307,0.17985449731349945,0.1709180474281311,0.20103386044502258,0.2132600098848343,0.2345433384180069,0.40561532974243164
up,0.28591108322143555,0.19634917378425598,0.3349364995956421,0.153549924492836,0.38423117995262146,0.38423117995262146,0.15513263642787933,0.1507740616798401,0.1258201003074646,0.3247016668319702,0.13613928854465485,0.1819818764925003
to,0.455847829580307,0.25759002566337585,0.5091033577919006,0.22090350091457367,0.535392165184021,0.535392165184021,0.19017837941646576,0.27062439918518066,0.274095743894577,0.37890323996543884,0.23322175443172455,0.29463258385658264
28,-0.2335955947637558,-0.07309462875127792,-0.11926697194576263,0.06385594606399536,-0.31177106499671936,-0.31177106499671936,-0.1889929324388504,-0.14159801602363586,-0.09736669063568115,-0.24374359846115112,-0.30134478211402893,-0.012856917455792427
',0.3245812654495239,0.21676389873027802,0.20316393673419952,0.06782103329896927,0.474788099527359,0.474788099527359,0.13337081670761108,0.2107052057981491,0.181301549077034,0.31325316429138184,0.2595980167388916,0.330942302942276
on,0.34226128458976746,0.29385992884635925,0.3240351676940918,0.14371256530284882,0.5107308030128479,0.5107308030128479,0.1958690881729126,0.1404903084039688,0.20899061858654022,0.39330315589904785,0.21327432990074158,0.2714994251728058
the,0.42745697498321533,0.3053930699825287,0.3635469079017639,0.19581155478954315,1.0,1.0,0.2353980541229248,0.18394148349761963,0.25819888710975647,0.4565047025680542,0.3766564130783081,0.22068053483963013
east,0.19840149581432343,0.0675579085946083,0.1374012976884842,0.07168310880661011,0.3383176326751709,0.3383176326751709,0.28727349638938904,0.1405969262123108,0.1542740911245346,0.19889187812805176,0.22479109466075897,0.10070597380399704
side,0.2532914876937866,0.25449714064598083,0.2845790982246399,0.10490557551383972,0.37146830558776855,0.37146830558776855,0.2602198123931885,0.18896834552288055,0.13597512245178223,0.19235624372959137,0.17047134041786194,0.07831130921840668
of,0.33290785551071167,0.2117752879858017,0.2473582625389099,0.2037193477153778,0.733189046382904,0.733189046382904,0.18429170548915863,0.14716918766498566,0.2659151554107666,0.3867455720901489,0.3782297372817993,0.1826142966747284
the,0.42745697498321533,0.3053930699825287,0.3635469079017639,0.19581155478954315,1.0,1.0,0.2353980541229248,0.18394148349761963,0.25819888710975647,0.4565047025680542,0.3766564130783081,0.22068053483963013
street,0.14271703362464905,0.22656874358654022,0.18250466883182526,0.02078905515372753,0.20947860181331635,0.20947860181331635,0.420907199382782,0.101197250187397,0.08905000984668732,0.20836135745048523,0.2083873599767685,0.07315441966056824
),0.26259949803352356,0.1909548044204712,0.24492529034614563,0.15347407758235931,0.3456730246543884,0.3456730246543884,0.1934482753276825,0.18263669312000275,0.19162903726100922,0.24162524938583374,0.24552883207798004,0.42300865054130554
to,0.455847829580307,0.25759002566337585,0.5091033577919006,0.22090350091457367,0.535392165184021,0.535392165184021,0.19017837941646576,0.27062439918518066,0.274095743894577,0.37890323996543884,0.23322175443172455,0.29463258385658264
continue,0.34721019864082336,0.20098109543323517,0.446509450674057,0.27095136046409607,0.28966447710990906,0.28966447710990906,0.14359261095523834,0.1943475306034088,0.25471174716949463,0.29654523730278015,0.2316526174545288,0.23903685808181763
with,0.2464839518070221,0.18796177208423615,0.33888739347457886,0.17253491282463074,0.4223487675189972,0.4223487675189972,0.18930208683013916,0.34006279706954956,0.2171572744846344,0.33843478560447693,0.14988000690937042,0.2433311939239502
the,0.42745697498321533,0.3053930699825287,0.3635469079017639,0.19581155478954315,1.0,1.0,0.2353980541229248,0.18394148349761963,0.25819888710975647,0.4565047025680542,0.3766564130783081,0.22068053483963013
pedestrian,0.10811614245176315,0.295534610748291,0.18732762336730957,0.03204986825585365,0.2353980541229248,0.2353980541229248,0.9999999403953552,0.1391715258359909,0.18689006567001343,0.051060911267995834,0.28330978751182556,0.12928085029125214
friendly,0.24098175764083862,0.17217588424682617,0.20393992960453033,0.09307260066270828,0.18394148349761963,0.18394148349761963,0.1391715258359909,1.0,0.29484429955482483,0.14461839199066162,0.1050480455160141,0.2218340039253235
environment,0.213022843003273,0.20530351996421814,0.28619691729545593,0.21244816482067108,0.25819888710975647,0.25819888710975647,0.18689006567001343,0.29484429955482483,0.9999998807907104,0.13598378002643585,0.2073642611503601,0.19478057324886322
of,0.33290785551071167,0.2117752879858017,0.2473582625389099,0.2037193477153778,0.733189046382904,0.733189046382904,0.18429170548915863,0.14716918766498566,0.2659151554107666,0.3867455720901489,0.3782297372817993,0.1826142966747284
the,0.42745697498321533,0.3053930699825287,0.3635469079017639,0.19581155478954315,1.0,1.0,0.2353980541229248,0.18394148349761963,0.25819888710975647,0.4565047025680542,0.3766564130783081,0.22068053483963013
district,0.13126243650913239,0.09944307804107666,0.09521637856960297,0.21541257202625275,0.2690705955028534,0.2690705955028534,0.16303987801074982,0.07293584197759628,0.10164932906627655,0.17999887466430664,0.19435451924800873,0.06725285202264786
.,0.3567904531955719,0.25145211815834045,0.33682769536972046,0.20800745487213135,0.5934505462646484,0.5934505462646484,0.17671437561511993,0.26794102787971497,0.31864476203918457,0.35870397090911865,0.2780206799507141,0.4130953550338745
