,what,did,the,crew,of,apollo,12,do,with,parts,of,the,surveyor,they,landed,near,after,photographing,them,?
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.12595811486244202,0.38761502504348755,0.18655648827552795,0.3329591751098633,0.337066113948822,0.3369046747684479,0.39777734875679016,0.38761502504348755,0.6251175999641418,0.16195926070213318,0.44394949078559875,0.22213001549243927,0.27285236120224,0.36872005462646484,0.191923126578331,0.44355401396751404,0.25732165575027466
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2217068374156952,0.4946078956127167,0.19808128476142883,0.20046983659267426,0.3283645510673523,0.4120737314224243,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23401032388210297,0.390799880027771,0.2338905930519104,0.3141826391220093,0.38860568404197693,0.22921229898929596,0.3985835015773773,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.22802916169166565,0.5116966962814331,0.15251155197620392,0.18034417927265167,0.276123583316803,0.5477725267410278,0.3901200294494629,0.5116966962814331,0.5171257257461548,0.23860572278499603,0.5073080658912659,0.21959416568279266,0.25046437978744507,0.3765919506549835,0.18206113576889038,0.48717668652534485,0.20544172823429108
removed,0.31197842955589294,0.25985875725746155,0.33493471145629883,0.11065582185983658,0.2804315388202667,0.1410619169473648,0.18603089451789856,0.28467294573783875,0.24393028020858765,0.22012899816036224,0.2804315388202667,0.33493471145629883,0.14639049768447876,0.2680489718914032,0.19225800037384033,0.10578352957963943,0.33350270986557007,0.11538547277450562,0.2772098481655121,0.2955436408519745
some,0.4491020441055298,0.42553430795669556,0.4566698372364044,0.1893799901008606,0.4300730526447296,0.17186200618743896,0.2213287204504013,0.4725562036037445,0.3924338221549988,0.3889229893684387,0.4300730526447296,0.4566698372364044,0.19528093934059143,0.5894032716751099,0.20561769604682922,0.17370282113552094,0.2708302140235901,0.2374582141637802,0.5948359370231628,0.2562315762042999
parts,0.3415631353855133,0.19881683588027954,0.4042440354824066,0.21586930751800537,0.3379773199558258,0.05950317531824112,0.2199697494506836,0.1807168424129486,0.28090205788612366,1.0,0.3379773199558258,0.4042440354824066,0.1940297931432724,0.3416596055030823,0.21070386469364166,0.18749834597110748,0.18331682682037354,0.16592153906822205,0.3093731105327606,0.12310896813869476
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.1701378971338272,0.5011631846427917,0.19047300517559052,0.28720608353614807,0.31153854727745056,0.46403205394744873,0.402177631855011,0.5011631846427917,0.6521818041801453,0.1391374170780182,0.5165667533874512,0.19705185294151306,0.2737005650997162,0.3217443823814392,0.214287668466568,0.4958057701587677,0.25814583897590637
they,0.4431931674480438,0.4879390597343445,0.49925389885902405,0.20429614186286926,0.3426007330417633,0.20052532851696014,0.18842370808124542,0.4667694866657257,0.42091572284698486,0.3416596055030823,0.3426007330417633,0.49925389885902405,0.1921968162059784,0.9999999403953552,0.29293254017829895,0.19174499809741974,0.33591970801353455,0.26270896196365356,0.6924025416374207,0.2753053903579712
returned,0.15085899829864502,0.32570260763168335,0.32857778668403625,0.23061507940292358,0.28002414107322693,0.17800651490688324,0.04984935373067856,0.15215133130550385,0.23341523110866547,0.16951443254947662,0.28002414107322693,0.32857778668403625,0.19270215928554535,0.28154441714286804,0.41602587699890137,0.17847630381584167,0.4478554427623749,0.1583908051252365,0.24272441864013672,0.07695316523313522
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.21819929778575897,0.41548454761505127,0.23190522193908691,0.22845682501792908,0.38876664638519287,0.4239959120750427,0.24449384212493896,0.41548454761505127,0.535392165184021,0.2366403043270111,0.5452046394348145,0.26572170853614807,0.2456841915845871,0.37890323996543884,0.21996153891086578,0.5916602611541748,0.29463258385658264
earth,0.25883176922798157,0.15510493516921997,0.2801888585090637,0.1996253877878189,0.2329314798116684,0.3316074311733246,0.15399745106697083,0.19425350427627563,0.21692633628845215,0.1941050887107849,0.2329314798116684,0.2801888585090637,0.2258647233247757,0.20461301505565643,0.31381943821907043,0.17713725566864014,0.15554408729076385,0.1935853660106659,0.24869491159915924,0.17717236280441284
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.24222686886787415,0.5352458953857422,0.22384987771511078,0.20240069925785065,0.3613996207714081,0.4446153938770294,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.2425336390733719,0.4510921239852905,0.22276893258094788,0.2532462477684021,0.35870397090911865,0.21318073570728302,0.39945515990257263,0.4130953550338745
,what,did,the,crew,of,apollo,12,do,with,parts,of,the,surveyor,they,landed,near,after,photographing,them,?
the,0.42745697498321533,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.28907760977745056,0.30239659547805786,0.4223487675189972,0.4042440354824066,0.733189046382904,1.0,0.2486654818058014,0.49925389885902405,0.2935211956501007,0.2879819869995117,0.4565047025680542,0.2297779619693756,0.4788833558559418,0.22068053483963013
command,0.22732043266296387,0.18186943233013153,0.27488255500793457,0.28953298926353455,0.23060646653175354,0.2812953591346741,0.027661537751555443,0.1592012196779251,0.17215432226657867,0.2124256193637848,0.23060646653175354,0.27488255500793457,0.30608057975769043,0.1752728819847107,0.30442774295806885,0.21901923418045044,0.23738226294517517,0.16188402473926544,0.19149261713027954,0.13402260839939117
module,0.2071267068386078,0.18875618278980255,0.15147453546524048,0.27745601534843445,0.057198818773031235,0.38253456354141235,0.034711480140686035,0.22152160108089447,0.12842965126037598,0.16102954745292664,0.057198818773031235,0.15147453546524048,0.21820174157619476,0.14125248789787292,0.2504282295703888,0.11959885060787201,0.09740570187568665,0.13344605267047882,0.19158442318439484,0.2131270468235016
pilot,0.1066926121711731,0.0870518833398819,0.17881006002426147,0.43303799629211426,0.11964807659387589,0.35071489214897156,-0.04192337021231651,0.07410256564617157,0.12796345353126526,0.13049550354480743,0.11964807659387589,0.17881006002426147,0.25300583243370056,0.1633187234401703,0.3152138888835907,0.23560373485088348,0.20873884856700897,0.15564687550067902,0.14798222482204437,0.08986082673072815
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.20329242944717407,0.4069072902202606,0.2306441366672516,0.13560841977596283,0.11523093283176422,0.27411898970603943,0.239912748336792,0.4069072902202606,0.48711544275283813,0.26896440982818604,0.3300964832305908,0.33412617444992065,0.1933041363954544,0.49306565523147583,0.19780728220939636,0.23709723353385925,0.18412111699581146
gemini,0.16078095138072968,0.1480763703584671,0.24857638776302338,0.2829688787460327,0.1731637418270111,0.5220452547073364,0.019374091178178787,0.12596073746681213,0.1736888289451599,0.15954340994358063,0.1731637418270111,0.24857638776302338,0.25276151299476624,0.17156150937080383,0.3130723536014557,0.18610604107379913,0.14490048587322235,0.20885802805423737,0.15882107615470886,0.14296509325504303
veteran,0.12123548984527588,0.10862443596124649,0.2511998414993286,0.1635076105594635,0.22665295004844666,0.1382715404033661,-0.028946515172719955,0.09750831872224808,0.19804871082305908,0.12244610488414764,0.22665295004844666,0.2511998414993286,0.19253204762935638,0.18315325677394867,0.16438914835453033,0.07733186334371567,0.2067219316959381,0.043743256479501724,0.14887970685958862,0.15891358256340027
richard,0.19329693913459778,0.17407897114753723,0.2087954580783844,0.15963023900985718,0.2227524220943451,0.2086174041032791,-0.004720164928585291,0.06305716931819916,0.16466177999973297,0.1481599360704422,0.2227524220943451,0.2087954580783844,0.2433614432811737,0.18084335327148438,0.20800620317459106,0.18396688997745514,0.21217893064022064,0.15386946499347687,0.1978202909231186,0.15003317594528198
f.,0.18076683580875397,0.14231976866722107,0.18440215289592743,0.1655404269695282,0.21892845630645752,0.03540044650435448,0.021540990099310875,0.10724598914384842,0.11824806034564972,0.10286823660135269,0.21892845630645752,0.18440215289592743,0.07795072346925735,0.09808024019002914,0.1073174923658371,0.008528213016688824,0.16957636177539825,0.009061925113201141,0.130173921585083,0.11007396876811981
gordon,0.20481926202774048,0.12315625697374344,0.206833615899086,0.1606229543685913,0.16024483740329742,0.20803898572921753,-0.10802541673183441,0.13542836904525757,0.12096875160932541,0.14589744806289673,0.16024483740329742,0.206833615899086,0.24289265275001526,0.19543233513832092,0.22205890715122223,0.12434519082307816,0.1941283792257309,0.2561374604701996,0.1875801384449005,0.10407281666994095
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2217068374156952,0.4946078956127167,0.19808128476142883,0.20046983659267426,0.3283645510673523,0.4120737314224243,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23401032388210297,0.390799880027771,0.2338905930519104,0.3141826391220093,0.38860568404197693,0.22921229898929596,0.3985835015773773,0.31091248989105225
jr.,0.2862679958343506,0.2600257098674774,0.14970926940441132,0.19790895283222198,0.11162803322076797,0.13807666301727295,0.008232495747506618,0.24105754494667053,0.2552545368671417,0.14579841494560242,0.11162803322076797,0.14970926940441132,0.025320008397102356,0.30196064710617065,0.0867181345820427,-0.013508145697414875,0.24021540582180023,0.09231850504875183,0.3384194076061249,0.3112807273864746
conrad,0.1503632366657257,0.09665832668542862,0.20398280024528503,0.23913991451263428,0.23755612969398499,0.26741573214530945,0.01451273076236248,0.026894444599747658,0.12889179587364197,0.15831424295902252,0.23755612969398499,0.20398280024528503,0.3274194598197937,0.1180960014462471,0.19559542834758759,0.21531860530376434,0.12127580493688583,0.14291392266750336,0.1070869192481041,0.10728748887777328
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.22802916169166565,0.5116966962814331,0.15251155197620392,0.18034417927265167,0.276123583316803,0.5477725267410278,0.3901200294494629,0.5116966962814331,0.5171257257461548,0.23860572278499603,0.5073080658912659,0.21959416568279266,0.25046437978744507,0.3765919506549835,0.18206113576889038,0.48717668652534485,0.20544172823429108
bean,0.15427419543266296,0.08935009688138962,0.24443063139915466,0.15325169265270233,0.1939946860074997,0.1760236620903015,0.2192171812057495,0.15363337099552155,0.16221845149993896,0.09693926572799683,0.1939946860074997,0.24443063139915466,0.12362311035394669,0.18084758520126343,0.11935354769229889,0.09817156940698624,0.1278039664030075,0.17875367403030396,0.171775221824646,0.2199403941631317
carried,0.17649970948696136,0.17487744987010956,0.31854987144470215,0.2432308793067932,0.3256259560585022,0.24767431616783142,0.11600936949253082,0.18065761029720306,0.23924976587295532,0.1493954360485077,0.3256259560585022,0.31854987144470215,0.273369163274765,0.2845308482646942,0.3485086262226105,0.10795747488737106,0.24709343910217285,0.16913768649101257,0.2928096652030945,0.1305524855852127
the,0.42745697498321533,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.28907760977745056,0.30239659547805786,0.4223487675189972,0.4042440354824066,0.733189046382904,1.0,0.2486654818058014,0.49925389885902405,0.2935211956501007,0.2879819869995117,0.4565047025680542,0.2297779619693756,0.4788833558559418,0.22068053483963013
first,0.28086137771606445,0.33691170811653137,0.49448907375335693,0.22136586904525757,0.3536086082458496,0.21067003905773163,0.08027823269367218,0.19137287139892578,0.2691199779510498,0.20588251948356628,0.3536086082458496,0.49448907375335693,0.29332664608955383,0.3431090712547302,0.3044132888317108,0.14128509163856506,0.42302387952804565,0.2300495207309723,0.29246917366981506,0.18701928853988647
lunar,0.18274477124214172,0.14120660722255707,0.23309995234012604,0.39860764145851135,0.204553484916687,0.48109763860702515,0.06233183294534683,0.1133490577340126,0.11691921204328537,0.1541532427072525,0.204553484916687,0.23309995234012604,0.32382839918136597,0.19410352408885956,0.40880024433135986,0.1772555559873581,0.1943439096212387,0.20737919211387634,0.14974278211593628,0.1628302037715912
surface,0.23580394685268402,0.14255931973457336,0.2555135488510132,0.2447301149368286,0.24204103648662567,0.19678367674350739,0.19585870206356049,0.17361098527908325,0.1969025433063507,0.22634927928447723,0.24204103648662567,0.2555135488510132,0.2814924716949463,0.20324218273162842,0.2832772135734558,0.24206478893756866,0.1297127604484558,0.2630256116390228,0.24076877534389496,0.14613434672355652
color,0.2746529281139374,0.19901683926582336,0.21895472705364227,0.13727813959121704,0.1876296103000641,0.13934631645679474,0.10275597125291824,0.17490574717521667,0.22848032414913177,0.11218257248401642,0.1876296103000641,0.21895472705364227,0.14260023832321167,0.20740480720996857,0.08449099212884903,0.14121562242507935,0.1656588464975357,0.14878033101558685,0.23936575651168823,0.21299609541893005
television,0.19838058948516846,0.17055591940879822,0.24569597840309143,0.19210638105869293,0.21995750069618225,0.19093264639377594,-0.09868621081113815,0.18832378089427948,0.17469868063926697,0.13982558250427246,0.21995750069618225,0.24569597840309143,0.17671969532966614,0.19549673795700073,0.20116554200649261,0.09498901665210724,0.19225278496742249,0.24496307969093323,0.19018152356147766,0.16825827956199646
camera,0.22429896891117096,0.18171916902065277,0.20394366979599,0.2681490182876587,0.14369241893291473,0.21904723346233368,-0.040817923843860626,0.14458279311656952,0.17163753509521484,0.12982092797756195,0.14369241893291473,0.20394366979599,0.1941307783126831,0.2406543791294098,0.20598657429218292,0.12541508674621582,0.17746718227863312,0.5513999462127686,0.26525771617889404,0.13050545752048492
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2217068374156952,0.4946078956127167,0.19808128476142883,0.20046983659267426,0.3283645510673523,0.4120737314224243,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23401032388210297,0.390799880027771,0.2338905930519104,0.3141826391220093,0.38860568404197693,0.22921229898929596,0.3985835015773773,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.4859698414802551,0.19242827594280243,0.39942997694015503,0.16874025762081146,0.26055908203125,0.4077886939048767,0.4495173394680023,0.34569910168647766,0.39942997694015503,0.4859698414802551,0.11560746282339096,0.5579894781112671,0.22388532757759094,0.1911310851573944,0.38354751467704773,0.18807001411914825,0.5369928479194641,0.27921953797340393
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.12595811486244202,0.38761502504348755,0.18655648827552795,0.3329591751098633,0.337066113948822,0.3369046747684479,0.39777734875679016,0.38761502504348755,0.6251175999641418,0.16195926070213318,0.44394949078559875,0.22213001549243927,0.27285236120224,0.36872005462646484,0.191923126578331,0.44355401396751404,0.25732165575027466
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.20329242944717407,0.4069072902202606,0.2306441366672516,0.13560841977596283,0.11523093283176422,0.27411898970603943,0.239912748336792,0.4069072902202606,0.48711544275283813,0.26896440982818604,0.3300964832305908,0.33412617444992065,0.1933041363954544,0.49306565523147583,0.19780728220939636,0.23709723353385925,0.18412111699581146
damaged,0.2276492565870285,0.2846456468105316,0.2918637692928314,0.29992207884788513,0.25165170431137085,0.17020153999328613,0.2318076342344284,0.21802805364131927,0.20538964867591858,0.3081015646457672,0.25165170431137085,0.2918637692928314,0.19707362353801727,0.294819712638855,0.3615272045135498,0.3110508620738983,0.2996847927570343,0.19938093423843384,0.24555104970932007,0.15946903824806213
when,0.4700249433517456,0.3228907287120819,0.5091903209686279,0.18491964042186737,0.3757161796092987,0.20691178739070892,0.24838608503341675,0.28572237491607666,0.5075214505195618,0.3205466568470001,0.3757161796092987,0.5091903209686279,0.22730736434459686,0.5090266466140747,0.27301180362701416,0.2606486976146698,0.5331412553787231,0.23673538863658905,0.4773717522621155,0.22841128706932068
accidentally,0.24162557721138,0.24030598998069763,0.2573339343070984,0.2733701467514038,0.16036903858184814,0.24280942976474762,0.17675603926181793,0.18631874024868011,0.23367545008659363,0.20245961844921112,0.16036903858184814,0.2573339343070984,0.1977829933166504,0.2996979355812073,0.2285614162683487,0.21239528059959412,0.35479238629341125,0.2199224978685379,0.3467726409435272,0.2163393795490265
pointed,0.2914353609085083,0.27868735790252686,0.28771230578422546,0.12327687442302704,0.23806460201740265,0.1432807445526123,0.16224701702594757,0.2894606292247772,0.3000294864177704,0.17923162877559662,0.23806460201740265,0.28771230578422546,0.12947511672973633,0.2973529100418091,0.20107373595237732,0.1352492719888687,0.13720858097076416,0.12163674831390381,0.3251969814300537,0.1998298168182373
into,0.2180619090795517,0.14888085424900055,0.39493247866630554,0.16535307466983795,0.32255905866622925,0.12660257518291473,0.18190129101276398,0.20546826720237732,0.2912435233592987,0.3835471272468567,0.32255905866622925,0.39493247866630554,0.11884629726409912,0.32590940594673157,0.23693066835403442,0.27234160900115967,0.36954155564308167,0.1595887541770935,0.3445718288421631,0.15662476420402527
the,0.42745697498321533,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.28907760977745056,0.30239659547805786,0.4223487675189972,0.4042440354824066,0.733189046382904,1.0,0.2486654818058014,0.49925389885902405,0.2935211956501007,0.2879819869995117,0.4565047025680542,0.2297779619693756,0.4788833558559418,0.22068053483963013
sun,0.207769975066185,0.18525613844394684,0.258540540933609,0.10627536475658417,0.22858914732933044,0.2639937996864319,0.17210358381271362,0.14311233162879944,0.15915165841579437,0.1488436907529831,0.22858914732933044,0.258540540933609,0.18984457850456238,0.17673945426940918,0.17872850596904755,0.17153792083263397,0.13943743705749512,0.22072874009609222,0.18512821197509766,0.1497713327407837
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.24222686886787415,0.5352458953857422,0.22384987771511078,0.20240069925785065,0.3613996207714081,0.4446153938770294,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.2425336390733719,0.4510921239852905,0.22276893258094788,0.2532462477684021,0.35870397090911865,0.21318073570728302,0.39945515990257263,0.4130953550338745
