,what,do,a,number,of,researchers,think,a,shortage,of,is,caused,in,part,by,income,inequality,?
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.2778518795967102,1.0,0.23457743227481842,0.2625778615474701,0.5052502155303955,0.3016875982284546,1.0,0.4854315221309662,0.29665443301200867,0.5696388483047485,0.452393114566803,0.3646814823150635,0.2581324577331543,0.27910974621772766,0.1826142966747284
affordable,0.24507401883602142,0.3059763014316559,0.30002903938293457,0.17412026226520538,0.32677754759788513,0.2685792148113251,0.3386542797088623,0.30002903938293457,0.4713399112224579,0.32677754759788513,0.24269597232341766,0.19344498217105865,0.2655399739742279,0.2228081077337265,0.26368558406829834,0.38767555356025696,0.380868524312973,0.19484587013721466
housing,0.14871764183044434,0.16296327114105225,0.26001980900764465,0.17586421966552734,0.2954002916812897,0.23026858270168304,0.19531741738319397,0.26001980900764465,0.3184908628463745,0.2954002916812897,0.19461371004581451,0.1513940840959549,0.255455881357193,0.1685357689857483,0.1447335183620453,0.4237654507160187,0.37038910388946533,0.11872038245201111
–,0.13008765876293182,0.09956804662942886,0.1997407078742981,0.09428931772708893,0.2799985408782959,0.0889984592795372,0.16588819026947021,0.1997407078742981,0.13161395490169525,0.2799985408782959,0.1436920464038849,0.16070491075515747,0.23687128722667694,0.11676204204559326,0.22072714567184448,0.0681251585483551,0.12052220851182938,0.2714554965496063
at,0.2838611304759979,0.1511090099811554,0.3095070421695709,0.20500339567661285,0.42558613419532776,0.2614389955997467,0.2636626064777374,0.3095070421695709,0.2165466547012329,0.42558613419532776,0.25906258821487427,0.19337967038154602,0.4374977946281433,0.27486899495124817,0.2368064820766449,0.1277964860200882,0.09589436650276184,0.21978627145290375
least,0.3337163031101227,0.2657918632030487,0.3442045748233795,0.36161690950393677,0.32696738839149475,0.29051730036735535,0.4238002300262451,0.3442045748233795,0.2918758690357208,0.32696738839149475,0.25724145770072937,0.2359631210565567,0.3232700824737549,0.18084031343460083,0.21649974584579468,0.21841955184936523,0.18970365822315216,0.28866854310035706
in,0.30808621644973755,0.23402775824069977,0.539380669593811,0.3024539053440094,0.5696388483047485,0.23347842693328857,0.23837615549564362,0.539380669593811,0.30103394389152527,0.5696388483047485,0.5394441485404968,0.2494886964559555,1.0,0.4499994218349457,0.370934396982193,0.1795814335346222,0.19402410089969635,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.35145696997642517,0.733189046382904,0.27997422218322754,0.3102172613143921,0.5829201340675354,0.31014639139175415,0.733189046382904,0.5823672413825989,0.24990202486515045,0.6662389636039734,0.527681291103363,0.4408751428127289,0.23699946701526642,0.23508106172084808,0.22068053483963013
us,0.32081687450408936,0.21005748212337494,0.1862444281578064,0.22931431233882904,0.23568789660930634,0.21705825626850128,0.27556082606315613,0.1862444281578064,0.2697604298591614,0.23568789660930634,0.1808239072561264,0.153914213180542,0.19746538996696472,0.15173286199569702,0.1641579419374466,0.208731010556221,0.2170293778181076,0.2742428481578827
–,0.13008765876293182,0.09956804662942886,0.1997407078742981,0.09428931772708893,0.2799985408782959,0.0889984592795372,0.16588819026947021,0.1997407078742981,0.13161395490169525,0.2799985408782959,0.1436920464038849,0.16070491075515747,0.23687128722667694,0.11676204204559326,0.22072714567184448,0.0681251585483551,0.12052220851182938,0.2714554965496063
is,0.28837618231773376,0.30895981192588806,0.658733606338501,0.22390379011631012,0.4854315221309662,0.23568220436573029,0.33370211720466614,0.658733606338501,0.23962348699569702,0.4854315221309662,1.0,0.16288428008556366,0.5394441485404968,0.4582172930240631,0.3899846076965332,0.14559021592140198,0.1953488290309906,0.22961433231830597
caused,0.22264783084392548,0.2591114342212677,0.22472180426120758,0.12989836931228638,0.29665443301200867,0.21968236565589905,0.19661927223205566,0.22472180426120758,0.29277503490448,0.29665443301200867,0.16288428008556366,1.0000001192092896,0.2494886964559555,0.19722586870193481,0.30491310358047485,0.17889870703220367,0.19065190851688385,0.20679491758346558
in,0.30808621644973755,0.23402775824069977,0.539380669593811,0.3024539053440094,0.5696388483047485,0.23347842693328857,0.23837615549564362,0.539380669593811,0.30103394389152527,0.5696388483047485,0.5394441485404968,0.2494886964559555,1.0,0.4499994218349457,0.370934396982193,0.1795814335346222,0.19402410089969635,0.20430970191955566
part,0.3476244807243347,0.22510087490081787,0.3994528353214264,0.21476125717163086,0.452393114566803,0.19536569714546204,0.18948526680469513,0.3994528353214264,0.2556361258029938,0.452393114566803,0.4582172930240631,0.19722586870193481,0.4499994218349457,1.0,0.28271573781967163,0.1498142033815384,0.17949587106704712,0.08557961881160736
by,0.2455483376979828,0.1481526494026184,0.32094135880470276,0.2551532983779907,0.3646814823150635,0.23709560930728912,0.2680226266384125,0.32094135880470276,0.29808953404426575,0.3646814823150635,0.3899846076965332,0.30491310358047485,0.370934396982193,0.28271573781967163,1.0000001192092896,0.17474129796028137,0.17648567259311676,0.17966607213020325
income,0.21837803721427917,0.1701079159975052,0.2084353119134903,0.26569026708602905,0.2581324577331543,0.23880095779895782,0.2066754698753357,0.2084353119134903,0.34028416872024536,0.2581324577331543,0.14559021592140198,0.17889870703220367,0.1795814335346222,0.1498142033815384,0.17474129796028137,1.0,0.46967795491218567,0.14935168623924255
inequality,0.30072227120399475,0.2117324322462082,0.1783585250377655,0.32748979330062866,0.27910974621772766,0.26202505826950073,0.2904570996761322,0.1783585250377655,0.40141308307647705,0.27910974621772766,0.1953488290309906,0.19065190851688385,0.19402410089969635,0.17949587106704712,0.17648567259311676,0.46967795491218567,1.0000001192092896,0.23619021475315094
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.3256329298019409,0.5352458953857422,0.24884258210659027,0.31119775772094727,0.50484299659729,0.2922951579093933,0.5352458953857422,0.4569662809371948,0.2413787543773651,0.5591574311256409,0.32817673683166504,0.3936232924461365,0.26448529958724976,0.22563500702381134,0.4130953550338745
