,when,was,the,last,super,bowl,in,california,?
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.13119962811470032,0.14065173268318176,0.4325680434703827,0.2154780477285385,0.2876587212085724
super,0.20393483340740204,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.166326642036438
bowl,0.20523639023303986,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.21118052303791046
xxxvii,0.19004525244235992,0.26660677790641785,0.2767731845378876,0.25397825241088867,0.5304186344146729,0.588387668132782,0.19694401323795319,0.22377914190292358,0.15080690383911133
took,0.25529301166534424,0.48213186860084534,0.31657639145851135,0.318408340215683,0.111402727663517,0.11772479861974716,0.2818296551704407,0.16191183030605316,0.14109265804290771
place,0.23831914365291595,0.26867109537124634,0.4179787337779999,0.2233041673898697,0.06724333763122559,0.15577438473701477,0.38128477334976196,0.1805843710899353,0.2455766350030899
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
san,0.20252759754657745,0.2675222158432007,0.2858080565929413,0.15585462749004364,0.15279507637023926,0.18508543074131012,0.2617562413215637,0.5170050263404846,0.10952327400445938
diego,0.14918167889118195,0.23548322916030884,0.20885010063648224,0.16555064916610718,0.16325625777244568,0.1746794432401657,0.2255222201347351,0.5714370608329773,0.11438121646642685
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
2003,-0.2741066515445709,-0.14445069432258606,-0.14761915802955627,-0.043487560003995895,-0.035010822117328644,-0.06428323686122894,-0.1320333480834961,-0.08992136269807816,-0.17560148239135742
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.5591574311256409,0.2870451807975769,0.4130953550338745
