,what,is,the,most,feared,condition,that,divers,want,to,avoid,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.16645966470241547,0.16016486287117004,0.2264307141304016,0.1054767370223999,0.23757240176200867,0.30882009863853455,0.13703951239585876,0.40561532974243164
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.2816680371761322,0.2375744730234146,0.22274991869926453,0.4500710964202881,0.14044958353042603,0.3126143515110016,0.391953706741333,0.22290661931037903,0.302409827709198
1.6,0.23789982497692108,0.23985658586025238,0.3075796365737915,0.18644806742668152,0.08375995606184006,0.25306740403175354,0.2633640170097351,0.1704649180173874,0.2319001406431198,0.26405051350593567,0.20360217988491058,0.3414687514305115
atm,0.3224411904811859,0.22115617990493774,0.2120567411184311,0.19233585894107819,0.06601022928953171,0.1939270943403244,0.3293379545211792,0.14027094841003418,0.2962064743041992,0.25027918815612793,0.17412810027599335,0.31923913955688477
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.1579539030790329,0.15360169112682343,0.23478686809539795,0.08434344828128815,0.23398372530937195,0.31236231327056885,0.13975003361701965,0.42300865054130554
may,0.25739946961402893,0.322792649269104,0.2694292366504669,0.21794430911540985,0.17662058770656586,0.25753217935562134,0.4234136641025543,0.21914881467819214,0.32038614153862,0.391582727432251,0.21887119114398956,0.2768254578113556
lead,0.19642074406147003,0.18414030969142914,0.21995973587036133,0.2786058783531189,0.21498636901378632,0.1870446503162384,0.21979129314422607,0.15527452528476715,0.18193082511425018,0.23490607738494873,0.2556859850883484,0.14552436769008636
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.2618241012096405,0.2868253290653229,0.5436353087425232,0.25984951853752136,0.4966742694377899,1.0,0.33193957805633545,0.29463258385658264
convulsions,0.2527662217617035,0.19271285831928253,0.2014106959104538,0.1810547262430191,0.3273853063583374,0.49885672330856323,0.27681323885917664,0.3000011146068573,0.24381937086582184,0.3001974821090698,0.33372315764427185,0.2750127613544464
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.16645966470241547,0.16016486287117004,0.2264307141304016,0.1054767370223999,0.23757240176200867,0.30882009863853455,0.13703951239585876,0.40561532974243164
normally,0.30112072825431824,0.39886221289634705,0.3523634970188141,0.4015308916568756,0.1302357167005539,0.3433894217014313,0.44648486375808716,0.24977770447731018,0.3132566213607788,0.3993734121322632,0.28857606649398804,0.20675471425056458
fatal,0.16336281597614288,0.13640111684799194,0.19357211887836456,0.16811643540859222,0.2467719316482544,0.2935958504676819,0.2541046440601349,0.2246723175048828,0.15946818888187408,0.11517301201820374,0.25215956568717957,0.16077253222465515
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3906237483024597,0.22179728746414185,0.2632654905319214,0.4137635827064514,0.15363313257694244,0.2998926341533661,0.4451248347759247,0.3205823600292206,0.264628142118454
divers,0.1517011523246765,0.21225333213806152,0.24984656274318695,0.2795283794403076,0.2458120733499527,0.16238459944725037,0.2792424261569977,1.0,0.1949712634086609,0.25984951853752136,0.24788258969783783,0.05918926000595093
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.1579539030790329,0.15360169112682343,0.23478686809539795,0.08434344828128815,0.23398372530937195,0.31236231327056885,0.13975003361701965,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.24373996257781982,0.17553938925266266,0.4460422694683075,0.15889371931552887,0.31944841146469116,0.4645031690597534,0.19342699646949768,0.4130953550338745
,what,is,the,most,feared,condition,that,divers,want,to,avoid,?
acute,0.2399604767560959,0.16941764950752258,0.18589986860752106,0.08788438141345978,0.12402008473873138,0.3518736958503723,0.24370652437210083,0.12551021575927734,0.14890846610069275,0.21803195774555206,0.21388542652130127,0.17623421549797058
oxygen,0.16781960427761078,0.21825239062309265,0.20428593456745148,0.21728017926216125,0.13936083018779755,0.29395610094070435,0.2717767655849457,0.2806471288204193,0.16545364260673523,0.24193501472473145,0.1506195068359375,0.16786395013332367
toxicity,0.27705809473991394,0.28579196333885193,0.2071879506111145,0.2654253840446472,0.2728636562824249,0.41961225867271423,0.29005861282348633,0.2645343244075775,0.23319554328918457,0.26099494099617004,0.2993745505809784,0.283039927482605
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.16645966470241547,0.16016486287117004,0.2264307141304016,0.1054767370223999,0.23757240176200867,0.30882009863853455,0.13703951239585876,0.40561532974243164
causing,0.24770919978618622,0.17441625893115997,0.2816545367240906,0.2673346996307373,0.2790142595767975,0.2749463617801666,0.3118148148059845,0.23748144507408142,0.31957998871803284,0.32551613450050354,0.40014415979385376,0.1852436512708664
seizures,0.24928854405879974,0.16722701489925385,0.18068307638168335,0.16138362884521484,0.23031942546367645,0.4373887777328491,0.27429845929145813,0.23554842174053192,0.2249126434326172,0.2425668090581894,0.25241899490356445,0.22499807178974152
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.28969839215278625,0.16265787184238434,0.4137537479400635,0.20912179350852966,0.30747702717781067,0.44245919585227966,0.22226782143115997,0.31091248989105225
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.32324016094207764,0.17563223838806152,0.18931560218334198,0.416561484336853,0.2452755719423294,0.19143271446228027,0.3691340684890747,0.23287256062030792,0.15103481709957123
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.29822006821632385,0.19710412621498108,0.4497850239276886,0.2795283794403076,0.2557942569255829,0.321603000164032,0.23046723008155823,0.2107497900724411
feared,0.2214851826429367,0.1264137178659439,0.27101051807403564,0.29822006821632385,0.9999999403953552,0.23477226495742798,0.3705841600894928,0.2458120733499527,0.34113916754722595,0.2618241012096405,0.2985699474811554,0.19915062189102173
effect,0.2546532452106476,0.17614969611167908,0.2865084111690521,0.22101694345474243,0.2133485972881317,0.2900560200214386,0.3663281202316284,0.13603892922401428,0.18252983689308167,0.2521958649158478,0.2808122932910919,0.1783771812915802
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3906237483024597,0.22179728746414185,0.2632654905319214,0.4137635827064514,0.15363313257694244,0.2998926341533661,0.4451248347759247,0.3205823600292206,0.264628142118454
divers,0.1517011523246765,0.21225333213806152,0.24984656274318695,0.2795283794403076,0.2458120733499527,0.16238459944725037,0.2792424261569977,1.0,0.1949712634086609,0.25984951853752136,0.24788258969783783,0.05918926000595093
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.1579539030790329,0.15360169112682343,0.23478686809539795,0.08434344828128815,0.23398372530937195,0.31236231327056885,0.13975003361701965,0.42300865054130554
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.3452373743057251,0.20961233973503113,0.2928265333175659,0.4522190988063812,0.30070629715919495,0.5459111332893372,0.4979398250579834,0.34567224979400635,0.3226337134838104
occur,0.2129514068365097,0.24761207401752472,0.26611819863319397,0.2645414173603058,0.2078191637992859,0.36356839537620544,0.24763844907283783,0.2569318413734436,0.17030638456344604,0.1967356950044632,0.31317490339279175,0.17999543249607086
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.270847886800766,0.23061606287956238,0.19507098197937012,0.37496164441108704,0.2096429020166397,0.19396325945854187,0.33534231781959534,0.2726847231388092,0.17966607213020325
breathing,0.22805334627628326,0.19124522805213928,0.21453244984149933,0.2338724434375763,0.20992544293403625,0.36708900332450867,0.2984001040458679,0.37876662611961365,0.24932512640953064,0.2888062000274658,0.2500729262828827,0.20811115205287933
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.2748267352581024,0.09587322175502777,0.20676080882549286,0.365763783454895,0.1894018054008484,0.22034470736980438,0.3138085603713989,0.2401798516511917,0.19793890416622162
air,0.10361403971910477,0.2280944287776947,0.2877824306488037,0.1513989418745041,0.09896160662174225,0.1667487621307373,0.19720019400119781,0.2730106711387634,0.18030573427677155,0.24103909730911255,0.18005795776844025,0.1491677612066269
mixture,0.187636598944664,0.2558172941207886,0.1835496872663498,0.24090762436389923,0.19129593670368195,0.2046787142753601,0.2800901532173157,0.17276889085769653,0.18701580166816711,0.2140398621559143,0.10850312560796738,0.17455407977104187
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.336320698261261,0.2119840383529663,0.2592998445034027,0.4154358208179474,0.1770271509885788,0.2721838057041168,0.4239959120750427,0.27490565180778503,0.2433311939239502
21,-0.09070611000061035,0.014479056932032108,-0.05849577113986015,-0.0013645634753629565,-0.0931212455034256,-0.14349952340126038,-0.19330288469791412,-0.03870721161365509,-0.1149321049451828,-0.14846622943878174,-0.15015171468257904,-0.01186173316091299
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.26077356934547424,0.14887915551662445,0.15872344374656677,0.19162102043628693,0.1468169391155243,0.14998124539852142,0.18513022363185883,0.10820501297712326,0.21441808342933655
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.12089966237545013,0.05367811396718025,0.064445860683918,0.14885690808296204,0.06790328025817871,0.17241352796554565,0.1644444614648819,0.03060843236744404,0.23868927359580994
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.04698450118303299,0.04989182576537132,-0.011278250254690647,-0.04901214689016342,-0.06045101210474968,-0.020717093721032143,-0.0836251974105835,-0.05540257692337036,0.001977203879505396
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.22451047599315643,0.1220611035823822,0.17702646553516388,0.3183255195617676,0.14805945754051208,0.22001895308494568,0.36524343490600586,0.09435198456048965,0.21978627145290375
66,-0.03193807974457741,-0.06537327170372009,-0.01815365068614483,-0.08121274411678314,-0.06391387432813644,-0.06467695534229279,-0.041402418166399,-0.09257889539003372,-0.008069312199950218,-0.04223303869366646,-0.02267516776919365,-0.056611161679029465
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.08629372715950012,0.07830559462308884,0.17370781302452087,0.19798317551612854,0.1354082226753235,0.23863427340984344,0.17626212537288666,0.10995335131883621,0.2618667185306549
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.30746427178382874,0.2097126841545105,0.3727584481239319,0.4729836881160736,0.25190505385398865,0.36470943689346313,0.38921234011650085,0.39708808064460754,0.32389625906944275
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.5395737886428833,0.2884049713611603,0.2949169874191284,0.4813884496688843,0.21949432790279388,0.3528229892253876,0.47084665298461914,0.2814396023750305,0.27894994616508484
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2636321485042572,0.20755170285701752,0.41498205065727234,0.1944146603345871,0.2645295262336731,0.41548454761505127,0.22642050683498383,0.1826142966747284
depth,0.2912990152835846,0.20039811730384827,0.21699322760105133,0.0915423259139061,0.16053660213947296,0.21296238899230957,0.21611610054969788,0.28699398040771484,0.16570357978343964,0.24707390367984772,0.22378623485565186,0.19299378991127014
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.09552082419395447,0.06835151463747025,-0.02007007971405983,0.0633435994386673,0.036824993789196014,0.030312592163681984,0.0979827418923378,0.0006227983976714313,0.10349778085947037
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.27101051807403564,0.27454710006713867,0.5473989248275757,0.24984656274318695,0.3003826439380646,0.535392165184021,0.24833035469055176,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.2898712456226349,0.15966185927391052,0.26928582787513733,0.47339269518852234,0.1875179260969162,0.31947562098503113,0.3205692768096924,0.23216554522514343,0.22649677097797394
thing,0.5748834609985352,0.34371277689933777,0.33238789439201355,0.3331829309463501,0.2542368471622467,0.33897635340690613,0.5418820977210999,0.1730746626853943,0.4904046356678009,0.3286871016025543,0.2802736163139343,0.45465296506881714
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.3452373743057251,0.20961233973503113,0.2928265333175659,0.4522190988063812,0.30070629715919495,0.5459111332893372,0.4979398250579834,0.34567224979400635,0.3226337134838104
occur,0.2129514068365097,0.24761207401752472,0.26611819863319397,0.2645414173603058,0.2078191637992859,0.36356839537620544,0.24763844907283783,0.2569318413734436,0.17030638456344604,0.1967356950044632,0.31317490339279175,0.17999543249607086
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.270847886800766,0.23061606287956238,0.19507098197937012,0.37496164441108704,0.2096429020166397,0.19396325945854187,0.33534231781959534,0.2726847231388092,0.17966607213020325
breathing,0.22805334627628326,0.19124522805213928,0.21453244984149933,0.2338724434375763,0.20992544293403625,0.36708900332450867,0.2984001040458679,0.37876662611961365,0.24932512640953064,0.2888062000274658,0.2500729262828827,0.20811115205287933
100,0.16026288270950317,0.12880438566207886,0.16408909857273102,0.1615121215581894,0.14124196767807007,0.06623011082410812,0.2413652539253235,0.1834235042333603,0.1191328838467598,0.15134137868881226,0.09959427267313004,0.19397632777690887
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.26077356934547424,0.14887915551662445,0.15872344374656677,0.19162102043628693,0.1468169391155243,0.14998124539852142,0.18513022363185883,0.10820501297712326,0.21441808342933655
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.12089966237545013,0.05367811396718025,0.064445860683918,0.14885690808296204,0.06790328025817871,0.17241352796554565,0.1644444614648819,0.03060843236744404,0.23868927359580994
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.04698450118303299,0.04989182576537132,-0.011278250254690647,-0.04901214689016342,-0.06045101210474968,-0.020717093721032143,-0.0836251974105835,-0.05540257692337036,0.001977203879505396
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.22451047599315643,0.1220611035823822,0.17702646553516388,0.3183255195617676,0.14805945754051208,0.22001895308494568,0.36524343490600586,0.09435198456048965,0.21978627145290375
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.5343596935272217,0.2639438509941101,0.30045822262763977,0.6004067063331604,0.23548533022403717,0.3524968922138214,0.5096819996833801,0.29110029339790344,0.2767370045185089
6,0.05088282376527786,0.11145748198032379,0.041227471083402634,0.11682833731174469,0.050034116953611374,0.011729096062481403,0.09622505307197571,-0.01008225604891777,0.07725732773542404,0.14752747118473053,0.042208679020404816,0.045001473277807236
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.08629372715950012,0.07830559462308884,0.17370781302452087,0.19798317551612854,0.1354082226753235,0.23863427340984344,0.17626212537288666,0.10995335131883621,0.2618667185306549
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.24373996257781982,0.17553938925266266,0.4460422694683075,0.15889371931552887,0.31944841146469116,0.4645031690597534,0.19342699646949768,0.4130953550338745
