,when,was,johann,tetzel,sent,by,the,roman,catholic,church,to,germany,to,sell,indulgences,?
indulgences,0.21357806026935577,0.19507549703121185,0.2525950074195862,0.13006402552127838,0.19017693400382996,0.18113364279270172,0.24909545481204987,0.324680894613266,0.45200493931770325,0.4724566638469696,0.2608080208301544,0.1785118579864502,0.2608080208301544,0.2857445180416107,1.0,0.21964608132839203
",",0.36674630641937256,0.45456063747406006,0.23122678697109222,0.33824118971824646,0.2487054318189621,0.3680937886238098,0.4933079481124878,0.26863154768943787,0.2713983952999115,0.2707274258136749,0.44245919585227966,0.2898865044116974,0.44245919585227966,0.26397812366485596,0.21256935596466064,0.31091248989105225
was,0.37326499819755554,1.0000001192092896,0.22661232948303223,0.19295687973499298,0.3192673325538635,0.4752357602119446,0.48711544275283813,0.23496849834918976,0.2832975387573242,0.24960921704769135,0.3636345863342285,0.2618768811225891,0.3636345863342285,0.2253432720899582,0.19507549703121185,0.18412111699581146
sent,0.34522485733032227,0.3192673325538635,0.16645504534244537,0.09652723371982574,1.0,0.2626555263996124,0.3010627329349518,0.16791673004627228,0.2051278054714203,0.15493875741958618,0.34694167971611023,0.15293505787849426,0.34694167971611023,0.23100055754184723,0.19017693400382996,0.10903520882129669
to,0.5423505902290344,0.3636345863342285,0.1611560434103012,0.17206594347953796,0.34694167971611023,0.33534231781959534,0.535392165184021,0.24710409343242645,0.2619607746601105,0.24439501762390137,1.0,0.24172882735729218,1.0,0.35664159059524536,0.2608080208301544,0.29463258385658264
germany,0.20363320410251617,0.2618768811225891,0.3632591962814331,0.36571425199508667,0.15293505787849426,0.22670169174671173,0.3181285262107849,0.26472195982933044,0.19547300040721893,0.20452405512332916,0.24172882735729218,1.0,0.24172882735729218,0.2024356871843338,0.1785118579864502,0.1388660967350006
by,0.4376842677593231,0.4752357602119446,0.23808029294013977,0.19011451303958893,0.2626555263996124,1.0000001192092896,0.4408751428127289,0.169524148106575,0.17329150438308716,0.135782390832901,0.33534231781959534,0.22670169174671173,0.33534231781959534,0.1953730434179306,0.18113364279270172,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,0.1716882735490799,0.26067298650741577,0.3010627329349518,0.4408751428127289,1.0,0.2862859070301056,0.26391419768333435,0.23846197128295898,0.535392165184021,0.3181285262107849,0.535392165184021,0.19874759018421173,0.24909545481204987,0.22068053483963013
roman,0.1767279952764511,0.23496849834918976,0.2515431046485901,0.15659905970096588,0.16791673004627228,0.169524148106575,0.2862859070301056,1.0,0.6597542762756348,0.4228571951389313,0.24710409343242645,0.26472195982933044,0.24710409343242645,0.10616398602724075,0.324680894613266,0.1663191318511963
catholic,0.19128262996673584,0.2832975387573242,0.25915196537971497,0.10351230204105377,0.2051278054714203,0.17329150438308716,0.26391419768333435,0.6597542762756348,1.0000001192092896,0.6546704173088074,0.2619607746601105,0.19547300040721893,0.2619607746601105,0.0856732577085495,0.45200493931770325,0.16609853506088257
church,0.20053261518478394,0.24960921704769135,0.23930971324443817,0.11184664070606232,0.15493875741958618,0.135782390832901,0.23846197128295898,0.4228571951389313,0.6546704173088074,0.9999999403953552,0.24439501762390137,0.20452405512332916,0.24439501762390137,0.13827268779277802,0.4724566638469696,0.18081501126289368
to,0.5423505902290344,0.3636345863342285,0.1611560434103012,0.17206594347953796,0.34694167971611023,0.33534231781959534,0.535392165184021,0.24710409343242645,0.2619607746601105,0.24439501762390137,1.0,0.24172882735729218,1.0,0.35664159059524536,0.2608080208301544,0.29463258385658264
sell,0.23701001703739166,0.2253432720899582,0.13774433732032776,0.20450766384601593,0.23100055754184723,0.1953730434179306,0.19874759018421173,0.10616398602724075,0.0856732577085495,0.13827268779277802,0.35664159059524536,0.2024356871843338,0.35664159059524536,1.0000001192092896,0.2857445180416107,0.1556897759437561
indulgences,0.21357806026935577,0.19507549703121185,0.2525950074195862,0.13006402552127838,0.19017693400382996,0.18113364279270172,0.24909545481204987,0.324680894613266,0.45200493931770325,0.4724566638469696,0.2608080208301544,0.1785118579864502,0.2608080208301544,0.2857445180416107,1.0,0.21964608132839203
to,0.5423505902290344,0.3636345863342285,0.1611560434103012,0.17206594347953796,0.34694167971611023,0.33534231781959534,0.535392165184021,0.24710409343242645,0.2619607746601105,0.24439501762390137,1.0,0.24172882735729218,1.0,0.35664159059524536,0.2608080208301544,0.29463258385658264
raise,0.25740349292755127,0.1635618805885315,0.08239150792360306,0.1648808866739273,0.2018660604953766,0.16105258464813232,0.2657596468925476,0.12560108304023743,0.17366662621498108,0.20354655385017395,0.34016725420951843,0.1631888449192047,0.34016725420951843,0.2837982177734375,0.27690714597702026,0.13340649008750916
money,0.261506587266922,0.26597723364830017,0.12280276417732239,0.07786732167005539,0.2607152760028839,0.2333964854478836,0.2699695825576782,0.14924076199531555,0.16017675399780273,0.19516867399215698,0.3124290704727173,0.18334107100963593,0.3124290704727173,0.4844709634780884,0.31781092286109924,0.2069680541753769
to,0.5423505902290344,0.3636345863342285,0.1611560434103012,0.17206594347953796,0.34694167971611023,0.33534231781959534,0.535392165184021,0.24710409343242645,0.2619607746601105,0.24439501762390137,1.0,0.24172882735729218,1.0,0.35664159059524536,0.2608080208301544,0.29463258385658264
rebuild,0.24728108942508698,0.28293436765670776,0.13560423254966736,0.06119569018483162,0.2762433886528015,0.17626723647117615,0.30253851413726807,0.23629088699817657,0.1707025170326233,0.3071051836013794,0.3312245309352875,0.16866952180862427,0.3312245309352875,0.30510711669921875,0.2149142622947693,0.11057925969362259
st.,0.1389591246843338,0.17142929136753082,0.3245791792869568,0.324545294046402,0.13754387199878693,0.22391770780086517,0.18141359090805054,0.13444359600543976,0.15619085729122162,0.2081335186958313,0.20982599258422852,0.22310543060302734,0.20982599258422852,0.18129748106002808,0.13623787462711334,0.13592876493930817
peter,0.17303507030010223,0.24126720428466797,0.2636924386024475,0.23134548962116241,0.16639162600040436,0.16119711101055145,0.24086274206638336,0.1654820442199707,0.24340862035751343,0.27921950817108154,0.18197166919708252,0.15332382917404175,0.18197166919708252,0.12937556207180023,0.1786353886127472,0.11650477349758148
's,-0.03368149697780609,0.008974763564765453,0.04714272543787956,0.025626985356211662,0.06689035892486572,-0.010884488001465797,-0.01540423184633255,0.11189179122447968,0.06979791074991226,0.023664841428399086,0.03782717138528824,0.07082316279411316,0.03782717138528824,0.10946694761514664,0.009167968295514584,-0.023395681753754616
basilica,0.22578254342079163,0.24066516757011414,0.24835672974586487,0.07035253196954727,0.19601380825042725,0.17054884135723114,0.24948042631149292,0.3955535590648651,0.4573703706264496,0.5249088406562805,0.22675178945064545,0.18669317662715912,0.22675178945064545,0.10381583869457245,0.276691734790802,0.17847876250743866
in,0.4431333839893341,0.45514053106307983,0.1748005747795105,0.26100096106529236,0.25609636306762695,0.370934396982193,0.6662389636039734,0.24986636638641357,0.26313918828964233,0.2493300437927246,0.45010748505592346,0.3642844259738922,0.45010748505592346,0.23190630972385406,0.18559019267559052,0.20430970191955566
rome,0.19273169338703156,0.2939697206020355,0.15741458535194397,0.09188713878393173,0.22418604791164398,0.19105854630470276,0.2399049997329712,0.5698713064193726,0.3741353154182434,0.3353274464607239,0.27313151955604553,0.28806188702583313,0.27313151955604553,0.14190439879894257,0.2797902524471283,0.16867119073867798
.,0.475719153881073,0.40146201848983765,0.2245039939880371,0.30589956045150757,0.27534595131874084,0.3936232924461365,0.5934505462646484,0.27629324793815613,0.270730584859848,0.28898224234580994,0.4645031690597534,0.28498756885528564,0.4645031690597534,0.2524729371070862,0.2219848930835724,0.4130953550338745
