,who,stated,that,john,jortin,misunderstood,luther,?
in,0.2792111933231354,0.24313503503799438,0.435920387506485,0.22177861630916595,0.23352769017219543,0.2234962433576584,0.20523880422115326,0.20430970191955566
1765,0.05999162420630455,0.15087150037288666,0.027907900512218475,0.061434306204319,0.28780612349510193,0.10133901983499527,0.09822776168584824,0.15980970859527588
argued,0.27725863456726074,0.47438356280326843,0.3780103027820587,0.242347851395607,0.1315847784280777,0.23018622398376465,0.24759162962436676,0.18905270099639893
that,0.45444270968437195,0.48625776171684265,1.0,0.17830057442188263,0.20157183706760406,0.41069677472114563,0.21746599674224854,0.32716336846351624
john,0.30388808250427246,0.1698131561279297,0.17830057442188263,1.0000001192092896,0.3822833299636841,0.10837050527334213,0.3108772039413452,0.13162356615066528
jortin,0.26934322714805603,0.17740197479724884,0.20157183706760406,0.3822833299636841,1.0000001192092896,0.13534104824066162,0.373490571975708,0.14228448271751404
misread,0.22962146997451782,0.3900797665119171,0.3974098265171051,0.13525226712226868,0.14868971705436707,0.601961612701416,0.1734832376241684,0.44138994812965393
this,0.3345087468624115,0.3405914306640625,0.6909449696540833,0.1772448569536209,0.17946527898311615,0.4251728355884552,0.17328955233097076,0.3155723512172699
and,0.41279885172843933,0.23788554966449738,0.4731321930885315,0.21634717285633087,0.2963726222515106,0.22873345017433167,0.20796556770801544,0.20544172823429108
other,0.3612329661846161,0.21136747300624847,0.5570666193962097,0.1491459757089615,0.23076842725276947,0.23439593613147736,0.18881922960281372,0.24682199954986572
passages,0.1769414246082306,0.19748398661613464,0.3033798635005951,0.17498162388801575,0.2178882211446762,0.19389943778514862,0.2148544192314148,0.1300082802772522
from,0.27839982509613037,0.23087434470653534,0.3477667272090912,0.16657888889312744,0.18039430677890778,0.14109298586845398,0.10716932266950607,0.19969791173934937
luther,0.21013082563877106,0.16673965752124786,0.21746599674224854,0.3108772039413452,0.373490571975708,0.1633511632680893,1.0,0.1732746809720993
",",0.3365725874900818,0.2962069809436798,0.4137537479400635,0.23961079120635986,0.3363785147666931,0.30492591857910156,0.23255878686904907,0.31091248989105225
while,0.4068111777305603,0.2993997037410736,0.43523597717285156,0.2099643498659134,0.24816486239433289,0.2188536375761032,0.16301193833351135,0.21076419949531555
gottfried,0.2614901065826416,0.22577163577079773,0.19840510189533234,0.3065434992313385,0.3187469244003296,0.26169124245643616,0.2920522093772888,0.19522234797477722
fritschel,0.233734592795372,0.14261537790298462,0.15459130704402924,0.2586287558078766,0.41389644145965576,0.17993274331092834,0.26777929067611694,0.14704760909080505
pointed,0.22605016827583313,0.37127846479415894,0.39054441452026367,0.13718093931674957,0.1782217025756836,0.3551045060157776,0.09702964127063751,0.1998298168182373
out,0.3129808306694031,0.30810555815696716,0.43996092677116394,0.15860803425312042,0.21405954658985138,0.3020901083946228,0.1738509088754654,0.22020699083805084
in,0.2792111933231354,0.24313503503799438,0.435920387506485,0.22177861630916595,0.23352769017219543,0.2234962433576584,0.20523880422115326,0.20430970191955566
1867,0.21053729951381683,0.009759308770298958,0.14164206385612488,0.135946586728096,0.13821274042129517,0.12921902537345886,0.16495855152606964,0.23762458562850952
that,0.45444270968437195,0.48625776171684265,1.0,0.17830057442188263,0.20157183706760406,0.41069677472114563,0.21746599674224854,0.32716336846351624
it,0.2868398427963257,0.2616331875324249,0.5921133160591125,0.19319641590118408,0.20563414692878723,0.36341696977615356,0.15365919470787048,0.25732165575027466
actually,0.4496743977069855,0.3481330871582031,0.6371707320213318,0.20779775083065033,0.14971677958965302,0.46915972232818604,0.15237075090408325,0.36036357283592224
refers,0.10570977628231049,0.2505176067352295,0.24913696944713593,0.08290393650531769,0.07899372279644012,0.22544150054454803,0.06021061912178993,0.07924893498420715
to,0.42656609416007996,0.3195562958717346,0.5436353087425232,0.2070634365081787,0.16586971282958984,0.29236891865730286,0.18029534816741943,0.29463258385658264
the,0.3733934462070465,0.2814950942993164,0.5473989248275757,0.2230520099401474,0.2611871063709259,0.2757038176059723,0.1759674996137619,0.22068053483963013
soul,0.2787841260433197,0.17416217923164368,0.2695053815841675,0.11767595261335373,0.21499860286712646,0.16696447134017944,0.1514018028974533,0.2029775083065033
of,0.2827862501144409,0.22148488461971283,0.41498205065727234,0.2407056987285614,0.21465305984020233,0.18082661926746368,0.1719115972518921,0.1826142966747284
a,0.36608949303627014,0.22154705226421356,0.47537946701049805,0.20638683438301086,0.2545449137687683,0.30075618624687195,0.17967689037322998,0.23916715383529663
man,0.3476670980453491,0.20483388006687164,0.25507083535194397,0.24302804470062256,0.1885254979133606,0.22104187309741974,0.21149881184101105,0.2528940737247467
``,0.02397952415049076,-0.028554530814290047,0.05285148695111275,0.011006556451320648,0.07568389922380447,0.05182074010372162,-0.013964727520942688,0.0685480609536171
in,0.2792111933231354,0.24313503503799438,0.435920387506485,0.22177861630916595,0.23352769017219543,0.2234962433576584,0.20523880422115326,0.20430970191955566
this,0.3345087468624115,0.3405914306640625,0.6909449696540833,0.1772448569536209,0.17946527898311615,0.4251728355884552,0.17328955233097076,0.3155723512172699
life,0.2577245533466339,0.24433578550815582,0.2885509729385376,0.1441311091184616,0.2154773473739624,0.19112583994865417,0.20761863887310028,0.21677987277507782
'',0.024401003494858742,0.02420303225517273,0.007880004122853279,0.00810936652123928,-0.09112781286239624,0.05108697712421417,-0.04572787508368492,0.018684765323996544
(,0.2443375140428543,0.13169001042842865,0.2264307141304016,0.21336311101913452,0.2762796878814697,0.23018479347229004,0.1677781045436859,0.40561532974243164
homo,0.2192014455795288,0.16932249069213867,0.26999688148498535,0.10782177746295929,0.12013011425733566,0.2658288776874542,0.13182394206523895,0.15592239797115326
enim,0.10136300325393677,0.11398279666900635,0.13629351556301117,0.06672211736440659,0.20750433206558228,0.2093803733587265,0.13550324738025665,0.2172476053237915
in,0.2792111933231354,0.24313503503799438,0.435920387506485,0.22177861630916595,0.23352769017219543,0.2234962433576584,0.20523880422115326,0.20430970191955566
hac,0.16581189632415771,0.06966929137706757,0.18118752539157867,0.09009484201669693,0.26518696546554565,0.23407940566539764,0.09691925346851349,0.24038633704185486
vita,0.09204735606908798,0.20095980167388916,0.14610126614570618,0.11060360074043274,0.2248823195695877,0.08296796679496765,0.11279061436653137,0.17399941384792328
),0.2457384318113327,0.12946446239948273,0.23478686809539795,0.22096103429794312,0.2822760045528412,0.23819370567798615,0.18587662279605865,0.42300865054130554
tired,0.3179030418395996,0.1984926015138626,0.253000944852829,0.2326551377773285,0.22130385041236877,0.3088272213935852,0.16013780236244202,0.20786035060882568
from,0.27839982509613037,0.23087434470653534,0.3477667272090912,0.16657888889312744,0.18039430677890778,0.14109298586845398,0.10716932266950607,0.19969791173934937
his,0.44966956973075867,0.26295170187950134,0.3173833191394806,0.288114070892334,0.2851853370666504,0.21103474497795105,0.27093374729156494,0.18075084686279297
daily,0.19593119621276855,0.21711355447769165,0.22714248299598694,0.08651919662952423,0.23193269968032837,0.13057850301265717,0.08759739995002747,0.1472100466489792
labour,0.2062065452337265,0.19066043198108673,0.13276343047618866,0.24697020649909973,0.2888963222503662,0.15676476061344147,0.09582660347223282,0.15689024329185486
(,0.2443375140428543,0.13169001042842865,0.2264307141304016,0.21336311101913452,0.2762796878814697,0.23018479347229004,0.1677781045436859,0.40561532974243164
defatigus,0.2604966163635254,0.32828930020332336,0.39408692717552185,0.21455176174640656,0.3422034978866577,0.3765479624271393,0.2427111715078354,0.3109145760536194
diurno,0.17939487099647522,0.09541717916727066,0.24039296805858612,0.1805228590965271,0.2450745850801468,0.1803528070449829,0.1089685782790184,0.20754414796829224
labore,0.16583694517612457,0.14249011874198914,0.15902765095233917,0.1685708463191986,0.2319118082523346,0.12965504825115204,0.07279566675424576,0.2332097738981247
),0.2457384318113327,0.12946446239948273,0.23478686809539795,0.22096103429794312,0.2822760045528412,0.23819370567798615,0.18587662279605865,0.42300865054130554
who,0.9999998807907104,0.25916561484336853,0.45444270968437195,0.30388808250427246,0.26934322714805603,0.2297915369272232,0.21013082563877106,0.26220351457595825
at,0.22096660733222961,0.297367125749588,0.3183255195617676,0.2018798142671585,0.20241865515708923,0.1749800443649292,0.13834704458713531,0.21978627145290375
night,0.21137207746505737,0.18377985060214996,0.27608349919319153,0.21285708248615265,0.13864551484584808,0.1460358053445816,0.15312427282333374,0.13794848322868347
enters,0.18508578836917877,0.12359170615673065,0.20246903598308563,0.08913073688745499,0.11160500347614288,0.15170814096927643,0.09018190950155258,0.09810265153646469
his,0.44966956973075867,0.26295170187950134,0.3173833191394806,0.288114070892334,0.2851853370666504,0.21103474497795105,0.27093374729156494,0.18075084686279297
bedchamber,0.2747704088687897,0.1092747151851654,0.2170688509941101,0.26044508814811707,0.34648674726486206,0.2222987562417984,0.20907621085643768,0.15219858288764954
(,0.2443375140428543,0.13169001042842865,0.2264307141304016,0.21336311101913452,0.2762796878814697,0.23018479347229004,0.1677781045436859,0.40561532974243164
sub,0.145262211561203,0.06660306453704834,0.1903398334980011,0.06394816935062408,0.07995355874300003,0.06314187496900558,0.06508257240056992,0.1312035322189331
noctem,0.26800450682640076,0.17424024641513824,0.24574127793312073,0.18097786605358124,0.33044669032096863,0.19162124395370483,0.1913655549287796,0.2372140735387802
intrat,0.20999965071678162,0.1880289614200592,0.2444659173488617,0.08389148116111755,0.23706196248531342,0.1550392508506775,0.2012975960969925,0.23705804347991943
in,0.2792111933231354,0.24313503503799438,0.435920387506485,0.22177861630916595,0.23352769017219543,0.2234962433576584,0.20523880422115326,0.20430970191955566
cubiculum,0.10981319099664688,0.12669585645198822,0.23783022165298462,0.11354852467775345,0.23883578181266785,0.18962861597537994,0.08582457900047302,0.21364997327327728
suum,0.22985000908374786,0.2416546642780304,0.3079594075679779,0.15323789417743683,0.3501817286014557,0.20150862634181976,0.22105182707309723,0.1996820718050003
),0.2457384318113327,0.12946446239948273,0.23478686809539795,0.22096103429794312,0.2822760045528412,0.23819370567798615,0.18587662279605865,0.42300865054130554
and,0.41279885172843933,0.23788554966449738,0.4731321930885315,0.21634717285633087,0.2963726222515106,0.22873345017433167,0.20796556770801544,0.20544172823429108
whose,0.48551782965660095,0.18733781576156616,0.3740115463733673,0.24528633058071136,0.23120932281017303,0.1888386756181717,0.16639941930770874,0.16990536451339722
sleep,0.22010710835456848,0.20460695028305054,0.22555981576442719,0.16714565455913544,0.17360204458236694,0.1881762593984604,0.11771473288536072,0.20425266027450562
is,0.24293622374534607,0.19155573844909668,0.3995479643344879,0.16449548304080963,0.2191651165485382,0.300585001707077,0.08282390236854553,0.22961433231830597
interrupted,0.17266122996807098,0.21935491263866425,0.29163500666618347,0.14111119508743286,0.15411566197872162,0.2365393340587616,0.1471555233001709,0.07605887204408646
by,0.39727845788002014,0.26452240347862244,0.37496164441108704,0.2502059042453766,0.28422728180885315,0.1897890567779541,0.15382802486419678,0.17966607213020325
dreams,0.23231196403503418,0.24772758781909943,0.2471432387828827,0.20454643666744232,0.20376671850681305,0.19441956281661987,0.22312521934509277,0.16130425035953522
.,0.3541337847709656,0.26454663276672363,0.4460422694683075,0.26428887248039246,0.31569308042526245,0.2830444276332855,0.24907569587230682,0.4130953550338745
