,the,church,holds,that,they,are,equally,bound,to,respect,the,sacredness,of,the,life,and,well-being,of,whom,?
to,0.535392165184021,0.24439501762390137,0.1390777975320816,0.5436353087425232,0.5452046394348145,0.3504326641559601,0.3164912164211273,0.29917120933532715,1.0,0.3208255469799042,0.535392165184021,0.27123400568962097,0.41548454761505127,0.535392165184021,0.24560359120368958,0.48971283435821533,0.41242629289627075,0.41548454761505127,0.3108522593975067,0.29463258385658264
respect,0.2571326196193695,0.19407080113887787,0.17772842943668365,0.349463552236557,0.2981910705566406,0.23922193050384521,0.4705408811569214,0.23986679315567017,0.3208255469799042,1.0000001192092896,0.2571326196193695,0.303960382938385,0.2707009017467499,0.2571326196193695,0.19168327748775482,0.30358022451400757,0.3175410330295563,0.2707009017467499,0.3359925448894501,0.2402682900428772
the,1.0,0.23846197128295898,0.28190866112709045,0.5473989248275757,0.49925389885902405,0.40399202704429626,0.25614944100379944,0.27465125918388367,0.535392165184021,0.2571326196193695,1.0,0.28851261734962463,0.733189046382904,1.0,0.23528170585632324,0.5171257257461548,0.4274795949459076,0.733189046382904,0.23752936720848083,0.22068053483963013
sacredness,0.28851261734962463,0.27049392461776733,0.17788854241371155,0.3425263464450836,0.29044026136398315,0.30608442425727844,0.2865423560142517,0.18412309885025024,0.27123400568962097,0.303960382938385,0.28851261734962463,1.0,0.30430951714515686,0.28851261734962463,0.252649188041687,0.26230451464653015,0.36368536949157715,0.30430951714515686,0.17594993114471436,0.1940317004919052
of,0.733189046382904,0.3079429268836975,0.2644946873188019,0.41498205065727234,0.3426007330417633,0.39081433415412903,0.262323796749115,0.23408229649066925,0.41548454761505127,0.2707009017467499,0.733189046382904,0.30430951714515686,1.0,0.733189046382904,0.2788603901863098,0.5116966962814331,0.3677307963371277,1.0,0.2070929855108261,0.1826142966747284
the,1.0,0.23846197128295898,0.28190866112709045,0.5473989248275757,0.49925389885902405,0.40399202704429626,0.25614944100379944,0.27465125918388367,0.535392165184021,0.2571326196193695,1.0,0.28851261734962463,0.733189046382904,1.0,0.23528170585632324,0.5171257257461548,0.4274795949459076,0.733189046382904,0.23752936720848083,0.22068053483963013
life,0.23528170585632324,0.14609260857105255,0.09946155548095703,0.2885509729385376,0.23884065449237823,0.194062277674675,0.18802262842655182,0.16444016993045807,0.24560359120368958,0.19168327748775482,0.23528170585632324,0.252649188041687,0.2788603901863098,0.23528170585632324,1.0,0.26095253229141235,0.2916608154773712,0.2788603901863098,0.16185131669044495,0.21677987277507782
and,0.5171257257461548,0.1976170688867569,0.2242596447467804,0.4731321930885315,0.5073080658912659,0.48576638102531433,0.33513185381889343,0.27447953820228577,0.48971283435821533,0.30358022451400757,0.5171257257461548,0.26230451464653015,0.5116966962814331,0.5171257257461548,0.26095253229141235,1.0,0.4705923795700073,0.5116966962814331,0.3148667514324188,0.20544172823429108
well-being,0.4274795949459076,0.23899182677268982,0.2026432901620865,0.4004075825214386,0.328255295753479,0.32859495282173157,0.39014968276023865,0.20591187477111816,0.41242629289627075,0.3175410330295563,0.4274795949459076,0.36368536949157715,0.3677307963371277,0.4274795949459076,0.2916608154773712,0.4705923795700073,1.0,0.3677307963371277,0.2736909091472626,0.27211615443229675
of,0.733189046382904,0.3079429268836975,0.2644946873188019,0.41498205065727234,0.3426007330417633,0.39081433415412903,0.262323796749115,0.23408229649066925,0.41548454761505127,0.2707009017467499,0.733189046382904,0.30430951714515686,1.0,0.733189046382904,0.2788603901863098,0.5116966962814331,0.3677307963371277,1.0,0.2070929855108261,0.1826142966747284
the,1.0,0.23846197128295898,0.28190866112709045,0.5473989248275757,0.49925389885902405,0.40399202704429626,0.25614944100379944,0.27465125918388367,0.535392165184021,0.2571326196193695,1.0,0.28851261734962463,0.733189046382904,1.0,0.23528170585632324,0.5171257257461548,0.4274795949459076,0.733189046382904,0.23752936720848083,0.22068053483963013
mother,0.22516992688179016,0.21956108510494232,0.06697862595319748,0.2443578839302063,0.2279963195323944,0.14957599341869354,0.1935560405254364,0.08893139660358429,0.2733205258846283,0.17993730306625366,0.22516992688179016,0.24404238164424896,0.2170739620923996,0.22516992688179016,0.3143133223056793,0.30062589049339294,0.26159077882766724,0.2170739620923996,0.3783976435661316,0.15180644392967224
",",0.4933079481124878,0.2707274258136749,0.2214498221874237,0.4137537479400635,0.390799880027771,0.4062570035457611,0.223611980676651,0.2750377655029297,0.44245919585227966,0.31207460165023804,0.4933079481124878,0.22637847065925598,0.4946078956127167,0.4933079481124878,0.24050940573215485,0.6633074283599854,0.3922356367111206,0.4946078956127167,0.25587570667266846,0.31091248989105225
for,0.4739971458911896,0.15542230010032654,0.28103771805763245,0.4137635827064514,0.3466525673866272,0.3895993232727051,0.3017844557762146,0.2053815722465515,0.4451248347759247,0.27822989225387573,0.4739971458911896,0.24664828181266785,0.4185989499092102,0.4739971458911896,0.244698166847229,0.5064792633056641,0.4688456356525421,0.4185989499092102,0.24361787736415863,0.264628142118454
whom,0.23752936720848083,0.19075725972652435,0.17983046174049377,0.3278515338897705,0.3403101861476898,0.17908456921577454,0.3364753723144531,0.10753819346427917,0.3108522593975067,0.3359925448894501,0.23752936720848083,0.17594993114471436,0.2070929855108261,0.23752936720848083,0.16185131669044495,0.3148667514324188,0.2736909091472626,0.2070929855108261,1.0000001192092896,0.222135990858078
devastating,0.2738971412181854,0.15992134809494019,0.13159044086933136,0.2602100372314453,0.2051345258951187,0.17564068734645844,0.137629896402359,0.08000846952199936,0.16979451477527618,0.19295357167720795,0.2738971412181854,0.3740091919898987,0.29236066341400146,0.2738971412181854,0.17454300820827484,0.2549493610858917,0.3240067958831787,0.29236066341400146,0.16433873772621155,0.16969646513462067
damage,0.2545957863330841,0.14242449402809143,0.1433955729007721,0.27735164761543274,0.2491721510887146,0.25189563632011414,0.12417253851890564,0.07509709894657135,0.23714354634284973,0.181106299161911,0.2545957863330841,0.3193856179714203,0.23761005699634552,0.2545957863330841,0.15100696682929993,0.272375226020813,0.27901947498321533,0.23761005699634552,0.13414588570594788,0.2121051400899887
may,0.2694292366504669,0.18112462759017944,0.10595595836639404,0.4234136641025543,0.3371005356311798,0.3162533640861511,0.21395812928676605,0.14780308306217194,0.391582727432251,0.14032797515392303,0.2694292366504669,0.27486592531204224,0.26447007060050964,0.2694292366504669,0.206627756357193,0.34598252177238464,0.31122222542762756,0.26447007060050964,0.1197756826877594,0.2768254578113556
result,0.27778977155685425,0.099154531955719,0.12374522536993027,0.3031747341156006,0.20959198474884033,0.18835392594337463,0.23535072803497314,0.17145727574825287,0.23653174936771393,0.2442837506532669,0.27778977155685425,0.22749833762645721,0.231380432844162,0.27778977155685425,0.09824356436729431,0.27436327934265137,0.26911333203315735,0.231380432844162,0.12327613681554794,0.17218433320522308
from,0.40150508284568787,0.1894836276769638,0.2390662431716919,0.3477667272090912,0.3321932256221771,0.2674213647842407,0.18986739218235016,0.22905895113945007,0.4069952368736267,0.12237390130758286,0.40150508284568787,0.22388218343257904,0.4249346852302551,0.40150508284568787,0.17661170661449432,0.3601827025413513,0.32066765427589417,0.4249346852302551,0.19855497777462006,0.19969791173934937
an,0.4207492768764496,0.09629998356103897,0.13869427144527435,0.365763783454895,0.2435421496629715,0.1556541919708252,0.1791105568408966,0.14251211285591125,0.3138085603713989,0.18629053235054016,0.4207492768764496,0.22907666862010956,0.32280945777893066,0.4207492768764496,0.22073830664157867,0.2838519215583801,0.31086787581443787,0.32280945777893066,0.12124081701040268,0.19793890416622162
unacceptable,0.20024415850639343,0.15548521280288696,0.0788043960928917,0.44412505626678467,0.26611897349357605,0.27110224962234497,0.3789742887020111,0.151042178273201,0.3083774149417877,0.3720473349094391,0.20024415850639343,0.31761792302131653,0.23748177289962769,0.20024415850639343,0.22990578413009644,0.263828307390213,0.39987999200820923,0.23748177289962769,0.27647069096565247,0.4132615029811859
pregnancy,0.254552960395813,0.14584451913833618,0.11493802815675735,0.2869836091995239,0.2515966594219208,0.22734472155570984,0.22715391218662262,0.13729389011859894,0.23292505741119385,0.13459612429141998,0.254552960395813,0.40420812368392944,0.2477317601442337,0.254552960395813,0.3286869525909424,0.2500726580619812,0.3263603150844574,0.2477317601442337,0.18831762671470642,0.22192636132240295
.,0.5934505462646484,0.28898224234580994,0.21555174887180328,0.4460422694683075,0.4510921239852905,0.3452940285205841,0.24975988268852234,0.2447955310344696,0.4645031690597534,0.2651030123233795,0.5934505462646484,0.21364739537239075,0.5352458953857422,0.5934505462646484,0.3029138445854187,0.588965117931366,0.41121819615364075,0.5352458953857422,0.26115289330482483,0.4130953550338745
,the,church,holds,that,they,are,equally,bound,to,respect,the,sacredness,of,the,life,and,well-being,of,whom,?
the,1.0,0.23846197128295898,0.28190866112709045,0.5473989248275757,0.49925389885902405,0.40399202704429626,0.25614944100379944,0.27465125918388367,0.535392165184021,0.2571326196193695,1.0,0.28851261734962463,0.733189046382904,1.0,0.23528170585632324,0.5171257257461548,0.4274795949459076,0.733189046382904,0.23752936720848083,0.22068053483963013
church,0.23846197128295898,0.9999999403953552,0.157379150390625,0.18300943076610565,0.18669813871383667,0.16039738059043884,0.1768171489238739,0.17003288865089417,0.24439501762390137,0.19407080113887787,0.23846197128295898,0.27049392461776733,0.3079429268836975,0.23846197128295898,0.14609260857105255,0.1976170688867569,0.23899182677268982,0.3079429268836975,0.19075725972652435,0.18081501126289368
emphasizes,0.23721882700920105,0.14217762649059296,0.16492269933223724,0.3005748689174652,0.23576976358890533,0.2695314586162567,0.2962457537651062,0.1744195818901062,0.2694731056690216,0.36243322491645813,0.23721882700920105,0.332353413105011,0.3281346559524536,0.23721882700920105,0.2989256978034973,0.2984991669654846,0.20277810096740723,0.3281346559524536,0.16230447590351105,0.22119708359241486
the,1.0,0.23846197128295898,0.28190866112709045,0.5473989248275757,0.49925389885902405,0.40399202704429626,0.25614944100379944,0.27465125918388367,0.535392165184021,0.2571326196193695,1.0,0.28851261734962463,0.733189046382904,1.0,0.23528170585632324,0.5171257257461548,0.4274795949459076,0.733189046382904,0.23752936720848083,0.22068053483963013
need,0.2594960331916809,0.16749487817287445,0.2129364162683487,0.46464914083480835,0.4473401606082916,0.46199482679367065,0.33741989731788635,0.1483762115240097,0.42094892263412476,0.32207635045051575,0.2594960331916809,0.3165600001811981,0.24285943806171417,0.2594960331916809,0.18367350101470947,0.3223188817501068,0.3297045826911926,0.24285943806171417,0.20018456876277924,0.40413710474967957
to,0.535392165184021,0.24439501762390137,0.1390777975320816,0.5436353087425232,0.5452046394348145,0.3504326641559601,0.3164912164211273,0.29917120933532715,1.0,0.3208255469799042,0.535392165184021,0.27123400568962097,0.41548454761505127,0.535392165184021,0.24560359120368958,0.48971283435821533,0.41242629289627075,0.41548454761505127,0.3108522593975067,0.29463258385658264
be,0.4248143136501312,0.14655785262584686,0.16698874533176422,0.6036020517349243,0.4858434796333313,0.5556803941726685,0.4442092776298523,0.2609313428401947,0.4972836375236511,0.29991641640663147,0.4248143136501312,0.26937660574913025,0.33904364705085754,0.4248143136501312,0.23466241359710693,0.41766801476478577,0.4264005720615387,0.33904364705085754,0.21567033231258392,0.3324260413646698
in,0.6662389636039734,0.2493300437927246,0.2876984775066376,0.435920387506485,0.4330179989337921,0.3841303884983063,0.16446180641651154,0.25271666049957275,0.45010748505592346,0.16911892592906952,0.6662389636039734,0.1989687830209732,0.5696388483047485,0.6662389636039734,0.27054134011268616,0.4954058527946472,0.3292508125305176,0.5696388483047485,0.20012985169887543,0.20430970191955566
supportive,0.27438807487487793,0.13718155026435852,0.21240219473838806,0.3561738431453705,0.2693215012550354,0.27821192145347595,0.2931685447692871,0.12917013466358185,0.2919946014881134,0.36732217669487,0.27438807487487793,0.22772710025310516,0.25233203172683716,0.27438807487487793,0.2377537339925766,0.2993602454662323,0.2959599196910858,0.25233203172683716,0.23814429342746735,0.1928483247756958
ministry,0.23817597329616547,0.28343912959098816,0.1797366887331009,0.22272662818431854,0.19928807020187378,0.17553389072418213,0.07301073521375656,0.06919195502996445,0.21453896164894104,0.2166883498430252,0.23817597329616547,0.21060623228549957,0.2755489647388458,0.23817597329616547,0.15412631630897522,0.2559942901134491,0.31712499260902405,0.2755489647388458,0.17768807709217072,0.18168897926807404
with,0.4223487675189972,0.17961077392101288,0.2882748246192932,0.4154358208179474,0.42091572284698486,0.38996943831443787,0.3037908971309662,0.23389144241809845,0.4239959120750427,0.34307533502578735,0.4223487675189972,0.20147354900836945,0.41827285289764404,0.4223487675189972,0.21728253364562988,0.5477725267410278,0.36792048811912537,0.41827285289764404,0.3374587297439575,0.2433311939239502
all,0.4860881567001343,0.175497367978096,0.218373641371727,0.53305584192276,0.4884434938430786,0.5343062281608582,0.41791316866874695,0.28626319766044617,0.42520734667778015,0.3576083481311798,0.4860881567001343,0.2521287202835083,0.42798417806625366,0.4860881567001343,0.30487263202667236,0.4542157053947449,0.3633982837200165,0.42798417806625366,0.26200151443481445,0.29575422406196594
women,0.279754102230072,0.18229824304580688,0.15693342685699463,0.18742111325263977,0.2761414051055908,0.20756962895393372,0.2628316283226013,0.16217157244682312,0.24881750345230103,0.20915266871452332,0.279754102230072,0.2085036188364029,0.22431409358978271,0.279754102230072,0.15678276121616364,0.24605001509189606,0.31408512592315674,0.22431409358978271,0.1998145580291748,0.1616753786802292
",",0.4933079481124878,0.2707274258136749,0.2214498221874237,0.4137537479400635,0.390799880027771,0.4062570035457611,0.223611980676651,0.2750377655029297,0.44245919585227966,0.31207460165023804,0.4933079481124878,0.22637847065925598,0.4946078956127167,0.4933079481124878,0.24050940573215485,0.6633074283599854,0.3922356367111206,0.4946078956127167,0.25587570667266846,0.31091248989105225
regardless,0.3184875249862671,0.17537839710712433,0.24345901608467102,0.42056912183761597,0.3095867335796356,0.3579355478286743,0.40604233741760254,0.19242987036705017,0.3453742563724518,0.4154597222805023,0.3184875249862671,0.36028575897216797,0.3080834746360779,0.3184875249862671,0.22770655155181885,0.26300671696662903,0.30941346287727356,0.3080834746360779,0.2085455358028412,0.33928561210632324
of,0.733189046382904,0.3079429268836975,0.2644946873188019,0.41498205065727234,0.3426007330417633,0.39081433415412903,0.262323796749115,0.23408229649066925,0.41548454761505127,0.2707009017467499,0.733189046382904,0.30430951714515686,1.0,0.733189046382904,0.2788603901863098,0.5116966962814331,0.3677307963371277,1.0,0.2070929855108261,0.1826142966747284
their,0.516537070274353,0.17209430038928986,0.19712580740451813,0.4266771972179413,0.7104025483131409,0.46887820959091187,0.30517706274986267,0.24973103404045105,0.44619059562683105,0.3666585087776184,0.516537070274353,0.34976521134376526,0.4329940676689148,0.516537070274353,0.23799121379852295,0.45114588737487793,0.30934470891952515,0.4329940676689148,0.28026002645492554,0.1898253709077835
choice,0.2640603482723236,0.11762090027332306,0.140542671084404,0.2847229540348053,0.2317526936531067,0.20182392001152039,0.29242217540740967,0.13148772716522217,0.28106144070625305,0.2869412302970886,0.2640603482723236,0.1637190282344818,0.23419108986854553,0.2640603482723236,0.2761145532131195,0.19819556176662445,0.3036729693412781,0.23419108986854553,0.18661141395568848,0.28709158301353455
.,0.5934505462646484,0.28898224234580994,0.21555174887180328,0.4460422694683075,0.4510921239852905,0.3452940285205841,0.24975988268852234,0.2447955310344696,0.4645031690597534,0.2651030123233795,0.5934505462646484,0.21364739537239075,0.5352458953857422,0.5934505462646484,0.3029138445854187,0.588965117931366,0.41121819615364075,0.5352458953857422,0.26115289330482483,0.4130953550338745
