,what,right,do,private,schools,have,that,public,schools,do,n't,?
",",0.3087472915649414,0.24165019392967224,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.3541618287563324,0.4137537479400635,0.2588968276977539,0.2760516405105591,0.3283645510673523,0.11016341298818588,0.31091248989105225
state,0.24273863434791565,0.11720108985900879,0.21297907829284668,0.3059387505054474,0.2832874357700348,0.2083192616701126,0.24252457916736603,0.33038130402565,0.2832874357700348,0.21297907829284668,0.004642894491553307,0.1160883978009224
or,0.33867141604423523,0.24840670824050903,0.39439281821250916,0.21888144314289093,0.23524631559848785,0.46389055252075195,0.4729836881160736,0.23869332671165466,0.23524631559848785,0.39439281821250916,-0.056045327335596085,0.32389625906944275
national,0.16882304847240448,0.21289993822574615,0.1124928817152977,0.16998161375522614,0.21169473230838776,0.16939407587051392,0.20268747210502625,0.29573312401771545,0.21169473230838776,0.1124928817152977,0.09538352489471436,0.15643028914928436
governments,0.2814749777317047,0.1638999730348587,0.25228410959243774,0.34619805216789246,0.405094176530838,0.3173622786998749,0.31705090403556824,0.3368019461631775,0.405094176530838,0.25228410959243774,-0.04697452485561371,0.18805137276649475
;,0.10986888408660889,0.06147255003452301,0.06261929124593735,0.07344416528940201,0.006539041642099619,0.10650043189525604,0.0633435994386673,-0.006995165254920721,0.006539041642099619,0.06261929124593735,0.01979796029627323,0.10349778085947037
thus,0.30745524168014526,0.26374730467796326,0.257389098405838,0.13982300460338593,0.13484472036361694,0.3490366041660309,0.4318928122520447,0.1657920777797699,0.13484472036361694,0.257389098405838,-0.13859789073467255,0.18769288063049316
",",0.3087472915649414,0.24165019392967224,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.3541618287563324,0.4137537479400635,0.2588968276977539,0.2760516405105591,0.3283645510673523,0.11016341298818588,0.31091248989105225
they,0.4431931674480438,0.2467750608921051,0.4667694866657257,0.23686249554157257,0.2753114104270935,0.6542890071868896,0.5710820555686951,0.2280491590499878,0.2753114104270935,0.4667694866657257,-0.1964540183544159,0.2753053903579712
retain,0.178955540060997,0.20981572568416595,0.25312870740890503,0.14127056300640106,0.0964733436703682,0.3343452215194702,0.3142080307006836,0.1371997892856598,0.0964733436703682,0.25312870740890503,-0.07981331646442413,0.10032857954502106
the,0.42745697498321533,0.33901116251945496,0.30239659547805786,0.18291357159614563,0.22905772924423218,0.40389683842658997,0.5473989248275757,0.22857438027858734,0.22905772924423218,0.30239659547805786,-0.11449059844017029,0.22068053483963013
right,0.38502591848373413,1.0,0.2335183471441269,0.17115983366966248,0.14779479801654816,0.26627740263938904,0.3680553734302521,0.14035673439502716,0.14779479801654816,0.2335183471441269,-0.051321279257535934,0.27135515213012695
to,0.455847829580307,0.31834647059440613,0.38876664638519287,0.18892748653888702,0.2362271547317505,0.4544740617275238,0.5436353087425232,0.2672370672225952,0.2362271547317505,0.38876664638519287,-0.14541994035243988,0.29463258385658264
select,0.2594083249568939,0.2547588646411896,0.24939259886741638,0.11320453882217407,0.14086371660232544,0.3301883339881897,0.2744918167591095,0.21346169710159302,0.14086371660232544,0.24939259886741638,-0.07471302151679993,0.2362300455570221
their,0.35142919421195984,0.21140746772289276,0.35424983501434326,0.24537235498428345,0.22621867060661316,0.523270845413208,0.4266771972179413,0.2602854371070862,0.22621867060661316,0.35424983501434326,-0.18087446689605713,0.1898253709077835
students,0.2380729615688324,0.14100517332553864,0.23736460506916046,0.35454505681991577,0.6169943809509277,0.2558421790599823,0.2510627210140228,0.3258378803730011,0.6169943809509277,0.23736460506916046,0.03946874290704727,0.18017297983169556
and,0.31309178471565247,0.27311667799949646,0.276123583316803,0.2557651102542877,0.29319998621940613,0.4711785912513733,0.4731321930885315,0.3227643668651581,0.29319998621940613,0.276123583316803,-0.0602874718606472,0.20544172823429108
are,0.29724663496017456,0.21829961240291595,0.41111594438552856,0.1694057136774063,0.30816179513931274,0.6577680706977844,0.45265161991119385,0.18111367523670197,0.30816179513931274,0.41111594438552856,-0.1517762839794159,0.24591213464736938
funded,0.12889151275157928,0.10046597570180893,0.15897352993488312,0.37384557723999023,0.39287659525871277,0.2228681743144989,0.23283135890960693,0.445223331451416,0.39287659525871277,0.15897352993488312,0.03009023889899254,0.14043596386909485
in,0.30808621644973755,0.16096803545951843,0.23402775824069977,0.21135757863521576,0.2632134258747101,0.36843645572662354,0.435920387506485,0.29074716567993164,0.2632134258747101,0.23402775824069977,-0.0012929976219311357,0.20430970191955566
whole,0.38441845774650574,0.21980106830596924,0.21171121299266815,0.12080708891153336,0.20146062970161438,0.3347744643688202,0.43802928924560547,0.14928628504276276,0.20146062970161438,0.21171121299266815,-0.09669758379459381,0.21052291989326477
or,0.33867141604423523,0.24840670824050903,0.39439281821250916,0.21888144314289093,0.23524631559848785,0.46389055252075195,0.4729836881160736,0.23869332671165466,0.23524631559848785,0.39439281821250916,-0.056045327335596085,0.32389625906944275
in,0.30808621644973755,0.16096803545951843,0.23402775824069977,0.21135757863521576,0.2632134258747101,0.36843645572662354,0.435920387506485,0.29074716567993164,0.2632134258747101,0.23402775824069977,-0.0012929976219311357,0.20430970191955566
part,0.3476244807243347,0.2265470176935196,0.22510087490081787,0.1465214490890503,0.17430028319358826,0.25547030568122864,0.37747326493263245,0.1572943478822708,0.17430028319358826,0.22510087490081787,-0.05619708076119423,0.08557961881160736
by,0.2455483376979828,0.1945604532957077,0.1481526494026184,0.18554414808750153,0.1415957361459732,0.3359639644622803,0.37496164441108704,0.23323717713356018,0.1415957361459732,0.1481526494026184,-0.025093624368309975,0.17966607213020325
charging,0.18373198807239532,0.26038429141044617,0.21821677684783936,0.2719841003417969,0.21839208900928497,0.2414967566728592,0.29180678725242615,0.2531786859035492,0.21839208900928497,0.21821677684783936,-0.15576857328414917,0.11662299185991287
their,0.35142919421195984,0.21140746772289276,0.35424983501434326,0.24537235498428345,0.22621867060661316,0.523270845413208,0.4266771972179413,0.2602854371070862,0.22621867060661316,0.35424983501434326,-0.18087446689605713,0.1898253709077835
students,0.2380729615688324,0.14100517332553864,0.23736460506916046,0.35454505681991577,0.6169943809509277,0.2558421790599823,0.2510627210140228,0.3258378803730011,0.6169943809509277,0.23736460506916046,0.03946874290704727,0.18017297983169556
tuition,0.2307644784450531,0.1572643667459488,0.20633895695209503,0.3631826937198639,0.4599091112613678,0.2730215787887573,0.29087379574775696,0.42718350887298584,0.4599091112613678,0.20633895695209503,0.01722973771393299,0.2023361474275589
",",0.3087472915649414,0.24165019392967224,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.3541618287563324,0.4137537479400635,0.2588968276977539,0.2760516405105591,0.3283645510673523,0.11016341298818588,0.31091248989105225
rather,0.3923804461956024,0.25926148891448975,0.3087271451950073,0.14991822838783264,0.14261603355407715,0.4224875271320343,0.4945213496685028,0.19416777789592743,0.14261603355407715,0.3087271451950073,-0.09454016387462616,0.3053998053073883
than,0.29388150572776794,0.18806393444538116,0.2387038916349411,0.13248130679130554,0.16902634501457214,0.46517109870910645,0.4891277849674225,0.15035578608512878,0.16902634501457214,0.2387038916349411,-0.058843038976192474,0.24917294085025787
relying,0.4828588664531708,0.22114460170269012,0.4078793525695801,0.2549968957901001,0.2412557154893875,0.3794170022010803,0.45056307315826416,0.24398984014987946,0.2412557154893875,0.4078793525695801,-0.04816288501024246,0.2699472904205322
on,0.34226128458976746,0.269443154335022,0.3025321364402771,0.21000011265277863,0.18452578783035278,0.36494916677474976,0.42569106817245483,0.25951382517814636,0.18452578783035278,0.3025321364402771,0.023764533922076225,0.2714994251728058
mandatory,0.2798025608062744,0.2571733593940735,0.24783839285373688,0.20464441180229187,0.22373183071613312,0.2550182342529297,0.3061961531639099,0.2654280364513397,0.22373183071613312,0.24783839285373688,0.05861402675509453,0.18550173938274384
taxation,0.25329726934432983,0.1741066426038742,0.1742025762796402,0.3166259825229645,0.2641906440258026,0.2590397894382477,0.25972744822502136,0.4039756655693054,0.2641906440258026,0.1742025762796402,-0.06761302798986435,0.16318899393081665
through,0.23167094588279724,0.21032559871673584,0.24726749956607819,0.19509479403495789,0.19748453795909882,0.2991202771663666,0.3152649402618408,0.22340933978557587,0.19748453795909882,0.24726749956607819,-0.09668812900781631,0.16913433372974396
public,0.1729622185230255,0.14035673439502716,0.14626605808734894,0.5126727223396301,0.4260808527469635,0.20625129342079163,0.2622828185558319,1.0000001192092896,0.4260808527469635,0.14626605808734894,0.06625619530677795,0.19872993230819702
(,0.2411840260028839,0.22082841396331787,0.24216170608997345,0.162434384226799,0.15322564542293549,0.23072676360607147,0.2264307141304016,0.1609111875295639,0.15322564542293549,0.24216170608997345,0.15345674753189087,0.40561532974243164
government,0.28074538707733154,0.167730450630188,0.20911449193954468,0.3261575996875763,0.3405122756958008,0.23351164162158966,0.29558056592941284,0.3310128152370453,0.3405122756958008,0.20911449193954468,0.0023992506321519613,0.18851417303085327
),0.26259949803352356,0.23659200966358185,0.24460165202617645,0.16768941283226013,0.16219249367713928,0.22866283357143402,0.23478686809539795,0.15635275840759277,0.16219249367713928,0.24460165202617645,0.16805793344974518,0.42300865054130554
funding,0.2725590467453003,0.1524912565946579,0.19519318640232086,0.27316173911094666,0.3070438504219055,0.2834905683994293,0.30964189767837524,0.3689518868923187,0.3070438504219055,0.19519318640232086,-0.07999804615974426,0.1842934638261795
;,0.10986888408660889,0.06147255003452301,0.06261929124593735,0.07344416528940201,0.006539041642099619,0.10650043189525604,0.0633435994386673,-0.006995165254920721,0.006539041642099619,0.06261929124593735,0.01979796029627323,0.10349778085947037
at,0.2838611304759979,0.2548061013221741,0.1511090099811554,0.21611805260181427,0.21788150072097778,0.29004791378974915,0.3183255195617676,0.2642328441143036,0.21788150072097778,0.1511090099811554,0.06116354838013649,0.21978627145290375
some,0.4491020441055298,0.2679143249988556,0.4725562036037445,0.23412339389324188,0.3067633807659149,0.6421269774436951,0.6049469113349915,0.24756038188934326,0.3067633807659149,0.4725562036037445,-0.13643382489681244,0.2562315762042999
private,0.16778090596199036,0.17115983366966248,0.15537725389003754,1.0,0.4158569872379303,0.1496797353029251,0.20570282638072968,0.5126727223396301,0.4158569872379303,0.15537725389003754,-0.045714832842350006,0.14389030635356903
schools,0.1820785105228424,0.14779479801654816,0.19505831599235535,0.4158569872379303,1.0,0.26828762888908386,0.2649109661579132,0.4260808527469635,1.0,0.19505831599235535,0.015892207622528076,0.18349280953407288
students,0.2380729615688324,0.14100517332553864,0.23736460506916046,0.35454505681991577,0.6169943809509277,0.2558421790599823,0.2510627210140228,0.3258378803730011,0.6169943809509277,0.23736460506916046,0.03946874290704727,0.18017297983169556
may,0.25739946961402893,0.22626712918281555,0.28230178356170654,0.16896244883537292,0.1841869205236435,0.35194188356399536,0.4234136641025543,0.212143212556839,0.1841869205236435,0.28230178356170654,0.14091402292251587,0.2768254578113556
be,0.3929833769798279,0.28686586022377014,0.36575672030448914,0.1834806501865387,0.21943484246730804,0.5760743618011475,0.6036020517349243,0.22898490726947784,0.21943484246730804,0.36575672030448914,-0.08962184190750122,0.3324260413646698
able,0.3404487371444702,0.30873003602027893,0.3714774549007416,0.21204803884029388,0.1364797204732895,0.38822048902511597,0.4536534547805786,0.18317100405693054,0.1364797204732895,0.3714774549007416,-0.17745201289653778,0.260649710893631
to,0.455847829580307,0.31834647059440613,0.38876664638519287,0.18892748653888702,0.2362271547317505,0.4544740617275238,0.5436353087425232,0.2672370672225952,0.2362271547317505,0.38876664638519287,-0.14541994035243988,0.29463258385658264
get,0.3490515947341919,0.25342100858688354,0.46355509757995605,0.16381114721298218,0.1499549150466919,0.5343971252441406,0.3748580515384674,0.1994173526763916,0.1499549150466919,0.46355509757995605,-0.17520369589328766,0.3499825894832611
a,0.3320399522781372,0.2849915027618408,0.26237669587135315,0.20346391201019287,0.2118925303220749,0.338716596364975,0.47537946701049805,0.19607044756412506,0.2118925303220749,0.26237669587135315,0.013574101030826569,0.23916715383529663
scholarship,0.18312285840511322,0.1317320317029953,0.15137995779514313,0.33168524503707886,0.42799627780914307,0.20546410977840424,0.27358976006507874,0.34566324949264526,0.42799627780914307,0.15137995779514313,0.1062236875295639,0.07760601490736008
",",0.3087472915649414,0.24165019392967224,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.3541618287563324,0.4137537479400635,0.2588968276977539,0.2760516405105591,0.3283645510673523,0.11016341298818588,0.31091248989105225
which,0.5261979103088379,0.29368749260902405,0.31153854727745056,0.21277280151844025,0.23417861759662628,0.49652695655822754,0.6894589066505432,0.2544276714324951,0.23417861759662628,0.31153854727745056,-0.17106275260448456,0.25814583897590637
makes,0.2867553234100342,0.21504388749599457,0.2856288552284241,0.07926832139492035,0.10043070465326309,0.28616786003112793,0.3599291145801544,0.1447998434305191,0.10043070465326309,0.2856288552284241,-0.1269635707139969,0.22145044803619385
the,0.42745697498321533,0.33901116251945496,0.30239659547805786,0.18291357159614563,0.22905772924423218,0.40389683842658997,0.5473989248275757,0.22857438027858734,0.22905772924423218,0.30239659547805786,-0.11449059844017029,0.22068053483963013
cost,0.210266575217247,0.10144913196563721,0.21653015911579132,0.2392757087945938,0.19791728258132935,0.30025556683540344,0.2857586443424225,0.19683308899402618,0.19791728258132935,0.21653015911579132,-0.12793582677841187,0.17823095619678497
cheaper,0.20256595313549042,0.10846582800149918,0.20877796411514282,0.22211143374443054,0.17623591423034668,0.2724963128566742,0.3042129874229431,0.20193523168563843,0.17623591423034668,0.20877796411514282,-0.15645886957645416,0.12747052311897278
",",0.3087472915649414,0.24165019392967224,0.3283645510673523,0.1899166703224182,0.2760516405105591,0.3541618287563324,0.4137537479400635,0.2588968276977539,0.2760516405105591,0.3283645510673523,0.11016341298818588,0.31091248989105225
depending,0.3483159840106964,0.2429635375738144,0.30577605962753296,0.1153963953256607,0.17177647352218628,0.4128199815750122,0.3530026376247406,0.14965446293354034,0.17177647352218628,0.30577605962753296,-0.042382750660181046,0.21704205870628357
on,0.34226128458976746,0.269443154335022,0.3025321364402771,0.21000011265277863,0.18452578783035278,0.36494916677474976,0.42569106817245483,0.25951382517814636,0.18452578783035278,0.3025321364402771,0.023764533922076225,0.2714994251728058
a,0.3320399522781372,0.2849915027618408,0.26237669587135315,0.20346391201019287,0.2118925303220749,0.338716596364975,0.47537946701049805,0.19607044756412506,0.2118925303220749,0.26237669587135315,0.013574101030826569,0.23916715383529663
talent,0.20876705646514893,0.13972307741641998,0.1693313866853714,0.21820218861103058,0.178284153342247,0.19563105702400208,0.2512586712837219,0.2102024406194687,0.178284153342247,0.1693313866853714,-0.014154849573969841,0.16550226509571075
the,0.42745697498321533,0.33901116251945496,0.30239659547805786,0.18291357159614563,0.22905772924423218,0.40389683842658997,0.5473989248275757,0.22857438027858734,0.22905772924423218,0.30239659547805786,-0.11449059844017029,0.22068053483963013
student,0.20548318326473236,0.12219589203596115,0.10608264058828354,0.3240567743778229,0.41530340909957886,0.18004842102527618,0.24464628100395203,0.2978299856185913,0.41530340909957886,0.10608264058828354,0.1328839808702469,0.13282090425491333
may,0.25739946961402893,0.22626712918281555,0.28230178356170654,0.16896244883537292,0.1841869205236435,0.35194188356399536,0.4234136641025543,0.212143212556839,0.1841869205236435,0.28230178356170654,0.14091402292251587,0.2768254578113556
have,0.39808809757232666,0.26627740263938904,0.49831271171569824,0.1496797353029251,0.26828762888908386,0.9999999403953552,0.6182622313499451,0.20625129342079163,0.26828762888908386,0.49831271171569824,-0.1346980780363083,0.32991164922714233
(,0.2411840260028839,0.22082841396331787,0.24216170608997345,0.162434384226799,0.15322564542293549,0.23072676360607147,0.2264307141304016,0.1609111875295639,0.15322564542293549,0.24216170608997345,0.15345674753189087,0.40561532974243164
e.g,0.044121697545051575,0.05323918163776398,-0.01972043327987194,-0.12507210671901703,-0.12376193702220917,0.016464058309793472,0.04161546006798744,-0.07020039111375809,-0.12376193702220917,-0.01972043327987194,-0.09068068861961365,-0.03681480139493942
.,0.3567904531955719,0.2597152590751648,0.3613996207714081,0.2534593939781189,0.2752705216407776,0.41614407300949097,0.4460422694683075,0.21888655424118042,0.2752705216407776,0.3613996207714081,0.01884327083826065,0.4130953550338745
