,what,was,zia-ul-haq,accused,of,using,islamization,to,legitimize,?
rather,0.3923804461956024,0.23478160798549652,0.14647559821605682,0.2229328751564026,0.3045461177825928,0.37380820512771606,0.27948814630508423,0.4052407741546631,0.29695892333984375,0.3053998053073883
than,0.29388150572776794,0.1872616857290268,0.18160699307918549,0.1818626970052719,0.33036211133003235,0.3075134754180908,0.2000490427017212,0.3192550539970398,0.18254853785037994,0.24917294085025787
substance,0.2803279459476471,0.20017051696777344,0.2264637053012848,0.17148302495479584,0.23127788305282593,0.3011547923088074,0.30918818712234497,0.26625680923461914,0.2526967227458954,0.2033585160970688
",",0.3087472915649414,0.45456063747406006,0.28283727169036865,0.2481672316789627,0.4946078956127167,0.27050045132637024,0.24981224536895752,0.44245919585227966,0.22181569039821625,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2313472032546997,0.20958203077316284,0.5116966962814331,0.33157408237457275,0.27254733443260193,0.48971283435821533,0.23849038779735565,0.20544172823429108
using,0.27984681725502014,0.18766598403453827,0.1671648621559143,0.18434827029705048,0.24298200011253357,1.0,0.32749295234680176,0.3678804934024811,0.30020615458488464,0.2804589569568634
islamization,0.3071947693824768,0.20866511762142181,0.5125686526298523,0.2541462779045105,0.31184104084968567,0.32749295234680176,1.0000001192092896,0.29885247349739075,0.39029011130332947,0.24860025942325592
to,0.455847829580307,0.3636345863342285,0.1675136834383011,0.18753743171691895,0.41548454761505127,0.3678804934024811,0.29885247349739075,1.0,0.31371888518333435,0.29463258385658264
legitimize,0.24374447762966156,0.14592872560024261,0.19598488509655,0.34176331758499146,0.26195016503334045,0.30020615458488464,0.39029011130332947,0.31371888518333435,1.0,0.24715203046798706
his,0.26976513862609863,0.4405253231525421,0.24498367309570312,0.2709580957889557,0.38364991545677185,0.21453166007995605,0.19400109350681305,0.3715193271636963,0.28948894143104553,0.18075084686279297
means,0.2553325295448303,0.20094269514083862,0.22247382998466492,0.12057407200336456,0.29942914843559265,0.2692297399044037,0.29043683409690857,0.2301892638206482,0.27346956729888916,0.21233566105365753
of,0.33290785551071167,0.4069072902202606,0.2268955409526825,0.2089134156703949,1.0,0.24298200011253357,0.31184104084968567,0.41548454761505127,0.26195016503334045,0.1826142966747284
seizing,0.20753644406795502,0.21086204051971436,0.18885324895381927,0.27198585867881775,0.3423256278038025,0.29099175333976746,0.32857003808021545,0.25692641735076904,0.3433365821838379,0.1286938190460205
power,0.22216427326202393,0.1794997751712799,0.18683499097824097,0.20771703124046326,0.25273123383522034,0.15780086815357208,0.24754126369953156,0.27001675963401794,0.2642184793949127,0.15304024517536163
.,0.3567904531955719,0.40146201848983765,0.26902973651885986,0.21551574766635895,0.5352458953857422,0.3629456162452698,0.27074337005615234,0.4645031690597534,0.20768903195858002,0.4130953550338745
