,what,type,of,lenses,were,needed,to,see,the,3d,effects,in,dimension,in,time,?
produced,0.1393624097108841,0.12300962954759598,0.18961067497730255,0.1733095347881317,0.23232540488243103,0.18723413348197937,0.16305041313171387,0.14183488488197327,0.22045251727104187,0.06949762254953384,0.2788183391094208,0.2542861998081207,0.17734570801258087,0.2542861998081207,0.16559536755084991,0.1623450517654419
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.1797250658273697,0.2947486639022827,0.22810974717140198,0.36524343490600586,0.2837929129600525,0.457212895154953,0.10676047950983047,0.11516885459423065,0.4374977946281433,0.14701247215270996,0.4374977946281433,0.3956010341644287,0.21978627145290375
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18884456157684326,0.3906462490558624,0.3064746856689453,0.535392165184021,0.3770301640033722,1.0,0.05584833770990372,0.25316479802131653,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
time,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.14376546442508698,0.3104150593280792,0.3310089409351349,0.3679993152618408,0.28961148858070374,0.43061500787734985,-0.10010577738285065,0.24466170370578766,0.3431483507156372,0.2655465006828308,0.3431483507156372,0.9999998807907104,0.27391523122787476
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.19176547229290009,0.36755475401878357,0.29017356038093567,0.44245919585227966,0.35306161642074585,0.4933079481124878,0.10773081332445145,0.23115523159503937,0.5201468467712402,0.17339220643043518,0.5201468467712402,0.3029961884021759,0.31091248989105225
using,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.3328258693218231,0.24272575974464417,0.4584527313709259,0.3678804934024811,0.2793806493282318,0.28364112973213196,0.04311042279005051,0.2617379426956177,0.2717311978340149,0.29161596298217773,0.2717311978340149,0.2605619430541992,0.2804589569568634
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2745874226093292,0.17203083634376526,0.2915569543838501,0.45503583550453186,0.3039536476135254,0.5829201340675354,0.08288784325122833,0.20917339622974396,0.539380669593811,0.22973591089248657,0.539380669593811,0.3292340338230133,0.23916715383529663
3d,-0.028964104130864143,0.0966433733701706,0.04026421904563904,0.18500371277332306,-0.05378232151269913,-0.10550431907176971,-0.04626362398266792,0.09380834549665451,0.05584833770990372,0.9999998807907104,-0.005309118889272213,0.029786530882120132,0.1354406327009201,0.029786530882120132,-0.10010577738285065,0.040244732052087784
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,0.22360573709011078,0.1800099015235901,0.25594088435173035,0.26662686467170715,0.1775381863117218,0.3233085572719574,0.029678069055080414,0.203021839261055,0.21978288888931274,0.1366100013256073,0.21978288888931274,0.18608935177326202,0.15556083619594574
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.26336410641670227,0.35517072677612305,0.45214173197746277,0.5436353087425232,0.4087662696838379,0.5473989248275757,-0.037496935576200485,0.3107278347015381,0.435920387506485,0.26575958728790283,0.435920387506485,0.388528436422348,0.32716336846351624
made,0.23419176042079926,0.2166324257850647,0.33167365193367004,0.27229705452919006,0.32412371039390564,0.3132522702217102,0.3377571105957031,0.21355484426021576,0.3885267674922943,0.04552772268652916,0.2393171489238739,0.25271502137184143,0.17573514580726624,0.25271502137184143,0.25157099962234497,0.17218779027462006
use,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.3231278359889984,0.26967236399650574,0.5081669688224792,0.47261837124824524,0.44045713543891907,0.34342584013938904,-0.03955297917127609,0.32385754585266113,0.2715643048286438,0.2582632899284363,0.2715643048286438,0.30243632197380066,0.32795652747154236
of,0.33290785551071167,0.18112817406654358,1.0,0.2134179323911667,0.34038281440734863,0.27215874195098877,0.41548454761505127,0.33962661027908325,0.733189046382904,0.04026421904563904,0.21244898438453674,0.5696388483047485,0.18594343960285187,0.5696388483047485,0.35127586126327515,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18884456157684326,0.3906462490558624,0.3064746856689453,0.535392165184021,0.3770301640033722,1.0,0.05584833770990372,0.25316479802131653,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
pulfrich,0.2606382668018341,0.15919235348701477,0.3490947484970093,0.3332749307155609,0.23433439433574677,0.24944590032100677,0.31291601061820984,0.2981451451778412,0.3687620162963867,0.20366214215755463,0.2191234976053238,0.33173102140426636,0.2076704204082489,0.33173102140426636,0.2821267545223236,0.21718823909759521
effect,0.2546532452106476,0.2452445924282074,0.24129827320575714,0.2804509401321411,0.07986485213041306,0.2643345296382904,0.2521958649158478,0.2581023871898651,0.2865084111690521,-0.06181854382157326,0.7429079413414001,0.25150683522224426,0.22017376124858856,0.25150683522224426,0.265207976102829,0.1783771812915802
requiring,0.23015210032463074,0.25590091943740845,0.26946085691452026,0.25853604078292847,0.18685099482536316,0.5016889572143555,0.3393286466598511,0.2652479112148285,0.23401294648647308,-0.12097116559743881,0.19129256904125214,0.178789421916008,0.2492932826280594,0.178789421916008,0.2791719138622284,0.19080378115177155
glasses,0.18310923874378204,0.19057023525238037,0.17957264184951782,0.5099948048591614,0.19360674917697906,0.18982313573360443,0.2601795196533203,0.24580469727516174,0.1910746544599533,0.17725007236003876,0.29505643248558044,0.2019892930984497,0.30472835898399353,0.2019892930984497,0.19482454657554626,0.15491506457328796
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.18799063563346863,0.3179011940956116,0.33687737584114075,0.4239959120750427,0.27642667293548584,0.4223487675189972,0.00592559901997447,0.2477746307849884,0.4080928862094879,0.2652972638607025,0.4080928862094879,0.31862112879753113,0.2433311939239502
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.2205137461423874,0.3453167676925659,0.33461472392082214,0.4025384783744812,0.359328031539917,0.5514441132545471,-0.009089956991374493,0.2370981127023697,0.4129433035850525,0.28542789816856384,0.4129433035850525,0.4878559708595276,0.2673267424106598
darkened,0.20738166570663452,0.1782366931438446,0.22734424471855164,0.38394269347190857,0.22070784866809845,0.183791846036911,0.24695850908756256,0.2600615322589874,0.2859524190425873,0.16972655057907104,0.3205181360244751,0.24078914523124695,0.17944732308387756,0.24078914523124695,0.15330418944358826,0.1450863778591156
lens,0.1790107637643814,0.1807490885257721,0.22899305820465088,0.768110990524292,0.07937540113925934,0.1385006159543991,0.230719193816185,0.2569366693496704,0.2470427006483078,0.18764875829219818,0.28659912943840027,0.2039916068315506,0.28245818614959717,0.2039916068315506,0.13229480385780334,0.1168646588921547
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.06626980006694794,0.14040996134281158,0.041626669466495514,0.0979827418923378,0.1164579689502716,0.09152708947658539,0.02907503955066204,0.027522867545485497,0.092739537358284,0.10276491940021515,0.092739537358284,0.07762139290571213,0.10349778085947037
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18884456157684326,0.3906462490558624,0.3064746856689453,0.535392165184021,0.3770301640033722,1.0,0.05584833770990372,0.25316479802131653,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
picture,0.306155264377594,0.14135007560253143,0.2663329243659973,0.31684476137161255,0.1591787040233612,0.22167368233203888,0.21217896044254303,0.3195371627807617,0.31755533814430237,0.21258528530597687,0.29629403352737427,0.24315592646598816,0.2969377636909485,0.24315592646598816,0.21661172807216644,0.24607865512371063
would,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.210628941655159,0.37426912784576416,0.5094520449638367,0.5965728163719177,0.383211612701416,0.4133751392364502,-0.1103430688381195,0.22777299582958221,0.30461156368255615,0.21733185648918152,0.30461156368255615,0.3781263828277588,0.37178951501846313
look,0.40627723932266235,0.18094466626644135,0.21060073375701904,0.3260945677757263,0.2501770853996277,0.3166484832763672,0.3370966613292694,0.5427899956703186,0.2806221544742584,0.11848003417253494,0.26686975359916687,0.16591975092887878,0.20137237012386322,0.16591975092887878,0.2530054450035095,0.3596472144126892
normal,0.32813265919685364,0.32082346081733704,0.2300747036933899,0.2983839809894562,0.1625637263059616,0.37434452772140503,0.32997602224349976,0.28469979763031006,0.25256022810935974,0.01229926198720932,0.24952179193496704,0.25896620750427246,0.2737388014793396,0.25896620750427246,0.2824312150478363,0.19617988169193268
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.24929210543632507,0.31913647055625916,0.45002421736717224,1.0,0.3792734146118164,0.535392165184021,-0.04626362398266792,0.2419324368238449,0.45010748505592346,0.2539534270763397,0.45010748505592346,0.3679993152618408,0.29463258385658264
those,0.44466671347618103,0.17623955011367798,0.37935635447502136,0.2778979539871216,0.5048789978027344,0.3858228027820587,0.47350940108299255,0.4057482182979584,0.42861196398735046,-0.04155193641781807,0.3338280916213989,0.3419301211833954,0.15606331825256348,0.3419301211833954,0.3035569190979004,0.3328189253807068
viewers,0.29856956005096436,0.08830586075782776,0.1391541063785553,0.16356968879699707,0.23773689568042755,0.13245312869548798,0.2661592364311218,0.22236593067646027,0.24207380414009094,0.012724965810775757,0.2058037519454956,0.15653292834758759,0.27326926589012146,0.15653292834758759,0.1780913770198822,0.2274174839258194
who,0.40942975878715515,0.1257498413324356,0.2827862501144409,0.1432776302099228,0.3188014328479767,0.22536601126194,0.42656609416007996,0.2854073643684387,0.3733934462070465,0.02259010635316372,0.20583795011043549,0.2792111933231354,0.13398009538650513,0.2792111933231354,0.36634087562561035,0.26220351457595825
watched,0.26445016264915466,0.08487895131111145,0.22295315563678741,0.12177038937807083,0.29433202743530273,0.2169603705406189,0.24717102944850922,0.2588919699192047,0.3087751269340515,0.07487548887729645,0.18460819125175476,0.2272925227880478,0.17771263420581818,0.2272925227880478,0.2420528680086136,0.21987392008304596
without,0.3181614279747009,0.25126633048057556,0.3081340193748474,0.23065844178199768,0.24341188371181488,0.4072335362434387,0.37970873713493347,0.3606545031070709,0.3270869255065918,-0.08278565108776093,0.29695096611976624,0.2553589344024658,0.21998673677444458,0.2553589344024658,0.29504939913749695,0.2928665280342102
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18884456157684326,0.3906462490558624,0.3064746856689453,0.535392165184021,0.3770301640033722,1.0,0.05584833770990372,0.25316479802131653,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
glasses,0.18310923874378204,0.19057023525238037,0.17957264184951782,0.5099948048591614,0.19360674917697906,0.18982313573360443,0.2601795196533203,0.24580469727516174,0.1910746544599533,0.17725007236003876,0.29505643248558044,0.2019892930984497,0.30472835898399353,0.2019892930984497,0.19482454657554626,0.15491506457328796
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22213712334632874,0.3378238379955292,0.31272366642951965,0.4645031690597534,0.3851161599159241,0.5934505462646484,0.07538057118654251,0.21454407274723053,0.5591574311256409,0.21565109491348267,0.5591574311256409,0.371569961309433,0.4130953550338745
