,what,an,the,freeman,of,newcastle,do,with,their,cows,on,the,town,moor,?
hampstead,0.1969296783208847,0.214463010430336,0.26009678840637207,0.3572518229484558,0.2116795927286148,0.3790791928768158,0.08370278030633926,0.15071898698806763,0.17651596665382385,0.18716640770435333,0.29956990480422974,0.26009678840637207,0.34321844577789307,0.35086187720298767,0.14963729679584503
heath,0.07489236444234848,0.1760879009962082,0.1733909398317337,0.302413672208786,0.18092481791973114,0.2802311182022095,0.08482810854911804,0.20082542300224304,0.10586640983819962,0.05831370875239372,0.19594626128673553,0.1733909398317337,0.21041244268417358,0.41425415873527527,0.06458259373903275
put,0.3330543637275696,0.22170038521289825,0.34150463342666626,0.061003006994724274,0.3247257471084595,0.10883508622646332,0.3532570004463196,0.3236430287361145,0.30584999918937683,0.15204262733459473,0.33860915899276733,0.34150463342666626,0.1622016727924347,0.06390630453824997,0.2993032932281494
together,0.22179445624351501,0.13278141617774963,0.26662585139274597,0.1570592224597931,0.26678720116615295,0.10177765786647797,0.2072729468345642,0.48732393980026245,0.33671748638153076,0.2504137456417084,0.28666210174560547,0.26662585139274597,0.16560102999210358,0.12256965786218643,0.1690303236246109
and,0.31309178471565247,0.2838519215583801,0.5171257257461548,0.26269805431365967,0.5116966962814331,0.20204751193523407,0.276123583316803,0.5477725267410278,0.45114588737487793,0.27663591504096985,0.4077630043029785,0.5171257257461548,0.2459200918674469,0.2557752728462219,0.20544172823429108
the,0.42745697498321533,0.4207492768764496,1.0,0.17841067910194397,0.733189046382904,0.2253497689962387,0.30239659547805786,0.4223487675189972,0.516537070274353,0.20275305211544037,0.5107308030128479,1.0,0.2974243760108948,0.20820119976997375,0.22068053483963013
freemen,0.19465023279190063,0.1554810255765915,0.2489958107471466,0.5304133892059326,0.24170178174972534,0.28964102268218994,0.15726938843727112,0.22303134202957153,0.2661498785018921,0.2096855491399765,0.1743520349264145,0.2489958107471466,0.2556583881378174,0.15779587626457214,0.08972366899251938
of,0.33290785551071167,0.32280945777893066,0.733189046382904,0.20209184288978577,1.0,0.18781472742557526,0.26150479912757874,0.41827285289764404,0.4329940676689148,0.18626761436462402,0.3966929316520691,0.733189046382904,0.26585668325424194,0.1360495388507843,0.1826142966747284
the,0.42745697498321533,0.4207492768764496,1.0,0.17841067910194397,0.733189046382904,0.2253497689962387,0.30239659547805786,0.4223487675189972,0.516537070274353,0.20275305211544037,0.5107308030128479,1.0,0.2974243760108948,0.20820119976997375,0.22068053483963013
city,0.17493832111358643,0.17270074784755707,0.35769423842430115,0.131013885140419,0.32503411173820496,0.32860881090164185,0.11803969740867615,0.19554263353347778,0.18052278459072113,0.16634027659893036,0.2549738585948944,0.35769423842430115,0.6289315819740295,0.18722768127918243,0.13423943519592285
have,0.39808809757232666,0.22897054255008698,0.40389683842658997,0.15993928909301758,0.3802283704280853,0.136333167552948,0.49831271171569824,0.48046383261680603,0.523270845413208,0.24137672781944275,0.36494916677474976,0.40389683842658997,0.11953994631767273,0.04735967516899109,0.32991164922714233
the,0.42745697498321533,0.4207492768764496,1.0,0.17841067910194397,0.733189046382904,0.2253497689962387,0.30239659547805786,0.4223487675189972,0.516537070274353,0.20275305211544037,0.5107308030128479,1.0,0.2974243760108948,0.20820119976997375,0.22068053483963013
right,0.38502591848373413,0.1750505119562149,0.33901116251945496,0.13335953652858734,0.22473211586475372,0.07258039712905884,0.2335183471441269,0.19092322885990143,0.21140746772289276,0.13347738981246948,0.269443154335022,0.33901116251945496,0.13473962247371674,0.09848944842815399,0.27135515213012695
to,0.455847829580307,0.3138085603713989,0.535392165184021,0.17688444256782532,0.41548454761505127,0.23559264838695526,0.38876664638519287,0.4239959120750427,0.44619059562683105,0.28853318095207214,0.41031414270401,0.535392165184021,0.18535545468330383,0.17598654329776764,0.29463258385658264
graze,0.20397181808948517,0.1029091328382492,0.20563653111457825,0.15391001105308533,0.14547675848007202,0.2691757380962372,0.29737576842308044,0.20433732867240906,0.3144550025463104,0.47321146726608276,0.2140663117170334,0.20563653111457825,0.17729060351848602,0.31380969285964966,0.17371319234371185
cattle,0.1848948746919632,0.12413258105516434,0.2538938522338867,0.20963869988918304,0.2318044900894165,0.24853664636611938,0.16342738270759583,0.2134179025888443,0.22339297831058502,0.5753386616706848,0.14992661774158478,0.2538938522338867,0.22096222639083862,0.2765069305896759,0.17239461839199066
on,0.34226128458976746,0.3192969560623169,0.5107308030128479,0.1821630299091339,0.3966929316520691,0.1698579639196396,0.3025321364402771,0.40749499201774597,0.3598666191101074,0.17596501111984253,0.9999999403953552,0.5107308030128479,0.18149195611476898,0.1684039980173111,0.2714994251728058
it,0.45803478360176086,0.39472338557243347,0.6251175999641418,0.13569127023220062,0.38761502504348755,0.17789338529109955,0.337066113948822,0.3369046747684479,0.3067983090877533,0.21038950979709625,0.4529881477355957,0.6251175999641418,0.286643922328949,0.19432365894317627,0.25732165575027466
.,0.3567904531955719,0.3581749200820923,0.5934505462646484,0.26754364371299744,0.5352458953857422,0.2714749276638031,0.3613996207714081,0.4446153938770294,0.34427863359451294,0.19238218665122986,0.49257001280784607,0.5934505462646484,0.28254011273384094,0.16215981543064117,0.4130953550338745
