,in,may,2002,",",where,would,you,go,to,address,the,parliament,?
former,0.2668642997741699,0.22730787098407745,-0.14519375562667847,0.2738454341888428,0.2055155634880066,0.15442289412021637,0.10223816335201263,0.15770575404167175,0.12857267260551453,0.13582603633403778,0.2251449078321457,0.18833327293395996,0.10570605844259262
strathclyde,0.2544057369232178,0.20912787318229675,-0.22108137607574463,0.25500959157943726,0.2190643548965454,0.21456611156463623,0.1771920770406723,0.14422139525413513,0.22516722977161407,0.2060839980840683,0.3073875904083252,0.3786543905735016,0.12156976014375687
regional,0.2730329930782318,0.14796392619609833,-0.19856910407543182,0.19534988701343536,0.1369638741016388,0.15060606598854065,0.09076258540153503,0.11338949203491211,0.2016860693693161,0.20204877853393555,0.3125704526901245,0.2463025003671646,0.09246466308832169
council,0.2689173221588135,0.08836175501346588,-0.13190887868404388,0.23820561170578003,0.17153799533843994,0.1493491381406784,0.1656508892774582,0.12664206326007843,0.23829470574855804,0.19913992285728455,0.2829204201698303,0.4229061007499695,0.1160062924027443
debating,0.30045655369758606,0.2630387246608734,-0.03717206418514252,0.2937410771846771,0.276634156703949,0.3059881627559662,0.28969836235046387,0.19651660323143005,0.3043137490749359,0.30894196033477783,0.36207282543182373,0.34986957907676697,0.25251495838165283
chamber,0.18419700860977173,0.08329194784164429,-0.030344804748892784,0.211589053273201,0.24444323778152466,0.12330588698387146,0.1109752207994461,0.14673085510730743,0.1609310358762741,0.10154718905687332,0.2594704031944275,0.3028145730495453,0.04307165369391441
in,1.0,0.3424151837825775,-0.15852214395999908,0.5201468467712402,0.5344807505607605,0.30461156368255615,0.21252386271953583,0.22233200073242188,0.45010748505592346,0.14338107407093048,0.6662389636039734,0.2323146015405655,0.20430970191955566
glasgow,0.2693602442741394,0.1823732703924179,-0.19695475697517395,0.2305573672056198,0.20079323649406433,0.15834274888038635,0.13069866597652435,0.14052627980709076,0.1892232596874237,0.16060781478881836,0.22962802648544312,0.3164864182472229,0.035187333822250366
",",0.5201468467712402,0.5007920861244202,-0.08979252725839615,1.0000001192092896,0.3149496018886566,0.32586824893951416,0.3199685513973236,0.3043581247329712,0.44245919585227966,0.20406076312065125,0.4933079481124878,0.25442883372306824,0.31091248989105225
and,0.4954058527946472,0.34598252177238464,-0.025821788236498833,0.6633074283599854,0.43859338760375977,0.34921059012413025,0.34939926862716675,0.35260969400405884,0.48971283435821533,0.190906822681427,0.5171257257461548,0.26227831840515137,0.20544172823429108
to,0.45010748505592346,0.391582727432251,-0.043290942907333374,0.44245919585227966,0.47735077142715454,0.5965728163719177,0.4194425344467163,0.384844571352005,1.0,0.29989638924598694,0.535392165184021,0.20290622115135193,0.29463258385658264
the,0.6662389636039734,0.2694292366504669,-0.07970229536294937,0.4933079481124878,0.5003893971443176,0.4133751392364502,0.30037742853164673,0.29801803827285767,0.535392165184021,0.24438561499118805,1.0,0.26521381735801697,0.22068053483963013
university,0.3201795518398285,0.12859614193439484,-0.1961938440799713,0.3017033040523529,0.26550742983818054,0.09878629446029663,0.13248689472675323,0.12844619154930115,0.20192374289035797,0.2108161449432373,0.263973206281662,0.2569781243801117,0.11887256056070328
of,0.5696388483047485,0.26447007060050964,-0.05071645230054855,0.4946078956127167,0.38066378235816956,0.3353942930698395,0.1774725764989853,0.21881330013275146,0.41548454761505127,0.23196934163570404,0.733189046382904,0.2885259687900543,0.1826142966747284
aberdeen,0.21097546815872192,0.1212150976061821,-0.23859088122844696,0.2369733303785324,0.16423964500427246,0.15401290357112885,0.10707065463066101,0.1367516666650772,0.1943472921848297,0.19290384650230408,0.2572372257709503,0.2513693869113922,0.0929538831114769
in,1.0,0.3424151837825775,-0.15852214395999908,0.5201468467712402,0.5344807505607605,0.30461156368255615,0.21252386271953583,0.22233200073242188,0.45010748505592346,0.14338107407093048,0.6662389636039734,0.2323146015405655,0.20430970191955566
may,0.3424151837825775,0.9999998807907104,-0.012184851802885532,0.5007920861244202,0.23215454816818237,0.4155452847480774,0.3133614957332611,0.13726018369197845,0.391582727432251,0.2373662292957306,0.2694292366504669,0.21585623919963837,0.2768254578113556
2002,-0.15852214395999908,-0.012184851802885532,0.9999999403953552,-0.08979252725839615,-0.14398103952407837,-0.0002231449616374448,0.10860013961791992,-0.010502312332391739,-0.043290942907333374,-0.019588686525821686,-0.07970229536294937,-0.09867975860834122,0.045828185975551605
.,0.5591574311256409,0.35826805233955383,-0.10442857444286346,0.6812511086463928,0.41390106081962585,0.35067233443260193,0.31283900141716003,0.3313661813735962,0.4645031690597534,0.2468368262052536,0.5934505462646484,0.23747818171977997,0.4130953550338745
