,in,what,month,is,the,university,'s,scavenger,hunt,?
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.2609860599040985,0.3438757658004761,0.31091248989105225
in,1.0,0.30808621644973755,0.2385365217924118,0.5394441485404968,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.2301943451166153,0.19142581522464752,0.20430970191955566
which,0.4840516746044159,0.5261979103088379,0.19492579996585846,0.4457404911518097,0.6521818041801453,0.17800195515155792,0.03856118768453598,0.30671072006225586,0.20760506391525269,0.25814583897590637
large,0.2841601073741913,0.2017821967601776,0.16979926824569702,0.2971126437187195,0.3828733265399933,0.15268762409687042,0.06319566071033478,0.3556320071220398,0.18165694177150726,0.1355665624141693
teams,0.2639528214931488,0.16624371707439423,0.18720701336860657,0.1845376342535019,0.3164927661418915,0.2737394869327545,0.079634889960289,0.1128205955028534,0.18328328430652618,0.11150168627500534
of,0.5696388483047485,0.33290785551071167,0.23822399973869324,0.4854315221309662,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.2134436070919037,0.18847715854644775,0.1826142966747284
students,0.2676171064376831,0.2380729615688324,0.1973753124475479,0.2124544233083725,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.08054464310407639,0.07073213905096054,0.18017297983169556
compete,0.2251034528017044,0.2122422456741333,0.13851357996463776,0.19857431948184967,0.28425246477127075,0.24016854166984558,0.09049925953149796,0.24410897493362427,0.2221386730670929,0.07650651037693024
to,0.45010748505592346,0.455847829580307,0.24505755305290222,0.42745086550712585,0.535392165184021,0.20192374289035797,0.03782717138528824,0.20574988424777985,0.24555347859859467,0.29463258385658264
obtain,0.15285982191562653,0.18337780237197876,0.08265218883752823,0.18897517025470734,0.21407602727413177,0.17547497153282166,0.05873579531908035,0.16188763082027435,0.1784951090812683,0.15655191242694855
notoriously,0.1909964680671692,0.28172871470451355,0.061983153223991394,0.1768580973148346,0.2415984719991684,0.08994612842798233,-0.0054256971925497055,0.27615660429000854,0.1847691684961319,0.27657267451286316
esoteric,0.2422603815793991,0.3363439440727234,0.07134305685758591,0.27693507075309753,0.2740561068058014,0.2686810791492462,-0.11066533625125885,0.24413716793060303,0.09910967946052551,0.26774701476097107
items,0.2189844399690628,0.23242159187793732,0.1938522309064865,0.24396629631519318,0.23580949008464813,0.0012833939399570227,0.075004942715168,0.17333932220935822,0.09894151985645294,0.19807128608226776
from,0.4274188280105591,0.2737620174884796,0.17083653807640076,0.27355384826660156,0.40150508284568787,0.2771088182926178,-0.01936490088701248,0.16329851746559143,0.11601626873016357,0.19969791173934937
a,0.539380669593811,0.3320399522781372,0.2331215739250183,0.658733606338501,0.5829201340675354,0.20256656408309937,0.04866964742541313,0.20867471396923065,0.185367614030838,0.23916715383529663
list,0.2799903452396393,0.22366273403167725,0.16068139672279358,0.22078856825828552,0.2863321602344513,0.19929318130016327,0.009258812293410301,0.09609378129243851,0.11132272332906723,0.23630984127521515
.,0.5591574311256409,0.3567904531955719,0.25738951563835144,0.4569662809371948,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.2135239839553833,0.27843332290649414,0.4130953550338745
