,how,many,primary,affiliates,did,abc,have,in,1954,?
of,0.2480744868516922,0.37253960967063904,0.23414276540279388,0.1803562045097351,0.2513895630836487,0.14607268571853638,0.3802283704280853,0.5696388483047485,0.040509894490242004,0.1826142966747284
cbs,0.2092750519514084,0.1890554130077362,0.11453261226415634,0.35777533054351807,0.15259867906570435,0.636570394039154,0.16809751093387604,0.17584392428398132,-0.010203107260167599,0.14594407379627228
programs,0.32232803106307983,0.38324689865112305,0.23543483018875122,0.3460080027580261,0.2038959413766861,0.3454950749874115,0.24078774452209473,0.2276356965303421,0.020292235538363457,0.16452431678771973
and,0.33647966384887695,0.5296266674995422,0.2539214491844177,0.2033180296421051,0.34479495882987976,0.16453155875205994,0.4711785912513733,0.4954058527946472,0.020253997296094894,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.25688621401786804,0.1912562996149063,0.34736719727516174,0.2068762183189392,0.40389683842658997,0.6662389636039734,0.05573182925581932,0.22068053483963013
71,0.04029415547847748,0.03634096682071686,-0.04554608464241028,-0.010314938612282276,-0.033192623406648636,-0.11890215426683426,0.035780396312475204,0.13653455674648285,-0.0025576031766831875,0.026043372228741646
that,0.557814359664917,0.5391656160354614,0.2296912968158722,0.1412908136844635,0.47518548369407654,0.17440107464790344,0.6182622313499451,0.435920387506485,-0.04338010400533676,0.32716336846351624
were,0.2082374095916748,0.4804460406303406,0.13038471341133118,0.12036995589733124,0.4162326455116272,0.09045279771089554,0.5193349123001099,0.3815755248069763,-0.010685510002076626,0.17890112102031708
primarily,0.21308928728103638,0.3940040171146393,0.4815407991409302,0.21279095113277435,0.1462956815958023,0.10680316388607025,0.27771300077438354,0.32119396328926086,0.06440257281064987,0.06029784679412842
affiliated,0.07409363240003586,0.19444812834262848,0.20360149443149567,0.9060898423194885,0.18545009195804596,0.19617167115211487,0.194777712225914,0.23517076671123505,0.0073482380248606205,0.09345421195030212
with,0.3525622487068176,0.35744401812553406,0.16595536470413208,0.23370657861232758,0.25472134351730347,0.17432008683681488,0.48046383261680603,0.4080928862094879,-0.06071512773633003,0.2433311939239502
nbc,0.18301896750926971,0.1831539422273636,0.09591410309076309,0.37913426756858826,0.1728760302066803,0.63486248254776,0.19587497413158417,0.19303210079669952,0.04509051516652107,0.1680917739868164
.,0.3287222981452942,0.3974229395389557,0.22422198951244354,0.17940016090869904,0.35288307070732117,0.2567209303379059,0.41614407300949097,0.5591574311256409,0.0021887558978050947,0.4130953550338745
