,scholars,stated,that,there,was,already,an,existing,settlement,between,2,parties,prior,to,which,date,?
existed,0.25316721200942993,0.2966715693473816,0.38545387983322144,0.391314834356308,0.30961549282073975,0.36426830291748047,0.12369231134653091,0.5282714366912842,0.22937873005867004,0.23067952692508698,0.031191419810056686,0.15419460833072662,0.26964426040649414,0.18340860307216644,0.3096289038658142,0.21002668142318726,0.17013543844223022
a,0.1878340095281601,0.22154705226421356,0.47537946701049805,0.4214206337928772,0.4508470594882965,0.33469632267951965,0.44552403688430786,0.2590343654155731,0.24842394888401031,0.29385313391685486,-0.05323360115289688,0.2509554326534271,0.22647660970687866,0.45503583550453186,0.56894451379776,0.20166118443012238,0.23916715383529663
negotiated,0.223404198884964,0.3940647840499878,0.22216300666332245,0.2202473133802414,0.27175986766815186,0.2505584955215454,0.21282216906547546,0.25762537121772766,0.32246124744415283,0.342637836933136,0.11382726579904556,0.34140151739120483,0.271769255399704,0.2966291010379791,0.17835506796836853,0.2014440894126892,0.09223373234272003
settlement,0.1655835062265396,0.1598426103591919,0.22092460095882416,0.2509072422981262,0.2632548213005066,0.2456798255443573,0.18905887007713318,0.24705065786838531,1.0,0.20200052857398987,-0.03682687506079674,0.21363642811775208,0.16740919649600983,0.2762512266635895,0.21023687720298767,0.21119803190231323,0.12535437941551208
based,0.1367194652557373,0.24315297603607178,0.31403544545173645,0.24853180348873138,0.2870393395423889,0.27550676465034485,0.2026301473379135,0.23319588601589203,0.1622316837310791,0.14948159456253052,0.017230883240699768,0.12752823531627655,0.19985991716384888,0.19629007577896118,0.3473800718784332,0.08406630903482437,0.134929820895195
on,0.12890669703483582,0.3053775131702423,0.42569106817245483,0.3521401882171631,0.3909217119216919,0.33709290623664856,0.3192969560623169,0.245413675904274,0.18260528147220612,0.3335416913032532,-0.0046874904073774815,0.2389986664056778,0.3162264823913574,0.41031414270401,0.4245251417160034,0.21806180477142334,0.2714994251728058
equality,0.2254810929298401,0.29091233015060425,0.3037876486778259,0.15217117965221405,0.1769106537103653,0.20639345049858093,0.15056678652763367,0.2356143444776535,0.20021016895771027,0.24133160710334778,-0.01636846363544464,0.31293028593063354,0.13572192192077637,0.24343636631965637,0.19760440289974213,0.05190982669591904,0.19821703433990479
between,0.15093058347702026,0.11722227931022644,0.299440860748291,0.37209540605545044,0.24048170447349548,0.22304612398147583,0.18003802001476288,0.28707513213157654,0.20200052857398987,0.9999999403953552,-0.014141567051410675,0.2342151701450348,0.18021585047245026,0.3639189600944519,0.395174115896225,0.14448493719100952,0.12887074053287506
both,0.20115827023983002,0.30746668577194214,0.4532228112220764,0.3171653747558594,0.2990766167640686,0.37526842951774597,0.24217435717582703,0.274897962808609,0.08910863846540451,0.40283381938934326,-0.023282285779714584,0.31275472044944763,0.1783214509487152,0.3897709250450134,0.5140923857688904,0.1877666860818863,0.19455738365650177
parties,0.23190350830554962,0.17917008697986603,0.24169223010540009,0.21968668699264526,0.15179266035556793,0.19145984947681427,0.1494133323431015,0.19182375073432922,0.21363642811775208,0.2342151701450348,0.0011167024495080113,1.0000001192092896,0.19080407917499542,0.22887584567070007,0.24573498964309692,0.2352331578731537,0.16949701309204102
prior,0.1851465404033661,0.31512245535850525,0.23541377484798431,0.20268426835536957,0.29096508026123047,0.2923234701156616,0.1465315967798233,0.2836803197860718,0.16740919649600983,0.18021585047245026,0.06018533930182457,0.19080407917499542,0.9999999403953552,0.264421671628952,0.22628402709960938,0.3199102282524109,0.16978254914283752
to,0.2576902210712433,0.3195562958717346,0.5436353087425232,0.40669289231300354,0.3636345863342285,0.3676825761795044,0.3138085603713989,0.36717307567596436,0.2762512266635895,0.3639189600944519,-0.0836251974105835,0.22887584567070007,0.264421671628952,1.0,0.5345056653022766,0.2530132532119751,0.29463258385658264
1973,-0.20946292579174042,-0.1857004016637802,-0.2966974377632141,-0.17292086780071259,-0.1900326907634735,-0.22626616060733795,-0.16296793520450592,-0.1455802023410797,-0.19619284570217133,-0.14840292930603027,-0.00948827899992466,-0.11769603192806244,-0.17257574200630188,-0.2857922613620758,-0.15690617263317108,-0.063604436814785,-0.07644321769475937
.,0.15168285369873047,0.26454663276672363,0.4460422694683075,0.43897318840026855,0.40146201848983765,0.36193007230758667,0.3581749200820923,0.28165051341056824,0.233600914478302,0.30295518040657043,-0.037111926823854446,0.23241087794303894,0.2402365803718567,0.4645031690597534,0.45942068099975586,0.2508279085159302,0.4130953550338745
