,who,purchased,or,commissioned,the,works,of,european,artists,included,the,british,galleries,of,the,v,&,a,?
on,0.2340552806854248,0.2339707911014557,0.2897229492664337,0.23364664614200592,0.5107308030128479,0.18736502528190613,0.3966929316520691,0.19710737466812134,0.18142518401145935,0.3028073012828827,0.5107308030128479,0.19917237758636475,0.25138208270072937,0.3966929316520691,0.5107308030128479,0.1826705038547516,0.14816857874393463,0.3848365545272827,0.2714994251728058
display,0.05834006890654564,0.19962191581726074,0.26163679361343384,0.19078239798545837,0.2758708596229553,0.24319924414157867,0.23211264610290527,0.10170812904834747,0.1685447096824646,0.22959932684898376,0.2758708596229553,0.1326349526643753,0.3323049247264862,0.23211264610290527,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.17059175670146942
",",0.3365725874900818,0.2132149636745453,0.3769497275352478,0.22128435969352722,0.4933079481124878,0.29211118817329407,0.4946078956127167,0.19684812426567078,0.2220294177532196,0.3679811954498291,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
but,0.4487357437610626,0.1855895221233368,0.4733969271183014,0.18097612261772156,0.4859698414802551,0.2744482457637787,0.39942997694015503,0.20225681364536285,0.1493392139673233,0.2954445481300354,0.4859698414802551,0.2076481580734253,0.2461196333169937,0.39942997694015503,0.4859698414802551,0.09668958187103271,0.12256074696779251,0.44750767946243286,0.27921953797340393
also,0.47919341921806335,0.23497319221496582,0.46319106221199036,0.2234693020582199,0.6021018624305725,0.32069799304008484,0.4924938678741455,0.252078652381897,0.23906348645687103,0.3562854826450348,0.6021018624305725,0.23564288020133972,0.24353668093681335,0.4924938678741455,0.6021018624305725,0.17328022420406342,0.1553146094083786,0.5149940252304077,0.21848613023757935
work,0.3146236836910248,0.17369131743907928,0.289409875869751,0.26682204008102417,0.2704800069332123,0.6060804724693298,0.23473061621189117,0.13729749619960785,0.29905036091804504,0.2312437742948532,0.2704800069332123,0.1516800969839096,0.28761956095695496,0.23473061621189117,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2621155381202698
produced,0.12907662987709045,0.33335211873054504,0.1420074999332428,0.265872061252594,0.22045251727104187,0.20043349266052246,0.18961067497730255,0.1174197569489479,0.2476007342338562,0.23406384885311127,0.22045251727104187,0.18991915881633759,0.17166359722614288,0.18961067497730255,0.22045251727104187,0.15133357048034668,0.1529259979724884,0.21993228793144226,0.1623450517654419
by,0.39727845788002014,0.29243284463882446,0.30274316668510437,0.3104458749294281,0.4408751428127289,0.2887086570262909,0.3646814823150635,0.17922990024089813,0.3067220449447632,0.2987801134586334,0.4408751428127289,0.26707085967063904,0.18073885142803192,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
european,0.2314588874578476,0.23073162138462067,0.2412617802619934,0.2648008167743683,0.3423081040382385,0.14953401684761047,0.2507138252258301,0.9999998807907104,0.21164581179618835,0.21982693672180176,0.3423081040382385,0.21545198559761047,0.15316061675548553,0.2507138252258301,0.3423081040382385,0.16175833344459534,0.15071523189544678,0.2254103124141693,0.14560863375663757
artists,0.26669877767562866,0.2261572629213333,0.131669819355011,0.21659569442272186,0.2150506228208542,0.33690065145492554,0.18416832387447357,0.21164581179618835,1.0000001192092896,0.2770400643348694,0.2150506228208542,0.10065519064664841,0.41732892394065857,0.18416832387447357,0.2150506228208542,0.1131405234336853,0.1084657534956932,0.14613932371139526,0.1482434719800949
that,0.45444270968437195,0.2514423727989197,0.4729836881160736,0.19928523898124695,0.5473989248275757,0.24413257837295532,0.41498205065727234,0.2049320936203003,0.20670153200626373,0.2736181616783142,0.5473989248275757,0.19530552625656128,0.25966814160346985,0.41498205065727234,0.5473989248275757,0.14623945951461792,0.13811425864696503,0.47537946701049805,0.32716336846351624
was,0.3318818509578705,0.2898165285587311,0.2330796718597412,0.38598689436912537,0.48711544275283813,0.2401018887758255,0.4069072902202606,0.22463937103748322,0.21435636281967163,0.3148443400859833,0.48711544275283813,0.31934812664985657,0.14833402633666992,0.4069072902202606,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.18412111699581146
purchased,0.21816737949848175,1.0000001192092896,0.09371925890445709,0.3257976472377777,0.21101699769496918,0.1783738136291504,0.20983272790908813,0.23073162138462067,0.2261572629213333,0.3112499415874481,0.21101699769496918,0.18203456699848175,0.23226597905158997,0.20983272790908813,0.21101699769496918,0.04849410802125931,0.10185874253511429,0.19183528423309326,0.04121813923120499
or,0.31144875288009644,0.09371925890445709,1.0000001192092896,0.17563746869564056,0.4174870550632477,0.23718111217021942,0.3792596757411957,0.2412617802619934,0.131669819355011,0.241337850689888,0.4174870550632477,0.160093292593956,0.23554955422878265,0.3792596757411957,0.4174870550632477,0.16698549687862396,0.14438702166080475,0.48853766918182373,0.32389625906944275
commissioned,0.21646440029144287,0.3257976472377777,0.17563746869564056,1.0000001192092896,0.2864282727241516,0.29921644926071167,0.27537038922309875,0.2648008167743683,0.21659569442272186,0.2682688534259796,0.2864282727241516,0.2803803086280823,0.2850654423236847,0.27537038922309875,0.2864282727241516,0.21921934187412262,0.08047635108232498,0.21890051662921906,0.13426002860069275
by,0.39727845788002014,0.29243284463882446,0.30274316668510437,0.3104458749294281,0.4408751428127289,0.2887086570262909,0.3646814823150635,0.17922990024089813,0.3067220449447632,0.2987801134586334,0.4408751428127289,0.26707085967063904,0.18073885142803192,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
british,0.2666113078594208,0.18203456699848175,0.160093292593956,0.2803803086280823,0.28973397612571716,0.12995171546936035,0.23701532185077667,0.21545198559761047,0.10065519064664841,0.22127242386341095,0.28973397612571716,1.0,0.2164243906736374,0.23701532185077667,0.28973397612571716,0.1269635409116745,0.14896833896636963,0.1984395682811737,0.09711728990077972
patrons,0.29891547560691833,0.278930127620697,0.15959171950817108,0.34130728244781494,0.1851688176393509,0.2753871977329254,0.2004629671573639,0.13930730521678925,0.360039621591568,0.22543269395828247,0.1851688176393509,0.13427960872650146,0.34495222568511963,0.2004629671573639,0.1851688176393509,0.08536341041326523,0.07550128549337387,0.12323381751775742,0.05111222341656685
",",0.3365725874900818,0.2132149636745453,0.3769497275352478,0.22128435969352722,0.4933079481124878,0.29211118817329407,0.4946078956127167,0.19684812426567078,0.2220294177532196,0.3679811954498291,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
as,0.3923053741455078,0.18954865634441376,0.4400654137134552,0.2534133791923523,0.48381632566452026,0.2642597258090973,0.3886612355709076,0.20210161805152893,0.20597897469997406,0.34162476658821106,0.48381632566452026,0.23103800415992737,0.2699747681617737,0.3886612355709076,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.27043893933296204
well,0.3480316996574402,0.18268899619579315,0.36237701773643494,0.22412122786045074,0.42630070447921753,0.3841768503189087,0.3343164324760437,0.17903253436088562,0.2061171978712082,0.3608062267303467,0.42630070447921753,0.20337414741516113,0.2810317873954773,0.3343164324760437,0.42630070447921753,0.10357192158699036,0.16517320275306702,0.320642352104187,0.24815571308135986
as,0.3923053741455078,0.18954865634441376,0.4400654137134552,0.2534133791923523,0.48381632566452026,0.2642597258090973,0.3886612355709076,0.20210161805152893,0.20597897469997406,0.34162476658821106,0.48381632566452026,0.23103800415992737,0.2699747681617737,0.3886612355709076,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.27043893933296204
imports,0.12175038456916809,0.3185059428215027,0.2609557509422302,0.15929186344146729,0.2575509548187256,0.21145178377628326,0.26888322830200195,0.16258107125759125,0.15868626534938812,0.21431487798690796,0.2575509548187256,0.1328774392604828,0.2102321833372116,0.26888322830200195,0.2575509548187256,0.15087676048278809,0.020394105464220047,0.1925535649061203,0.2849743068218231
from,0.27839982509613037,0.22290094196796417,0.31242018938064575,0.17259134352207184,0.40150508284568787,0.16260115802288055,0.4249346852302551,0.2091801017522812,0.19604091346263885,0.2588649094104767,0.40150508284568787,0.21991202235221863,0.16580337285995483,0.4249346852302551,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.19969791173934937
asia,0.21031607687473297,0.21647226810455322,0.20717276632785797,0.11754856258630753,0.2838890850543976,0.1605979949235916,0.2372564673423767,0.347962349653244,0.15234094858169556,0.1556607335805893,0.2838890850543976,0.20016829669475555,0.2073383778333664,0.2372564673423767,0.2838890850543976,0.060981590300798416,0.12218131124973297,0.14726082980632782,0.1340748518705368
",",0.3365725874900818,0.2132149636745453,0.3769497275352478,0.22128435969352722,0.4933079481124878,0.29211118817329407,0.4946078956127167,0.19684812426567078,0.2220294177532196,0.3679811954498291,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
including,0.2835840582847595,0.24376797676086426,0.3336619436740875,0.22201047837734222,0.3738902807235718,0.28958314657211304,0.44195112586021423,0.27504074573516846,0.2971913814544678,0.6058855652809143,0.3738902807235718,0.24625439941883087,0.3550356924533844,0.44195112586021423,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.1633303165435791
porcelain,0.1419777125120163,0.24948807060718536,0.18124741315841675,0.28242021799087524,0.20922163128852844,0.2299371212720871,0.25563716888427734,0.20168618857860565,0.2547420263290405,0.1368272602558136,0.20922163128852844,0.13683739304542542,0.3041936159133911,0.25563716888427734,0.20922163128852844,0.05558564513921738,0.11770513653755188,0.21521061658859253,0.1138133779168129
",",0.3365725874900818,0.2132149636745453,0.3769497275352478,0.22128435969352722,0.4933079481124878,0.29211118817329407,0.4946078956127167,0.19684812426567078,0.2220294177532196,0.3679811954498291,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
cloth,0.186399444937706,0.2141391485929489,0.27000996470451355,0.1787700057029724,0.22276084125041962,0.13926689326763153,0.19735489785671234,0.13682404160499573,0.16153839230537415,0.10510805249214172,0.22276084125041962,0.11548200249671936,0.18632160127162933,0.19735489785671234,0.22276084125041962,0.10261206328868866,0.09200295060873032,0.2640058100223541,0.1170932874083519
and,0.41279885172843933,0.18522495031356812,0.4713204801082611,0.24769723415374756,0.5171257257461548,0.33871909976005554,0.5116966962814331,0.24143946170806885,0.22698481380939484,0.3643590211868286,0.5171257257461548,0.325880765914917,0.3095110058784485,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
wallpaper,0.25986090302467346,0.29997724294662476,0.2940102815628052,0.187936469912529,0.3065427541732788,0.2516131103038788,0.25372758507728577,0.159221351146698,0.3243543207645416,0.19455280900001526,0.3065427541732788,0.11801934242248535,0.3768084943294525,0.25372758507728577,0.3065427541732788,0.1799490749835968,0.1268044412136078,0.32000547647476196,0.23328930139541626
.,0.3541337847709656,0.18759077787399292,0.36683785915374756,0.243389293551445,0.5934505462646484,0.28871041536331177,0.5352458953857422,0.2095622420310974,0.18245595693588257,0.25865867733955383,0.5934505462646484,0.23159366846084595,0.2919006645679474,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
