,how,old,was,tesla,when,he,wrote,that,he,'d,completed,his,dynamic,theory,of,gravity,?
energy,0.24522052705287933,0.04873358830809593,0.15364649891853333,0.28722304105758667,0.24666637182235718,0.19338715076446533,0.12271031737327576,0.2617390751838684,0.19338715076446533,0.0770406499505043,0.14817345142364502,0.15422320365905762,0.22845731675624847,0.2591722011566162,0.26257598400115967,0.3990887999534607,0.14860127866268158
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.22102725505828857,0.5860282182693481,0.36068853735923767,0.27484676241874695,1.0,0.36068853735923767,-0.011180663481354713,0.22092142701148987,0.3173833191394806,0.31029394268989563,0.36183905601501465,0.41498205065727234,0.3047354817390442,0.32716336846351624
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.12373391538858414,0.39115971326828003,1.0000001192092896,0.378974586725235,0.36068853735923767,1.0000001192092896,0.1074356883764267,0.26059961318969727,0.7171558737754822,0.08971641957759857,0.20341786742210388,0.38706058263778687,0.1370035856962204,0.2089974731206894
started,0.19724616408348083,0.2222789227962494,0.44883424043655396,0.10913282632827759,0.3198525607585907,0.29536134004592896,0.3109388053417206,0.247867152094841,0.29536134004592896,0.07466079294681549,0.3294970393180847,0.311460942029953,0.10017644613981247,0.11845503747463226,0.22928385436534882,0.08706512302160263,0.19447724521160126
working,0.27748700976371765,0.13200008869171143,0.25099408626556396,0.206875741481781,0.3169759511947632,0.3181121051311493,0.25319090485572815,0.34541255235671997,0.3181121051311493,0.11746871471405029,0.26684635877609253,0.30046597123146057,0.17929303646087646,0.17051371932029724,0.19986772537231445,0.17686456441879272,0.17154020071029663
on,0.32655060291290283,0.21449986100196838,0.3909217119216919,0.16159376502037048,0.37706470489501953,0.32403138279914856,0.23949672281742096,0.42569106817245483,0.32403138279914856,0.01447160355746746,0.26186099648475647,0.32064297795295715,0.1618548184633255,0.16873858869075775,0.3966929316520691,0.18129420280456543,0.2714994251728058
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.17097744345664978,0.4431333839893341,0.41690486669540405,0.2898900806903839,0.435920387506485,0.41690486669540405,0.1172151118516922,0.2960484027862549,0.3598145842552185,0.12119796127080917,0.16955126821994781,0.5696388483047485,0.17083178460597992,0.20430970191955566
1892,-0.021277833729982376,0.08697637170553207,0.010261036455631256,-0.037353258579969406,0.03494388610124588,-0.012743187136948109,-0.11854372918605804,0.10073553025722504,-0.012743187136948109,-0.08684384077787399,0.03413248434662819,0.01656411774456501,0.05994311720132828,-0.011204399168491364,0.06631195545196533,0.07125817984342575,-0.03980826586484909
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.27225261926651,0.4137537479400635,0.40251094102859497,0.11865904182195663,0.26047438383102417,0.3378419280052185,0.22193434834480286,0.18095813691616058,0.4946078956127167,0.18731217086315155,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.19560420513153076,0.4716290831565857,0.45427167415618896,0.2975862920284271,0.4731321930885315,0.45427167415618896,0.11159969121217728,0.24284477531909943,0.4234102666378021,0.240245059132576,0.1765792816877365,0.5116966962814331,0.20030911266803741,0.20544172823429108
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.17097744345664978,0.4431333839893341,0.41690486669540405,0.2898900806903839,0.435920387506485,0.41690486669540405,0.1172151118516922,0.2960484027862549,0.3598145842552185,0.12119796127080917,0.16955126821994781,0.5696388483047485,0.17083178460597992,0.20430970191955566
1937,0.040407389402389526,-0.01995881460607052,-0.011258510872721672,0.009204071946442127,0.03458652272820473,-0.14754964411258698,-0.20801788568496704,0.08495324850082397,-0.14754964411258698,-0.037648484110832214,0.041568171232938766,-0.1270657628774643,0.12141358107328415,0.01845279522240162,0.10678981989622116,0.13160453736782074,-0.06511971354484558
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.27225261926651,0.4137537479400635,0.40251094102859497,0.11865904182195663,0.26047438383102417,0.3378419280052185,0.22193434834480286,0.18095813691616058,0.4946078956127167,0.18731217086315155,0.31091248989105225
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.16552478075027466,0.38876327872276306,0.3280475437641144,0.2133132517337799,0.3183255195617676,0.3280475437641144,0.1764984428882599,0.2679457664489746,0.27659502625465393,0.11915165185928345,0.1279659867286682,0.42558613419532776,0.16800855100154877,0.21978627145290375
age,0.17137715220451355,0.3780447840690613,0.27072176337242126,0.07816897332668304,0.30780088901519775,0.3103105127811432,0.2125757336616516,0.18966884911060333,0.3103105127811432,0.09411965310573578,0.193968266248703,0.2922106981277466,0.047349341213703156,0.17510035634040833,0.2372717410326004,0.15922285616397858,0.16859300434589386
81,-0.018861066550016403,0.07909318059682846,0.016537128016352654,0.01753879338502884,0.05795644596219063,0.04497857391834259,0.03872664272785187,0.017713220790028572,0.04497857391834259,0.05002445727586746,-0.053026191890239716,-0.005406779237091541,0.10233447700738907,-0.019516872242093086,0.03756263107061386,-0.07184843719005585,0.0420728474855423
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.27225261926651,0.4137537479400635,0.40251094102859497,0.11865904182195663,0.26047438383102417,0.3378419280052185,0.22193434834480286,0.18095813691616058,0.4946078956127167,0.18731217086315155,0.31091248989105225
claimed,0.13862073421478271,0.19883576035499573,0.32895320653915405,0.09713935106992722,0.24380207061767578,0.24766956269741058,0.25842002034187317,0.38060468435287476,0.24766956269741058,-0.1300046294927597,0.13918006420135498,0.2649261951446533,0.1680023968219757,0.2237992286682129,0.25888603925704956,0.11596831679344177,0.2083493024110794
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.17097744345664978,0.4431333839893341,0.41690486669540405,0.2898900806903839,0.435920387506485,0.41690486669540405,0.1172151118516922,0.2960484027862549,0.3598145842552185,0.12119796127080917,0.16955126821994781,0.5696388483047485,0.17083178460597992,0.20430970191955566
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.2211925983428955,0.44397395849227905,0.4393508732318878,0.232523575425148,0.47537946701049805,0.4393508732318878,0.023557579144835472,0.2692357301712036,0.3497250974178314,0.24894335865974426,0.2233850657939911,0.5052502155303955,0.18152470886707306,0.23916715383529663
letter,0.19103072583675385,0.15261848270893097,0.2146918773651123,0.1376257985830307,0.26815468072891235,0.17905640602111816,0.3277185559272766,0.27790558338165283,0.17905640602111816,-0.05830668285489082,0.1086714118719101,0.18156102299690247,0.0973903015255928,0.14549988508224487,0.2327217161655426,0.138061061501503,0.14808706939220428
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.17548894882202148,0.5423505902290344,0.385390967130661,0.18888387084007263,0.5436353087425232,0.385390967130661,0.05016035959124565,0.2867361009120941,0.3715193271636963,0.21834802627563477,0.21947365999221802,0.41548454761505127,0.23946231603622437,0.29463258385658264
have,0.4370637536048889,0.21096763014793396,0.2863433063030243,0.12181562930345535,0.40555819869041443,0.3020331561565399,0.19746194779872894,0.6182622313499451,0.3020331561565399,0.03716495260596275,0.16230647265911102,0.25689181685447693,0.2677883505821228,0.25909456610679626,0.3802283704280853,0.2266221046447754,0.32991164922714233
completed,0.2009071707725525,0.1753920614719391,0.3156263828277588,0.15516161918640137,0.1893177628517151,0.26059961318969727,0.1965131163597107,0.22092142701148987,0.26059961318969727,0.10488772392272949,1.0,0.26574116945266724,0.1118568703532219,0.1491597294807434,0.2491239756345749,0.1262088268995285,0.08272653818130493
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.2211925983428955,0.44397395849227905,0.4393508732318878,0.232523575425148,0.47537946701049805,0.4393508732318878,0.023557579144835472,0.2692357301712036,0.3497250974178314,0.24894335865974426,0.2233850657939911,0.5052502155303955,0.18152470886707306,0.23916715383529663
``,-0.01591024175286293,-0.007611577399075031,-0.012679691426455975,0.04274534806609154,0.07174111902713776,0.05585138872265816,0.0734158530831337,0.05285148695111275,0.05585138872265816,0.08918466418981552,-0.08224011957645416,0.008275155909359455,0.0907236784696579,0.026165060698986053,0.06780257821083069,0.00021787894365843385,0.0685480609536171
dynamic,0.28835561871528625,0.11622238904237747,0.11149302870035172,0.20170842111110687,0.19670455157756805,0.08971641957759857,0.09471733123064041,0.31029394268989563,0.08971641957759857,-0.00011387541599106044,0.1118568703532219,0.17015551030635834,1.0,0.32320350408554077,0.24278119206428528,0.2754932641983032,0.32116639614105225
theory,0.31550133228302,0.06489438563585281,0.18278326094150543,0.25004854798316956,0.20727984607219696,0.20341786742210388,0.2502758502960205,0.36183905601501465,0.20341786742210388,0.08317281305789948,0.1491597294807434,0.2209872305393219,0.32320350408554077,0.9999999403953552,0.23506702482700348,0.4349239766597748,0.1387292891740799
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.18837453424930573,0.3757161796092987,0.38706058263778687,0.30241408944129944,0.41498205065727234,0.38706058263778687,0.14069612324237823,0.2491239756345749,0.38364991545677185,0.24278119206428528,0.23506702482700348,1.0,0.17525646090507507,0.1826142966747284
gravity,0.2978796660900116,0.06893235445022583,0.15787701308727264,0.2892897129058838,0.19679071009159088,0.1370035856962204,0.16154609620571136,0.3047354817390442,0.1370035856962204,-0.005060212686657906,0.1262088268995285,0.21037867665290833,0.2754932641983032,0.4349239766597748,0.17525646090507507,0.9999999403953552,0.18354056775569916
'',-0.0029843549709767103,0.010903947055339813,0.04456103965640068,0.048713020980358124,-0.07688097655773163,0.039060186594724655,0.019677795469760895,0.007880004122853279,0.039060186594724655,0.03993942216038704,0.0328199528157711,0.016508836299180984,0.022978540509939194,0.07203595340251923,0.13035868108272552,-0.009433098137378693,0.018684765323996544
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.22102725505828857,0.5860282182693481,0.36068853735923767,0.27484676241874695,1.0,0.36068853735923767,-0.011180663481354713,0.22092142701148987,0.3173833191394806,0.31029394268989563,0.36183905601501465,0.41498205065727234,0.3047354817390442,0.32716336846351624
``,-0.01591024175286293,-0.007611577399075031,-0.012679691426455975,0.04274534806609154,0.07174111902713776,0.05585138872265816,0.0734158530831337,0.05285148695111275,0.05585138872265816,0.08918466418981552,-0.08224011957645416,0.008275155909359455,0.0907236784696579,0.026165060698986053,0.06780257821083069,0.00021787894365843385,0.0685480609536171
[,0.03530287742614746,0.07383041828870773,0.03263993561267853,0.1408626139163971,0.07002913951873779,0.040479861199855804,0.0011780315544456244,0.052145641297101974,0.040479861199855804,-0.10248606652021408,0.13791128993034363,0.07722601294517517,0.16683410108089447,0.03749162331223488,0.010817250236868858,0.15000374615192413,0.011015460826456547
would,0.43239715695381165,0.1687285155057907,0.41663143038749695,0.14290116727352142,0.4219970703125,0.27278512716293335,0.28666383028030396,0.5895259380340576,0.27278512716293335,-0.05771051347255707,0.23682528734207153,0.292866975069046,0.2553042769432068,0.2241445630788803,0.3353942930698395,0.21934127807617188,0.37178951501846313
],0.06738625466823578,-0.0615248866379261,0.0001094614781322889,0.05621577054262161,-0.0009315960924141109,-0.0857197567820549,-0.034788064658641815,0.009409040212631226,-0.0857197567820549,-0.023986849933862686,-0.005418057553470135,-0.008013250306248665,-0.012179000303149223,0.010827756486833096,-0.035044461488723755,0.023669054731726646,-0.0022520492784678936
put,0.32494065165519714,0.10465417802333832,0.24684612452983856,0.1382041871547699,0.32715895771980286,0.21457596123218536,0.28860896825790405,0.4161929190158844,0.21457596123218536,-0.044307123869657516,0.2462707906961441,0.2545973062515259,0.16310474276542664,0.17763741314411163,0.3247257471084595,0.18083137273788452,0.2993032932281494
an,0.2520636022090912,0.14737263321876526,0.3694365322589874,0.13714656233787537,0.33026179671287537,0.281929612159729,0.1916314959526062,0.365763783454895,0.281929612159729,0.02804269827902317,0.16179491579532623,0.24025635421276093,0.242200568318367,0.15698443353176117,0.32280945777893066,0.13670778274536133,0.19793890416622162
end,0.2481066733598709,0.18747934699058533,0.19220198690891266,0.05453544855117798,0.3228412866592407,0.25187915563583374,0.1198820173740387,0.3221861720085144,0.25187915563583374,-0.045660048723220825,0.2948852777481079,0.18775546550750732,0.10872095823287964,0.11280875653028488,0.2215006798505783,0.10465570539236069,0.12543344497680664
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.17548894882202148,0.5423505902290344,0.385390967130661,0.18888387084007263,0.5436353087425232,0.385390967130661,0.05016035959124565,0.2867361009120941,0.3715193271636963,0.21834802627563477,0.21947365999221802,0.41548454761505127,0.23946231603622437,0.29463258385658264
idle,0.2850927412509918,0.15162083506584167,0.21489009261131287,0.19347144663333893,0.225117489695549,0.21645589172840118,0.20331716537475586,0.2694874107837677,0.21645589172840118,-0.047115448862314224,0.17298205196857452,0.22897721827030182,0.18641877174377441,0.1465083509683609,0.24626760184764862,0.12899136543273926,0.15573453903198242
speculations,0.27634504437446594,0.13658303022384644,0.21423779428005219,0.13594147562980652,0.24386392533779144,0.19610489904880524,0.20538002252578735,0.4080522656440735,0.19610489904880524,-0.02430381253361702,0.213154599070549,0.2395874708890915,0.3095218539237976,0.3805646002292633,0.21935608983039856,0.25815555453300476,0.25307953357696533
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.19560420513153076,0.4716290831565857,0.45427167415618896,0.2975862920284271,0.4731321930885315,0.45427167415618896,0.11159969121217728,0.24284477531909943,0.4234102666378021,0.240245059132576,0.1765792816877365,0.5116966962814331,0.20030911266803741,0.20544172823429108
false,0.17669211328029633,0.22139862179756165,0.04398652911186218,0.1444968730211258,0.1874486356973648,0.1298595666885376,0.14258559048175812,0.30976200103759766,0.1298595666885376,-0.12007316201925278,0.10961964726448059,0.14342528581619263,0.17445209622383118,0.22806505858898163,0.16798274219036102,0.14081384241580963,0.2877490520477295
conceptions,0.26736071705818176,0.11807889491319656,0.20556554198265076,0.1708623170852661,0.18272694945335388,0.1639738529920578,0.23091667890548706,0.39383989572525024,0.1639738529920578,0.009170737117528915,0.24271942675113678,0.21802657842636108,0.329303115606308,0.41251248121261597,0.27620941400527954,0.30033794045448303,0.15790770947933197
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.27225261926651,0.4137537479400635,0.40251094102859497,0.11865904182195663,0.26047438383102417,0.3378419280052185,0.22193434834480286,0.18095813691616058,0.4946078956127167,0.18731217086315155,0.31091248989105225
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.10285310447216034,0.4437963366508484,0.33787044882774353,0.19762034714221954,0.4735107421875,0.33787044882774353,0.04658918082714081,0.20481915771961212,0.3146366477012634,0.23653405904769897,0.18675357103347778,0.3886612355709076,0.1831320971250534,0.27043893933296204
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.22102725505828857,0.5860282182693481,0.36068853735923767,0.27484676241874695,1.0,0.36068853735923767,-0.011180663481354713,0.22092142701148987,0.3173833191394806,0.31029394268989563,0.36183905601501465,0.41498205065727234,0.3047354817390442,0.32716336846351624
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.18837453424930573,0.3757161796092987,0.38706058263778687,0.30241408944129944,0.41498205065727234,0.38706058263778687,0.14069612324237823,0.2491239756345749,0.38364991545677185,0.24278119206428528,0.23506702482700348,1.0,0.17525646090507507,0.1826142966747284
curved,0.19918639957904816,0.15969571471214294,0.1650463193655014,0.17041198909282684,0.21622854471206665,0.14524227380752563,0.16454723477363586,0.3024604618549347,0.14524227380752563,-0.074613556265831,0.1639689803123474,0.11103151738643646,0.20918455719947815,0.15917904675006866,0.22088298201560974,0.2957771122455597,0.12876681983470917
space,0.1899009644985199,0.11227688938379288,0.14677780866622925,0.19314052164554596,0.17422115802764893,0.1412113457918167,0.1285613626241684,0.2368461638689041,0.1412113457918167,0.02026679366827011,0.2090839147567749,0.14531013369560242,0.21993432939052582,0.19928504526615143,0.21300287544727325,0.33981946110725403,0.1885536164045334
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.17949827015399933,0.475719153881073,0.38061028718948364,0.2480330765247345,0.4460422694683075,0.38061028718948364,0.08359452337026596,0.2763804793357849,0.3119256794452667,0.20898301899433136,0.18047811090946198,0.5352458953857422,0.19336320459842682,0.4130953550338745
'',-0.0029843549709767103,0.010903947055339813,0.04456103965640068,0.048713020980358124,-0.07688097655773163,0.039060186594724655,0.019677795469760895,0.007880004122853279,0.039060186594724655,0.03993942216038704,0.0328199528157711,0.016508836299180984,0.022978540509939194,0.07203595340251923,0.13035868108272552,-0.009433098137378693,0.018684765323996544
