,what,year,did,doctor,who,win,a,peabody,award,?
peabody,0.15878356993198395,0.22262828052043915,0.18037211894989014,0.22406615316867828,0.16998331248760223,0.23193851113319397,0.1885380744934082,1.0,0.4332323968410492,0.20188817381858826
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.08500690013170242,0.07272057235240936,-0.05661632493138313,-0.08538899570703506,0.0685480609536171
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.1556548923254013,0.37110671401023865,0.33295753598213196,0.44038116931915283,0.20881521701812744,0.33284175395965576,0.264628142118454
evolving,0.25358203053474426,0.13514403998851776,0.17409534752368927,0.07083843648433685,0.12269758433103561,0.2090713083744049,0.28567323088645935,0.1876644343137741,0.1262662410736084,0.26023080945014954
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.17277967929840088,0.3282766342163086,0.20612569153308868,0.3783375024795532,0.1034717708826065,0.1764514148235321,0.2433311939239502
technology,0.1940862536430359,0.19090507924556732,0.11363749206066132,0.2344735562801361,0.15122637152671814,0.17676302790641785,0.21604947745800018,0.2504397928714752,0.2123180776834488,0.11564995348453522
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.25380003452301025,0.3739250600337982,0.19423776865005493,0.2334289401769638,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.5829201340675354,0.25355321168899536,0.24073810875415802,0.22068053483963013
times,0.21414996683597565,0.306132435798645,0.23068773746490479,0.12058350443840027,0.24510560929775238,0.21054279804229736,0.2745400369167328,0.2422308325767517,0.1926097720861435,0.18880689144134521
like,0.4320242702960968,0.13683560490608215,0.40502431988716125,0.20210526883602142,0.34740978479385376,0.17214611172676086,0.38655611872673035,0.11994262784719467,0.1628224104642868,0.3268813192844391
nothing,0.5522216558456421,0.21534016728401184,0.36513790488243103,0.16855521500110626,0.3588937819004059,0.13641314208507538,0.2923998534679413,0.13717587292194366,0.17473478615283966,0.4541490972042084
else,0.4444292485713959,0.1662611961364746,0.27699610590934753,0.16227465867996216,0.3293072283267975,0.16994893550872803,0.22029639780521393,0.15251952409744263,0.14082299172878265,0.47029805183410645
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.25567495822906494,0.2792111933231354,0.2503834664821625,0.539380669593811,0.23490846157073975,0.23376452922821045,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.5829201340675354,0.25355321168899536,0.24073810875415802,0.22068053483963013
known,0.20381177961826324,0.20408862829208374,0.25943970680236816,0.1213516891002655,0.24757125973701477,0.13919438421726227,0.30882248282432556,0.1561422049999237,0.22871646285057068,0.18314571678638458
television,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.31410008668899536,0.2515988349914551,0.19937200844287872,0.22552843391895294,0.35413432121276855,0.34563982486724854,0.16825827956199646
universe,0.2486504465341568,0.16436471045017242,0.11769142746925354,0.2906842529773712,0.20283301174640656,0.14898459613323212,0.16387277841567993,0.2941405177116394,0.14530251920223236,0.22314924001693726
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.22361043095588684,0.3541337847709656,0.25577837228775024,0.50484299659729,0.23378393054008484,0.21118880808353424,0.4130953550338745
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.06782495975494385,0.024401003494858742,0.027431504800915718,0.04890415817499161,0.0013854128774255514,-0.03323763236403465,0.018684765323996544
