,clergy,are,members,of,what,group,rather,than,of,any,local,congregation,?
local,0.2165326178073883,0.19665704667568207,0.14682425558567047,0.20668989419937134,0.18981902301311493,0.17512381076812744,0.20653219521045685,0.13557827472686768,0.20668989419937134,0.21376349031925201,1.0,0.23912112414836884,0.15022775530815125
church,0.4753705859184265,0.16039738059043884,0.18617433309555054,0.3079429268836975,0.1944202184677124,0.14028063416481018,0.12980243563652039,0.09950651973485947,0.3079429268836975,0.17543654143810272,0.2117328941822052,0.613531768321991,0.18081501126289368
or,0.30589839816093445,0.5374364256858826,0.2080104947090149,0.3792596757411957,0.33867141604423523,0.30503612756729126,0.5221653580665588,0.5002588033676147,0.3792596757411957,0.5601577162742615,0.24451059103012085,0.237057164311409,0.32389625906944275
other,0.22218504548072815,0.5932393670082092,0.31560012698173523,0.38583824038505554,0.341873437166214,0.3767421245574951,0.3909560441970825,0.5105555653572083,0.38583824038505554,0.5120068788528442,0.2676697075366974,0.21297410130500793,0.24682199954986572
charge,0.2794578969478607,0.16401518881320953,0.21665997803211212,0.27586498856544495,0.23255030810832977,0.22111782431602478,0.20494866371154785,0.1768353432416916,0.27586498856544495,0.2582528293132782,0.16780157387256622,0.20192725956439972,0.0958876758813858
annually,0.17377214133739471,0.22705048322677612,0.276915580034256,0.26902905106544495,0.13421958684921265,0.12864628434181213,0.2056814283132553,0.26334401965141296,0.26902905106544495,0.21904772520065308,0.194760262966156,0.2780527174472809,0.1364409476518631
by,0.1791175752878189,0.37842893600463867,0.24919851124286652,0.3646814823150635,0.2455483376979828,0.2915726900100708,0.2593236565589905,0.2015816867351532,0.3646814823150635,0.2681882679462433,0.17162570357322693,0.1507270336151123,0.17966607213020325
the,0.26154741644859314,0.40399202704429626,0.3321719169616699,0.733189046382904,0.42745697498321533,0.30795547366142273,0.31983619928359985,0.3227543234825134,0.733189046382904,0.4525727927684784,0.2130540907382965,0.2882172167301178,0.22068053483963013
conference,0.20157036185264587,0.1676291674375534,0.2240617722272873,0.19579021632671356,0.15329721570014954,0.20237058401107788,0.09215974062681198,0.1321445256471634,0.19579021632671356,0.1916848123073578,0.17762279510498047,0.24903498589992523,0.11172781884670258
's,-0.03667555749416351,-0.008927806280553341,0.02701987512409687,-0.03817026689648628,0.02692362666130066,-0.01093533169478178,0.08959644287824631,0.0585811510682106,-0.03817026689648628,0.09017360955476761,0.027985693886876106,0.03743434324860573,-0.023395681753754616
resident,0.16049574315547943,0.17197127640247345,0.250325471162796,0.25974413752555847,0.18262146413326263,0.2649489641189575,0.17174693942070007,0.1974860280752182,0.25974413752555847,0.13590434193611145,0.15161585807800293,0.15281616151332855,0.10287734121084213
bishop,0.44541263580322266,0.08449579030275345,0.11007852107286453,0.22951185703277588,0.12667463719844818,0.060732316225767136,0.08488442003726959,0.08904477208852768,0.22951185703277588,0.1311444491147995,0.10500217229127884,0.37420347332954407,0.19730713963508606
at,0.14042507112026215,0.2074895054101944,0.15071316063404083,0.42558613419532776,0.2838611304759979,0.13662685453891754,0.24202780425548553,0.27679139375686646,0.42558613419532776,0.2206675112247467,0.1697770059108734,0.17031335830688477,0.21978627145290375
the,0.26154741644859314,0.40399202704429626,0.3321719169616699,0.733189046382904,0.42745697498321533,0.30795547366142273,0.31983619928359985,0.3227543234825134,0.733189046382904,0.4525727927684784,0.2130540907382965,0.2882172167301178,0.22068053483963013
meeting,0.2506028711795807,0.18583811819553375,0.40077099204063416,0.2703947126865387,0.2296355813741684,0.28019076585769653,0.16089922189712524,0.11948486417531967,0.2703947126865387,0.1762852519750595,0.15377458930015564,0.3400495648384094,0.1329771876335144
of,0.2905072271823883,0.39081433415412903,0.28120753169059753,1.0,0.33290785551071167,0.25542253255844116,0.3045461177825928,0.33036211133003235,1.0,0.3769088089466095,0.20668989419937134,0.28139111399650574,0.1826142966747284
the,0.26154741644859314,0.40399202704429626,0.3321719169616699,0.733189046382904,0.42745697498321533,0.30795547366142273,0.31983619928359985,0.3227543234825134,0.733189046382904,0.4525727927684784,0.2130540907382965,0.2882172167301178,0.22068053483963013
annual,0.15445978939533234,0.13641297817230225,0.2438695728778839,0.29535046219825745,0.14798973500728607,0.1486196219921112,0.17173615097999573,0.19124118983745575,0.29535046219825745,0.1588347852230072,0.19095636904239655,0.2259746938943863,0.1083487942814827
conference,0.20157036185264587,0.1676291674375534,0.2240617722272873,0.19579021632671356,0.15329721570014954,0.20237058401107788,0.09215974062681198,0.1321445256471634,0.19579021632671356,0.1916848123073578,0.17762279510498047,0.24903498589992523,0.11172781884670258
.,0.17912207543849945,0.3452940285205841,0.21119362115859985,0.5352458953857422,0.3567904531955719,0.27268800139427185,0.3084547221660614,0.3594527542591095,0.5352458953857422,0.39295488595962524,0.26217252016067505,0.27044418454170227,0.4130953550338745
