,what,is,the,law,named,that,defines,a,charge,moving,through,a,magnetic,field,?
rate,0.21845893561840057,0.24290183186531067,0.24881242215633392,0.16593435406684875,0.02295725792646408,0.24504634737968445,0.22956818342208862,0.24373900890350342,0.24457311630249023,0.2513248324394226,0.22746525704860687,0.24373900890350342,0.25735118985176086,0.10497497022151947,0.1308269053697586
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2816956341266632,0.2820465862751007,0.41498205065727234,0.3077020049095154,0.5052502155303955,0.27586498856544495,0.24795499444007874,0.3647414743900299,0.5052502155303955,0.16237565875053406,0.20410659909248352,0.1826142966747284
change,0.3690716028213501,0.33028605580329895,0.3641999065876007,0.20829714834690094,0.1595696061849594,0.3988441526889801,0.3208901882171631,0.3047741651535034,0.21897675096988678,0.25695592164993286,0.23882026970386505,0.3047741651535034,0.2057565301656723,0.19127467274665833,0.24115969240665436
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2816956341266632,0.2820465862751007,0.41498205065727234,0.3077020049095154,0.5052502155303955,0.27586498856544495,0.24795499444007874,0.3647414743900299,0.5052502155303955,0.16237565875053406,0.20410659909248352,0.1826142966747284
electric,0.15451551973819733,0.16143305599689484,0.21345196664333344,0.18823178112506866,0.1088356003165245,0.19867946207523346,0.14279091358184814,0.24061402678489685,0.4219222366809845,0.2550264894962311,0.2337203472852707,0.24061402678489685,0.4703453481197357,0.25460347533226013,0.15674720704555511
charge,0.23255030810832977,0.1743287295103073,0.2730984687805176,0.26177170872688293,0.17438600957393646,0.22243641316890717,0.12800902128219604,0.2415132075548172,0.9999998807907104,0.2814609110355377,0.21411828696727753,0.2415132075548172,0.3319803476333618,0.22238171100616455,0.0958876758813858
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24953721463680267,0.2530003488063812,0.4137537479400635,0.21206256747245789,0.427140474319458,0.19992214441299438,0.28020262718200684,0.3060276508331299,0.427140474319458,0.15619294345378876,0.27645614743232727,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2212858349084854,0.3292267918586731,0.47537946701049805,0.28742772340774536,1.0,0.2415132075548172,0.2806239426136017,0.3399752974510193,1.0,0.19198331236839294,0.2030690312385559,0.23916715383529663
rule,0.30539435148239136,0.18984714150428772,0.29894936084747314,0.3412541449069977,0.14030654728412628,0.3050867021083832,0.1919800490140915,0.2032480239868164,0.12978127598762512,0.1711416244506836,0.134754478931427,0.2032480239868164,0.1944931298494339,0.1837725192308426,0.1955260932445526
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2816956341266632,0.2820465862751007,0.41498205065727234,0.3077020049095154,0.5052502155303955,0.27586498856544495,0.24795499444007874,0.3647414743900299,0.5052502155303955,0.16237565875053406,0.20410659909248352,0.1826142966747284
vector,0.26669490337371826,0.19711346924304962,0.18854442238807678,0.17722712457180023,0.04522201418876648,0.2892550826072693,0.2724230885505676,0.23196560144424438,0.20936772227287292,0.2284945398569107,0.18143054842948914,0.23196560144424438,0.3739117681980133,0.2936677932739258,0.26140129566192627
multiplication,0.27993518114089966,0.2805522084236145,0.24047040939331055,0.2495301365852356,0.14992554485797882,0.30615735054016113,0.3383156955242157,0.30979469418525696,0.30137133598327637,0.21790556609630585,0.19383461773395538,0.30979469418525696,0.3520192503929138,0.22995302081108093,0.2005060762166977
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.20824196934700012,0.45048224925994873,0.41604554653167725,0.3151351511478424,0.4868806302547455,0.28606072068214417,0.22105123102664948,0.24172358214855194,0.4868806302547455,0.14175447821617126,0.1313139796257019,0.18963319063186646
lorentz,0.2660103440284729,0.18757201731204987,0.21080635488033295,0.2798349857330322,0.16728052496910095,0.26926741003990173,0.30131176114082336,0.25214719772338867,0.24346600472927094,0.289448082447052,0.1707998365163803,0.25214719772338867,0.457075297832489,0.29392632842063904,0.1679687798023224
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.06109188124537468,-0.06022389233112335,0.04397977516055107,-0.1273278445005417,0.04866964742541313,-0.0038333674892783165,0.02821442484855652,-0.020649312064051628,0.04866964742541313,0.07041091471910477,0.07850787043571472,-0.023395681753754616
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,1.0000001192092896,0.13485559821128845,0.23277728259563446,0.2620352506637573,0.2212858349084854,0.26177170872688293,0.1524038016796112,0.15485407412052155,0.2212858349084854,0.2522517442703247,0.21161039173603058,0.1528988480567932
describes,0.28796884417533875,0.33745625615119934,0.30593109130859375,0.14780879020690918,0.22978752851486206,0.3241453468799591,0.39867350459098816,0.3405686020851135,0.19071954488754272,0.20266112685203552,0.18740227818489075,0.3405686020851135,0.1878311187028885,0.14542417228221893,0.13134142756462097
the,0.42745697498321533,0.5823672413825989,1.0,0.24548950791358948,0.3521348536014557,0.5473989248275757,0.27586790919303894,0.5829201340675354,0.2730984687805176,0.34510132670402527,0.44071322679519653,0.5829201340675354,0.18611927330493927,0.2105809599161148,0.22068053483963013
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,0.23490524291992188,0.1513955444097519,0.26810982823371887,0.16602811217308044,0.2451154738664627,0.3373846113681793,0.2562520503997803,0.20056840777397156,0.2451154738664627,0.32744529843330383,0.2702903151512146,0.1650998443365097
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.13878796994686127,0.19771578907966614,0.42569106817245483,0.21363823115825653,0.3848365545272827,0.20220614969730377,0.2886088788509369,0.32785001397132874,0.3848365545272827,0.21771234273910522,0.192391499876976,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2212858349084854,0.3292267918586731,0.47537946701049805,0.28742772340774536,1.0,0.2415132075548172,0.2806239426136017,0.3399752974510193,1.0,0.19198331236839294,0.2030690312385559,0.23916715383529663
charge,0.23255030810832977,0.1743287295103073,0.2730984687805176,0.26177170872688293,0.17438600957393646,0.22243641316890717,0.12800902128219604,0.2415132075548172,0.9999998807907104,0.2814609110355377,0.21411828696727753,0.2415132075548172,0.3319803476333618,0.22238171100616455,0.0958876758813858
moving,0.3154623508453369,0.19858770072460175,0.34510132670402527,0.1524038016796112,0.17791388928890228,0.3345010578632355,0.179994598031044,0.2806239426136017,0.2814609110355377,1.0,0.3294307291507721,0.2806239426136017,0.3055173456668854,0.21690356731414795,0.21667467057704926
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24850773811340332,0.28130269050598145,0.435920387506485,0.23515373468399048,0.539380669593811,0.22046200931072235,0.2693832814693451,0.38533157110214233,0.539380669593811,0.13499167561531067,0.20553018152713776,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2212858349084854,0.3292267918586731,0.47537946701049805,0.28742772340774536,1.0,0.2415132075548172,0.2806239426136017,0.3399752974510193,1.0,0.19198331236839294,0.2030690312385559,0.23916715383529663
magnetic,0.19557252526283264,0.17429937422275543,0.18611927330493927,0.2522517442703247,0.07371959090232849,0.27342489361763,0.193379744887352,0.19198331236839294,0.3319803476333618,0.3055173456668854,0.2008192241191864,0.19198331236839294,1.0,0.45372605323791504,0.10858146101236343
field,0.1825202852487564,0.17269009351730347,0.2105809599161148,0.21161039173603058,0.11394377052783966,0.2216513603925705,0.15915870666503906,0.2030690312385559,0.22238171100616455,0.21690356731414795,0.12817496061325073,0.2030690312385559,0.45372605323791504,1.0,0.11279727518558502
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24482665956020355,0.24760639667510986,0.4460422694683075,0.2111859768629074,0.50484299659729,0.21931332349777222,0.3260027766227722,0.3174465596675873,0.50484299659729,0.1884709596633911,0.23224417865276337,0.4130953550338745
