,who,has,composed,the,doctor,who,incidental,music,since,2005,?
bbc,0.2086644321680069,0.1988421231508255,0.10289621353149414,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.19231604039669037,0.27936118841171265,0.213920459151268,0.008901940658688545,0.20556949079036713
national,0.18105065822601318,0.2672328054904938,0.17839118838310242,0.32739606499671936,0.11481086909770966,0.18105065822601318,0.17483478784561157,0.1560843586921692,0.2050730437040329,-0.010626177303493023,0.15643028914928436
orchestra,0.17614290118217468,0.14789994060993195,0.3866499960422516,0.22484178841114044,0.1807032972574234,0.17614290118217468,0.17177924513816833,0.5012727975845337,0.21975170075893402,0.07677655667066574,0.08966010808944702
of,0.2827862501144409,0.3909035325050354,0.29509663581848145,0.733189046382904,0.16895952820777893,0.2827862501144409,0.29524174332618713,0.25892743468284607,0.35513219237327576,0.017815761268138885,0.1826142966747284
wales,0.21292947232723236,0.1901412457227707,0.13019636273384094,0.23852568864822388,0.1123022586107254,0.21292947232723236,0.17335474491119385,0.16384875774383545,0.193480983376503,0.050897739827632904,0.15627945959568024
from,0.27839982509613037,0.2621968984603882,0.15794773399829865,0.40150508284568787,0.15658842027187347,0.27839982509613037,0.18894758820533752,0.17575958371162415,0.34118619561195374,0.05479402095079422,0.19969791173934937
the,0.3733934462070465,0.4177538752555847,0.21816956996917725,1.0,0.2820442318916321,0.3733934462070465,0.3185252845287323,0.2714049816131592,0.4054957628250122,0.037273142486810684,0.22068053483963013
2005,0.18423187732696533,-0.11151933670043945,0.06010188162326813,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.09341852366924286,0.15552549064159393,0.027849651873111725,1.0,0.10709824413061142
christmas,0.19243934750556946,0.17057570815086365,0.2507571876049042,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.23044897615909576,0.2979792654514313,0.21487246453762054,0.14348074793815613,0.23817040026187897
episode,0.2015407234430313,0.15285088121891022,0.10148224234580994,0.25342556834220886,0.2940889000892639,0.2015407234430313,0.28194868564605713,0.16775518655776978,0.18906556069850922,0.04103194922208786,0.23978739976882935
``,0.02397952415049076,0.06254398077726364,0.08711670339107513,0.029072100296616554,0.03718610852956772,0.02397952415049076,0.06138816848397255,-0.03701953589916229,0.05498616769909859,0.1478952169418335,0.0685480609536171
the,0.3733934462070465,0.4177538752555847,0.21816956996917725,1.0,0.2820442318916321,0.3733934462070465,0.3185252845287323,0.2714049816131592,0.4054957628250122,0.037273142486810684,0.22068053483963013
christmas,0.19243934750556946,0.17057570815086365,0.2507571876049042,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.23044897615909576,0.2979792654514313,0.21487246453762054,0.14348074793815613,0.23817040026187897
invasion,0.20124277472496033,0.15887470543384552,0.10280074179172516,0.32296645641326904,0.14501109719276428,0.20124277472496033,0.2660159766674042,0.13212600350379944,0.23144952952861786,0.1640065312385559,0.18923960626125336
'',0.024401003494858742,0.004576915875077248,0.004347486421465874,0.041273195296525955,0.06782495975494385,0.024401003494858742,0.08907099068164825,-0.015944084152579308,-0.048634905368089676,0.0050271013751626015,0.018684765323996544
onwards,0.20905962586402893,0.2358802855014801,0.21656566858291626,0.35449934005737305,0.16103947162628174,0.20905962586402893,0.1990218460559845,0.20882444083690643,0.3803267478942871,0.12221659719944,0.17025373876094818
.,0.3541337847709656,0.4105546176433563,0.21116578578948975,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.27873867750167847,0.3013017475605011,0.431787371635437,0.0678042471408844,0.4130953550338745
