,by,what,method,did,maududi,want,to,change,the,hearts,and,minds,of,individuals,?
of,0.3646814823150635,0.33290785551071167,0.22896558046340942,0.2513895630836487,0.32255080342292786,0.2645295262336731,0.41548454761505127,0.2569013833999634,0.733189046382904,0.193277508020401,0.5116966962814331,0.2424815595149994,1.0,0.27365922927856445,0.1826142966747284
the,0.4408751428127289,0.42745697498321533,0.21624743938446045,0.34736719727516174,0.30155912041664124,0.3003826439380646,0.535392165184021,0.3641999065876007,1.0,0.28046727180480957,0.5171257257461548,0.24481073021888733,0.733189046382904,0.3022412955760956,0.22068053483963013
iranian,0.1779651939868927,0.1183423325419426,0.10760946571826935,0.1345420926809311,0.3261493742465973,0.12426579743623734,0.11043429374694824,0.13856621086597443,0.21625958383083344,0.12531718611717224,0.19249634444713593,0.14717228710651398,0.19742776453495026,0.06025752052664757,0.13520781695842743
revolution,0.2466987818479538,0.1946869045495987,0.14858046174049377,0.21807503700256348,0.23614473640918732,0.22030554711818695,0.18777814507484436,0.2784181833267212,0.276140034198761,0.1673155426979065,0.21575188636779785,0.23897457122802734,0.27144062519073486,0.14247570931911469,0.1727980077266693
",",0.3680937886238098,0.3087472915649414,0.22978182137012482,0.3015086054801941,0.3992340862751007,0.30747702717781067,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.202511727809906,0.6633074283599854,0.28222042322158813,0.4946078956127167,0.18873384594917297,0.31091248989105225
but,0.3159136474132538,0.5029441118240356,0.2616997957229614,0.49033689498901367,0.24980702996253967,0.4769061207771301,0.5542377829551697,0.3924606144428253,0.4859698414802551,0.17585813999176025,0.5762497186660767,0.3567711114883423,0.39942997694015503,0.3058423697948456,0.27921953797340393
the,0.4408751428127289,0.42745697498321533,0.21624743938446045,0.34736719727516174,0.30155912041664124,0.3003826439380646,0.535392165184021,0.3641999065876007,1.0,0.28046727180480957,0.5171257257461548,0.24481073021888733,0.733189046382904,0.3022412955760956,0.22068053483963013
gradual,0.13271136581897736,0.2916010916233063,0.1911163181066513,0.20578771829605103,0.15152576565742493,0.20596972107887268,0.2780701220035553,0.3788641691207886,0.29392436146736145,0.07231195271015167,0.3085733652114868,0.3161182403564453,0.282566100358963,0.2289617508649826,0.05457627400755882
changing,0.2742876410484314,0.34731432795524597,0.31566113233566284,0.2420123666524887,0.14627113938331604,0.3499653935432434,0.33748573064804077,0.6286051273345947,0.3233613073825836,0.21364746987819672,0.33034461736679077,0.35463276505470276,0.2740551233291626,0.26378127932548523,0.2747461497783661
the,0.4408751428127289,0.42745697498321533,0.21624743938446045,0.34736719727516174,0.30155912041664124,0.3003826439380646,0.535392165184021,0.3641999065876007,1.0,0.28046727180480957,0.5171257257461548,0.24481073021888733,0.733189046382904,0.3022412955760956,0.22068053483963013
hearts,0.11913792788982391,0.19011707603931427,0.05333166942000389,0.11300778388977051,0.2140093892812729,0.20331864058971405,0.16050252318382263,0.15646147727966309,0.28046727180480957,0.9999999403953552,0.24933601915836334,0.3361969292163849,0.193277508020401,0.180661141872406,0.16439680755138397
and,0.4289871156215668,0.31309178471565247,0.16907750070095062,0.34479495882987976,0.38321298360824585,0.34348347783088684,0.48971283435821533,0.2438346892595291,0.5171257257461548,0.24933601915836334,1.0,0.30107977986335754,0.5116966962814331,0.2956017851829529,0.20544172823429108
minds,0.2160346955060959,0.32983797788619995,0.1684219092130661,0.2688087522983551,0.29203975200653076,0.3658546209335327,0.27614256739616394,0.3308970034122467,0.24481073021888733,0.3361969292163849,0.30107977986335754,1.0000001192092896,0.2424815595149994,0.2139209359884262,0.2624666690826416
of,0.3646814823150635,0.33290785551071167,0.22896558046340942,0.2513895630836487,0.32255080342292786,0.2645295262336731,0.41548454761505127,0.2569013833999634,0.733189046382904,0.193277508020401,0.5116966962814331,0.2424815595149994,1.0,0.27365922927856445,0.1826142966747284
individuals,0.25637397170066833,0.25709760189056396,0.20015810430049896,0.18585044145584106,0.22730746865272522,0.3044644296169281,0.3194306492805481,0.2841931879520416,0.3022412955760956,0.180661141872406,0.2956017851829529,0.2139209359884262,0.27365922927856445,1.0,0.20243582129478455
from,0.3373257517814636,0.2737620174884796,0.15187986195087433,0.20248863101005554,0.1680707335472107,0.20457862317562103,0.4069952368736267,0.17817987501621246,0.40150508284568787,0.12551964819431305,0.3601827025413513,0.1880379170179367,0.4249346852302551,0.17135262489318848,0.19969791173934937
the,0.4408751428127289,0.42745697498321533,0.21624743938446045,0.34736719727516174,0.30155912041664124,0.3003826439380646,0.535392165184021,0.3641999065876007,1.0,0.28046727180480957,0.5171257257461548,0.24481073021888733,0.733189046382904,0.3022412955760956,0.22068053483963013
top,0.1591665893793106,0.21232028305530548,0.07591786235570908,0.17264406383037567,0.11287572234869003,0.2251574993133545,0.20897358655929565,0.1780625730752945,0.31754136085510254,0.16014929115772247,0.281191349029541,0.05852815508842468,0.20362378656864166,0.17497669160366058,0.17265194654464722
of,0.3646814823150635,0.33290785551071167,0.22896558046340942,0.2513895630836487,0.32255080342292786,0.2645295262336731,0.41548454761505127,0.2569013833999634,0.733189046382904,0.193277508020401,0.5116966962814331,0.2424815595149994,1.0,0.27365922927856445,0.1826142966747284
society,0.14365209639072418,0.23231269419193268,0.16393117606639862,0.18197309970855713,0.2284529209136963,0.2169300764799118,0.20199917256832123,0.1835104525089264,0.2789285480976105,0.18988960981369019,0.24110737442970276,0.2964402139186859,0.23646748065948486,0.258024662733078,0.1373005360364914
downward,0.2100209891796112,0.20195426046848297,0.21109457314014435,0.15383131802082062,0.08910596370697021,0.20519354939460754,0.28051406145095825,0.23351608216762543,0.30498912930488586,0.12258878350257874,0.23832355439662933,0.23322349786758423,0.16463246941566467,0.22474804520606995,0.19264617562294006
through,0.3433202803134918,0.23167094588279724,0.23965372145175934,0.14190755784511566,0.13148817420005798,0.18184025585651398,0.4062686562538147,0.23882026970386505,0.44071322679519653,0.12038169801235199,0.3666759729385376,0.18893679976463318,0.3647414743900299,0.16528373956680298,0.16913433372974396
an,0.2719563841819763,0.2821882665157318,0.22589744627475739,0.22598257660865784,0.25845959782600403,0.22034470736980438,0.3138085603713989,0.3122991919517517,0.4207492768764496,0.09188949316740036,0.2838519215583801,0.1790994107723236,0.32280945777893066,0.21745453774929047,0.19793890416622162
educational,0.23136936128139496,0.2158561795949936,0.21285538375377655,0.18880505859851837,0.2837716042995453,0.22963999211788177,0.28994840383529663,0.1785726100206375,0.22737358510494232,0.13302019238471985,0.34227511286735535,0.240029439330101,0.3187834620475769,0.3143095374107361,0.20904642343521118
process,0.2115318775177002,0.3466717302799225,0.42369964718818665,0.1973760724067688,0.10431502014398575,0.2867502272129059,0.35462963581085205,0.2995116114616394,0.264274537563324,0.13202333450317383,0.20204883813858032,0.22677934169769287,0.23962904512882233,0.3157573938369751,0.2460896074771881
or,0.30274316668510437,0.33867141604423523,0.27240902185440063,0.28211739659309387,0.2285769134759903,0.36470943689346313,0.38921234011650085,0.3169957101345062,0.4174870550632477,0.18643513321876526,0.4713204801082611,0.1941015124320984,0.3792596757411957,0.4400286376476288,0.32389625906944275
da'wah,0.18341580033302307,0.32158106565475464,0.14566919207572937,0.2085435837507248,0.398937463760376,0.22445468604564667,0.25178325176239014,0.16820907592773438,0.28139811754226685,0.1853562742471695,0.21160805225372314,0.23108302056789398,0.18575745820999146,0.15417976677417755,0.22873935103416443
.,0.3936232924461365,0.3567904531955719,0.18224337697029114,0.35288307070732117,0.3790089786052704,0.31944841146469116,0.4645031690597534,0.3244723975658417,0.5934505462646484,0.24242453277111053,0.588965117931366,0.2944276034832001,0.5352458953857422,0.2722686529159546,0.4130953550338745
