,what,would,a,teacher,do,for,someone,who,is,timid,?
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.17760860919952393,0.30239659547805786,0.4739971458911896,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.17932438850402832,0.22068053483963013
bored,0.3695010840892792,0.3564684987068176,0.2440866380929947,0.3020651936531067,0.3165958821773529,0.27297937870025635,0.3707100749015808,0.34637197852134705,0.15784935653209686,0.3807017505168915,0.36580905318260193
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.2884024977684021,0.3283645510673523,0.4464869201183319,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.12475907802581787,0.31091248989105225
deflate,0.38521459698677063,0.3500216603279114,0.308925986289978,0.06279037147760391,0.34634584188461304,0.23802193999290466,0.3528127074241638,0.14898140728473663,0.32537737488746643,0.2900124192237854,0.30190977454185486
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.17760860919952393,0.30239659547805786,0.4739971458911896,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.17932438850402832,0.22068053483963013
cocky,0.20889902114868164,0.17717668414115906,0.19567209482192993,0.08250898867845535,0.21840038895606995,0.14709462225437164,0.20948252081871033,0.20075102150440216,0.1572645604610443,0.33271071314811707,0.17635439336299896
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.2884024977684021,0.3283645510673523,0.4464869201183319,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.12475907802581787,0.31091248989105225
encourage,0.32112085819244385,0.4594610333442688,0.22210997343063354,0.22545669972896576,0.43552640080451965,0.3451491594314575,0.29248589277267456,0.31524595618247986,0.1942775994539261,0.249273419380188,0.3081754148006439
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.17760860919952393,0.30239659547805786,0.4739971458911896,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.17932438850402832,0.22068053483963013
timid,0.26456043124198914,0.2562275230884552,0.22226232290267944,0.18163470923900604,0.2680529057979584,0.1612662672996521,0.2893548607826233,0.32033446431159973,0.20268601179122925,1.0,0.1890050768852234
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.2884024977684021,0.3283645510673523,0.4464869201183319,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.12475907802581787,0.31091248989105225
detect,0.2313081920146942,0.2254716157913208,0.2422512173652649,0.10975643247365952,0.30083489418029785,0.2216096818447113,0.2873031497001648,0.1617230325937271,0.19829176366329193,0.1953856647014618,0.20705679059028625
and,0.31309178471565247,0.34921059012413025,0.3739250600337982,0.27571162581443787,0.276123583316803,0.5064792633056641,0.22983601689338684,0.41279885172843933,0.3859752118587494,0.24338428676128387,0.20544172823429108
correct,0.43571773171424866,0.3710114657878876,0.2943843901157379,0.13162130117416382,0.3734714984893799,0.33362966775894165,0.4230167269706726,0.19560247659683228,0.28569692373275757,0.1585286259651184,0.36336278915405273
individual,0.34021541476249695,0.34179502725601196,0.34062352776527405,0.12355116754770279,0.2647365629673004,0.33574938774108887,0.3837708830833435,0.30539795756340027,0.21069909632205963,0.16970188915729523,0.2058374285697937
flaws,0.3076706528663635,0.33951711654663086,0.23339398205280304,0.16198110580444336,0.2889852523803711,0.290735125541687,0.31392747163772583,0.17956294119358063,0.1756887137889862,0.307648628950119,0.28241267800331116
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.2884024977684021,0.3283645510673523,0.4464869201183319,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.12475907802581787,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.3739250600337982,0.27571162581443787,0.276123583316803,0.5064792633056641,0.22983601689338684,0.41279885172843933,0.3859752118587494,0.24338428676128387,0.20544172823429108
broaden,0.2887047231197357,0.28543052077293396,0.3039757311344147,0.1400609314441681,0.21797572076320648,0.2427416443824768,0.24905215203762054,0.16181664168834686,0.2188827246427536,0.24675938487052917,0.19569408893585205
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.17760860919952393,0.30239659547805786,0.4739971458911896,0.2575405538082123,0.3733934462070465,0.5823672413825989,0.17932438850402832,0.22068053483963013
viewpoint,0.3907443583011627,0.2890917956829071,0.23994766175746918,0.14795461297035217,0.2492700070142746,0.20212075114250183,0.31258276104927063,0.26021069288253784,0.24497917294502258,0.2028903216123581,0.3248816728591919
of,0.33290785551071167,0.3353942930698395,0.5052502155303955,0.19968076050281525,0.26150479912757874,0.4185989499092102,0.18018293380737305,0.2827862501144409,0.4854315221309662,0.13145524263381958,0.1826142966747284
all,0.41981086134910583,0.41205164790153503,0.2696802616119385,0.15661290287971497,0.38664430379867554,0.41144001483917236,0.31602486968040466,0.3698336184024811,0.2553904056549072,0.2541435658931732,0.29575422406196594
.,0.3567904531955719,0.35067233443260193,0.50484299659729,0.225234717130661,0.3613996207714081,0.4726039469242096,0.24185851216316223,0.3541337847709656,0.4569662809371948,0.18440942466259003,0.4130953550338745
