,in,what,year,was,the,university,'s,5th,president,granted,his,position,?
hutchins,0.15768907964229584,0.15114648640155792,0.11077484488487244,0.17060819268226624,0.19606207311153412,0.23413310945034027,0.05052611976861954,0.022261198610067368,0.10108283162117004,0.05688737332820892,0.2314804047346115,0.10711876302957535,0.18799783289432526
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.2980138957500458,0.3378419280052185,0.1771278828382492,0.31091248989105225
took,0.2818296551704407,0.1316593885421753,0.1866982877254486,0.48213186860084534,0.31657639145851135,0.14843371510505676,0.06150028854608536,0.07765881717205048,0.23178637027740479,0.2429775595664978,0.40076982975006104,0.19252867996692657,0.14109265804290771
office,0.28433957695961,0.12159775197505951,0.18919971585273743,0.3002835810184479,0.27314993739128113,0.2374965250492096,-0.06233545020222664,0.04780975356698036,0.40359655022621155,0.17461489140987396,0.20609822869300842,0.2882634103298187,0.16497313976287842
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.09152708947658539,-0.012021088972687721,0.006909397430717945,0.037943314760923386,-0.05959305167198181,0.12370555847883224,0.07100893557071686,0.004627429414540529,0.10349778085947037
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.25751444697380066,0.24330610036849976,0.27588096261024475,0.4394008219242096,0.3183514177799225,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.18022799491882324,0.2515452206134796,0.1364222913980484,0.22286750376224518,0.18426471948623657,0.11887256056070328
underwent,0.3106893002986908,0.17015217244625092,0.24370719492435455,0.3799797594547272,0.33590078353881836,0.11391913890838623,-0.022979924455285072,0.08574338257312775,0.1779981106519699,0.19017767906188965,0.23337960243225098,0.09748043864965439,0.12751154601573944
many,0.41474202275276184,0.36131182312965393,0.21933086216449738,0.260356068611145,0.4335206151008606,0.19385361671447754,0.01698932610452175,0.05139574036002159,0.15858104825019836,0.19634053111076355,0.3188176155090332,0.14918828010559082,0.2124512493610382
changes,0.226434126496315,0.2740466892719269,0.16151680052280426,0.17310309410095215,0.3427845537662506,0.12221770733594894,0.006762445904314518,0.06554053723812103,0.13177801668643951,0.21604306995868683,0.1483542025089264,0.1943366825580597,0.21264225244522095
during,0.4627237319946289,0.24137552082538605,0.3447895348072052,0.4470829963684082,0.4838213622570038,0.17872242629528046,0.011294117197394371,0.1699981987476349,0.19422510266304016,0.1538453847169876,0.36789870262145996,0.1640819013118744,0.1325719803571701
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.4405253231525421,0.4394008219242096,0.22286750376224518,0.047556519508361816,0.1226007416844368,0.25683027505874634,0.2550535202026367,0.9999998807907104,0.2973788380622864,0.18075084686279297
24-year,0.2802184224128723,0.19168102741241455,0.5864586234092712,0.18751603364944458,0.25550577044487,0.20807237923145294,-0.02366221509873867,0.13903455436229706,0.25398311018943787,0.19945836067199707,0.10071713477373123,0.18487104773521423,0.31218060851097107
tenure,0.1953071802854538,0.2016105353832245,0.23082971572875977,0.2806069850921631,0.25439196825027466,0.31099334359169006,0.0009784060530364513,0.1594574749469757,0.3613048791885376,0.2783522605895996,0.3381876051425934,0.27971386909484863,0.19726786017417908
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.20754478871822357,0.26255303621292114,0.23590165376663208,0.3119256794452667,0.24342353641986847,0.4130953550338745
