,what,nationality,are,researchers,richard,g.,wilkinson,and,kate,pickett,?
social,0.22217629849910736,0.28001517057418823,0.21125389635562897,0.25659921765327454,0.05272114649415016,0.07893407344818115,0.1871601790189743,0.38231831789016724,0.1802108734846115,0.10927283763885498,0.1615191102027893
problems,0.3306994140148163,0.1676902323961258,0.2565869987010956,0.2729051411151886,0.09825029969215393,0.06472210586071014,0.1660344898700714,0.285793662071228,0.12195709347724915,0.1314532458782196,0.2638136148452759
(,0.2411840260028839,0.21942976117134094,0.23263892531394958,0.15838751196861267,0.19447067379951477,0.11610810458660126,0.25578129291534424,0.4862271547317505,0.17395049333572388,0.21447280049324036,0.40561532974243164
obesity,0.2857559621334076,0.23006898164749146,0.2589762508869171,0.32828953862190247,0.13697998225688934,0.01562024187296629,0.20224429666996002,0.23864629864692688,0.14367517828941345,0.16123488545417786,0.1982688158750534
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
mental,0.3228646218776703,0.2125256061553955,0.23513835668563843,0.3468085825443268,0.1309247463941574,0.06296743452548981,0.17777785658836365,0.29670965671539307,0.17324240505695343,0.1783183068037033,0.20703209936618805
illness,0.16011852025985718,0.2609691619873047,0.1353338062763214,0.21495237946510315,0.17855682969093323,0.0807083323597908,0.21436478197574615,0.203269824385643,0.16070768237113953,0.1468222439289093,0.13208319246768951
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
homicides,0.1933090090751648,0.12221120297908783,0.21480131149291992,0.22307392954826355,0.14668411016464233,0.006287435535341501,0.2112051099538803,0.21591614186763763,0.17558543384075165,0.16443230211734772,0.21218115091323853
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
teenage,0.24582551419734955,0.14066797494888306,0.19870606064796448,0.1810486912727356,0.12060185521841049,0.11417941749095917,0.20861071348190308,0.20996850728988647,0.2790182828903198,0.23061561584472656,0.18613165616989136
births,0.26726579666137695,0.28872475028038025,0.2256864607334137,0.23265260457992554,0.09799835830926895,0.05084781348705292,0.14272548258304596,0.142000213265419,0.14491617679595947,0.08476059138774872,0.22508813440799713
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
incarceration,0.28610938787460327,0.17828808724880219,0.16633780300617218,0.24642623960971832,0.1868547648191452,0.059851545840501785,0.21687445044517517,0.28386932611465454,0.16057227551937103,0.18107683956623077,0.2129083275794983
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
child,0.21805857121944427,0.17250053584575653,0.1422968953847885,0.2039228230714798,0.14763692021369934,0.022757697850465775,0.19376520812511444,0.22121839225292206,0.3042908012866974,0.15436364710330963,0.1979578584432602
conflict,0.32742366194725037,0.2878016531467438,0.19060087203979492,0.22749538719654083,0.13651220500469208,0.06335166841745377,0.13735076785087585,0.272842675447464,0.13811306655406952,0.15152564644813538,0.26744839549064636
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
drug,0.21731828153133392,0.1486082524061203,0.18132726848125458,0.26795312762260437,0.1581052541732788,0.022310446947813034,0.19743168354034424,0.23028631508350372,0.18248768150806427,0.1785098910331726,0.12584024667739868
use,0.3453877568244934,0.24258488416671753,0.4174068570137024,0.23007437586784363,0.09554143995046616,0.012545356526970863,0.08104966580867767,0.34145063161849976,0.19316521286964417,0.18256989121437073,0.32795652747154236
),0.26259949803352356,0.23853515088558197,0.2373749315738678,0.13467413187026978,0.20336680114269257,0.13463455438613892,0.2507251501083374,0.4961937665939331,0.19877779483795166,0.1939181089401245,0.42300865054130554
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
and,0.31309178471565247,0.23912757635116577,0.48576638102531433,0.2865251898765564,0.22443673014640808,0.036207571625709534,0.32041966915130615,1.0,0.2076733410358429,0.24974514544010162,0.20544172823429108
lower,0.20079238712787628,0.06333130598068237,0.22557412087917328,0.19614183902740479,0.061512235552072525,-0.06484394520521164,0.13750885426998138,0.2802542746067047,0.0989806056022644,0.03641064092516899,0.08471795171499252
rates,0.2148645967245102,0.2001972794532776,0.2806459367275238,0.30384811758995056,0.08292075991630554,0.00045350228901952505,0.1519581526517868,0.2589600086212158,0.12285072356462479,0.10206524282693863,0.13808594644069672
of,0.33290785551071167,0.16924145817756653,0.39081433415412903,0.23457743227481842,0.2227524220943451,0.08489017188549042,0.21511130034923553,0.5116966962814331,0.08729267120361328,0.17273010313510895,0.1826142966747284
social,0.22217629849910736,0.28001517057418823,0.21125389635562897,0.25659921765327454,0.05272114649415016,0.07893407344818115,0.1871601790189743,0.38231831789016724,0.1802108734846115,0.10927283763885498,0.1615191102027893
goods,0.20192822813987732,0.15791672468185425,0.2688404321670532,0.16040746867656708,0.16218188405036926,-0.005094890482723713,0.15152668952941895,0.2947494387626648,0.05973641574382782,0.1833527684211731,0.12034571915864944
(,0.2411840260028839,0.21942976117134094,0.23263892531394958,0.15838751196861267,0.19447067379951477,0.11610810458660126,0.25578129291534424,0.4862271547317505,0.17395049333572388,0.21447280049324036,0.40561532974243164
life,0.24693015217781067,0.18122993409633636,0.194062277674675,0.19084544479846954,0.1887941062450409,0.11794231086969376,0.21133525669574738,0.26095253229141235,0.17513516545295715,0.16996954381465912,0.21677987277507782
expectancy,0.2736549377441406,0.2091507911682129,0.2919004261493683,0.35122808814048767,0.1419306993484497,0.043617624789476395,0.21897299587726593,0.2797418236732483,0.11362316459417343,0.11193689703941345,0.1959744244813919
by,0.2455483376979828,0.2942885756492615,0.37842893600463867,0.23709560930728912,0.24423328042030334,0.050076618790626526,0.2203080654144287,0.4289871156215668,0.18322919309139252,0.17070546746253967,0.17966607213020325
country,0.22705033421516418,0.3456304371356964,0.1952878087759018,0.08603201806545258,0.16505588591098785,0.04116450622677803,0.07222075015306473,0.30884742736816406,0.10225509852170944,0.12312658131122589,0.12647280097007751
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
educational,0.2158561795949936,0.3188452422618866,0.23404355347156525,0.386705219745636,0.1086462065577507,0.061455514281988144,0.2031126171350479,0.34227511286735535,0.11630508303642273,0.16628064215183258,0.20904642343521118
performance,0.1804763227701187,0.17624160647392273,0.14449043571949005,0.18767134845256805,0.2282591015100479,0.17645087838172913,0.1613653004169464,0.25085049867630005,0.1733221858739853,0.20348091423511505,0.1587955504655838
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
trust,0.3354778289794922,0.18578435480594635,0.2264312356710434,0.1810656040906906,0.13455741107463837,0.018623026087880135,0.20732034742832184,0.2450493574142456,0.1602485328912735,0.15293025970458984,0.22135582566261292
among,0.21154822409152985,0.22035381197929382,0.3811550438404083,0.36131981015205383,0.1304747462272644,0.08770491927862167,0.19658342003822327,0.39211368560791016,0.08960802853107452,0.1284899115562439,0.14343059062957764
strangers,0.2715083062648773,0.15634916722774506,0.21231743693351746,0.18481935560703278,0.19720709323883057,0.09771853685379028,0.21878960728645325,0.25116708874702454,0.23113706707954407,0.2984866201877594,0.20539045333862305
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
women,0.14828920364379883,0.17166273295879364,0.20756962895393372,0.2659968435764313,0.07161762565374374,0.09111687541007996,0.16302496194839478,0.24605001509189606,0.15941932797431946,0.11678272485733032,0.1616753786802292
's,0.02692362666130066,0.008397690951824188,-0.008927806280553341,-0.010452652350068092,-0.04731119051575661,0.04444437101483345,0.06567954272031784,0.06895173341035843,-0.011678907088935375,-0.004641133826225996,-0.023395681753754616
status,0.1975356787443161,0.19515998661518097,0.18044869601726532,0.20479939877986908,0.06734257191419601,0.021839182823896408,0.14682738482952118,0.24375928938388824,-0.0043733613565564156,0.029369669035077095,0.16403266787528992
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
social,0.22217629849910736,0.28001517057418823,0.21125389635562897,0.25659921765327454,0.05272114649415016,0.07893407344818115,0.1871601790189743,0.38231831789016724,0.1802108734846115,0.10927283763885498,0.1615191102027893
mobility,0.17530418932437897,0.25260478258132935,0.22081778943538666,0.28668221831321716,0.051257140934467316,0.09725277125835419,0.10505714267492294,0.19876082241535187,0.09374959766864777,0.20135970413684845,0.13310691714286804
",",0.3087472915649414,0.25539466738700867,0.4062570035457611,0.2712523639202118,0.27245110273361206,0.04682055115699768,0.34057655930519104,0.6633074283599854,0.25565215945243835,0.2721730172634125,0.31091248989105225
even,0.40872135758399963,0.17905376851558685,0.43312960863113403,0.2809067368507385,0.14011651277542114,0.11566272377967834,0.12918701767921448,0.4625037908554077,0.12165133655071259,0.14485545456409454,0.30082517862319946
numbers,0.24586999416351318,0.2182489037513733,0.37760815024375916,0.20711471140384674,0.06919929385185242,0.08364154398441315,0.13044632971286774,0.24053069949150085,0.08829043060541153,0.2316828966140747,0.19297972321510315
of,0.33290785551071167,0.16924145817756653,0.39081433415412903,0.23457743227481842,0.2227524220943451,0.08489017188549042,0.21511130034923553,0.5116966962814331,0.08729267120361328,0.17273010313510895,0.1826142966747284
patents,0.16317835450172424,0.1774936467409134,0.15155336260795593,0.25506356358528137,0.2108694314956665,-0.010976636782288551,0.11941858381032944,0.15322813391685486,0.07596244663000107,0.22256438434123993,0.1148110032081604
issued,0.18988175690174103,0.12173037976026535,0.12009268999099731,0.07502113282680511,0.07921189814805984,0.05716840177774429,0.0806507095694542,0.1752057820558548,0.13499979674816132,0.17753340303897858,0.169851616024971
),0.26259949803352356,0.23853515088558197,0.2373749315738678,0.13467413187026978,0.20336680114269257,0.13463455438613892,0.2507251501083374,0.4961937665939331,0.19877779483795166,0.1939181089401245,0.42300865054130554
in,0.30808621644973755,0.1939406394958496,0.3841303884983063,0.23347842693328857,0.23321768641471863,0.060942068696022034,0.2663007378578186,0.4954058527946472,0.1955506056547165,0.15635621547698975,0.20430970191955566
countries,0.22319257259368896,0.27300307154655457,0.35174399614334106,0.27062323689460754,0.12045405805110931,0.03131594881415367,0.0318184532225132,0.37200918793678284,0.07216330617666245,0.07149326056241989,0.15128466486930847
and,0.31309178471565247,0.23912757635116577,0.48576638102531433,0.2865251898765564,0.22443673014640808,0.036207571625709534,0.32041966915130615,1.0,0.2076733410358429,0.24974514544010162,0.20544172823429108
states,0.21526020765304565,0.2567559480667114,0.1846873015165329,0.2112567126750946,0.16386298835277557,-0.0054087210446596146,0.18785932660102844,0.2974761426448822,0.09838395565748215,0.23922733962535858,0.16272737085819244
with,0.2464839518070221,0.13285885751247406,0.38996943831443787,0.20172381401062012,0.16466177999973297,0.04308202117681503,0.2344539612531662,0.5477725267410278,0.18139097094535828,0.1623300164937973,0.2433311939239502
higher,0.2538340389728546,0.15367411077022552,0.2964613437652588,0.2752567231655121,0.07836497575044632,-0.01649443618953228,0.14293286204338074,0.3147866129875183,0.06546997278928757,0.11760818213224411,0.15679465234279633
inequality,0.30072227120399475,0.27619287371635437,0.24070033431053162,0.26202505826950073,0.07163546234369278,0.11615269631147385,0.21465228497982025,0.2590520679950714,0.05884441360831261,0.2089521437883377,0.23619021475315094
.,0.3567904531955719,0.23392154276371002,0.3452940285205841,0.24884258210659027,0.24983328580856323,0.06630957871675491,0.305820494890213,0.588965117931366,0.1871419996023178,0.25186431407928467,0.4130953550338745
