,when,did,tesla,give,a,demonstration,of,his,remote,control,boat,?
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.29086416959762573,0.5829201340675354,0.2881111800670624,0.733189046382904,0.4394008219242096,0.2411084920167923,0.32841500639915466,0.2424127608537674,0.22068053483963013
public,0.18564704060554504,0.19092120230197906,0.21823254227638245,0.20049674808979034,0.19607044756412506,0.24812373518943787,0.2391265481710434,0.26603415608406067,0.1584111750125885,0.1857525259256363,0.18656980991363525,0.19872993230819702
during,0.46721696853637695,0.30679523944854736,0.08954931050539017,0.18309125304222107,0.30341604351997375,0.27918556332588196,0.3869180977344513,0.36789870262145996,0.11575033515691757,0.22341175377368927,0.24480409920215607,0.1325719803571701
an,0.33026179671287537,0.22598257660865784,0.13714656233787537,0.21015086770057678,0.44552403688430786,0.18899418413639069,0.32280945777893066,0.24025635421276093,0.1345110833644867,0.15528884530067444,0.14891000092029572,0.19793890416622162
electrical,0.29064828157424927,0.12294142693281174,0.45727142691612244,0.21081840991973877,0.2779098153114319,0.27875983715057373,0.23057208955287933,0.17698267102241516,0.23232243955135345,0.2922159433364868,0.09086193144321442,0.10923371464014053
exhibition,0.20292457938194275,0.17549628019332886,0.22954118251800537,0.15634116530418396,0.18410839140415192,0.3352757394313812,0.20735959708690643,0.2718002498149872,0.11979085952043533,0.1591089516878128,0.17645755410194397,0.11494685709476471
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.2186196744441986,0.3095070421695709,0.2638597786426544,0.42558613419532776,0.27659502625465393,0.12121496349573135,0.1741713136434555,0.19056570529937744,0.21978627145290375
madison,0.16229946911334991,0.15609528124332428,0.19139178097248077,0.14593805372714996,0.17287658154964447,0.20371359586715698,0.17430083453655243,0.23075392842292786,0.09182139486074448,0.12491554021835327,0.08521805703639984,0.15323159098625183
square,0.15257354080677032,0.06816432625055313,0.25816965103149414,0.12291808426380157,0.22548454999923706,0.2573259472846985,0.2585134208202362,0.08224203437566757,0.1567797064781189,0.12201327830553055,0.18520411849021912,0.1201515942811966
garden,0.15807344019412994,0.050122376531362534,0.06361708045005798,0.1308114379644394,0.2035326063632965,0.17941561341285706,0.23306405544281006,0.19930307567119598,0.0432576984167099,0.08974257856607437,0.2150377780199051,0.16720405220985413
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.34017711877822876,0.50484299659729,0.20932240784168243,0.5352458953857422,0.3119256794452667,0.2054690569639206,0.24319837987422943,0.2795538306236267,0.4130953550338745
