,what,is,the,estimate,for,the,amount,of,tree,species,in,the,amazon,tropical,rain,forest,?
rainforests,0.226042240858078,0.27411723136901855,0.2820507287979126,0.21464994549751282,0.1810770332813263,0.2820507287979126,0.2162356674671173,0.25672608613967896,0.41869819164276123,0.5327847003936768,0.24447718262672424,0.2820507287979126,0.48722654581069946,0.47580045461654663,0.5295838117599487,0.5816888809204102,0.17730745673179626
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26905909180641174,0.4464869201183319,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.17433692514896393,0.2223871648311615,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.22246183454990387,0.3246457576751709,0.2901519536972046,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19358095526695251,0.5064792633056641,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.1832687258720398,0.23547904193401337,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.25410184264183044,0.31515592336654663,0.26268187165260315,0.20544172823429108
comprises,0.12282794713973999,0.34238201379776,0.30223149061203003,0.16865640878677368,0.22290924191474915,0.30223149061203003,0.08808896690607071,0.3857746422290802,0.21371041238307953,0.3119848966598511,0.2665193974971771,0.30223149061203003,0.1909283995628357,0.1624561995267868,0.10151807218790054,0.22058027982711792,0.037654489278793335
the,0.42745697498321533,0.5823672413825989,1.0,0.24080884456634521,0.4739971458911896,1.0,0.3336862325668335,0.733189046382904,0.2565799951553345,0.2522439956665039,0.6662389636039734,1.0,0.260541707277298,0.18640398979187012,0.238019198179245,0.24134553968906403,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.3730449378490448,0.13215672969818115,0.3757036626338959,0.18076719343662262,0.36650770902633667,0.10820986330509186,0.24821019172668457,0.3017216920852661,0.3757036626338959,0.1760348230600357,0.14937646687030792,0.10341949760913849,0.1925559937953949,0.12401245534420013
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19358095526695251,0.5064792633056641,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.1832687258720398,0.23547904193401337,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.25410184264183044,0.31515592336654663,0.26268187165260315,0.20544172823429108
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.22881026566028595,0.3906237483024597,0.47635307908058167,0.3196190595626831,0.4178851246833801,0.15930789709091187,0.23037302494049072,0.41416558623313904,0.47635307908058167,0.19138962030410767,0.15908701717853546,0.1636405736207962,0.17225387692451477,0.2107497900724411
biodiverse,0.21471285820007324,0.23555384576320648,0.23152296245098114,0.25176888704299927,0.17035004496574402,0.23152296245098114,0.2939246892929077,0.21850557625293732,0.2966614365577698,0.4842352867126465,0.14268560707569122,0.23152296245098114,0.3636356592178345,0.3072466552257538,0.24505935609340668,0.27802756428718567,0.14353463053703308
tract,0.23493309319019318,0.1942809820175171,0.2717020511627197,0.12633585929870605,0.0944834053516388,0.2717020511627197,0.20524205267429352,0.20875340700149536,0.1956017017364502,0.23574717342853546,0.1937946081161499,0.2717020511627197,0.15840016305446625,0.14879372715950012,0.21426165103912354,0.21923662722110748,0.1459975689649582
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585934102535248,0.4185989499092102,0.733189046382904,0.2541177570819855,1.0,0.23309285938739777,0.23307405412197113,0.5696388483047485,0.733189046382904,0.20143137872219086,0.18125450611114502,0.22789213061332703,0.2309139519929886,0.1826142966747284
tropical,0.204971045255661,0.17290179431438446,0.18640398979187012,0.14307303726673126,0.1416725516319275,0.18640398979187012,0.13807116448879242,0.18125450611114502,0.3049871027469635,0.3879031240940094,0.18481527268886566,0.18640398979187012,0.3167080283164978,1.0,0.42390695214271545,0.23983746767044067,0.16629411280155182
rainforest,0.22127854824066162,0.2674187123775482,0.2571161389350891,0.21502262353897095,0.18492411077022552,0.2571161389350891,0.1846332550048828,0.22522282600402832,0.41840243339538574,0.477342426776886,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.46654731035232544,0.5190167427062988,0.664979100227356,0.1917492002248764
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20146653056144714,0.4322226941585541,0.6662389636039734,0.2569429874420166,0.5696388483047485,0.15590032935142517,0.2179255336523056,1.0,0.6662389636039734,0.12227833271026611,0.18481527268886566,0.2159966677427292,0.24136987328529358,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.24080884456634521,0.4739971458911896,1.0,0.3336862325668335,0.733189046382904,0.2565799951553345,0.2522439956665039,0.6662389636039734,1.0,0.260541707277298,0.18640398979187012,0.238019198179245,0.24134553968906403,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.147232323884964,0.2444595992565155,0.33604270219802856,0.12216810882091522,0.2828933000564575,0.14780659973621368,0.22318719327449799,0.3038199245929718,0.33604270219802856,0.22393567860126495,0.2181219458580017,0.16904385387897491,0.16128212213516235,0.17579582333564758
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26905909180641174,0.4464869201183319,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.17433692514896393,0.2223871648311615,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.22246183454990387,0.3246457576751709,0.2901519536972046,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.12390145659446716,0.39140474796295166,0.4223487675189972,0.30051055550575256,0.41827285289764404,0.15443067252635956,0.1754012405872345,0.4080928862094879,0.4223487675189972,0.21287250518798828,0.16087961196899414,0.21464689075946808,0.16664531826972961,0.2433311939239502
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.1766839623451233,0.3236706852912903,0.4207492768764496,0.25767290592193604,0.32280945777893066,0.13667967915534973,0.15628215670585632,0.2605783939361572,0.4207492768764496,0.16257908940315247,0.1396247297525406,0.17849962413311005,0.12886880338191986,0.19793890416622162
estimated,0.19670580327510834,0.23564131557941437,0.29184040427207947,0.8224406242370605,0.13000595569610596,0.29184040427207947,0.36823832988739014,0.30473583936691284,0.17479020357131958,0.2682102918624878,0.2508986294269562,0.29184040427207947,0.23130109906196594,0.19728314876556396,0.1459934413433075,0.1790696382522583,0.18149758875370026
390,-0.004997712559998035,-0.02600889652967453,-0.04787406697869301,-0.1275276392698288,-0.11070117354393005,-0.04787406697869301,-0.16804717481136322,-0.03995900973677635,0.006422408390790224,0.0330047644674778,0.03871656581759453,-0.04787406697869301,0.0032490515150129795,0.0016741944709792733,0.038248851895332336,0.10907234251499176,-0.01989002525806427
billion,0.262668639421463,0.16068704426288605,0.2162325382232666,0.46824824810028076,0.18087230622768402,0.2162325382232666,0.3692147135734558,0.19335569441318512,0.16705036163330078,0.19073855876922607,0.18475750088691711,0.2162325382232666,0.17508448660373688,0.21636903285980225,0.14214324951171875,0.12610271573066711,0.25791820883750916
individual,0.34021541476249695,0.21069909632205963,0.3706541955471039,0.17638327181339264,0.33574938774108887,0.3706541955471039,0.32749274373054504,0.3372420072555542,0.16678771376609802,0.23648928105831146,0.27755051851272583,0.3706541955471039,0.2123917043209076,0.15073885023593903,0.08482879400253296,0.11145912110805511,0.2058374285697937
trees,0.18814536929130554,0.2187608778476715,0.27618899941444397,0.2085319608449936,0.1989039033651352,0.27618899941444397,0.18114207684993744,0.241034597158432,0.7539247274398804,0.46833252906799316,0.21536459028720856,0.27618899941444397,0.2303711175918579,0.34822332859039307,0.3880787193775177,0.48738962411880493,0.11582431197166443
divided,0.2138991504907608,0.2042115330696106,0.34601110219955444,0.19366031885147095,0.1359763741493225,0.34601110219955444,0.18012236058712006,0.37450557947158813,0.1314755082130432,0.1852651834487915,0.29514673352241516,0.34601110219955444,0.12280678749084473,0.17557352781295776,0.12999911606311798,0.1230325996875763,0.10190024226903915
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.11377883702516556,0.231735959649086,0.39493247866630554,0.2708504796028137,0.32255905866622925,0.22473590075969696,0.16512593626976013,0.38021373748779297,0.39493247866630554,0.13842037320137024,0.17425380647182465,0.16776412725448608,0.14577706158161163,0.15662476420402527
"16,000",0.06033626198768616,0.1541195660829544,0.052542198449373245,-0.09269756823778152,0.20147155225276947,0.052542198449373245,0.053692832589149475,0.031820375472307205,-0.11300960183143616,-0.0863688588142395,0.058663260191679,0.052542198449373245,-0.0610855370759964,-0.03852852061390877,-6.940637103980407e-05,-0.09642042964696884,0.22946134209632874
species,0.14617158472537994,0.2673557698726654,0.2522439956665039,0.1956455409526825,0.18632523715496063,0.2522439956665039,0.19653964042663574,0.23307405412197113,0.37880218029022217,0.9999999403953552,0.2179255336523056,0.2522439956665039,0.2994495630264282,0.3879031240940094,0.18974553048610687,0.315697580575943,0.1957087516784668
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23314552009105682,0.4726039469242096,0.5934505462646484,0.24893930554389954,0.5352458953857422,0.19005756080150604,0.25772613286972046,0.5591574311256409,0.5934505462646484,0.262887567281723,0.24034054577350616,0.27168262004852295,0.2418428510427475,0.4130953550338745
