,what,unit,is,measured,to,determine,circuit,complexity,?
",",0.3087472915649414,0.22452907264232635,0.4691906273365021,0.21980631351470947,0.44245919585227966,0.2144405096769333,0.20939292013645172,0.27822354435920715,0.31091248989105225
the,0.42745697498321533,0.24230392277240753,0.5823672413825989,0.279002845287323,0.535392165184021,0.40889066457748413,0.25798067450523376,0.21171598136425018,0.22068053483963013
number,0.23046229779720306,0.22729580104351044,0.22390379011631012,0.2714139521121979,0.2706126868724823,0.3072812259197235,0.137950599193573,0.34258168935775757,0.19256845116615295
of,0.33290785551071167,0.26649972796440125,0.4854315221309662,0.26447921991348267,0.41548454761505127,0.3512130081653595,0.244392991065979,0.23338180780410767,0.1826142966747284
gates,0.12827859818935394,0.17590172588825226,0.17137309908866882,0.12458842247724533,0.21614286303520203,0.12535043060779572,0.24778804183006287,0.1873263716697693,0.1212976723909378
in,0.30808621644973755,0.21935637295246124,0.5394441485404968,0.23880761861801147,0.45010748505592346,0.28156906366348267,0.2132638841867447,0.20012179017066956,0.20430970191955566
a,0.3320399522781372,0.26746660470962524,0.658733606338501,0.274161696434021,0.45503583550453186,0.3650607168674469,0.22317275404930115,0.27206721901893616,0.23916715383529663
circuit,0.1518143117427826,0.19848187267780304,0.22126400470733643,0.19994191825389862,0.24521300196647644,0.2203759402036667,0.9999998807907104,0.24284988641738892,0.058349963277578354
(,0.2411840260028839,0.1777588576078415,0.35393038392066956,0.19702157378196716,0.30882009863853455,0.21235394477844238,0.16798833012580872,0.19830146431922913,0.40561532974243164
used,0.27546408772468567,0.275480717420578,0.3288823366165161,0.3536057472229004,0.40058770775794983,0.31329089403152466,0.13400369882583618,0.2618294954299927,0.22430120408535004
in,0.30808621644973755,0.21935637295246124,0.5394441485404968,0.23880761861801147,0.45010748505592346,0.28156906366348267,0.2132638841867447,0.20012179017066956,0.20430970191955566
circuit,0.1518143117427826,0.19848187267780304,0.22126400470733643,0.19994191825389862,0.24521300196647644,0.2203759402036667,0.9999998807907104,0.24284988641738892,0.058349963277578354
complexity,0.33747240900993347,0.22425732016563416,0.2541271150112152,0.3115607500076294,0.28336837887763977,0.3504055142402649,0.24284988641738892,1.0,0.23062916100025177
),0.26259949803352356,0.2031766027212143,0.37732169032096863,0.18266436457633972,0.31236231327056885,0.19434958696365356,0.16034580767154694,0.21122688055038452,0.42300865054130554
and,0.31309178471565247,0.19952000677585602,0.3859752118587494,0.19594891369342804,0.48971283435821533,0.2686745524406433,0.19958695769309998,0.2520415782928467,0.20544172823429108
the,0.42745697498321533,0.24230392277240753,0.5823672413825989,0.279002845287323,0.535392165184021,0.40889066457748413,0.25798067450523376,0.21171598136425018,0.22068053483963013
number,0.23046229779720306,0.22729580104351044,0.22390379011631012,0.2714139521121979,0.2706126868724823,0.3072812259197235,0.137950599193573,0.34258168935775757,0.19256845116615295
of,0.33290785551071167,0.26649972796440125,0.4854315221309662,0.26447921991348267,0.41548454761505127,0.3512130081653595,0.244392991065979,0.23338180780410767,0.1826142966747284
processors,0.2939395308494568,0.3101697266101837,0.19757984578609467,0.2534541189670563,0.251891165971756,0.2847885489463806,0.26003533601760864,0.44020316004753113,0.219353586435318
(,0.2411840260028839,0.1777588576078415,0.35393038392066956,0.19702157378196716,0.30882009863853455,0.21235394477844238,0.16798833012580872,0.19830146431922913,0.40561532974243164
used,0.27546408772468567,0.275480717420578,0.3288823366165161,0.3536057472229004,0.40058770775794983,0.31329089403152466,0.13400369882583618,0.2618294954299927,0.22430120408535004
in,0.30808621644973755,0.21935637295246124,0.5394441485404968,0.23880761861801147,0.45010748505592346,0.28156906366348267,0.2132638841867447,0.20012179017066956,0.20430970191955566
parallel,0.23414644598960876,0.21742257475852966,0.17405718564987183,0.28893786668777466,0.23975737392902374,0.20866866409778595,0.29457205533981323,0.32829511165618896,0.13566309213638306
computing,0.22399358451366425,0.27189719676971436,0.22068741917610168,0.2649271786212921,0.24152100086212158,0.3074404001235962,0.1869722455739975,0.4770074784755707,0.1869615614414215
),0.26259949803352356,0.2031766027212143,0.37732169032096863,0.18266436457633972,0.31236231327056885,0.19434958696365356,0.16034580767154694,0.21122688055038452,0.42300865054130554
.,0.3567904531955719,0.2251177579164505,0.4569662809371948,0.2646089792251587,0.4645031690597534,0.323413223028183,0.22477245330810547,0.21340465545654297,0.4130953550338745
