,what,is,the,saxon,garden,in,polish,?
period,0.24507179856300354,0.1838376820087433,0.3125074505805969,0.2013394683599472,0.21449722349643707,0.23051127791404724,0.1628054529428482,0.18706195056438446
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18075740337371826,0.2712799608707428,0.5201468467712402,0.2655222415924072,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.26529496908187866,0.23359008133411407,0.6662389636039734,0.17708231508731842,0.22068053483963013
theatre,0.12211663275957108,0.17514966428279877,0.25594043731689453,0.13968557119369507,0.2483109086751938,0.26776230335235596,0.2685227692127228,0.1159285232424736
complex,0.2605343163013458,0.2723233699798584,0.25326284766197205,0.06468786299228668,0.1645658314228058,0.26918336749076843,0.126405730843544,0.17752902209758759
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.2235150784254074,0.22581268846988678,0.5073733329772949,0.1757330447435379,0.21848613023757935
included,0.2288810908794403,0.23363345861434937,0.3825419843196869,0.15026189386844635,0.11600806564092636,0.32433560490608215,0.14361676573753357,0.14385655522346497
momus,0.2592058479785919,0.23148085176944733,0.26761189103126526,0.20769718289375305,0.29764431715011597,0.18749500811100006,0.13397197425365448,0.23615162074565887
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18075740337371826,0.2712799608707428,0.5201468467712402,0.2655222415924072,0.31091248989105225
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.19327090680599213,0.1302855908870697,0.22642600536346436,0.6311136484146118,0.09769917279481888
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.04713846743106842,0.005806881468743086,-0.037580832839012146,0.047667719423770905,-0.023395681753754616
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.14593501389026642,0.19517093896865845,0.4127444326877594,0.1414358913898468,0.18701928853988647
literary,0.154927596449852,0.18507975339889526,0.20471718907356262,0.17671075463294983,0.16824154555797577,0.20486970245838165,0.2296084761619568,0.14493726193904877
cabaret,0.16180627048015594,0.20660507678985596,0.21999342739582062,0.15963003039360046,0.2373327612876892,0.28513452410697937,0.1381601244211197,0.15239831805229187
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18075740337371826,0.2712799608707428,0.5201468467712402,0.2655222415924072,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2217492312192917,0.2236175239086151,0.4954058527946472,0.2486540973186493,0.20544172823429108
leon,0.18487244844436646,0.11117735505104065,0.14508309960365295,0.005333133041858673,0.12452301383018494,0.14305904507637024,0.1996990591287613,0.1691356748342514
schiller,0.2178276777267456,0.19851423799991608,0.27807119488716125,0.2076973021030426,0.19187301397323608,0.21932221949100494,0.32088831067085266,0.1644025593996048
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.04713846743106842,0.005806881468743086,-0.037580832839012146,0.047667719423770905,-0.023395681753754616
musical,0.22908931970596313,0.163146510720253,0.2295164167881012,0.22377954423427582,0.1382882297039032,0.21993057429790497,0.14183521270751953,0.187048077583313
theatre,0.12211663275957108,0.17514966428279877,0.25594043731689453,0.13968557119369507,0.2483109086751938,0.26776230335235596,0.2685227692127228,0.1159285232424736
melodram,0.20833279192447662,0.24551868438720703,0.16549666225910187,0.19083154201507568,0.15141654014587402,0.2152995765209198,0.22015216946601868,0.15151634812355042
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.17320390045642853,0.231033593416214,0.5591574311256409,0.23422029614448547,0.4130953550338745
