,when,did,the,so,called,gentlemen,'s,agreement,between,sadat,and,the,islamists,break,down,?
before,0.5650408267974854,0.33642593026161194,0.45900648832321167,0.3897486925125122,0.2523232400417328,0.19323378801345825,-0.01158253662288189,0.2051573097705841,0.25077521800994873,0.27985626459121704,0.3518902659416199,0.45900648832321167,0.21529291570186615,0.28706204891204834,0.28973281383514404,0.2507109045982361
islamists,0.2116072028875351,0.27991756796836853,0.2982981204986572,0.2822977602481842,0.24794983863830566,0.19316977262496948,0.018581682816147804,0.2417900115251541,0.1637163609266281,0.4798591136932373,0.24194714426994324,0.2982981204986572,1.0000001192092896,0.24523480236530304,0.23661071062088013,0.17165705561637878
came,0.2824265956878662,0.4016856253147125,0.39390382170677185,0.289438933134079,0.3242399990558624,0.23964115977287292,0.03627123311161995,0.23784340918064117,0.21195600926876068,0.1570926010608673,0.3049735128879547,0.39390382170677185,0.24308986961841583,0.2222093790769577,0.235621377825737,0.1739392727613449
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.5091881155967712,0.2987143397331238,0.2518925964832306,0.03782717138528824,0.2757699489593506,0.3639189600944519,0.16968092322349548,0.48971283435821533,0.535392165184021,0.28735893964767456,0.32659798860549927,0.33130598068237305,0.29463258385658264
completely,0.4134748578071594,0.2934423089027405,0.342624306678772,0.465419203042984,0.2135731726884842,0.15324369072914124,0.07467102259397507,0.20298756659030914,0.2029278427362442,0.08837556093931198,0.3380265533924103,0.342624306678772,0.21342751383781433,0.3083634674549103,0.21865583956241608,0.17155995965003967
dominate,0.24080221354961395,0.15808933973312378,0.3102695643901825,0.280806303024292,0.2310306429862976,0.1802917867898941,0.034635644406080246,0.20875196158885956,0.2346869707107544,0.07307808846235275,0.29325994849205017,0.3102695643901825,0.26761093735694885,0.264883816242218,0.24168527126312256,0.11002932488918304
university,0.20851898193359375,0.15114416182041168,0.263973206281662,0.13680213689804077,0.22025726735591888,0.09120576828718185,-0.007441582623869181,0.1595984548330307,0.15781806409358978,0.19007843732833862,0.2665814459323883,0.263973206281662,0.183798149228096,0.03644775599241257,0.09429237246513367,0.11887256056070328
student,0.2584058940410614,0.17656166851520538,0.21259291470050812,0.2024213969707489,0.1596006602048874,0.14202110469341278,0.018150636926293373,0.08711008727550507,0.09343362599611282,0.24381238222122192,0.2391568422317505,0.21259291470050812,0.2223542481660843,0.12828852236270905,0.10879610478878021,0.13282090425491333
unions,0.2039862722158432,0.2554180920124054,0.2158300280570984,0.26421046257019043,0.20018768310546875,0.2348933219909668,0.09658216685056686,0.3156019449234009,0.24558936059474945,0.22163331508636475,0.3006387948989868,0.2158300280570984,0.42154020071029663,0.1895001381635666,0.12075036019086838,0.1424994021654129
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.45412498712539673,0.300344854593277,0.1941598802804947,-0.003708066651597619,0.20123955607414246,0.30295518040657043,0.2527462840080261,0.588965117931366,0.5934505462646484,0.22075964510440826,0.2548918128013611,0.2362249493598938,0.4130953550338745
