,what,are,the,wave-particles,called,that,mediate,all,electromagnetic,phenomena,?
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.19552215933799744,0.273923397064209,0.23478686809539795,0.17338840663433075,0.283302903175354,0.15718808770179749,0.16375218331813812,0.42300865054130554
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2554030418395996,0.26549121737480164,0.4137537479400635,0.2508208453655243,0.425624817609787,0.2182805985212326,0.22212588787078857,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.38020211458206177,0.5573342442512512,0.6894589066505432,0.30819278955459595,0.50777268409729,0.30009162425994873,0.3190241754055023,0.25814583897590637
fully,0.3561125099658966,0.2984277009963989,0.2750830352306366,0.2560689151287079,0.15797480940818787,0.425624281167984,0.21726758778095245,0.3412884473800659,0.2108812779188156,0.18564431369304657,0.2089291661977768
describes,0.28796884417533875,0.21386365592479706,0.30593109130859375,0.2730826735496521,0.3953813910484314,0.3241453468799591,0.20002344250679016,0.142792209982872,0.24580822885036469,0.36011651158332825,0.13134142756462097
all,0.41981086134910583,0.5343062281608582,0.4860881567001343,0.3042036294937134,0.2586316168308258,0.53305584192276,0.2829201817512512,1.0000001192092896,0.22831204533576965,0.20717298984527588,0.29575422406196594
electromagnetic,0.263467937707901,0.2411419302225113,0.22307927906513214,0.6737439036369324,0.17786213755607605,0.3105611503124237,0.20418721437454224,0.22831204533576965,0.9999999403953552,0.46690481901168823,0.16735313832759857
phenomena,0.29837703704833984,0.2765946090221405,0.20159238576889038,0.44347378611564636,0.22571228444576263,0.3643328845500946,0.2436148077249527,0.20717298984527588,0.46690481901168823,0.9999999403953552,0.21085940301418304
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.24689975380897522,0.2827680706977844,0.4735107421875,0.2624255120754242,0.33195313811302185,0.23101453483104706,0.26951467990875244,0.27043893933296204
being,0.3760843276977539,0.4656608998775482,0.419739305973053,0.28333812952041626,0.2137337476015091,0.46201252937316895,0.17083846032619476,0.3770711123943329,0.18197400867938995,0.2511024475097656,0.26743772625923157
mediated,0.21499434113502502,0.2111738920211792,0.3193671405315399,0.25663480162620544,0.23154474794864655,0.32150697708129883,0.8080374002456665,0.21984298527240753,0.24076354503631592,0.2578926384449005,0.14700691401958466
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.23216179013252258,0.3092815577983856,0.37496164441108704,0.15301690995693207,0.2944089472293854,0.21074429154396057,0.1395256668329239,0.17966607213020325
wave–particles,0.3240538537502289,0.3368712067604065,0.2623994052410126,0.9944695830345154,0.2668290436267853,0.3878915309906006,0.24134047329425812,0.3102283775806427,0.6745455861091614,0.4639677107334137,0.29774874448776245
known,0.20381177961826324,0.26720109581947327,0.3624623417854309,0.2017291635274887,0.4469456970691681,0.20813259482383728,0.12616850435733795,0.13808979094028473,0.14485780894756317,0.22804230451583862,0.18314571678638458
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.24689975380897522,0.2827680706977844,0.4735107421875,0.2624255120754242,0.33195313811302185,0.23101453483104706,0.26951467990875244,0.27043893933296204
photons,0.2717868685722351,0.24209018051624298,0.2236444056034088,0.7466256022453308,0.176784947514534,0.29526787996292114,0.23545776307582855,0.2216499149799347,0.6692999601364136,0.4053691029548645,0.15445546805858612
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.28159067034721375,0.300344854593277,0.4460422694683075,0.23978658020496368,0.43406882882118225,0.2283685803413391,0.2011886090040207,0.4130953550338745
