,what,happens,to,reactive,oxygen,species,signals,since,they,do,n't,leave,the,chloroplast,?
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.2156391739845276,0.21812842786312103,0.2223871648311615,0.18197466433048248,0.3991432189941406,0.390799880027771,0.3283645510673523,0.11016341298818588,0.2779998779296875,0.4933079481124878,0.20078974962234497,0.31091248989105225
so,0.539469838142395,0.38788628578186035,0.5091881155967712,0.30170324444770813,0.3034515082836151,0.2310808151960373,0.2637659013271332,0.3703874945640564,0.5883795619010925,0.4966239333152771,-0.1761741191148758,0.4017041027545929,0.4296516180038452,0.30243945121765137,0.43163934350013733
they,0.4431931674480438,0.34161168336868286,0.5452046394348145,0.29653796553611755,0.2903599143028259,0.3024079203605652,0.28183192014694214,0.3878477215766907,0.9999999403953552,0.4667694866657257,-0.1964540183544159,0.33881306648254395,0.49925389885902405,0.3308967053890228,0.2753053903579712
probably,0.476871132850647,0.2160310447216034,0.37552741169929504,0.17117196321487427,0.21567562222480774,0.2825202941894531,0.12809276580810547,0.32100608944892883,0.37785103917121887,0.27862948179244995,-0.041496921330690384,0.2031162977218628,0.3722526729106903,0.2527500092983246,0.3524723947048187
do,0.4609605669975281,0.34373533725738525,0.38876664638519287,0.27949246764183044,0.22088919579982758,0.20613440871238708,0.2347153276205063,0.21944737434387207,0.4667694866657257,1.0,-0.08343347162008286,0.37066957354545593,0.30239659547805786,0.2310386300086975,0.4093979299068451
n't,-0.07036374509334564,-0.02734070084989071,-0.14541994035243988,0.039796944707632065,0.020351029932498932,-0.0424041785299778,-0.08044659346342087,-0.023100471124053,-0.1964540183544159,-0.08343347162008286,1.0,-0.08972349017858505,-0.11449059844017029,-0.03544950857758522,0.07068326324224472
leave,0.3595171868801117,0.28061753511428833,0.408642441034317,0.18338459730148315,0.14380726218223572,0.10371275246143341,0.14081434905529022,0.1796945333480835,0.33881306648254395,0.37066957354545593,-0.08972349017858505,1.0,0.32171857357025146,0.10244560241699219,0.23890845477581024
the,0.42745697498321533,0.32930514216423035,0.535392165184021,0.16592693328857422,0.20428593456745148,0.2522439956665039,0.28817644715309143,0.4054957628250122,0.49925389885902405,0.30239659547805786,-0.11449059844017029,0.32171857357025146,1.0,0.21317854523658752,0.22068053483963013
chloroplast,0.23505516350269318,0.23770885169506073,0.22531428933143616,0.5096955895423889,0.531221330165863,0.41470786929130554,0.3350883722305298,0.18957437574863434,0.3308967053890228,0.2310386300086975,-0.03544950857758522,0.10244560241699219,0.21317854523658752,1.0000001192092896,0.12532055377960205
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.2156391739845276,0.21812842786312103,0.2223871648311615,0.18197466433048248,0.3991432189941406,0.390799880027771,0.3283645510673523,0.11016341298818588,0.2779998779296875,0.4933079481124878,0.20078974962234497,0.31091248989105225
but,0.5029441118240356,0.32392460107803345,0.5542377829551697,0.286851704120636,0.262522429227829,0.2603965997695923,0.21154431998729706,0.44559645652770996,0.5579894781112671,0.4077886939048767,-0.1485797017812729,0.3632035553455353,0.4859698414802551,0.2618119418621063,0.27921953797340393
instead,0.4104403555393219,0.2855912148952484,0.457004189491272,0.25246793031692505,0.24622170627117157,0.15771739184856415,0.24035169184207916,0.20721487700939178,0.3707234859466553,0.36403313279151917,-0.14735299348831177,0.3400220274925232,0.3940567970275879,0.2325909435749054,0.2942638397216797
pass,0.24105259776115417,0.22925816476345062,0.28446894884109497,0.12397213280200958,0.1281323879957199,0.08555388450622559,0.23538461327552795,0.14779645204544067,0.2680826485157013,0.20652662217617035,-0.04664204642176628,0.20699363946914673,0.25961899757385254,0.12586557865142822,0.09478675574064255
on,0.34226128458976746,0.2789331078529358,0.41031414270401,0.1327158361673355,0.2008662223815918,0.17463403940200806,0.22392448782920837,0.32446393370628357,0.31295230984687805,0.3025321364402771,0.023764533922076225,0.23102210462093353,0.5107308030128479,0.13860121369361877,0.2714994251728058
their,0.35142919421195984,0.2833726406097412,0.44619059562683105,0.18167898058891296,0.2067125290632248,0.23901094496250153,0.26617830991744995,0.2668287754058838,0.7104025483131409,0.35424983501434326,-0.18087446689605713,0.31126633286476135,0.516537070274353,0.25170472264289856,0.1898253709077835
signal,0.22636008262634277,0.3022594153881073,0.24848297238349915,0.28450044989585876,0.2630099058151245,0.21313169598579407,0.852288007736206,0.1250738948583603,0.198643758893013,0.20346026122570038,-0.0932096540927887,0.1486804485321045,0.25718533992767334,0.26681962609291077,0.1212705597281456
to,0.455847829580307,0.25381678342819214,1.0,0.23919129371643066,0.24193501472473145,0.2193736732006073,0.28668031096458435,0.3733763098716736,0.5452046394348145,0.38876664638519287,-0.14541994035243988,0.408642441034317,0.535392165184021,0.22531428933143616,0.29463258385658264
an,0.2821882665157318,0.2509342133998871,0.3138085603713989,0.24337391555309296,0.20976382493972778,0.15628215670585632,0.22799569368362427,0.19151140749454498,0.2435421496629715,0.25865980982780457,0.07694102823734283,0.18189917504787445,0.4207492768764496,0.15494126081466675,0.19793890416622162
unknown,0.2441980093717575,0.19383062422275543,0.2203521579504013,0.177724689245224,0.12827925384044647,0.19510862231254578,0.1484718769788742,0.2130168080329895,0.1869329810142517,0.13629427552223206,0.08302909135818481,0.1844448745250702,0.23777544498443604,0.21469828486442566,0.22083927690982819
second,0.19948028028011322,0.1512032151222229,0.3098561465740204,0.12982292473316193,0.1368016004562378,0.09122595191001892,0.15235064923763275,0.2927606999874115,0.267507940530777,0.15643955767154694,-0.006685218773782253,0.18827633559703827,0.4620301127433777,0.18301470577716827,0.17239587008953094
messenger,0.23927366733551025,0.12652909755706787,0.2869483232498169,0.225655198097229,0.24074046313762665,0.15843617916107178,0.3309174180030823,0.1068362146615982,0.24344868957996368,0.17426848411560059,0.041063860058784485,0.1837102174758911,0.2849069833755493,0.2889083921909332,0.14740361273288727
molecule,0.22070930898189545,0.2833567261695862,0.2560041546821594,0.5330199003219604,0.5005955100059509,0.3419190049171448,0.3507664203643799,0.15776817500591278,0.26559892296791077,0.17363746464252472,-0.02313607931137085,0.10932113975286484,0.24164284765720367,0.6219098567962646,0.15761622786521912
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.29787561297416687,0.2554275095462799,0.25772613286972046,0.1770751029253006,0.431787371635437,0.4510921239852905,0.3613996207714081,0.01884327083826065,0.30909571051597595,0.5934505462646484,0.2371024191379547,0.4130953550338745
