,what,is,the,name,of,the,supposition,that,there,are,infinite,pairs,of,primes,whose,difference,is,2,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2237488031387329,0.2264307141304016,0.22351126372814178,0.23263892531394958,0.18648503720760345,0.17652025818824768,0.35032153129577637,0.210494726896286,0.2345174252986908,0.2707606554031372,0.35393038392066956,-0.012299480848014355,0.40561532974243164
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.4358087480068207,1.0,0.6006520986557007,0.45265161991119385,0.3017810881137848,0.24004410207271576,0.41498205065727234,0.30276167392730713,0.3740115463733673,0.40625134110450745,0.3995479643344879,-0.04901214689016342,0.32716336846351624
every,0.30284011363983154,0.3428492546081543,0.4023689329624176,0.1540657877922058,0.3414052724838257,0.4023689329624176,0.25703033804893494,0.4773697257041931,0.35443365573883057,0.3086106479167938,0.21858471632003784,0.26446962356567383,0.3414052724838257,0.21308013796806335,0.2621476352214813,0.28584861755371094,0.3428492546081543,-0.03784062713384628,0.24066033959388733
even,0.40872135758399963,0.28202980756759644,0.37996912002563477,0.19008907675743103,0.34735506772994995,0.37996912002563477,0.28235921263694763,0.5503504276275635,0.4061640799045563,0.43312960863113403,0.2972376346588135,0.214652419090271,0.34735506772994995,0.2890140116214752,0.3288315236568451,0.3755340874195099,0.28202980756759644,-0.03395697474479675,0.30082517862319946
integer,0.23293888568878174,0.2086324691772461,0.14182277023792267,0.14683988690376282,0.158325657248497,0.14182277023792267,0.24690763652324677,0.26981496810913086,0.2316814512014389,0.25369736552238464,0.545500636100769,0.2683256268501282,0.158325657248497,0.5403520464897156,0.18217182159423828,0.27746933698654175,0.2086324691772461,-0.01789299212396145,0.2503974437713623
greater,0.1946859508752823,0.21338969469070435,0.2814446687698364,0.11110681295394897,0.34470728039741516,0.2814446687698364,0.142909437417984,0.2520751655101776,0.23510071635246277,0.19981995224952698,0.19992642104625702,0.05094650760293007,0.34470728039741516,0.19917280972003937,0.11727604269981384,0.264888197183609,0.21338969469070435,-0.03809231519699097,0.09723397344350815
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.13796374201774597,0.33036211133003235,0.3227543234825134,0.25633859634399414,0.4891277849674225,0.4433900713920593,0.39206281304359436,0.1861686259508133,0.17122136056423187,0.33036211133003235,0.28400641679763794,0.25180259346961975,0.33451396226882935,0.2839990258216858,-0.04757285863161087,0.24917294085025787
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.0185689777135849,-0.013777675107121468,-0.019434669986367226,0.0600849986076355,-0.04901214689016342,-0.02594512142241001,-0.028399748727679253,0.03736424073576927,0.012642499059438705,-0.013777675107121468,0.014338861219584942,-0.07999265193939209,-0.07576251029968262,-0.07940074801445007,0.9999998807907104,0.001977203879505396
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1310177892446518,0.2603091299533844,0.312528520822525,0.3402981162071228,0.4522190988063812,0.36423051357269287,0.5408529043197632,0.24476537108421326,0.263097882270813,0.2603091299533844,0.2540391981601715,0.18723824620246887,0.3837621808052063,0.44256699085235596,0.01035431306809187,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.3518981337547302,0.6036020517349243,0.41019052267074585,0.5556803941726685,0.255769819021225,0.24788609147071838,0.33904364705085754,0.24869440495967865,0.26299139857292175,0.30691781640052795,0.4819129705429077,0.02104739472270012,0.3324260413646698
expressed,0.20227427780628204,0.18876376748085022,0.25207287073135376,0.09806251525878906,0.2687252461910248,0.25207287073135376,0.32835644483566284,0.3005213737487793,0.21462999284267426,0.19505958259105682,0.2981029748916626,0.1966182440519333,0.2687252461910248,0.2393392026424408,0.2625911831855774,0.3496221899986267,0.18876376748085022,-0.045494869351387024,0.17175263166427612
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.3040417730808258,0.4735107421875,0.33535557985305786,0.3826591968536377,0.19272534549236298,0.1707509309053421,0.3886612355709076,0.23833559453487396,0.3202406167984009,0.1895521879196167,0.43216490745544434,-0.038299113512039185,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3880316913127899,0.5473989248275757,0.47025805711746216,0.40399202704429626,0.17816448211669922,0.19104152917861938,0.733189046382904,0.22359657287597656,0.38253846764564514,0.3050459623336792,0.5823672413825989,-0.019434669986367226,0.22068053483963013
sum,0.2714475691318512,0.22143769264221191,0.1759771853685379,0.06430552899837494,0.22365950047969818,0.1759771853685379,0.29177406430244446,0.3294830620288849,0.2216535359621048,0.22560006380081177,0.4134742021560669,0.2422085851430893,0.22365950047969818,0.3634170889854431,0.18736734986305237,0.30206629633903503,0.22143769264221191,-0.07089316844940186,0.1473705917596817
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3422314524650574,0.41498205065727234,0.44397735595703125,0.39081433415412903,0.2322143018245697,0.14035318791866302,1.0,0.22199293971061707,0.37058958411216736,0.28326788544654846,0.4854315221309662,-0.013777675107121468,0.1826142966747284
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.18348293006420135,0.37726253271102905,0.43858039379119873,0.28306877613067627,0.3858162462711334,0.40416133403778076,0.46276170015335083,0.23609396815299988,0.38478177785873413,0.37726253271102905,0.2600075304508209,0.292228102684021,0.31798091530799866,0.2315155267715454,0.061530034989118576,0.19645625352859497
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.22359657287597656,0.2990061640739441,0.30276167392730713,0.2533605694770813,0.2606703042984009,0.43643665313720703,0.2949044406414032,0.22199293971061707,1.0,0.13648207485675812,0.3030249774456024,0.2382466346025467,0.014338861219584942,0.18851876258850098
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.24482321739196777,0.23478686809539795,0.24042794108390808,0.2373749315738678,0.18880923092365265,0.16432486474514008,0.3680361211299896,0.20394806563854218,0.24064770340919495,0.27789604663848877,0.37732169032096863,-0.04114554822444916,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24216924607753754,0.4137537479400635,0.4587128460407257,0.4062570035457611,0.1824384480714798,0.19049978256225586,0.4946078956127167,0.29003697633743286,0.25601375102996826,0.28046315908432007,0.4691906273365021,-0.08638399094343185,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.30594566464424133,0.4731321930885315,0.4242868423461914,0.48576638102531433,0.16446223855018616,0.18935273587703705,0.5116966962814331,0.24551862478256226,0.3339773118495941,0.28462520241737366,0.3859752118587494,-0.0926629975438118,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3880316913127899,0.5473989248275757,0.47025805711746216,0.40399202704429626,0.17816448211669922,0.19104152917861938,0.733189046382904,0.22359657287597656,0.38253846764564514,0.3050459623336792,0.5823672413825989,-0.019434669986367226,0.22068053483963013
twin,0.07402893155813217,0.18512579798698425,0.15579135715961456,0.17804989218711853,0.1680169254541397,0.15579135715961456,0.09945793449878693,0.11037977039813995,0.19546779990196228,0.1695997416973114,0.0845489650964737,0.17439618706703186,0.1680169254541397,0.2879462242126465,0.20104369521141052,0.17313960194587708,0.18512579798698425,-0.0443255715072155,0.12249694019556046
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.2541818916797638,0.18163643777370453,0.14719140529632568,0.12279369682073593,0.2580501139163971,0.10161861777305603,0.23935265839099884,0.7104739546775818,0.10853634029626846,0.1659717857837677,0.16680827736854553,0.058812014758586884,0.11276303976774216
conjecture,0.2976536452770233,0.29003211855888367,0.19382554292678833,0.1831604391336441,0.21028703451156616,0.19382554292678833,0.3701026141643524,0.33185112476348877,0.20588640868663788,0.2357640564441681,0.48927298188209534,0.21901530027389526,0.21028703451156616,0.5185601711273193,0.15881399810314178,0.30815818905830383,0.29003211855888367,0.002628542250022292,0.23591084778308868
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2237488031387329,0.2264307141304016,0.22351126372814178,0.23263892531394958,0.18648503720760345,0.17652025818824768,0.35032153129577637,0.210494726896286,0.2345174252986908,0.2707606554031372,0.35393038392066956,-0.012299480848014355,0.40561532974243164
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.4358087480068207,1.0,0.6006520986557007,0.45265161991119385,0.3017810881137848,0.24004410207271576,0.41498205065727234,0.30276167392730713,0.3740115463733673,0.40625134110450745,0.3995479643344879,-0.04901214689016342,0.32716336846351624
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1687372922897339,0.44397735595703125,0.47025805711746216,0.25235337018966675,0.6006520986557007,1.0,0.5433560013771057,0.2816348969936371,0.21009163558483124,0.44397735595703125,0.2533605694770813,0.22558234632015228,0.3589757978916168,0.3904260993003845,-0.02594512142241001,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.2844686806201935,0.45265161991119385,0.5433560013771057,1.0,0.16370852291584015,0.3051724135875702,0.39081433415412903,0.2606703042984009,0.2854825556278229,0.3477291762828827,0.5330929756164551,-0.028399748727679253,0.24591213464736938
infinitely,0.3249160349369049,0.21537445485591888,0.22954502701759338,0.11221421509981155,0.22627422213554382,0.22954502701759338,0.2873331904411316,0.41766390204429626,0.3415220081806183,0.2672266960144043,0.8680528402328491,0.22501201927661896,0.22627422213554382,0.38976576924324036,0.18495559692382812,0.22828921675682068,0.21537445485591888,0.05394313856959343,0.3284112513065338
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.2615402936935425,0.5391656160354614,0.4993700683116913,0.5655534863471985,0.19729553163051605,0.1677653193473816,0.37253960967063904,0.2377949059009552,0.340341180562973,0.28380265831947327,0.2649032473564148,-0.06294522434473038,0.2124512493610382
pairs,0.1697886735200882,0.1598605364561081,0.19104152917861938,0.021302644163370132,0.14035318791866302,0.19104152917861938,0.24073153734207153,0.24004410207271576,0.21009163558483124,0.3051724135875702,0.21773584187030792,1.0,0.14035318791866302,0.2949044406414032,0.15047214925289154,0.2538115680217743,0.1598605364561081,0.012642499059438705,0.1550348997116089
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3422314524650574,0.41498205065727234,0.44397735595703125,0.39081433415412903,0.2322143018245697,0.14035318791866302,1.0,0.22199293971061707,0.37058958411216736,0.28326788544654846,0.4854315221309662,-0.013777675107121468,0.1826142966747284
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.22359657287597656,0.2990061640739441,0.30276167392730713,0.2533605694770813,0.2606703042984009,0.43643665313720703,0.2949044406414032,0.22199293971061707,1.0,0.13648207485675812,0.3030249774456024,0.2382466346025467,0.014338861219584942,0.18851876258850098
whose,0.22831642627716064,0.26491984724998474,0.38253846764564514,0.2720237076282501,0.37058958411216736,0.38253846764564514,0.21941633522510529,0.3740115463733673,0.22558234632015228,0.2854825556278229,0.15603004395961761,0.15047214925289154,0.37058958411216736,0.13648207485675812,1.0,0.16316737234592438,0.26491984724998474,-0.07999265193939209,0.16990536451339722
difference,0.4114832878112793,0.32414332032203674,0.3050459623336792,0.17193292081356049,0.28326788544654846,0.3050459623336792,0.4044061303138733,0.40625134110450745,0.3589757978916168,0.3477291762828827,0.24292482435703278,0.2538115680217743,0.28326788544654846,0.3030249774456024,0.16316737234592438,1.0,0.32414332032203674,-0.07576251029968262,0.2842230200767517
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.32567769289016724,0.3995479643344879,0.3904260993003845,0.5330929756164551,0.179602712392807,0.1598605364561081,0.4854315221309662,0.2382466346025467,0.26491984724998474,0.32414332032203674,1.0,-0.07940074801445007,0.22961433231830597
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.0185689777135849,-0.013777675107121468,-0.019434669986367226,0.0600849986076355,-0.04901214689016342,-0.02594512142241001,-0.028399748727679253,0.03736424073576927,0.012642499059438705,-0.013777675107121468,0.014338861219584942,-0.07999265193939209,-0.07576251029968262,-0.07940074801445007,0.9999998807907104,0.001977203879505396
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.24482321739196777,0.23478686809539795,0.24042794108390808,0.2373749315738678,0.18880923092365265,0.16432486474514008,0.3680361211299896,0.20394806563854218,0.24064770340919495,0.27789604663848877,0.37732169032096863,-0.04114554822444916,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.28924229741096497,0.4460422694683075,0.43897318840026855,0.3452940285205841,0.14890168607234955,0.2539881765842438,0.5352458953857422,0.2564551830291748,0.2718997597694397,0.2840389013290405,0.4569662809371948,-0.037111926823854446,0.4130953550338745
