,what,elements,from,the,rift,system,in,the,alpine,orogeny,in,southwest,germany,?
graben,0.12957321107387543,0.07726467400789261,0.19318386912345886,0.25892695784568787,0.1816164255142212,0.15776067972183228,0.25178003311157227,0.25892695784568787,0.23137015104293823,0.10725908726453781,0.25178003311157227,0.20060472190380096,0.3917466700077057,0.21599915623664856
",",0.3087472915649414,0.2555456757545471,0.39760664105415344,0.4933079481124878,0.214783176779747,0.18439900875091553,0.5201468467712402,0.4933079481124878,0.23049885034561157,0.24837057292461395,0.5201468467712402,0.2651968002319336,0.2898865044116974,0.31091248989105225
in,0.30808621644973755,0.18130259215831757,0.4274188280105591,0.6662389636039734,0.18964281678199768,0.21978288888931274,1.0,0.6662389636039734,0.26708051562309265,0.2502102553844452,1.0,0.3074305057525635,0.3642844259738922,0.20430970191955566
southwest,0.17507365345954895,0.1325100213289261,0.21539457142353058,0.2974209487438202,0.34276100993156433,0.1529550701379776,0.3074305057525635,0.2974209487438202,0.16927306354045868,0.29880571365356445,0.3074305057525635,1.0,0.23062832653522491,0.11322080343961716
germany,0.21690446138381958,0.11599020659923553,0.18705032765865326,0.3181285262107849,0.2028360366821289,0.13520540297031403,0.3642844259738922,0.3181285262107849,0.1562781184911728,0.15183934569358826,0.3642844259738922,0.23062832653522491,1.0,0.1388660967350006
and,0.31309178471565247,0.2731180787086487,0.3601827025413513,0.5171257257461548,0.24635614454746246,0.231138214468956,0.4954058527946472,0.5171257257461548,0.1990346759557724,0.26207828521728516,0.4954058527946472,0.21492519974708557,0.29381805658340454,0.20544172823429108
eastern,0.2263268083333969,0.16269147396087646,0.2597717344760895,0.3928247392177582,0.35011187195777893,0.16729594767093658,0.3306356370449066,0.3928247392177582,0.1901887208223343,0.31828635931015015,0.3306356370449066,0.4709477722644806,0.21061210334300995,0.20060817897319794
france,0.17793065309524536,0.12419786304235458,0.20540620386600494,0.35517507791519165,0.2046308070421219,0.13816013932228088,0.3812309503555298,0.35517507791519165,0.21213005483150482,0.153458833694458,0.3812309503555298,0.2908748984336853,0.5017704367637634,0.15069349110126495
and,0.31309178471565247,0.2731180787086487,0.3601827025413513,0.5171257257461548,0.24635614454746246,0.231138214468956,0.4954058527946472,0.5171257257461548,0.1990346759557724,0.26207828521728516,0.4954058527946472,0.21492519974708557,0.29381805658340454,0.20544172823429108
the,0.42745697498321533,0.22297804057598114,0.40150508284568787,1.0,0.31054243445396423,0.3233085572719574,0.6662389636039734,1.0,0.25914666056632996,0.31707653403282166,0.6662389636039734,0.2974209487438202,0.3181285262107849,0.22068053483963013
lower,0.20079238712787628,0.14361348748207092,0.2286408692598343,0.3463275134563446,0.18810659646987915,0.21685558557510376,0.27455443143844604,0.3463275134563446,0.20444080233573914,0.2766282260417938,0.27455443143844604,0.17765802145004272,0.2728734016418457,0.08471795171499252
rhine,0.16475653648376465,0.1068926602602005,0.2181936800479889,0.30735138058662415,0.27927032113075256,0.11104287952184677,0.24648422002792358,0.30735138058662415,0.18429382145404816,0.13239312171936035,0.24648422002792358,0.24861998856067657,0.5801170468330383,0.13754533231258392
embayment,0.32954367995262146,0.22758476436138153,0.22563369572162628,0.32149621844291687,0.2552996575832367,0.26620861887931824,0.26752912998199463,0.32149621844291687,0.14197827875614166,0.277361661195755,0.26752912998199463,0.20748527348041534,0.28782910108566284,0.22431427240371704
",",0.3087472915649414,0.2555456757545471,0.39760664105415344,0.4933079481124878,0.214783176779747,0.18439900875091553,0.5201468467712402,0.4933079481124878,0.23049885034561157,0.24837057292461395,0.5201468467712402,0.2651968002319336,0.2898865044116974,0.31091248989105225
in,0.30808621644973755,0.18130259215831757,0.4274188280105591,0.6662389636039734,0.18964281678199768,0.21978288888931274,1.0,0.6662389636039734,0.26708051562309265,0.2502102553844452,1.0,0.3074305057525635,0.3642844259738922,0.20430970191955566
northwest,0.1776016652584076,0.07845675200223923,0.19979038834571838,0.3162118196487427,0.2834782898426056,0.148771733045578,0.34818974137306213,0.3162118196487427,0.24635620415210724,0.313009113073349,0.34818974137306213,0.8159396648406982,0.21014158427715302,0.15228797495365143
germany,0.21690446138381958,0.11599020659923553,0.18705032765865326,0.3181285262107849,0.2028360366821289,0.13520540297031403,0.3642844259738922,0.3181285262107849,0.1562781184911728,0.15183934569358826,0.3642844259738922,0.23062832653522491,1.0,0.1388660967350006
and,0.31309178471565247,0.2731180787086487,0.3601827025413513,0.5171257257461548,0.24635614454746246,0.231138214468956,0.4954058527946472,0.5171257257461548,0.1990346759557724,0.26207828521728516,0.4954058527946472,0.21492519974708557,0.29381805658340454,0.20544172823429108
the,0.42745697498321533,0.22297804057598114,0.40150508284568787,1.0,0.31054243445396423,0.3233085572719574,0.6662389636039734,1.0,0.25914666056632996,0.31707653403282166,0.6662389636039734,0.2974209487438202,0.3181285262107849,0.22068053483963013
southeastern,0.21616344153881073,0.11881209909915924,0.2718217074871063,0.37968114018440247,0.31338539719581604,0.20446893572807312,0.3610875606536865,0.37968114018440247,0.21352729201316833,0.33293798565864563,0.3610875606536865,0.6861053109169006,0.2325059473514557,0.1729537695646286
netherlands,0.14059674739837646,0.09236346930265427,0.15507689118385315,0.2279868870973587,0.10595114529132843,0.10273882746696472,0.28237903118133545,0.2279868870973587,0.1520998626947403,0.18531502783298492,0.28237903118133545,0.11064355820417404,0.4963451027870178,0.09310898929834366
.,0.3567904531955719,0.2422238141298294,0.41536515951156616,0.5934505462646484,0.18148498237133026,0.2277725487947464,0.5591574311256409,0.5934505462646484,0.22081153094768524,0.26988622546195984,0.5591574311256409,0.23890219628810883,0.28498756885528564,0.4130953550338745
