,what,party,is,favored,in,bedigo,and,geelong,?
geelong,0.19304567575454712,0.22156491875648499,0.23623305559158325,0.006354444194585085,0.28465673327445984,0.43211302161216736,0.2879490256309509,1.0000001192092896,0.16397786140441895
.,0.3567904531955719,0.23341989517211914,0.4569662809371948,0.22638072073459625,0.5591574311256409,0.29795485734939575,0.588965117931366,0.27403366565704346,0.4130953550338745
,what,party,is,favored,in,bedigo,and,geelong,?
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.2811082899570465,0.6662389636039734,0.2597522437572479,0.5171257257461548,0.306128591299057,0.22068053483963013
centre-left,0.25909358263015747,0.28173550963401794,0.2861068546772003,0.11984111368656158,0.26826927065849304,0.2215633988380432,0.31726136803627014,0.3181556761264801,0.17718930542469025
australian,0.13873113691806793,0.17602510750293732,0.1682673692703247,0.09893397986888885,0.1796053647994995,0.3195232152938843,0.2769584059715271,0.45071277022361755,0.10848008096218109
labor,0.1943984031677246,0.4551692605018616,0.13817991316318512,0.21019551157951355,0.1950610727071762,0.1982368379831314,0.22200584411621094,0.2069288194179535,0.19386747479438782
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.20745810866355896,0.20446790754795074,0.23808377981185913,0.20650289952754974,0.22156491875648499,0.19031576812267303
(,0.2411840260028839,0.1743791401386261,0.35393038392066956,0.13794702291488647,0.3087427020072937,0.24718567728996277,0.4862271547317505,0.17710374295711517,0.40561532974243164
alp,0.11326020956039429,0.4457589089870453,0.08307643979787827,0.15939754247665405,0.15557928383350372,0.269281804561615,0.13836926221847534,0.24684984982013702,0.08871067315340042
),0.26259949803352356,0.2047169804573059,0.37732169032096863,0.13168075680732727,0.3326910734176636,0.26193439960479736,0.4961937665939331,0.18562071025371552,0.42300865054130554
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.28136101365089417,0.5201468467712402,0.33649495244026184,0.6633074283599854,0.28479352593421936,0.31091248989105225
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.2811082899570465,0.6662389636039734,0.2597522437572479,0.5171257257461548,0.306128591299057,0.22068053483963013
centre-right,0.33276161551475525,0.2659144997596741,0.3292903006076813,0.14583523571491241,0.27665138244628906,0.2684788405895233,0.372193843126297,0.3563239276409149,0.2603051960468292
liberal,0.20277564227581024,0.5935624241828918,0.12604059278964996,0.2743525505065918,0.1513776332139969,0.25775477290153503,0.2580231726169586,0.2889760434627533,0.13139645755290985
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.20745810866355896,0.20446790754795074,0.23808377981185913,0.20650289952754974,0.22156491875648499,0.19031576812267303
of,0.33290785551071167,0.23662418127059937,0.4854315221309662,0.3049958646297455,0.5696388483047485,0.24834959208965302,0.5116966962814331,0.2465999275445938,0.1826142966747284
australia,0.1913539320230484,0.25781694054603577,0.1734699010848999,0.051252514123916626,0.2697675824165344,0.3270972967147827,0.2804507613182068,0.5093035697937012,0.15702682733535767
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.28136101365089417,0.5201468467712402,0.33649495244026184,0.6633074283599854,0.28479352593421936,0.31091248989105225
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.2811082899570465,0.6662389636039734,0.2597522437572479,0.5171257257461548,0.306128591299057,0.22068053483963013
rural-based,0.2925647795200348,0.2442495971918106,0.2981930077075958,0.24317637085914612,0.3824307918548584,0.4126341938972473,0.34352195262908936,0.3560982346534729,0.2439529448747635
national,0.16882304847240448,0.2879488468170166,0.23413582146167755,0.12630239129066467,0.28915393352508545,0.21454989910125732,0.2608908712863922,0.22416779398918152,0.15643028914928436
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.20745810866355896,0.20446790754795074,0.23808377981185913,0.20650289952754974,0.22156491875648499,0.19031576812267303
of,0.33290785551071167,0.23662418127059937,0.4854315221309662,0.3049958646297455,0.5696388483047485,0.24834959208965302,0.5116966962814331,0.2465999275445938,0.1826142966747284
australia,0.1913539320230484,0.25781694054603577,0.1734699010848999,0.051252514123916626,0.2697675824165344,0.3270972967147827,0.2804507613182068,0.5093035697937012,0.15702682733535767
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.28136101365089417,0.5201468467712402,0.33649495244026184,0.6633074283599854,0.28479352593421936,0.31091248989105225
and,0.31309178471565247,0.20650289952754974,0.3859752118587494,0.28784799575805664,0.4954058527946472,0.34227219223976135,1.0,0.2879490256309509,0.20544172823429108
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.2811082899570465,0.6662389636039734,0.2597522437572479,0.5171257257461548,0.306128591299057,0.22068053483963013
environmentalist,0.10888823121786118,0.3387085497379303,0.19724129140377045,0.29233497381210327,0.20270052552223206,0.20630107820034027,0.27465787529945374,0.19235587120056152,0.15612958371639252
australian,0.13873113691806793,0.17602510750293732,0.1682673692703247,0.09893397986888885,0.1796053647994995,0.3195232152938843,0.2769584059715271,0.45071277022361755,0.10848008096218109
greens,0.0763634666800499,0.5009442567825317,0.1802338808774948,0.28254079818725586,0.16785408556461334,0.24184316396713257,0.23134954273700714,0.2762547433376312,0.11291272938251495
are,0.29724663496017456,0.1489485502243042,0.5330929756164551,0.2144119143486023,0.3841303884983063,0.22165003418922424,0.48576638102531433,0.2569167912006378,0.24591213464736938
victoria,0.1194850504398346,0.17201867699623108,0.1633591204881668,0.0029660880099982023,0.20823122560977936,0.3668258786201477,0.24507255852222443,0.5073073506355286,0.12246892601251602
's,0.02692362666130066,0.02531869150698185,0.02396530658006668,0.012590810656547546,-0.037580832839012146,-0.017627110704779625,0.06895173341035843,0.08280657231807709,-0.023395681753754616
main,0.2344268560409546,0.096624456346035,0.3009335994720459,0.1233760267496109,0.28862449526786804,0.12186401337385178,0.29831406474113464,0.2885162830352783,0.1665669083595276
political,0.21846716105937958,0.5684571266174316,0.15203817188739777,0.20856444537639618,0.22136160731315613,0.2271501123905182,0.33013346791267395,0.22645342350006104,0.17130474746227264
parties,0.21181418001651764,0.6788443326950073,0.18434752523899078,0.21831417083740234,0.21453756093978882,0.2130877524614334,0.28593164682388306,0.21385832130908966,0.16949701309204102
.,0.3567904531955719,0.23341989517211914,0.4569662809371948,0.22638072073459625,0.5591574311256409,0.29795485734939575,0.588965117931366,0.27403366565704346,0.4130953550338745
