,how,many,bodies,of,water,makes,up,lake,constance,?
",",0.22659391164779663,0.40610817074775696,0.22888998687267303,0.4946078956127167,0.26706066727638245,0.2926395535469055,0.34193792939186096,0.2802521586418152,0.3135715425014496,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.733189046382904,0.297396719455719,0.3029823303222656,0.38423117995262146,0.24325428903102875,0.23177717626094818,0.22068053483963013
untersee,0.09680482745170593,0.14418116211891174,0.18532711267471313,0.3218066990375519,0.1853177696466446,0.1392008513212204,0.18958833813667297,0.26288169622421265,0.2725397050380707,0.10625222325325012
(,0.1676948219537735,0.1455259770154953,0.12402566522359848,0.35032153129577637,0.16755586862564087,0.21432405710220337,0.2525939643383026,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,-0.01591024175286293,0.012824942357838154,0.03549864515662193,0.06780257821083069,0.021624350920319557,0.012377850711345673,0.1065044030547142,-0.05009271577000618,0.12680700421333313,0.0685480609536171
lower,0.1727292835712433,0.18185967206954956,0.15422207117080688,0.31757521629333496,0.2041805535554886,0.18707600235939026,0.18961568176746368,0.1320067048072815,0.1367899775505066,0.08471795171499252
lake,0.10057038813829422,0.1804330199956894,0.23625212907791138,0.23993153870105743,0.40283486247062683,0.15531355142593384,0.16002324223518372,1.0000001192092896,0.30982735753059387,0.07226386666297913
'',-0.0029843549709767103,-0.016843097284436226,-0.03413676470518112,0.13035868108272552,-0.06721995025873184,-0.1432686746120453,0.053049519658088684,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.17939934134483337,0.16602720320224762,0.12082640081644058,0.3680361211299896,0.18243473768234253,0.22693562507629395,0.25800976157188416,0.16115246713161469,0.2760099470615387,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.22888998687267303,0.4946078956127167,0.26706066727638245,0.2926395535469055,0.34193792939186096,0.2802521586418152,0.3135715425014496,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30740299820899963,0.5116966962814331,0.3054247498512268,0.34688496589660645,0.4032393991947174,0.234501451253891,0.30396533012390137,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.20684704184532166,0.5052502155303955,0.2979097068309784,0.3509295880794525,0.32523053884506226,0.20924630761146545,0.23229745030403137,0.23916715383529663
connecting,0.1465800404548645,0.2690468430519104,0.13402236998081207,0.3161858916282654,0.2329355925321579,0.2404761016368866,0.19189469516277313,0.1874820739030838,0.13812336325645447,0.0780353918671608
stretch,0.19786891341209412,0.22253301739692688,0.2271515130996704,0.25699999928474426,0.2976018190383911,0.2644175589084625,0.23792453110218048,0.2773781418800354,0.2214502990245819,0.13738147914409637
of,0.2480744868516922,0.37253960967063904,0.2732889950275421,1.0,0.2741255462169647,0.2927091419696808,0.32945773005485535,0.23993153870105743,0.28979653120040894,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.733189046382904,0.297396719455719,0.3029823303222656,0.38423117995262146,0.24325428903102875,0.23177717626094818,0.22068053483963013
rhine,0.09285783767700195,0.11647748202085495,0.10697438567876816,0.2548927664756775,0.18943050503730774,0.0952049121260643,0.1867746114730835,0.22246339917182922,0.33406126499176025,0.13754533231258392
",",0.22659391164779663,0.40610817074775696,0.22888998687267303,0.4946078956127167,0.26706066727638245,0.2926395535469055,0.34193792939186096,0.2802521586418152,0.3135715425014496,0.31091248989105225
called,0.2869613468647003,0.3552800714969635,0.2661176025867462,0.4222904443740845,0.27940332889556885,0.3215957581996918,0.25133395195007324,0.15459707379341125,0.11693708598613739,0.18963319063186646
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.733189046382904,0.297396719455719,0.3029823303222656,0.38423117995262146,0.24325428903102875,0.23177717626094818,0.22068053483963013
seerhein,0.16857047379016876,0.15505243837833405,0.14819221198558807,0.31528788805007935,0.27112239599227905,0.18181680142879486,0.18695007264614105,0.29226627945899963,0.37816211581230164,0.19828423857688904
(,0.1676948219537735,0.1455259770154953,0.12402566522359848,0.35032153129577637,0.16755586862564087,0.21432405710220337,0.2525939643383026,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,-0.01591024175286293,0.012824942357838154,0.03549864515662193,0.06780257821083069,0.021624350920319557,0.012377850711345673,0.1065044030547142,-0.05009271577000618,0.12680700421333313,0.0685480609536171
lake,0.10057038813829422,0.1804330199956894,0.23625212907791138,0.23993153870105743,0.40283486247062683,0.15531355142593384,0.16002324223518372,1.0000001192092896,0.30982735753059387,0.07226386666297913
rhine,0.09285783767700195,0.11647748202085495,0.10697438567876816,0.2548927664756775,0.18943050503730774,0.0952049121260643,0.1867746114730835,0.22246339917182922,0.33406126499176025,0.13754533231258392
'',-0.0029843549709767103,-0.016843097284436226,-0.03413676470518112,0.13035868108272552,-0.06721995025873184,-0.1432686746120453,0.053049519658088684,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.17939934134483337,0.16602720320224762,0.12082640081644058,0.3680361211299896,0.18243473768234253,0.22693562507629395,0.25800976157188416,0.16115246713161469,0.2760099470615387,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.253254771232605,0.5352458953857422,0.26634910702705383,0.265095978975296,0.351434588432312,0.18603695929050446,0.2745775878429413,0.4130953550338745
