,what,took,place,in,his,lab,in,1895,",",causing,him,to,lose,thousands,of,dollars,of,data,and,tools,?
plans,0.2364979386329651,0.26247984170913696,0.2054576277732849,0.24845264852046967,0.3191818594932556,0.275197833776474,0.24845264852046967,0.026037655770778656,0.227532297372818,0.2687613070011139,0.3230818808078766,0.367337167263031,0.12155922502279282,0.22822801768779755,0.2635323703289032,0.25234732031822205,0.2635323703289032,0.1786436140537262,0.30237799882888794,0.207461416721344,0.13513131439685822
",",0.3087472915649414,0.27655306458473206,0.34068408608436584,0.5201468467712402,0.3378419280052185,0.1915702074766159,0.5201468467712402,0.011727049946784973,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.28248098492622375,0.2317916750907898,0.4946078956127167,0.22633887827396393,0.4946078956127167,0.22224515676498413,0.6633074283599854,0.278700590133667,0.31091248989105225
notes,0.19507816433906555,0.1450275480747223,0.18922874331474304,0.1728639006614685,0.18293684720993042,0.13013270497322083,0.1728639006614685,0.061272718012332916,0.24676202237606049,0.1394490897655487,0.17416460812091827,0.22688092291355133,0.05389433354139328,0.10560430586338043,0.13280174136161804,0.20187179744243622,0.13280174136161804,0.22050896286964417,0.2071884721517563,0.1364605724811554,0.23920853435993195
",",0.3087472915649414,0.27655306458473206,0.34068408608436584,0.5201468467712402,0.3378419280052185,0.1915702074766159,0.5201468467712402,0.011727049946784973,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.28248098492622375,0.2317916750907898,0.4946078956127167,0.22633887827396393,0.4946078956127167,0.22224515676498413,0.6633074283599854,0.278700590133667,0.31091248989105225
laboratory,0.20190474390983582,0.1464667022228241,0.16891445219516754,0.2533527612686157,0.19819805026054382,0.6134601831436157,0.2533527612686157,-0.12013305723667145,0.23480524122714996,0.11475849151611328,0.14649873971939087,0.20453277230262756,0.054858945310115814,0.14024944603443146,0.23493865132331848,0.20328986644744873,0.23493865132331848,0.20672695338726044,0.22443610429763794,0.20917852222919464,0.07445509731769562
data,0.23453554511070251,0.07244264334440231,0.22976388037204742,0.17588379979133606,0.1048189252614975,0.15225845575332642,0.17588379979133606,-0.06253808736801147,0.22224515676498413,0.18875013291835785,0.10903441905975342,0.24776634573936462,0.10536197572946548,0.1984790712594986,0.20013196766376495,0.15984101593494415,0.20013196766376495,1.0,0.23368559777736664,0.17304643988609314,0.17909851670265198
",",0.3087472915649414,0.27655306458473206,0.34068408608436584,0.5201468467712402,0.3378419280052185,0.1915702074766159,0.5201468467712402,0.011727049946784973,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.28248098492622375,0.2317916750907898,0.4946078956127167,0.22633887827396393,0.4946078956127167,0.22224515676498413,0.6633074283599854,0.278700590133667,0.31091248989105225
tools,0.3442733585834503,0.1005951389670372,0.19323225319385529,0.1255161464214325,0.1410117745399475,0.16722148656845093,0.1255161464214325,-0.028700830414891243,0.278700590133667,0.18748712539672852,0.28892987966537476,0.2906495928764343,0.22318387031555176,0.25345295667648315,0.16475914418697357,0.17608565092086792,0.16475914418697357,0.17304643988609314,0.24783051013946533,0.9999999403953552,0.30193743109703064
",",0.3087472915649414,0.27655306458473206,0.34068408608436584,0.5201468467712402,0.3378419280052185,0.1915702074766159,0.5201468467712402,0.011727049946784973,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.28248098492622375,0.2317916750907898,0.4946078956127167,0.22633887827396393,0.4946078956127167,0.22224515676498413,0.6633074283599854,0.278700590133667,0.31091248989105225
photographs,0.15199247002601624,0.1897682398557663,0.21600717306137085,0.1980009377002716,0.18646171689033508,0.21133168041706085,0.1980009377002716,-0.09160622209310532,0.21022669970989227,0.07050597667694092,0.1825694739818573,0.1759694665670395,0.06282869726419449,0.2678561806678772,0.1805899739265442,0.1857912242412567,0.1805899739265442,0.19800813496112823,0.15184703469276428,0.17249301075935364,0.16775095462799072
",",0.3087472915649414,0.27655306458473206,0.34068408608436584,0.5201468467712402,0.3378419280052185,0.1915702074766159,0.5201468467712402,0.011727049946784973,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.28248098492622375,0.2317916750907898,0.4946078956127167,0.22633887827396393,0.4946078956127167,0.22224515676498413,0.6633074283599854,0.278700590133667,0.31091248989105225
valued,0.19062063097953796,0.19228607416152954,0.12332800775766373,0.1322249323129654,0.18376480042934418,0.10003075003623962,0.1322249323129654,8.93687829375267e-05,0.27110323309898376,0.1578740030527115,0.2130100429058075,0.25093981623649597,0.24343350529670715,0.22761163115501404,0.1515425443649292,0.3820633292198181,0.1515425443649292,0.11948978155851364,0.2766644358634949,0.2908683717250824,0.20130088925361633
at,0.2838611304759979,0.28618431091308594,0.3307865858078003,0.4374977946281433,0.27659502625465393,0.2634577453136444,0.4374977946281433,-0.014050392434000969,0.38314947485923767,0.23024390637874603,0.2474106401205063,0.36524343490600586,0.17619049549102783,0.20621591806411743,0.42558613419532776,0.14441943168640137,0.42558613419532776,0.1966259479522705,0.3571503460407257,0.17155665159225464,0.21978627145290375
$,0.24858909845352173,0.17935213446617126,0.17180003225803375,0.21616753935813904,0.15203753113746643,0.1921669840812683,0.21616753935813904,0.023446913808584213,0.21166811883449554,0.18892315030097961,0.19797973334789276,0.22282108664512634,0.1814628690481186,0.22031258046627045,0.11268499493598938,0.617182731628418,0.11268499493598938,0.16566401720046997,0.20277954638004303,0.15175244212150574,0.2786129117012024
"50,000—was",0.3023644685745239,0.21012768149375916,0.18547898530960083,0.2248682826757431,0.2616892457008362,0.13420672714710236,0.2248682826757431,-0.026005784049630165,0.2588568925857544,0.262830913066864,0.235736683011055,0.3085228204727173,0.23239882290363312,0.16097889840602875,0.32914623618125916,0.16980519890785217,0.32914623618125916,0.1313946694135666,0.27669385075569153,0.21665287017822266,0.20782682299613953
lost,0.198215052485466,0.3644680976867676,0.22543811798095703,0.3167656362056732,0.310515820980072,0.10329025238752365,0.3167656362056732,0.10281573981046677,0.26788443326950073,0.23423458635807037,0.27329984307289124,0.23270919919013977,0.5714375972747803,0.18407219648361206,0.2878951132297516,0.22366847097873688,0.2878951132297516,0.1372382491827011,0.25558507442474365,0.10940361768007278,0.15261413156986237
in,0.30808621644973755,0.2818296551704407,0.38128477334976196,1.0,0.3598145842552185,0.19344905018806458,1.0,-0.023294273763895035,0.5201468467712402,0.25844457745552063,0.2284061461687088,0.45010748505592346,0.26334479451179504,0.26048728823661804,0.5696388483047485,0.21489819884300232,0.5696388483047485,0.17588379979133606,0.4954058527946472,0.1255161464214325,0.20430970191955566
the,0.42745697498321533,0.31657639145851135,0.4179787337779999,0.6662389636039734,0.4394008219242096,0.19908973574638367,0.6662389636039734,0.03643885627388954,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.29030492901802063,0.2934577763080597,0.733189046382904,0.2665082812309265,0.733189046382904,0.20546740293502808,0.5171257257461548,0.18922023475170135,0.22068053483963013
5th,0.1135459691286087,0.07765881717205048,0.1286841332912445,0.15450431406497955,0.1226007416844368,0.12291304022073746,0.15450431406497955,0.22236977517604828,0.1645807921886444,0.07436435669660568,0.142430379986763,0.16695493459701538,0.09153001010417938,0.02981080301105976,0.1792435646057129,0.07608883082866669,0.1792435646057129,0.10770103335380554,0.2541031837463379,0.08037824183702469,0.042656198143959045
avenue,0.11924558132886887,0.16903837025165558,0.23076879978179932,0.19928301870822906,0.18106064200401306,0.1550392508506775,0.19928301870822906,-0.0144664216786623,0.211219921708107,0.15977342426776886,0.1421048939228058,0.19636492431163788,0.08642692118883133,0.12383337318897247,0.18280929327011108,0.21611995995044708,0.18280929327011108,0.10370699316263199,0.24850118160247803,0.01655147783458233,0.06327427178621292
laboratory,0.20190474390983582,0.1464667022228241,0.16891445219516754,0.2533527612686157,0.19819805026054382,0.6134601831436157,0.2533527612686157,-0.12013305723667145,0.23480524122714996,0.11475849151611328,0.14649873971939087,0.20453277230262756,0.054858945310115814,0.14024944603443146,0.23493865132331848,0.20328986644744873,0.23493865132331848,0.20672695338726044,0.22443610429763794,0.20917852222919464,0.07445509731769562
fire,0.19359004497528076,0.13150109350681305,0.15955647826194763,0.2514701783657074,0.21245352923870087,0.14336177706718445,0.2514701783657074,0.018191000446677208,0.24915234744548798,0.31315621733665466,0.22527137398719788,0.2020210474729538,0.19110390543937683,0.1323455423116684,0.20259131491184235,0.13575181365013123,0.20259131491184235,0.06979935616254807,0.2478165328502655,0.2245754897594452,0.14396874606609344
of,0.33290785551071167,0.2766268849372864,0.2685627043247223,0.5696388483047485,0.38364991545677185,0.21564167737960815,0.5696388483047485,-0.067837655544281,0.4946078956127167,0.2885251045227051,0.2764812409877777,0.41548454761505127,0.2904243767261505,0.27601075172424316,1.0,0.1848512589931488,1.0,0.20013196766376495,0.5116966962814331,0.16475914418697357,0.1826142966747284
march,0.20529508590698242,0.2380620837211609,0.22125975787639618,0.29730337858200073,0.3107434809207916,0.1571209877729416,0.29730337858200073,0.05192960053682327,0.4256272315979004,0.1685333102941513,0.2824132740497589,0.2274535447359085,0.13236023485660553,0.163029283285141,0.20692677795886993,0.1551448404788971,0.20692677795886993,0.1328677088022232,0.25804370641708374,0.11411554366350174,0.2802562415599823
1895,0.05322836712002754,-0.010479540564119816,-0.05208578705787659,-0.023294273763895035,0.20972423255443573,-0.021163804456591606,-0.023294273763895035,1.0,0.011727049946784973,0.006233300548046827,0.22701267898082733,0.10716550797224045,0.16034917533397675,-0.08411088585853577,-0.067837655544281,-0.011586771346628666,-0.067837655544281,-0.06253808736801147,0.07587166130542755,-0.028700830414891243,0.018882837146520615
.,0.3567904531955719,0.2481018751859665,0.2844318151473999,0.5591574311256409,0.3119256794452667,0.2572387754917145,0.5591574311256409,0.023674722760915756,0.6812511086463928,0.23749417066574097,0.30228540301322937,0.4645031690597534,0.28971824049949646,0.20701119303703308,0.5352458953857422,0.2418067753314972,0.5352458953857422,0.24345596134662628,0.588965117931366,0.24318641424179077,0.4130953550338745
