,in,what,decade,did,abc,finish,transitioning,to,color,?
decade,0.2119923084974289,0.1613653302192688,1.0000001192092896,0.15830519795417786,0.21094603836536407,0.17946116626262665,0.23668737709522247,0.16759321093559265,0.16350200772285461,0.11237446963787079
as,0.3887844979763031,0.31749409437179565,0.21352699398994446,0.3596470057964325,0.2286096066236496,0.197872132062912,0.3334539532661438,0.42092081904411316,0.21893621981143951,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.17141307890415192,0.2552328109741211,0.21331243216991425,0.27042049169540405,0.3019943833351135,0.45503583550453186,0.1907898187637329,0.23916715383529663
whole,0.30267009139060974,0.38441845774650574,0.20097006857395172,0.23628540337085724,0.14869344234466553,0.23931795358657837,0.23051802814006805,0.3655387759208679,0.1584162563085556,0.21052291989326477
would,0.30461156368255615,0.45766422152519226,0.16306330263614655,0.6268245577812195,0.13780725002288818,0.2831747531890869,0.24986174702644348,0.5965728163719177,0.20698337256908417,0.37178951501846313
mark,0.2269105464220047,0.16941310465335846,0.16416150331497192,0.10116355866193771,0.10926949232816696,0.16656775772571564,0.16100144386291504,0.2008102536201477,0.15379348397254944,0.11634156107902527
a,0.539380669593811,0.3320399522781372,0.17141307890415192,0.2552328109741211,0.21331243216991425,0.27042049169540405,0.3019943833351135,0.45503583550453186,0.1907898187637329,0.23916715383529663
turning,0.22761377692222595,0.3082372844219208,0.17378462851047516,0.1718922108411789,0.12315067648887634,0.2895360589027405,0.3572530150413513,0.35924333333969116,0.20884108543395996,0.1670563519001007
point,0.24451331794261932,0.3286605179309845,0.18360717594623566,0.18732239305973053,0.14672571420669556,0.23225556313991547,0.242830291390419,0.3403111398220062,0.1275809109210968,0.19189560413360596
for,0.4322226941585541,0.3017193675041199,0.2559126317501068,0.318512886762619,0.22510288655757904,0.23154745995998383,0.2994813919067383,0.4451248347759247,0.2378578633069992,0.264628142118454
abc,0.1697147786617279,0.1317344456911087,0.21094603836536407,0.13353709876537323,1.0000001192092896,0.08611056953668594,0.1238594576716423,0.1762417107820511,0.1639925241470337,0.19065172970294952
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.2097204476594925,0.23325271904468536,0.2144046574831009,0.44245919585227966,0.20653429627418518,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.21352699398994446,0.3596470057964325,0.2286096066236496,0.197872132062912,0.3334539532661438,0.42092081904411316,0.21893621981143951,0.27043893933296204
it,0.5130809545516968,0.45803478360176086,0.17343537509441376,0.2993364930152893,0.17324577271938324,0.25471457839012146,0.2669607400894165,0.513711154460907,0.20800408720970154,0.25732165575027466
began,0.34154343605041504,0.1665823757648468,0.20184426009655,0.4415510594844818,0.2686883211135864,0.21989960968494415,0.24411925673484802,0.2731419503688812,0.09315183013677597,0.1370266228914261
to,0.45010748505592346,0.455847829580307,0.16759321093559265,0.4452643394470215,0.1762417107820511,0.3029039204120636,0.24554572999477386,1.0,0.2497486025094986,0.29463258385658264
pass,0.18748411536216736,0.24105259776115417,0.051062848418951035,0.1339150071144104,0.08185777813196182,0.20042312145233154,0.1549319326877594,0.28446894884109497,0.11469512432813644,0.09478675574064255
cbs,0.17584392428398132,0.1950361132621765,0.1522512286901474,0.15259867906570435,0.636570394039154,0.15644077956676483,0.21870140731334686,0.16981691122055054,0.19364888966083527,0.14594407379627228
and,0.4954058527946472,0.31309178471565247,0.14070798456668854,0.34479495882987976,0.16453155875205994,0.21416880190372467,0.25208932161331177,0.48971283435821533,0.21500243246555328,0.20544172823429108
nbc,0.19303210079669952,0.1638578325510025,0.18704698979854584,0.1728760302066803,0.63486248254776,0.14817260205745697,0.21702396869659424,0.14568616449832916,0.17240485548973083,0.1680917739868164
in,1.0,0.30808621644973755,0.2119923084974289,0.2593238651752472,0.1697147786617279,0.18973709642887115,0.2562061846256256,0.45010748505592346,0.10136925429105759,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,0.2068762183189392,0.23846492171287537,0.3269566297531128,0.535392165184021,0.21895472705364227,0.22068053483963013
ratings,0.17289267480373383,0.19882218539714813,0.20009854435920715,0.22082966566085815,0.2876999080181122,0.2357785552740097,0.22122280299663544,0.23899689316749573,0.21755807101726532,0.19248855113983154
to,0.45010748505592346,0.455847829580307,0.16759321093559265,0.4452643394470215,0.1762417107820511,0.3029039204120636,0.24554572999477386,1.0,0.2497486025094986,0.29463258385658264
become,0.23238378763198853,0.27134042978286743,0.20502787828445435,0.2625269889831543,0.06849972158670425,0.25450947880744934,0.19073809683322906,0.36996012926101685,0.11303391307592392,0.19511328637599945
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,0.2068762183189392,0.23846492171287537,0.3269566297531128,0.535392165184021,0.21895472705364227,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.1875278800725937,0.33691170811653137,0.2403600513935089,0.28936541080474854,0.2545780837535858,0.3792489171028137,0.2140340805053711,0.18701928853988647
place,0.38128477334976196,0.2689766585826874,0.14644356071949005,0.24020224809646606,0.13112665712833405,0.3429049253463745,0.18823227286338806,0.3346366882324219,0.12417040765285492,0.2455766350030899
network,0.19496823847293854,0.16917307674884796,0.13588622212409973,0.08572790026664734,0.4295894205570221,0.15420357882976532,0.22860540449619293,0.25940340757369995,0.167613685131073,0.17853789031505585
.,0.5591574311256409,0.3567904531955719,0.1714698225259781,0.35288307070732117,0.2567209303379059,0.20195505023002625,0.2689529359340668,0.4645031690597534,0.2641010880470276,0.4130953550338745
