,what,was,the,black,death,originally,blamed,on,?
king,0.18449601531028748,0.27377256751060486,0.25887003540992737,0.19901762902736664,0.27732521295547485,0.20217227935791016,0.16581547260284424,0.18271595239639282,0.19130074977874756
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23966942727565765,0.23778599500656128,0.21349623799324036,0.23866800963878632,0.3966929316520691,0.1826142966747284
france,0.17793065309524536,0.2715669870376587,0.35517507791519165,0.15375788509845734,0.15374739468097687,0.16763509809970856,0.17792551219463348,0.2042606770992279,0.15069349110126495
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.367581307888031,0.33571118116378784,0.42569106817245483,0.32716336846351624
blamed,0.21846549212932587,0.3108411133289337,0.2461363822221756,0.11724064499139786,0.2860318422317505,0.17636524140834808,1.0,0.2229813039302826,0.14765259623527527
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
heavens,0.2942585349082947,0.1907639056444168,0.3118911683559418,0.19561448693275452,0.1834276169538498,0.1959819495677948,0.10132686793804169,0.19111932814121246,0.21431270241737366
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2660219669342041,0.21747229993343353,0.49057599902153015,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3191297650337219,0.19296689331531525,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
form,0.15868011116981506,0.15690121054649353,0.29286009073257446,0.16203874349594116,0.11314044892787933,0.1831902265548706,0.09781922399997711,0.1214052140712738,0.1463010311126709
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23966942727565765,0.23778599500656128,0.21349623799324036,0.23866800963878632,0.3966929316520691,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.3363247811794281,0.17393328249454498,0.3848365545272827,0.23916715383529663
conjunction,0.24663683772087097,0.1123741865158081,0.25903576612472534,0.06321007758378983,0.0846036821603775,0.17376619577407837,0.10957247018814087,0.19033795595169067,0.15015976130962372
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23966942727565765,0.23778599500656128,0.21349623799324036,0.23866800963878632,0.3966929316520691,0.1826142966747284
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.16705605387687683,0.1778189092874527,0.21844996511936188,0.14655856788158417,0.2742598354816437,0.20928427577018738
planets,0.20918434858322144,0.16001462936401367,0.20188187062740326,0.15011073648929596,0.13246390223503113,0.21042437851428986,0.1042221188545227,0.20737648010253906,0.17739015817642212
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3191297650337219,0.19296689331531525,0.46853652596473694,0.20430970191955566
1345,6.091330942581408e-05,0.10752040147781372,0.043522611260414124,-0.005099779460579157,0.01874864660203457,0.16294389963150024,0.07355888932943344,0.022668249905109406,-0.010150938294827938
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.367581307888031,0.33571118116378784,0.42569106817245483,0.32716336846351624
caused,0.22264783084392548,0.25113144516944885,0.24990202486515045,0.10008903592824936,0.2360229641199112,0.09796202182769775,0.49852296710014343,0.25160422921180725,0.20679491758346558
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.3363247811794281,0.17393328249454498,0.3848365545272827,0.23916715383529663
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.06463505327701569,0.02746286429464817,-0.07968071848154068,-0.042680416256189346,-0.03274054825305939,0.0685480609536171
great,0.2562883198261261,0.19652196764945984,0.2822027802467346,0.14912909269332886,0.1693471521139145,0.11877864599227905,0.16377171874046326,0.15918688476085663,0.13135133683681488
pestilence,0.22091776132583618,0.2396894246339798,0.2956005036830902,0.2849387526512146,0.27460619807243347,0.25996947288513184,0.25328460335731506,0.17640039324760437,0.1826978623867035
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3191297650337219,0.19296689331531525,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
air,0.10361403971910477,0.18898457288742065,0.2877824306488037,0.1311989575624466,0.0957053154706955,0.07038899511098862,0.17416135966777802,0.20020021498203278,0.1491677612066269
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.024277575314044952,-0.04736875370144844,0.0525730699300766,-0.07811327278614044,0.04238596186041832,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.2504246234893799,0.21742595732212067,0.49257001280784607,0.4130953550338745
