,what,type,of,engines,does,the,american,car,typically,have,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.35928019881248474,1.0,0.24562937021255493,0.19754165410995483,0.33345210552215576,0.40389683842658997,0.22068053483963013
mitsubishi,0.16516992449760437,0.17983382940292358,0.1754734367132187,0.41482648253440857,0.13143371045589447,0.18660248816013336,0.15363861620426178,0.3772517442703247,0.2072451114654541,0.20598183572292328,0.15891717374324799
galant,0.12867353856563568,0.18083898723125458,0.2158539891242981,0.16321349143981934,0.06330100446939468,0.2842767834663391,0.12596069276332855,0.27952295541763306,0.18242427706718445,0.1531531810760498,0.14548102021217346
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.12876033782958984,0.2728188931941986,0.33289089798927307,0.3044136166572571,0.16872528195381165,0.11914245039224625,0.23072676360607147,0.40561532974243164
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.20574161410331726,0.38201746344566345,0.5829201340675354,0.22026167809963226,0.2654946446418762,0.37909039855003357,0.338716596364975,0.23916715383529663
captive,0.15836423635482788,0.06039407476782799,0.15880131721496582,0.11132463812828064,0.05567390099167824,0.22011549770832062,0.13859772682189941,0.1772041767835617,0.1780046969652176,0.2082805037498474,0.1558947116136551
import,0.3278109133243561,0.15166933834552765,0.16659104824066162,0.19772815704345703,0.221479594707489,0.1909591555595398,0.13256864249706268,0.17096519470214844,0.21541422605514526,0.2876648008823395,0.35787662863731384
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.19347095489501953,0.1777622550725937,0.40150508284568787,0.20110583305358887,0.18088644742965698,0.1662861853837967,0.30702701210975647,0.19969791173934937
chrysler,0.16156227886676788,0.15943171083927155,0.14228402078151703,0.42061176896095276,0.1206619143486023,0.1921911984682083,0.22841422259807587,0.424324631690979,0.14952567219734192,0.1699129045009613,0.17612145841121674
sold,0.16570822894573212,0.10908089578151703,0.2036660611629486,0.23973824083805084,0.11507698148488998,0.21929198503494263,0.20568101108074188,0.3148678243160248,0.19007523357868195,0.233043372631073,0.14943712949752808
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.17400804162025452,0.31202155351638794,0.48381632566452026,0.2994234561920166,0.1940445899963379,0.31947922706604004,0.37788212299346924,0.27043893933296204
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.35928019881248474,1.0,0.24562937021255493,0.19754165410995483,0.33345210552215576,0.40389683842658997,0.22068053483963013
dodge,0.15358726680278778,0.12736277282238007,0.12387347221374512,0.28302904963493347,0.11277244985103607,0.19706515967845917,0.24980203807353973,0.42077118158340454,0.1385435163974762,0.19801048934459686,0.1866140216588974
colt,0.18716762959957123,0.17358388006687164,0.0903366208076477,0.28426530957221985,0.11517709493637085,0.18565012514591217,0.30502817034721375,0.3293406665325165,0.15256662666797638,0.1740194410085678,0.1951955407857895
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.14278316497802734,0.2575884759426117,0.3456730246543884,0.30758509039878845,0.18427881598472595,0.14504045248031616,0.22866283357143402,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.28617382049560547,0.4933079481124878,0.3048616647720337,0.21104301512241364,0.18964512646198273,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.35928019881248474,1.0,0.24562937021255493,0.19754165410995483,0.33345210552215576,0.40389683842658997,0.22068053483963013
subaru,0.1908603310585022,0.2926070988178253,0.1556263267993927,0.3361787497997284,0.11019456386566162,0.17845773696899414,0.17789334058761597,0.38520145416259766,0.19409076869487762,0.1481781303882599,0.13015960156917572
dl,0.0927504375576973,0.21123741567134857,0.12335119396448135,0.19796155393123627,0.14803546667099,0.14109355211257935,0.17988993227481842,0.12162167578935623,0.15484490990638733,0.04173794016242027,0.2181485891342163
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.28617382049560547,0.4933079481124878,0.3048616647720337,0.21104301512241364,0.18964512646198273,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.3461615741252899,0.5171257257461548,0.32290002703666687,0.19568514823913574,0.3137528598308563,0.4711785912513733,0.20544172823429108
later,0.2517229914665222,0.08406522125005722,0.3458743393421173,0.18321026861667633,0.15885840356349945,0.4060266613960266,0.18800488114356995,0.20001739263534546,0.17757384479045868,0.3055685758590698,0.1417175978422165
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.35928019881248474,1.0,0.24562937021255493,0.19754165410995483,0.33345210552215576,0.40389683842658997,0.22068053483963013
honda,0.14782242476940155,0.10929913073778152,0.134624183177948,0.3967553675174713,0.0965648964047432,0.11746818572282791,0.1650610715150833,0.4191299080848694,0.1022481769323349,0.17183110117912292,0.1309606283903122
accord,0.1678137332201004,0.04258403927087784,0.20285417139530182,0.2058522254228592,0.14776365458965302,0.18827132880687714,0.09213359653949738,0.2297670692205429,0.15628448128700256,0.19599317014217377,0.11823157966136932
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.2793004810810089,0.31124600768089294,0.4860881567001343,0.15754780173301697,0.11546055972576141,0.3296325206756592,0.5559456944465637,0.29575422406196594
had,0.23849567770957947,0.11302465945482254,0.37755560874938965,0.2407553642988205,0.2046971619129181,0.3875846862792969,0.20283499360084534,0.21089300513267517,0.16159161925315857,0.6263401508331299,0.20728366076946259
four,0.18057085573673248,0.09843834489583969,0.36293646693229675,0.26950839161872864,0.14431285858154297,0.40344667434692383,0.1740189492702484,0.2113163322210312,0.2791341543197632,0.3544043302536011,0.14532537758350372
cylinder,0.09421046078205109,0.22809998691082,0.16377530992031097,0.48618724942207336,0.14257237315177917,0.19659645855426788,0.1121549904346466,0.3044426441192627,0.2860676646232605,0.20921985805034637,0.12323369085788727
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.1721057891845703,0.2245008647441864,0.11342561990022659,0.42196914553642273,0.21158643066883087,0.2422233670949936,0.18940703570842743
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.26305148005485535,0.4764937460422516,0.5473989248275757,0.24748189747333527,0.2133195996284485,0.34845292568206787,0.6182622313499451,0.32716336846351624
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.27072596549987793,0.046230707317590714,0.3906462490558624,0.18710100650787354,0.16830089688301086,0.2433478683233261,0.5193349123001099,0.17890112102031708
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.2802164554595947,0.2897747755050659,0.39758381247520447,0.14813844859600067,0.12078066915273666,0.3908897936344147,0.49033403396606445,0.27894994616508484
fuel,0.1848171502351761,0.20985649526119232,0.18857792019844055,0.5345862507820129,0.1973627209663391,0.18534968793392181,0.14077071845531464,0.3285311460494995,0.2141755223274231,0.22275035083293915,0.10583324730396271
efficient,0.22662539780139923,0.17498105764389038,0.22586165368556976,0.43092378973960876,0.3028952181339264,0.22032952308654785,0.11658196151256561,0.23579351603984833,0.43785786628723145,0.3148762583732605,0.18034493923187256
than,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.24655835330486298,0.32178643345832825,0.3227543234825134,0.15590941905975342,0.12886065244674683,0.4123818576335907,0.46517109870910645,0.24917294085025787
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.35928019881248474,1.0,0.24562937021255493,0.19754165410995483,0.33345210552215576,0.40389683842658997,0.22068053483963013
typical,0.2897430658340454,0.3428100049495697,0.33413293957710266,0.12279748171567917,0.28284767270088196,0.28039172291755676,0.13717861473560333,0.1716092824935913,0.6503199338912964,0.25614145398139954,0.15633712708950043
american,0.1909721940755844,0.1438770294189453,0.22180068492889404,0.11342561990022659,0.1448984146118164,0.24562937021255493,1.0000001192092896,0.09467536211013794,0.1758207082748413,0.2099626362323761,0.18877598643302917
v8,-0.08961822837591171,-0.06675867736339569,-0.05658968910574913,0.041566360741853714,-0.023639610037207603,-0.05557844042778015,-0.08323079347610474,0.04182109609246254,-0.047725699841976166,0.006867329124361277,0.047641854733228683
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.3461615741252899,0.5171257257461548,0.32290002703666687,0.19568514823913574,0.3137528598308563,0.4711785912513733,0.20544172823429108
six,0.1779850870370865,0.10141830146312714,0.3317931592464447,0.15037217736244202,0.13226458430290222,0.3614266812801361,0.1565573364496231,0.18875984847545624,0.2095077931880951,0.32482776045799255,0.15298804640769958
cylinder,0.09421046078205109,0.22809998691082,0.16377530992031097,0.48618724942207336,0.14257237315177917,0.19659645855426788,0.1121549904346466,0.3044426441192627,0.2860676646232605,0.20921985805034637,0.12323369085788727
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.1721057891845703,0.2245008647441864,0.11342561990022659,0.42196914553642273,0.21158643066883087,0.2422233670949936,0.18940703570842743
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24894580245018005,0.3022993505001068,0.5934505462646484,0.29108086228370667,0.2388465255498886,0.25537845492362976,0.41614407300949097,0.4130953550338745
