,most,antibiotics,target,bacteria,and,do,n't,affect,what,class,of,organisms,?
``,0.08567854017019272,0.17276497185230255,0.08777360618114471,0.12665461003780365,0.036644238978624344,0.06628920882940292,0.1096503809094429,0.059504300355911255,0.008517155423760414,0.02498270943760872,0.06780257821083069,0.07052341103553772,0.0685480609536171
overgrowth,0.263138085603714,0.3457816243171692,0.19555754959583282,0.3346787095069885,0.30665498971939087,0.23494957387447357,-0.10069013386964798,0.2480640858411789,0.20580551028251648,0.2182847559452057,0.2518194317817688,0.3517685532569885,0.15506741404533386
'',0.01990530639886856,-0.01805078610777855,-0.12053272128105164,-0.04571063816547394,0.021612688899040222,-0.00043653504690155387,0.017899289727211,-0.010751497931778431,0.08143015950918198,0.025240737944841385,0.13035868108272552,-0.05098387598991394,0.018684765323996544
of,0.4178851246833801,0.20166616141796112,0.15346646308898926,0.17966590821743011,0.5116966962814331,0.26150479912757874,-0.021397603675723076,0.3070525825023651,0.33290785551071167,0.19740594923496246,1.0,0.23870134353637695,0.1826142966747284
fungi,0.24484150111675262,0.523750901222229,0.2093348652124405,0.6959528923034668,0.2609676420688629,0.26647403836250305,0.0030932503286749125,0.24549515545368195,0.18857768177986145,0.156582310795784,0.2100275754928589,0.6303068995475769,0.1450994610786438
and,0.4309377074241638,0.2003384679555893,0.2067750096321106,0.2316904515028,1.0,0.276123583316803,-0.0602874718606472,0.3258028030395508,0.31309178471565247,0.20710228383541107,0.5116966962814331,0.2444908618927002,0.20544172823429108
cause,0.2901781499385834,0.46663710474967957,0.26161110401153564,0.3869265913963318,0.2858448028564453,0.331631600856781,-0.05425013601779938,0.5689801573753357,0.24883218109607697,0.17365355789661407,0.25979894399642944,0.3177545666694641,0.240532785654068
conditions,0.2165755033493042,0.3867502808570862,0.13083752989768982,0.36518990993499756,0.252461701631546,0.22028277814388275,-0.005791830830276012,0.376160204410553,0.27960067987442017,0.10368993133306503,0.2074868083000183,0.4041469693183899,0.17021824419498444
such,0.38148126006126404,0.20345069468021393,0.1977919191122055,0.21851390600204468,0.44540345668792725,0.337398886680603,-0.11531715095043182,0.28699415922164917,0.23989605903625488,0.1532279998064041,0.3209529519081116,0.30792275071144104,0.17851735651493073
as,0.3548237979412079,0.20735134184360504,0.24524831771850586,0.2039324790239334,0.49487000703811646,0.38329678773880005,-0.08284513652324677,0.22316762804985046,0.31749409437179565,0.22566811740398407,0.3886612355709076,0.2541891038417816,0.27043893933296204
a,0.3508910834789276,0.2659691274166107,0.1994335651397705,0.19924654066562653,0.3739250600337982,0.26237669587135315,0.013574101030826569,0.20271271467208862,0.3320399522781372,0.23462694883346558,0.5052502155303955,0.1930171549320221,0.23916715383529663
vaginal,0.22007812559604645,0.5090444684028625,0.2222178727388382,0.42563343048095703,0.26837775111198425,0.1975659877061844,0.05584487318992615,0.2577861547470093,0.18285365402698517,0.0731869712471962,0.21387773752212524,0.4278400242328644,0.19403772056102753
candidiasis,0.2880540192127228,0.5923218131065369,0.18017104268074036,0.5004549622535706,0.2337895631790161,0.2659340798854828,0.18507595360279083,0.3373847007751465,0.2362777441740036,0.10543304681777954,0.23347435891628265,0.38226598501205444,0.2404196709394455
(,0.20654040575027466,0.15969456732273102,0.21567678451538086,0.20388175547122955,0.4862271547317505,0.24216170608997345,0.15345674753189087,0.19826927781105042,0.2411840260028839,0.1344621777534485,0.35032153129577637,0.17511051893234253,0.40561532974243164
a,0.3508910834789276,0.2659691274166107,0.1994335651397705,0.19924654066562653,0.3739250600337982,0.26237669587135315,0.013574101030826569,0.20271271467208862,0.3320399522781372,0.23462694883346558,0.5052502155303955,0.1930171549320221,0.23916715383529663
yeast,0.19095799326896667,0.5081566572189331,0.19578954577445984,0.5457134246826172,0.16522707045078278,0.18813000619411469,-0.002135080751031637,0.22745251655578613,0.2179422527551651,0.13043946027755737,0.21815228462219238,0.519990086555481,0.1925995945930481
infection,0.20661628246307373,0.6571630239486694,0.1746838241815567,0.5760322213172913,0.22184498608112335,0.1681770235300064,0.13339245319366455,0.3455921411514282,0.17579561471939087,0.1352681815624237,0.2276538908481598,0.35641956329345703,0.18650056421756744
),0.23620007932186127,0.13852939009666443,0.19447118043899536,0.16720116138458252,0.4961937665939331,0.24460165202617645,0.16805793344974518,0.1914319396018982,0.26259949803352356,0.16039183735847473,0.3680361211299896,0.1551390141248703,0.42300865054130554
.,0.35404038429260254,0.25825968384742737,0.24514639377593994,0.24264462292194366,0.588965117931366,0.3613996207714081,0.01884327083826065,0.2787342071533203,0.3567904531955719,0.24688394367694855,0.5352458953857422,0.2715383470058441,0.4130953550338745
