,besides,the,arguments,with,rome,and,his,own,fellow,reformers,",",what,scandal,contributed,to,luther,'s,failing,health,?
of,0.3665722906589508,0.733189046382904,0.20644287765026093,0.41827285289764404,0.21705909073352814,0.5116966962814331,0.38364991545677185,0.3269667625427246,0.18555931746959686,0.21567708253860474,0.4946078956127167,0.33290785551071167,0.18710608780384064,0.29837220907211304,0.41548454761505127,0.1719115972518921,-0.03817026689648628,0.237147718667984,0.28076469898223877,0.1826142966747284
hesse,0.1467595249414444,0.24440348148345947,0.1570357382297516,0.1993994563817978,0.18666797876358032,0.25794798135757446,0.181202694773674,0.1766863763332367,0.08598056435585022,0.16724127531051636,0.2442973554134369,0.12103702872991562,0.11023728549480438,0.15424782037734985,0.14232581853866577,0.27138224244117737,0.10014219582080841,0.10779639333486557,0.20194277167320251,0.11271942406892776
incident,0.16548067331314087,0.248931884765625,0.15209929645061493,0.21218636631965637,0.11180196702480316,0.19273918867111206,0.28071320056915283,0.10014575719833374,0.21386747062206268,0.07116303592920303,0.2505533993244171,0.276202917098999,0.4077032804489136,0.24822184443473816,0.19945190846920013,0.13031649589538574,-0.06045815348625183,0.3523000478744507,0.13452480733394623,0.18326528370380402
",",0.340058833360672,0.4933079481124878,0.1982562243938446,0.4120737314224243,0.2507072985172272,0.6633074283599854,0.3378419280052185,0.2796398997306824,0.2804356515407562,0.2029174268245697,1.0000001192092896,0.3087472915649414,0.2009008377790451,0.2899704575538635,0.44245919585227966,0.23255878686904907,-0.0016132977325469255,0.27956297993659973,0.2331448197364807,0.31091248989105225
in,0.3447916507720947,0.6662389636039734,0.14723356068134308,0.4080928862094879,0.25722408294677734,0.4954058527946472,0.3598145842552185,0.31893372535705566,0.1358116716146469,0.14592544734477997,0.5201468467712402,0.30808621644973755,0.16518615186214447,0.2594258189201355,0.45010748505592346,0.20523880422115326,-0.037580832839012146,0.2127639502286911,0.2500189542770386,0.20430970191955566
which,0.38532754778862,0.6521818041801453,0.26273807883262634,0.46403205394744873,0.18382954597473145,0.506277859210968,0.32283493876457214,0.3863328993320465,0.12062592059373856,0.19769133627414703,0.3658004403114319,0.5261979103088379,0.1779089868068695,0.24774141609668732,0.5345056653022766,0.17501473426818848,0.03856118768453598,0.28217533230781555,0.23529647290706635,0.25814583897590637
luther,0.08079911023378372,0.1759674996137619,0.21186381578445435,0.14705438911914825,0.17510516941547394,0.20796556770801544,0.27093374729156494,0.1469222456216812,0.06975573301315308,0.38068896532058716,0.23255878686904907,0.2134782373905182,0.2501474916934967,0.049615420401096344,0.18029534816741943,1.0,-0.009990512393414974,0.18392880260944366,0.17949983477592468,0.1732746809720993
had,0.3008452355861664,0.3875846862792969,0.14652489125728607,0.4739086329936981,0.2583032250404358,0.3872550129890442,0.4401516616344452,0.3338281810283661,0.20905710756778717,0.18423189222812653,0.35487717390060425,0.23849567770957947,0.2776181399822235,0.32181528210639954,0.37984350323677063,0.16133075952529907,-0.004401352722197771,0.28599420189857483,0.24504023790359497,0.20728366076946259
played,0.21398702263832092,0.2603478729724884,0.09297260642051697,0.24504201114177704,0.1302526891231537,0.268975168466568,0.2874697744846344,0.1555146872997284,0.12963519990444183,0.18337179720401764,0.2987361550331116,0.14831039309501648,0.21936027705669403,0.15666238963603973,0.14824016392230988,0.2316470444202423,0.03920676186680794,0.09521535038948059,0.15284712612628937,0.14096300303936005
a,0.26277080178260803,0.5829201340675354,0.2138635665178299,0.3783375024795532,0.1662207841873169,0.3739250600337982,0.3497250974178314,0.3093770742416382,0.18430070579051971,0.1650054007768631,0.427140474319458,0.3320399522781372,0.23977601528167725,0.24738897383213043,0.45503583550453186,0.17967689037322998,0.04866964742541313,0.28312036395072937,0.21166443824768066,0.23916715383529663
leading,0.22258360683918,0.3809107840061188,0.19847632944583893,0.2195664644241333,0.1556125283241272,0.34015700221061707,0.30295172333717346,0.14109031856060028,0.21725356578826904,0.2300015687942505,0.25808972120285034,0.197072371840477,0.241299569606781,0.28186464309692383,0.260200560092926,0.15341398119926453,-0.05591977760195732,0.3500007688999176,0.22488266229629517,0.1360926628112793
role,0.23525682091712952,0.26607486605644226,0.16753561794757843,0.1617812067270279,0.15961451828479767,0.2629789710044861,0.27668386697769165,0.18646422028541565,0.1855013519525528,0.1859031319618225,0.199491485953331,0.22614215314388275,0.2347165048122406,0.17703869938850403,0.17841029167175293,0.223234161734581,0.00619043642655015,0.1187954694032669,0.19692334532737732,0.18676944077014923
",",0.340058833360672,0.4933079481124878,0.1982562243938446,0.4120737314224243,0.2507072985172272,0.6633074283599854,0.3378419280052185,0.2796398997306824,0.2804356515407562,0.2029174268245697,1.0000001192092896,0.3087472915649414,0.2009008377790451,0.2899704575538635,0.44245919585227966,0.23255878686904907,-0.0016132977325469255,0.27956297993659973,0.2331448197364807,0.31091248989105225
all,0.3794899880886078,0.4860881567001343,0.26845812797546387,0.3876307010650635,0.21705204248428345,0.4542157053947449,0.30359330773353577,0.3599375784397125,0.28313377499580383,0.19543339312076569,0.425624817609787,0.41981086134910583,0.0993504673242569,0.2530168890953064,0.42520734667778015,0.1917443871498108,0.03181743621826172,0.31875982880592346,0.2381928265094757,0.29575422406196594
may,0.21706771850585938,0.2694292366504669,0.19918300211429596,0.23512546718120575,0.14940305054187775,0.34598252177238464,0.17931339144706726,0.18810231983661652,0.16718164086341858,0.18141482770442963,0.5007920861244202,0.25739946961402893,0.18491309881210327,0.15467974543571472,0.391582727432251,0.16082176566123962,-0.07006479054689407,0.3009219169616699,0.24067632853984833,0.2768254578113556
have,0.438763827085495,0.40389683842658997,0.23778200149536133,0.48046383261680603,0.15155020356178284,0.4711785912513733,0.25689181685447693,0.3685062825679779,0.17989560961723328,0.16993147134780884,0.3541618287563324,0.39808809757232666,0.1532299518585205,0.30383312702178955,0.4544740617275238,0.12011514604091644,-0.02807004563510418,0.2704067528247833,0.2750714123249054,0.32991164922714233
contributed,0.26605987548828125,0.2633678913116455,0.15880468487739563,0.22952216863632202,0.18938927352428436,0.2908022403717041,0.2503540813922882,0.22672390937805176,0.2893983721733093,0.1457706242799759,0.2899704575538635,0.2441394031047821,0.14003214240074158,1.0,0.2686880826950073,0.049615420401096344,-0.002902780659496784,0.2934434413909912,0.18870675563812256,0.21200142800807953
.,0.28636154532432556,0.5934505462646484,0.2468884438276291,0.4446153938770294,0.22383488714694977,0.588965117931366,0.3119256794452667,0.3061371147632599,0.1994343250989914,0.23398323357105255,0.6812511086463928,0.3567904531955719,0.17578686773777008,0.25505968928337097,0.4645031690597534,0.24907569587230682,-0.003708066651597619,0.2605869472026825,0.25832483172416687,0.4130953550338745
