,uchicago,claims,to,have,what,kind,of,learning,experience,compared,to,other,universities,?
of,0.1812904179096222,0.2663089632987976,0.41548454761505127,0.3802283704280853,0.33290785551071167,0.2285657674074173,1.0,0.23709416389465332,0.228313148021698,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.29948264360427856,0.1826142966747284
american,0.35125312209129333,0.10418225824832916,0.16338081657886505,0.2099626362323761,0.1909721940755844,0.14892074465751648,0.22180068492889404,0.08453676104545593,0.1884147673845291,0.1941204071044922,0.16338081657886505,0.2411116361618042,0.1496863067150116,0.18877598643302917
universities,0.22569870948791504,0.20864388346672058,0.2433011382818222,0.215876504778862,0.1630716770887375,0.06965359300374985,0.29948264360427856,0.3136531710624695,0.17172254621982574,0.2026912122964859,0.2433011382818222,0.32961708307266235,0.9999999403953552,0.16836881637573242
–,0.21417662501335144,0.10356325656175613,0.19410304725170135,0.1137581542134285,0.13008765876293182,0.05484209209680557,0.2799985408782959,0.1327553540468216,0.10310334712266922,0.15141353011131287,0.19410304725170135,0.0895596519112587,0.09144701808691025,0.2714554965496063
harvard,0.35196104645729065,0.13371780514717102,0.2043667882680893,0.18277490139007568,0.2177114188671112,0.1376442313194275,0.25842633843421936,0.18508321046829224,0.10199712216854095,0.1269296109676361,0.2043667882680893,0.18755465745925903,0.42459505796432495,0.11685016006231308
",",0.2439829707145691,0.24985520541667938,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22680731117725372,0.22459560632705688,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2774002254009247,0.31091248989105225
yale,0.37705284357070923,0.15166844427585602,0.20129746198654175,0.2282099425792694,0.1766820251941681,0.1036963239312172,0.20639310777187347,0.23212099075317383,0.20022743940353394,0.1903066337108612,0.20129746198654175,0.21469460427761078,0.42908307909965515,0.1444430649280548
",",0.2439829707145691,0.24985520541667938,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22680731117725372,0.22459560632705688,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2774002254009247,0.31091248989105225
princeton,0.3958980143070221,0.16853755712509155,0.1856478601694107,0.17105801403522491,0.1920749545097351,0.14701077342033386,0.2322216033935547,0.277690052986145,0.15628954768180847,0.1353621631860733,0.1856478601694107,0.2106877863407135,0.3792547583580017,0.21103206276893616
",",0.2439829707145691,0.24985520541667938,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22680731117725372,0.22459560632705688,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2774002254009247,0.31091248989105225
mit,0.24485555291175842,0.10048909485340118,0.15493081510066986,0.1422991007566452,0.15160860121250153,0.10522963851690292,0.22569386661052704,0.20135457813739777,0.15637589991092682,0.09165124595165253,0.15493081510066986,0.16475793719291687,0.3234882950782776,0.12031133472919464
",",0.2439829707145691,0.24985520541667938,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22680731117725372,0.22459560632705688,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2774002254009247,0.31091248989105225
and,0.1798572540283203,0.23295684158802032,0.48971283435821533,0.4711785912513733,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2687397301197052,0.24539199471473694,0.38507750630378723,0.48971283435821533,0.5504306554794312,0.3038506805896759,0.20544172823429108
the,0.23118087649345398,0.24698559939861298,0.535392165184021,0.40389683842658997,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2504628002643585,0.21682339906692505,0.28685078024864197,0.535392165184021,0.44152235984802246,0.2619408071041107,0.22068053483963013
university,0.32529881596565247,0.13499829173088074,0.20192374289035797,0.1617986559867859,0.20256435871124268,0.07493893057107925,0.30646374821662903,0.29980435967445374,0.15486478805541992,0.15507730841636658,0.20192374289035797,0.1804676055908203,0.6843494176864624,0.11887256056070328
of,0.1812904179096222,0.2663089632987976,0.41548454761505127,0.3802283704280853,0.33290785551071167,0.2285657674074173,1.0,0.23709416389465332,0.228313148021698,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.29948264360427856,0.1826142966747284
chicago,0.899956464767456,0.13091114163398743,0.19278118014335632,0.1939457803964615,0.1521448791027069,0.12238232046365738,0.18391016125679016,0.0982554480433464,0.14527027308940887,0.11888640373945236,0.19278118014335632,0.20384545624256134,0.2027006447315216,0.16446958482265472
–,0.21417662501335144,0.10356325656175613,0.19410304725170135,0.1137581542134285,0.13008765876293182,0.05484209209680557,0.2799985408782959,0.1327553540468216,0.10310334712266922,0.15141353011131287,0.19410304725170135,0.0895596519112587,0.09144701808691025,0.2714554965496063
it,0.11054179072380066,0.26409366726875305,0.513711154460907,0.40974161028862,0.45803478360176086,0.2979188859462738,0.38761502504348755,0.21570803225040436,0.2463470697402954,0.23116426169872284,0.513711154460907,0.36282607913017273,0.23677049577236176,0.25732165575027466
is,0.07834049314260483,0.18619538843631744,0.42745086550712585,0.3613572418689728,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.19600103795528412,0.19130541384220123,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.2421088069677353,0.22961433231830597
uchicago,1.0,0.1326761245727539,0.13246649503707886,0.1361188143491745,0.1244094967842102,0.11451873183250427,0.1812904179096222,0.13535550236701965,0.14560462534427643,0.07781518995761871,0.13246649503707886,0.15991540253162384,0.22569870948791504,0.1768796592950821
that,0.19132544100284576,0.35298386216163635,0.5436353087425232,0.6182622313499451,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.2574402689933777,0.3369843363761902,0.30344316363334656,0.5436353087425232,0.5570666193962097,0.19889220595359802,0.32716336846351624
can,0.12281365692615509,0.15109463036060333,0.4979398250579834,0.5489245653152466,0.34502777457237244,0.4151865541934967,0.2603091299533844,0.26453647017478943,0.3147910237312317,0.24744020402431488,0.4979398250579834,0.454561322927475,0.18755777180194855,0.3226337134838104
most,0.13774444162845612,0.19251561164855957,0.321603000164032,0.44364631175994873,0.3219912350177765,0.3164631724357605,0.4178851246833801,0.27735140919685364,0.23917551338672638,0.3639819025993347,0.321603000164032,0.4585079252719879,0.27189359068870544,0.2107497900724411
convincingly,0.15235838294029236,0.3929462432861328,0.38956698775291443,0.3577001988887787,0.36469200253486633,0.2511463761329651,0.18227015435695648,0.2037683129310608,0.31630080938339233,0.28394800424575806,0.38956698775291443,0.28324127197265625,0.14145319163799286,0.31486931443214417
claim,0.14737550914287567,0.765805721282959,0.324158638715744,0.3330055773258209,0.30214840173721313,0.12475534528493881,0.2833690047264099,0.14230379462242126,0.27777692675590515,0.23348157107830048,0.324158638715744,0.25945714116096497,0.23110441863536835,0.2665664851665497
to,0.13246649503707886,0.27401837706565857,1.0,0.4544740617275238,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2609867453575134,0.25535836815834045,0.2345995306968689,1.0,0.4193183183670044,0.2433011382818222,0.29463258385658264
provide,0.14995640516281128,0.23674611747264862,0.3479624092578888,0.4755615293979645,0.27049049735069275,0.3260391354560852,0.27198103070259094,0.23849937319755554,0.30071401596069336,0.3157469630241394,0.3479624092578888,0.3091827630996704,0.23768602311611176,0.22704634070396423
the,0.23118087649345398,0.24698559939861298,0.535392165184021,0.40389683842658997,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2504628002643585,0.21682339906692505,0.28685078024864197,0.535392165184021,0.44152235984802246,0.2619408071041107,0.22068053483963013
most,0.13774444162845612,0.19251561164855957,0.321603000164032,0.44364631175994873,0.3219912350177765,0.3164631724357605,0.4178851246833801,0.27735140919685364,0.23917551338672638,0.3639819025993347,0.321603000164032,0.4585079252719879,0.27189359068870544,0.2107497900724411
rigorous,0.15922188758850098,0.24810883402824402,0.278359979391098,0.310259610414505,0.2750876843929291,0.28625863790512085,0.21921856701374054,0.28330379724502563,0.3251216411590576,0.2466524988412857,0.278359979391098,0.2286645472049713,0.19184599816799164,0.18893571197986603
",",0.2439829707145691,0.24985520541667938,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22680731117725372,0.22459560632705688,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2774002254009247,0.31091248989105225
intense,0.17833644151687622,0.12852483987808228,0.28587105870246887,0.2924647629261017,0.2151675522327423,0.22739413380622864,0.2310306578874588,0.18253791332244873,0.3325466513633728,0.27273252606391907,0.28587105870246887,0.14245110750198364,0.14676859974861145,0.15166594088077545
learning,0.13535550236701965,0.13001284003257751,0.2609867453575134,0.23821121454238892,0.29806870222091675,0.27657920122146606,0.23709416389465332,0.9999998807907104,0.4421054422855377,0.1974850445985794,0.2609867453575134,0.2408289611339569,0.3136531710624695,0.25810256600379944
experience,0.14560462534427643,0.23220263421535492,0.25535836815834045,0.3715166747570038,0.3894727826118469,0.2802909016609192,0.228313148021698,0.4421054422855377,1.0000001192092896,0.29081958532333374,0.25535836815834045,0.2569684386253357,0.17172254621982574,0.25203612446784973
.,0.2785777151584625,0.2706787586212158,0.4645031690597534,0.41614407300949097,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24872951209545135,0.22749435901641846,0.27071613073349,0.4645031690597534,0.41511186957359314,0.2545505464076996,0.4130953550338745
'',0.02328641340136528,-0.03333939611911774,-0.009905828163027763,0.0312618687748909,0.08143015950918198,0.01890246570110321,0.13035868108272552,0.05786193534731865,0.07970824837684631,0.1379733830690384,-0.009905828163027763,0.021007593721151352,0.06844941526651382,0.018684765323996544
