,what,did,john,dalton,think,that,all,elements,were,in,number,present,in,compounds,?
normally,0.30112072825431824,0.19544294476509094,0.12078157067298889,0.17371498048305511,0.36862850189208984,0.44648486375808716,0.4080333411693573,0.28118494153022766,0.2533198595046997,0.27602890133857727,0.2824719548225403,0.13342809677124023,0.27602890133857727,0.39827266335487366,0.20675471425056458
have,0.39808809757232666,0.3783526122570038,0.1348961442708969,0.22955761849880219,0.5388241410255432,0.6182622313499451,0.5559456944465637,0.2619622051715851,0.5193349123001099,0.36843645572662354,0.3633861541748047,0.23713251948356628,0.36843645572662354,0.33073630928993225,0.32991164922714233
the,0.42745697498321533,0.34736719727516174,0.2230520099401474,0.26350104808807373,0.3102172613143921,0.5473989248275757,0.4860881567001343,0.22297804057598114,0.3906462490558624,0.6662389636039734,0.35145696997642517,0.2829846143722534,0.6662389636039734,0.18294313549995422,0.22068053483963013
simplest,0.3681354820728302,0.1826867014169693,0.11895978450775146,0.19419358670711517,0.38536006212234497,0.39868125319480896,0.31487175822257996,0.36755406856536865,0.1277463287115097,0.2474999874830246,0.2850862443447113,0.17861631512641907,0.2474999874830246,0.45705193281173706,0.3028930425643921
atomic,0.24257957935333252,0.15765592455863953,0.05220319703221321,0.31045907735824585,0.19797104597091675,0.2316160649061203,0.2142798751592636,0.40992194414138794,0.14927040040493011,0.1661578118801117,0.29256096482276917,0.10188908874988556,0.1661578118801117,0.3803640305995941,0.16654692590236664
ratios,0.24166709184646606,0.1021246388554573,0.1171756386756897,0.22480712831020355,0.2608862519264221,0.32612112164497375,0.26783883571624756,0.38283488154411316,0.20352791249752045,0.11642739921808243,0.35021498799324036,0.1315961331129074,0.11642739921808243,0.3188347816467285,0.18215593695640564
with,0.2464839518070221,0.25472134351730347,0.1736196130514145,0.18321429193019867,0.2712445855140686,0.4154358208179474,0.3876307010650635,0.20816650986671448,0.3179011940956116,0.4080928862094879,0.2513769268989563,0.20671819150447845,0.4080928862094879,0.23910129070281982,0.2433311939239502
respect,0.35592806339263916,0.2958885431289673,0.14294090867042542,0.13001957535743713,0.4134823679924011,0.349463552236557,0.3576083481311798,0.18471966683864594,0.1715538501739502,0.16911892592906952,0.14944127202033997,0.1377294808626175,0.16911892592906952,0.16385000944137573,0.2402682900428772
to,0.455847829580307,0.4452643394470215,0.2070634365081787,0.2500130236148834,0.3748004138469696,0.5436353087425232,0.42520734667778015,0.22117622196674347,0.31913647055625916,0.45010748505592346,0.2706126868724823,0.2453051209449768,0.45010748505592346,0.29820382595062256,0.29463258385658264
one,0.376489520072937,0.27659472823143005,0.16914118826389313,0.15166887640953064,0.38898006081581116,0.5133185982704163,0.4628787636756897,0.24832342565059662,0.3453167676925659,0.4129433035850525,0.4248921275138855,0.23905925452709198,0.4129433035850525,0.24526165425777435,0.2673267424106598
another,0.4190070629119873,0.29175329208374023,0.21534866094589233,0.20849540829658508,0.3798724412918091,0.5273378491401672,0.2899569571018219,0.23493048548698425,0.18328039348125458,0.3397690951824188,0.27583494782447815,0.14033791422843933,0.3397690951824188,0.24306152760982513,0.295511931180954
.,0.3567904531955719,0.35288307070732117,0.26428887248039246,0.3012639880180359,0.31119775772094727,0.4460422694683075,0.43406882882118225,0.2422238141298294,0.3378238379955292,0.5591574311256409,0.3256329298019409,0.23765113949775696,0.5591574311256409,0.23886778950691223,0.4130953550338745
