,what,talk,show,followed,immediately,after,super,bowl,50,on,cbs,?
its,0.30393704771995544,0.2064869999885559,0.2273027002811432,0.20418477058410645,0.22540052235126495,0.29879069328308105,0.14685668051242828,0.15285100042819977,0.0038639872800558805,0.34331920742988586,0.18914800882339478,0.15103481709957123
lead-out,0.2306920737028122,0.16480961441993713,0.21156848967075348,0.34718185663223267,0.3385847210884094,0.3606547713279724,0.19523125886917114,0.28199392557144165,0.04654529318213463,0.28146642446517944,0.2464541345834732,0.17134928703308105
programs,0.23178155720233917,0.24649712443351746,0.37699204683303833,0.149624764919281,0.13010239601135254,0.18444788455963135,0.15785470604896545,0.1329975724220276,0.012408391572535038,0.28622785210609436,0.34687602519989014,0.16452431678771973
for,0.3017193675041199,0.29410800337791443,0.3141973614692688,0.2623760402202606,0.25647589564323425,0.3650246858596802,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.36199691891670227,0.20941372215747833,0.264628142118454
super,0.13651713728904724,0.1057947501540184,0.16737808287143707,0.13724663853645325,0.17856846749782562,0.1987018883228302,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.1569211632013321,0.23111854493618011,0.166326642036438
bowl,0.15942467749118805,0.16495637595653534,0.19135026633739471,0.1289443075656891,0.1399753987789154,0.21850556135177612,0.4848237931728363,1.0,0.005446359980851412,0.1334993690252304,0.2528696060180664,0.21118052303791046
50,-0.04124141484498978,0.005458502098917961,0.13040520250797272,0.10020876675844193,0.005873969290405512,0.06707155704498291,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.05590687692165375,-0.030295440927147865,0.030512850731611252
",",0.3087472915649414,0.29342958331108093,0.31928569078445435,0.3097211718559265,0.30129873752593994,0.38860568404197693,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.49057599902153015,0.18569420278072357,0.31091248989105225
beginning,0.3351518511772156,0.22969484329223633,0.24543830752372742,0.36619091033935547,0.2944413125514984,0.4301009774208069,0.1733865588903427,0.17699073255062103,0.04047684744000435,0.2641787528991699,0.19618754088878632,0.19413669407367706
with,0.2464839518070221,0.25709018111228943,0.3004990220069885,0.35106009244918823,0.3362759053707123,0.33843478560447693,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.40749499201774597,0.20131054520606995,0.2433311939239502
a,0.3320399522781372,0.23299653828144073,0.24886544048786163,0.2840714454650879,0.2712491750717163,0.3831600844860077,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.3848365545272827,0.16314536333084106,0.23916715383529663
special,0.24134232103824615,0.22448782622814178,0.2602277398109436,0.09626791626214981,0.13171973824501038,0.16394950449466705,0.2675681412220001,0.188632994890213,0.010398488491773605,0.23108302056789398,0.161833718419075,0.29623302817344666
episode,0.1919318586587906,0.25457763671875,0.49653249979019165,0.20162226259708405,0.16199742257595062,0.2562639117240906,0.20732815563678741,0.15485282242298126,0.06819570809602737,0.28993746638298035,0.326662540435791,0.23978739976882935
of,0.33290785551071167,0.15524029731750488,0.21383242309093475,0.3060508966445923,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.3966929316520691,0.16151919960975647,0.1826142966747284
the,0.42745697498321533,0.2565208673477173,0.319829523563385,0.3567860722541809,0.39876270294189453,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.5107308030128479,0.2283918708562851,0.22068053483963013
late,0.1576872020959854,0.16403940320014954,0.296935498714447,0.3148308992385864,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.2571752071380615,0.2876780033111572,0.11339222639799118
show,0.29653704166412354,0.32384613156318665,0.9999999403953552,0.26399073004722595,0.17295338213443756,0.21172942221164703,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.3708709180355072,0.4361982047557831,0.2520138621330261
with,0.2464839518070221,0.25709018111228943,0.3004990220069885,0.35106009244918823,0.3362759053707123,0.33843478560447693,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.40749499201774597,0.20131054520606995,0.2433311939239502
stephen,0.19542662799358368,0.13302241265773773,0.13536235690116882,0.15110506117343903,0.13137806951999664,0.08890415728092194,0.09012158215045929,0.09341801702976227,-0.0769861564040184,0.22443364560604095,0.21969963610172272,0.13611415028572083
colbert,0.21056240797042847,0.25386759638786316,0.32718732953071594,0.19546546041965485,0.14405116438865662,0.18615220487117767,0.13184314966201782,0.245666041970253,-0.029044240713119507,0.23259665071964264,0.395621120929718,0.2273050993680954
following,0.2506418824195862,0.18310879170894623,0.16061565279960632,0.5081803798675537,0.33009546995162964,0.39623188972473145,0.12383386492729187,0.14499105513095856,0.025637440383434296,0.2962210774421692,0.10160160809755325,0.1555173695087433
the,0.42745697498321533,0.2565208673477173,0.319829523563385,0.3567860722541809,0.39876270294189453,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.5107308030128479,0.2283918708562851,0.22068053483963013
game,0.2246788740158081,0.24623173475265503,0.2874241769313812,0.18839426338672638,0.1739095151424408,0.19855184853076935,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.22967135906219482,0.3367152214050293,0.1829071193933487
.,0.3567904531955719,0.2742018699645996,0.3016606271266937,0.3200787305831909,0.2825857996940613,0.35870397090911865,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.49257001280784607,0.2350580096244812,0.4130953550338745
