,what,kind,of,engines,did,the,biplane,design,have,?
design,0.23893405497074127,0.20948083698749542,0.2522938847541809,0.38155606389045715,0.23409053683280945,0.27913451194763184,0.29737839102745056,1.0000001192092896,0.24239428341388702,0.16351860761642456
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.19945158064365387,0.318512886762619,0.4739971458911896,0.16485415399074554,0.2477298229932785,0.41175219416618347,0.264628142118454
what,0.9999998807907104,0.39947736263275146,0.33290785551071167,0.1634974628686905,0.4259131848812103,0.42745697498321533,0.13174766302108765,0.23893405497074127,0.39808809757232666,0.5051238536834717
became,0.1434093862771988,0.07650677859783173,0.3638904094696045,0.16198648512363434,0.3632316589355469,0.36325156688690186,0.16692808270454407,0.17423775792121887,0.16746708750724792,0.11374033987522125
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2245008647441864,0.34736719727516174,1.0,0.22968971729278564,0.27913451194763184,0.40389683842658997,0.22068053483963013
tiltrotor/tilt-wing,0.29220789670944214,0.3450368046760559,0.3641950786113739,0.43442752957344055,0.23269106447696686,0.396668404340744,0.5364306569099426,0.39647406339645386,0.33861035108566284,0.17835111916065216
concept,0.28724339604377747,0.36172783374786377,0.24082158505916595,0.23494012653827667,0.2316831350326538,0.2355310022830963,0.18108756840229034,0.37038877606391907,0.2738856375217438,0.17160645127296448
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.17400804162025452,0.3596470057964325,0.48381632566452026,0.2234959453344345,0.21253643929958344,0.37788212299346924,0.27043893933296204
well,0.4154493808746338,0.3272657096385956,0.3343164324760437,0.17889167368412018,0.4341743588447571,0.42630070447921753,0.18535731732845306,0.198128342628479,0.46326565742492676,0.24815571308135986
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.17400804162025452,0.3596470057964325,0.48381632566452026,0.2234959453344345,0.21253643929958344,0.37788212299346924,0.27043893933296204
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2245008647441864,0.34736719727516174,1.0,0.22968971729278564,0.27913451194763184,0.40389683842658997,0.22068053483963013
earliest,0.23163363337516785,0.2799637019634247,0.33267632126808167,0.10200553387403488,0.23505623638629913,0.32825469970703125,0.18086126446723938,0.1367359608411789,0.3157048523426056,0.139415442943573
proposal,0.3435455560684204,0.14753681421279907,0.18171913921833038,0.15873850882053375,0.2708929777145386,0.24154584109783173,0.05582937225699425,0.2606368064880371,0.2769823670387268,0.362845778465271
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.19945158064365387,0.318512886762619,0.4739971458911896,0.16485415399074554,0.2477298229932785,0.41175219416618347,0.264628142118454
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2245008647441864,0.34736719727516174,1.0,0.22968971729278564,0.27913451194763184,0.40389683842658997,0.22068053483963013
use,0.3453877568244934,0.39127564430236816,0.2750902473926544,0.27862992882728577,0.32446643710136414,0.34342584013938904,0.16641712188720703,0.2563382685184479,0.4805850088596344,0.32795652747154236
of,0.33290785551071167,0.2285657674074173,1.0,0.17593856155872345,0.2513895630836487,0.733189046382904,0.179756298661232,0.2522938847541809,0.3802283704280853,0.1826142966747284
turbine,0.1404699683189392,0.18588463962078094,0.17630848288536072,0.4977881908416748,0.13428311049938202,0.1799832284450531,0.3502187728881836,0.3895929157733917,0.1599147468805313,0.16315746307373047
engines,0.1634974628686905,0.14799098670482635,0.17593856155872345,1.0000001192092896,0.20473016798496246,0.2245008647441864,0.4458810091018677,0.38155606389045715,0.2422233670949936,0.18940703570842743
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.18084456026554108,0.2593238651752472,0.6662389636039734,0.19000683724880219,0.21856798231601715,0.36843645572662354,0.20430970191955566
rotor,0.14388279616832733,0.29384005069732666,0.24397176504135132,0.45773324370384216,0.10407739132642746,0.31803634762763977,0.5442790985107422,0.36667972803115845,0.19424675405025482,0.059566475450992584
aircraft,0.16903388500213623,0.17377687990665436,0.20974087715148926,0.4601839482784271,0.12570714950561523,0.24209992587566376,0.6599565148353577,0.28268173336982727,0.20546063780784607,0.14893899857997894
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24894580245018005,0.35288307070732117,0.5934505462646484,0.2714553475379944,0.24995818734169006,0.41614407300949097,0.4130953550338745
