,what,is,the,exam,at,the,end,of,form,four,?
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.14148811995983124,0.24268823862075806,0.40344667434692383,0.2068537473678589,0.36293646693229675,0.19950519502162933,1.0,0.14532537758350372
–,0.13008765876293182,0.1436920464038849,0.2607575058937073,0.04801616072654724,0.24524202942848206,0.2607575058937073,0.21311810612678528,0.2799985408782959,0.050787560641765594,0.20105230808258057,0.2714554965496063
the,0.42745697498321533,0.5823672413825989,1.0,0.15408869087696075,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.29286009073257446,0.40344667434692383,0.22068053483963013
kenya,0.18398970365524292,0.17591087520122528,0.21657514572143555,0.16539444029331207,0.21434974670410156,0.21657514572143555,0.11729869991540909,0.22226637601852417,0.10288314521312714,0.1736450493335724,0.17197901010513306
certificate,0.17650939524173737,0.13047437369823456,0.15229563415050507,0.45668599009513855,0.20763254165649414,0.15229563415050507,0.08851884305477142,0.18742264807224274,0.1731007844209671,0.1758669763803482,0.22899624705314636
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.12876290082931519,0.42558613419532776,0.733189046382904,0.2215006798505783,1.0,0.29600051045417786,0.36293646693229675,0.1826142966747284
secondary,0.20388361811637878,0.19772830605506897,0.21037471294403076,0.2652595639228821,0.1936700940132141,0.21037471294403076,0.11179459095001221,0.219074085354805,0.23172397911548615,0.16819080710411072,0.18118004500865936
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.4396654963493347,0.22585788369178772,0.23982903361320496,0.13172492384910583,0.3015166223049164,0.12039986252784729,0.17069323360919952,0.18067774176597595
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1193474680185318,0.23315078020095825,0.33289089798927307,0.21691228449344635,0.35032153129577637,0.1860738843679428,0.18616169691085815,0.40561532974243164
kcse,0.339447557926178,0.4189647138118744,0.3938242793083191,0.4798615872859955,0.39059871435165405,0.3938242793083191,0.22747859358787537,0.394050270318985,0.30841848254203796,0.28311532735824585,0.3769286572933197
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.15697042644023895,0.23338089883327484,0.3456730246543884,0.2439398169517517,0.3680361211299896,0.20926380157470703,0.21153751015663147,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.14151796698570251,0.38314947485923767,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.21805599331855774,0.31238991022109985,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.21914894878864288,0.3286694884300232,0.6521818041801453,0.31110426783561707,0.5011631846427917,0.4024239182472229,0.37497180700302124,0.25814583897590637
determines,0.30754899978637695,0.3277517855167389,0.3987143337726593,0.23713761568069458,0.21233873069286346,0.3987143337726593,0.20932379364967346,0.3582395315170288,0.2579064965248108,0.17200720310211182,0.24495068192481995
those,0.44466671347618103,0.2352088838815689,0.42861196398735046,0.14559116959571838,0.2508816719055176,0.42861196398735046,0.2556135654449463,0.37935635447502136,0.24985332787036896,0.3129899799823761,0.3328189253807068
proceeding,0.2930814027786255,0.1616608202457428,0.30780553817749023,0.2625853717327118,0.27973392605781555,0.30780553817749023,0.22785204648971558,0.29338064789772034,0.20386053621768951,0.2090950459241867,0.21129651367664337
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21157129108905792,0.36524343490600586,0.535392165184021,0.3229445815086365,0.41548454761505127,0.2772196829319,0.2803118824958801,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.15408869087696075,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.29286009073257446,0.40344667434692383,0.22068053483963013
universities,0.1630716770887375,0.2421088069677353,0.2619408071041107,0.42175328731536865,0.21649616956710815,0.2619408071041107,0.09759380668401718,0.29948264360427856,0.1337122768163681,0.20899993181228638,0.16836881637573242
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.14151796698570251,0.38314947485923767,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.21805599331855774,0.31238991022109985,0.31091248989105225
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.13758906722068787,0.24329762160778046,0.44152235984802246,0.200392484664917,0.38583824038505554,0.2616437077522278,0.29422545433044434,0.24682199954986572
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.2566038966178894,0.1965961456298828,0.1869824379682541,0.1602213978767395,0.21265500783920288,0.07508982717990875,0.17465625703334808,0.13074518740177155
training,0.19520394504070282,0.16467677056789398,0.22380973398685455,0.4012938141822815,0.26532524824142456,0.22380973398685455,0.11657258123159409,0.20511698722839355,0.14566075801849365,0.22084440290927887,0.14311334490776062
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.20994676649570465,0.21026140451431274,0.4174870550632477,0.21681678295135498,0.3792596757411957,0.3818044364452362,0.20491547882556915,0.32389625906944275
employment,0.1882249116897583,0.1982118785381317,0.22877080738544464,0.3108503818511963,0.20586377382278442,0.22877080738544464,0.0882648155093193,0.25652140378952026,0.17681467533111572,0.16132237017154694,0.20128771662712097
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.1756076216697693,0.4549728035926819,0.5934505462646484,0.26526886224746704,0.5352458953857422,0.28317511081695557,0.3278861939907074,0.4130953550338745
