,in,which,case,did,the,court,of,justice,state,that,refusal,to,admit,a,lawyer,to,the,belgian,bar,because,he,did,not,have,belgian,heritage,was,n't,able,to,be,justified,?
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.25557461380958557,0.5436353087425232,0.4434225857257843,1.0,0.32985082268714905,0.45503583550453186,0.2520906627178192,1.0,0.535392165184021,0.15929116308689117,0.2217898815870285,0.5166091918945312,0.385390967130661,0.4452643394470215,0.5149973034858704,0.4544740617275238,0.15929116308689117,0.17998197674751282,0.3636345863342285,-0.14541994035243988,0.529755175113678,1.0,0.4972836375236511,0.18677540123462677,0.29463258385658264
admit,0.19467665255069733,0.2519446313381195,0.35275575518608093,0.36705726385116577,0.21935626864433289,0.2567964196205139,0.17787644267082214,0.17395161092281342,0.2206796258687973,0.42431357502937317,0.3804290294647217,0.32985082268714905,1.0,0.2463129758834839,0.28848931193351746,0.32985082268714905,0.21935626864433289,0.038064002990722656,0.1623752862215042,0.3777290880680084,0.2937401533126831,0.36705726385116577,0.4451179504394531,0.420934796333313,0.038064002990722656,0.03400212898850441,0.18575288355350494,-0.06396909058094025,0.28000983595848083,0.32985082268714905,0.3370252549648285,0.4076160788536072,0.3069921135902405
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.25097307562828064,0.47537946701049805,0.25449275970458984,0.45503583550453186,0.2463129758834839,1.0,0.29755905270576477,0.45503583550453186,0.5829201340675354,0.19621579349040985,0.2582479417324066,0.42230045795440674,0.4393508732318878,0.2552328109741211,0.3791346549987793,0.338716596364975,0.19621579349040985,0.24219360947608948,0.4508470594882965,0.013574101030826569,0.2874686121940613,0.45503583550453186,0.39883795380592346,0.24778977036476135,0.23916715383529663
lawyer,0.2124365270137787,0.08150067925453186,0.3204497992992401,0.20493638515472412,0.17304322123527527,0.4680132269859314,0.10836214572191238,0.3810570240020752,0.237336203455925,0.16258345544338226,0.30497509241104126,0.2520906627178192,0.28848931193351746,0.29755905270576477,1.0,0.2520906627178192,0.17304322123527527,0.22265152633190155,0.18380677700042725,0.13293997943401337,0.4172278642654419,0.20493638515472412,0.2313235104084015,0.15378256142139435,0.22265152633190155,0.09123190492391586,0.2828832268714905,0.16189615428447723,0.24823300540447235,0.2520906627178192,0.1657535433769226,0.17876580357551575,0.23041324317455292
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.25557461380958557,0.5436353087425232,0.4434225857257843,1.0,0.32985082268714905,0.45503583550453186,0.2520906627178192,1.0,0.535392165184021,0.15929116308689117,0.2217898815870285,0.5166091918945312,0.385390967130661,0.4452643394470215,0.5149973034858704,0.4544740617275238,0.15929116308689117,0.17998197674751282,0.3636345863342285,-0.14541994035243988,0.529755175113678,1.0,0.4972836375236511,0.18677540123462677,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3097178041934967,0.5473989248275757,0.29118961095809937,0.535392165184021,0.21935626864433289,0.5829201340675354,0.17304322123527527,0.535392165184021,1.0,0.19601380825042725,0.2582305669784546,0.44596394896507263,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.40389683842658997,0.19601380825042725,0.25149020552635193,0.48711544275283813,-0.11449059844017029,0.3435857892036438,0.535392165184021,0.4248143136501312,0.20756277441978455,0.22068053483963013
belgian,0.14414362609386444,0.12586940824985504,0.12664705514907837,0.0695151686668396,0.19601380825042725,0.09123556315898895,0.1531772017478943,0.0332803800702095,0.09438946098089218,0.16766312718391418,0.033192913979291916,0.15929116308689117,0.038064002990722656,0.19621579349040985,0.22265152633190155,0.15929116308689117,0.19601380825042725,0.9999998807907104,0.10994787514209747,0.11164376139640808,0.19604915380477905,0.0695151686668396,0.16530518233776093,0.10241524130105972,0.9999998807907104,0.048204898834228516,0.20621734857559204,0.184360072016716,0.15475799143314362,0.15929116308689117,0.13350757956504822,0.0924077183008194,0.1179066002368927
bar,0.18403507769107819,0.22721995413303375,0.1801178753376007,0.14654335379600525,0.2582305669784546,0.18295802175998688,0.15874768793582916,0.14942233264446259,0.040383122861385345,0.22836041450500488,0.10431980341672897,0.2217898815870285,0.1623752862215042,0.2582479417324066,0.18380677700042725,0.2217898815870285,0.2582305669784546,0.10994787514209747,1.0,0.11223966628313065,0.13331595063209534,0.14654335379600525,0.17623895406723022,0.17785139381885529,0.10994787514209747,0.08333243429660797,0.13157565891742706,-0.03082284890115261,0.131577268242836,0.2217898815870285,0.16538023948669434,0.06543972343206406,0.1802317053079605
because,0.37423941493034363,0.5717213749885559,0.35077354311943054,0.45674043893814087,0.44596394896507263,0.16920259594917297,0.4075504541397095,0.15101125836372375,0.25135982036590576,0.6503599286079407,0.2738901674747467,0.5166091918945312,0.3777290880680084,0.42230045795440674,0.13293997943401337,0.5166091918945312,0.44596394896507263,0.11164376139640808,0.11223966628313065,1.0,0.3656739592552185,0.45674043893814087,0.6040527820587158,0.5794309377670288,0.11164376139640808,0.19029118120670319,0.3841400742530823,-0.1617082953453064,0.39419153332710266,0.5166091918945312,0.5052481293678284,0.32786592841148376,0.2528740465641022
he,0.41690486669540405,0.3415409028530121,0.16707688570022583,0.3292143940925598,0.4571082592010498,0.3171530067920685,0.38706058263778687,0.25223541259765625,0.2052532434463501,0.36068853735923767,0.27798792719841003,0.385390967130661,0.2937401533126831,0.4393508732318878,0.4172278642654419,0.385390967130661,0.4571082592010498,0.19604915380477905,0.13331595063209534,0.3656739592552185,1.0000001192092896,0.3292143940925598,0.29440581798553467,0.3020331561565399,0.19604915380477905,0.17625731229782104,0.5410010814666748,0.06199106201529503,0.27207711338996887,0.385390967130661,0.3325980603694916,0.21946178376674652,0.2089974731206894
lacked,0.2139105349779129,0.2953740060329437,0.19691041111946106,0.3564918637275696,0.24598371982574463,0.14014028012752533,0.26220977306365967,0.06287747621536255,0.10471522808074951,0.3685064911842346,0.23650342226028442,0.20906400680541992,0.2955359220504761,0.17386125028133392,0.080979123711586,0.20906400680541992,0.24598371982574463,0.08201969414949417,0.112766332924366,0.3638591170310974,0.1682097464799881,0.3564918637275696,0.3461074233055115,0.3971536457538605,0.08201969414949417,0.05086183547973633,0.22494889795780182,-0.021800274029374123,0.3072301149368286,0.20906400680541992,0.23072600364685059,0.34688082337379456,0.11040093004703522
belgian,0.14414362609386444,0.12586940824985504,0.12664705514907837,0.0695151686668396,0.19601380825042725,0.09123556315898895,0.1531772017478943,0.0332803800702095,0.09438946098089218,0.16766312718391418,0.033192913979291916,0.15929116308689117,0.038064002990722656,0.19621579349040985,0.22265152633190155,0.15929116308689117,0.19601380825042725,0.9999998807907104,0.10994787514209747,0.11164376139640808,0.19604915380477905,0.0695151686668396,0.16530518233776093,0.10241524130105972,0.9999998807907104,0.048204898834228516,0.20621734857559204,0.184360072016716,0.15475799143314362,0.15929116308689117,0.13350757956504822,0.0924077183008194,0.1179066002368927
nationality,0.1939406394958496,0.13888375461101532,0.14295841753482819,0.1950870305299759,0.21899528801441193,0.19193711876869202,0.16924145817756653,0.16943466663360596,0.26888543367385864,0.20177128911018372,0.20367997884750366,0.195908322930336,0.1757027953863144,0.16426464915275574,0.2623855173587799,0.195908322930336,0.21899528801441193,0.2578977942466736,0.15298952162265778,0.18762794137001038,0.19575423002243042,0.1950870305299759,0.27204880118370056,0.22860844433307648,0.2578977942466736,0.24250783026218414,0.16462191939353943,0.1600930392742157,0.21244361996650696,0.195908322930336,0.20992618799209595,0.27518725395202637,0.2473464161157608
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.22072885930538177,0.33670201897621155,0.21255949139595032,0.3636345863342285,0.18575288355350494,0.4508470594882965,0.2828832268714905,0.3636345863342285,0.48711544275283813,0.20621734857559204,0.13157565891742706,0.3841400742530823,0.5410010814666748,0.41399896144866943,0.2888734042644501,0.2863433063030243,0.20621734857559204,0.2243773341178894,1.0000001192092896,0.06924254447221756,0.19031302630901337,0.3636345863342285,0.42228707671165466,0.2239340990781784,0.18412111699581146
unjustified,0.16652829945087433,0.2698540687561035,0.35364440083503723,0.32580217719078064,0.21255521476268768,0.2100258618593216,0.20706026256084442,0.32652747631073,0.16682130098342896,0.4458341598510742,0.4777951240539551,0.2530023455619812,0.4687885046005249,0.2567364573478699,0.23682577908039093,0.2530023455619812,0.21255521476268768,0.11131159216165543,0.0883542150259018,0.40431439876556396,0.24888059496879578,0.32580217719078064,0.4154122769832611,0.31673043966293335,0.11131159216165543,0.20418985188007355,0.2243913859128952,0.07309873402118683,0.30683478713035583,0.2530023455619812,0.3614576458930969,0.8943579196929932,0.369048535823822
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.31380724906921387,0.4460422694683075,0.2459060549736023,0.4645031690597534,0.26943692564964294,0.50484299659729,0.23699504137039185,0.4645031690597534,0.5934505462646484,0.15447042882442474,0.16151095926761627,0.45765790343284607,0.38061028718948364,0.35288307070732117,0.4824007451534271,0.41614407300949097,0.15447042882442474,0.25028157234191895,0.40146201848983765,0.01884327083826065,0.34544092416763306,0.4645031690597534,0.4383580684661865,0.25329241156578064,0.4130953550338745
