,how,many,africans,were,brought,into,the,united,states,during,the,slave,trade,?
of,0.2480744868516922,0.37253960967063904,0.22422538697719574,0.34038281440734863,0.3339962065219879,0.32255905866622925,0.733189046382904,0.3187655806541443,0.30884552001953125,0.3869180977344513,0.733189046382904,0.18442977964878082,0.2310105711221695,0.1826142966747284
its,0.22449488937854767,0.3319723308086395,0.16564753651618958,0.20452921092510223,0.17455388605594635,0.2562001943588257,0.559237003326416,0.25747814774513245,0.2691997289657593,0.23688937723636627,0.559237003326416,0.11829158663749695,0.2526068389415741,0.15103481709957123
12,0.10959922522306442,0.1780882626771927,0.17960724234580994,0.1640433669090271,0.21201971173286438,0.18190129101276398,0.28907760977745056,0.038596440106630325,0.06391763687133789,0.12063150107860565,0.28907760977745056,0.11668326705694199,0.11678670346736908,0.10021790862083435
to,0.44169697165489197,0.40243685245513916,0.28922736644744873,0.31913647055625916,0.35361579060554504,0.38810545206069946,0.535392165184021,0.2715383470058441,0.2828785181045532,0.2828781306743622,0.535392165184021,0.24340349435806274,0.2781698405742645,0.29463258385658264
15,-0.005761355627328157,-0.02712528221309185,0.05834253132343292,0.10336721688508987,0.07884933054447174,-0.037161439657211304,-0.011810222640633583,0.008116157725453377,-0.022337235510349274,0.06340177357196808,-0.011810222640633583,0.03627331554889679,0.05057728290557861,-0.010706285014748573
million,0.21114659309387207,0.3520967364311218,0.21379470825195312,0.25957414507865906,0.20426906645298004,0.1496591717004776,0.277012437582016,0.24605627357959747,0.23362824320793152,0.25557681918144226,0.277012437582016,0.1481018215417862,0.1297873556613922,0.23092924058437347
africans,0.18344691395759583,0.2919760048389435,1.0,0.3877807557582855,0.28137272596359253,0.187410369515419,0.2805749773979187,0.24802808463573456,0.27680179476737976,0.25447919964790344,0.2805749773979187,0.4094265103340149,0.29971590638160706,0.13905750215053558
is,0.22544461488723755,0.2649032473564148,0.16851547360420227,0.29386836290359497,0.1763010025024414,0.2619607150554657,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.2240111529827118,0.5823672413825989,0.1646316647529602,0.17870411276817322,0.22961433231830597
viewed,0.2478298544883728,0.24690045416355133,0.15403695404529572,0.170766681432724,0.25116851925849915,0.1332240253686905,0.34172287583351135,0.16683028638362885,0.16463351249694824,0.16977794468402863,0.34172287583351135,0.12695635855197906,0.10357838124036789,0.19983090460300446
by,0.34370526671409607,0.3409687578678131,0.20542429387569427,0.4406847059726715,0.23560477793216705,0.30473223328590393,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.3220438063144684,0.4408751428127289,0.19159181416034698,0.13884904980659485,0.17966607213020325
some,0.4180530905723572,0.7976660132408142,0.2800101041793823,0.4592604339122772,0.33627012372016907,0.3148764669895172,0.4566698372364044,0.22087086737155914,0.2479456067085266,0.2788774073123932,0.4566698372364044,0.13911014795303345,0.20794804394245148,0.2562315762042999
to,0.44169697165489197,0.40243685245513916,0.28922736644744873,0.31913647055625916,0.35361579060554504,0.38810545206069946,0.535392165184021,0.2715383470058441,0.2828785181045532,0.2828781306743622,0.535392165184021,0.24340349435806274,0.2781698405742645,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.21511223912239075,0.4064064621925354,0.22883372008800507,0.3462390601634979,0.4248143136501312,0.20382754504680634,0.24637973308563232,0.24990400671958923,0.4248143136501312,0.2270059883594513,0.17317168414592743,0.3324260413646698
a,0.29312583804130554,0.2872205972671509,0.1749325394630432,0.17203083634376526,0.2422461211681366,0.3461161255836487,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.30341604351997375,0.5829201340675354,0.218167245388031,0.2032492309808731,0.23916715383529663
more,0.4319567084312439,0.48608261346817017,0.2529677152633667,0.33779072761535645,0.21746830642223358,0.26544561982154846,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.2523808181285858,0.39758381247520447,0.17540760338306427,0.16781359910964966,0.27894994616508484
modern,0.15316444635391235,0.32647043466567993,0.1824188083410263,0.2078569084405899,0.1361713856458664,0.19603824615478516,0.3283970355987549,0.16201943159103394,0.16220173239707947,0.19955264031887054,0.3283970355987549,0.15013346076011658,0.1339801400899887,0.12475407868623734
extension,0.19046080112457275,0.19501915574073792,0.13130784034729004,0.08276007324457169,0.2001495510339737,0.18056254088878632,0.3090997040271759,0.1458289474248886,0.14911021292209625,0.1814275085926056,0.3090997040271759,0.17122425138950348,0.13348251581192017,0.24237069487571716
of,0.2480744868516922,0.37253960967063904,0.22422538697719574,0.34038281440734863,0.3339962065219879,0.32255905866622925,0.733189046382904,0.3187655806541443,0.30884552001953125,0.3869180977344513,0.733189046382904,0.18442977964878082,0.2310105711221695,0.1826142966747284
america,0.19301444292068481,0.30219417810440063,0.27027204632759094,0.22683310508728027,0.21654410660266876,0.16707547008991241,0.37090015411376953,0.43051236867904663,0.43992868065834045,0.245676651597023,0.37090015411376953,0.289503812789917,0.23988279700279236,0.19333907961845398
's,-0.026164190843701363,0.01698932610452175,0.08479016274213791,0.007088581565767527,-0.03164028376340866,0.00961404386907816,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,0.011294117197394371,-0.01540423184633255,0.09285341203212738,0.08304908871650696,-0.023395681753754616
``,-0.01591024175286293,0.012824942357838154,0.07423950731754303,0.006090171169489622,-0.05430138111114502,0.02736244536936283,0.029072100296616554,0.0029474215116351843,0.029627995565533638,0.007871326059103012,0.029072100296616554,-0.0575113371014595,-0.018402187153697014,0.0685480609536171
internal,0.19838258624076843,0.2322305589914322,0.11183680593967438,0.18172943592071533,0.21238447725772858,0.18599219620227814,0.24764955043792725,0.19894352555274963,0.20768336951732635,0.2129559963941574,0.24764955043792725,0.04367527365684509,0.15708623826503754,0.1665428727865219
colonialism,0.18853160738945007,0.31184425950050354,0.45201653242111206,0.2456006109714508,0.21834489703178406,0.14320729672908783,0.25141018629074097,0.23822425305843353,0.2624041438102722,0.24911493062973022,0.25141018629074097,0.31493446230888367,0.33406907320022583,0.1519109606742859
'',-0.0029843549709767103,-0.016843097284436226,-0.010795433074235916,0.007215402089059353,-0.011080711148679256,-0.043979667127132416,0.041273195296525955,-0.05345742404460907,-0.06360612064599991,-0.08359146863222122,0.041273195296525955,0.02139778435230255,0.009646755643188953,0.018684765323996544
.,0.3287222981452942,0.3974229395389557,0.2213464230298996,0.3378238379955292,0.31484454870224,0.26250120997428894,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.3485563397407532,0.5934505462646484,0.19368305802345276,0.20157761871814728,0.4130953550338745
