,which,company,did,mrs,foster,work,for,?
her,0.3091151714324951,0.17326663434505463,0.3056010603904724,0.4168849587440491,0.3491695523262024,0.2701179087162018,0.2635703980922699,0.20310723781585693
employer,0.13695821166038513,0.38180527091026306,0.16666314005851746,0.20792926847934723,0.264432430267334,0.39047423005104065,0.2298753559589386,0.21366886794567108
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.17005810141563416,0.26371103525161743,0.3283594250679016,0.4464869201183319,0.31091248989105225
british,0.2002234309911728,0.23512013256549835,0.2039594054222107,0.23853667080402374,0.262979120016098,0.1516800969839096,0.1970057189464569,0.09711728990077972
gas,0.268431156873703,0.20653116703033447,0.14743757247924805,0.088259756565094,0.1579349786043167,0.19666673243045807,0.2126288264989853,0.1582372784614563
plc,0.28809940814971924,0.45937401056289673,0.047374505549669266,0.22414879500865936,0.2564094066619873,0.19900819659233093,0.1973266452550888,0.15035967528820038
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.17005810141563416,0.26371103525161743,0.3283594250679016,0.4464869201183319,0.31091248989105225
which,1.0,0.25990763306617737,0.2750149369239807,0.141229510307312,0.1748889684677124,0.30331435799598694,0.44095608592033386,0.25814583897590637
made,0.3407467305660248,0.2360643744468689,0.3068731725215912,0.13877756893634796,0.1361164003610611,0.24743260443210602,0.3147922456264496,0.17218779027462006
women,0.1888044774532318,0.12273411452770233,0.24222777783870697,0.17486479878425598,0.1678008735179901,0.20667950809001923,0.255394846200943,0.1616753786802292
retire,0.11894192546606064,0.21353602409362793,0.2955062687397003,0.18009629845619202,0.21069103479385376,0.20669856667518616,0.25869861245155334,0.16782012581825256
at,0.3286694884300232,0.17487694323062897,0.28390252590179443,0.08566439151763916,0.15935100615024567,0.24906395375728607,0.34237727522850037,0.21978627145290375
age,0.1620659977197647,0.13708460330963135,0.1816447526216507,0.07973514497280121,0.22003722190856934,0.15283000469207764,0.23129768669605255,0.16859300434589386
60,0.09554819762706757,0.01608268916606903,0.009732695296406746,0.017364196479320526,-0.08284855633974075,0.07546765357255936,0.033401429653167725,0.06999651342630386
and,0.506277859210968,0.23788511753082275,0.34479495882987976,0.15339024364948273,0.26032719016075134,0.37551814317703247,0.5064792633056641,0.20544172823429108
men,0.19994418323040009,0.1873668134212494,0.284831702709198,0.16983461380004883,0.14484629034996033,0.20637211203575134,0.25245723128318787,0.1408759206533432
at,0.3286694884300232,0.17487694323062897,0.28390252590179443,0.08566439151763916,0.15935100615024567,0.24906395375728607,0.34237727522850037,0.21978627145290375
65,0.01889987103641033,0.12779375910758972,0.11888891458511353,0.06998156756162643,0.12678052484989166,0.14688053727149963,0.03512706980109215,0.1632431149482727
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.17005810141563416,0.26371103525161743,0.3283594250679016,0.4464869201183319,0.31091248989105225
if,0.46344661712646484,0.1588779091835022,0.3197491765022278,0.16060493886470795,0.11656010895967484,0.3051113784313202,0.3609124422073364,0.4441644251346588
(,0.2589828372001648,0.13179703056812286,0.18979617953300476,0.11234962195158005,0.1801479607820511,0.22960703074932098,0.3357032239437103,0.40561532974243164
1,-0.1852463036775589,-0.2001955807209015,-0.2815930247306824,-0.2989477813243866,-0.3088763952255249,-0.26189616322517395,-0.31088897585868835,-0.249979168176651
),0.2758678197860718,0.14284300804138184,0.18584993481636047,0.09255735576152802,0.1612488329410553,0.251366525888443,0.3639558255672455,0.42300865054130554
pursuant,0.24582092463970184,0.227565199136734,0.26714426279067993,0.17072740197181702,0.2173512727022171,0.2452095001935959,0.3275061845779419,0.17773450911045074
to,0.5345056653022766,0.24903783202171326,0.4452643394470215,0.17681506276130676,0.2713456153869629,0.3482864499092102,0.4451248347759247,0.29463258385658264
a,0.56894451379776,0.22037413716316223,0.2552328109741211,0.14026156067848206,0.200248584151268,0.266241192817688,0.44038116931915283,0.23916715383529663
state,0.27248382568359375,0.20035192370414734,0.152080237865448,0.07133828103542328,0.1868637204170227,0.17748010158538818,0.19460363686084747,0.1160883978009224
measure,0.3194787800312042,0.10833694040775299,0.18950463831424713,0.14228057861328125,0.14009597897529602,0.229728564620018,0.26243719458580017,0.22092340886592865
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.17005810141563416,0.26371103525161743,0.3283594250679016,0.4464869201183319,0.31091248989105225
(,0.2589828372001648,0.13179703056812286,0.18979617953300476,0.11234962195158005,0.1801479607820511,0.22960703074932098,0.3357032239437103,0.40561532974243164
2,-0.044377245008945465,-0.06625690311193466,-0.044790901243686676,-0.007429430726915598,-0.007300498895347118,-0.011060169897973537,-0.09542696177959442,0.001977203879505396
),0.2758678197860718,0.14284300804138184,0.18584993481636047,0.09255735576152802,0.1612488329410553,0.251366525888443,0.3639558255672455,0.42300865054130554
it,0.616637647151947,0.3082790970802307,0.2993364930152893,0.1719864159822464,0.19631652534008026,0.28838732838630676,0.32171204686164856,0.25732165575027466
provided,0.26667746901512146,0.22792533040046692,0.2778315246105194,0.12313712388277054,0.21035709977149963,0.2956352233886719,0.38938868045806885,0.16893617808818817
a,0.56894451379776,0.22037413716316223,0.2552328109741211,0.14026156067848206,0.200248584151268,0.266241192817688,0.44038116931915283,0.23916715383529663
public,0.2544276714324951,0.20935024321079254,0.19092120230197906,0.21105548739433289,0.20899687707424164,0.23085199296474457,0.3092794418334961,0.19872993230819702
service,0.25458550453186035,0.265422523021698,0.14130860567092896,0.17911338806152344,0.17434553802013397,0.2512246072292328,0.31237727403640747,0.1676298975944519
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.17005810141563416,0.26371103525161743,0.3283594250679016,0.4464869201183319,0.31091248989105225
and,0.506277859210968,0.23788511753082275,0.34479495882987976,0.15339024364948273,0.26032719016075134,0.37551814317703247,0.5064792633056641,0.20544172823429108
(,0.2589828372001648,0.13179703056812286,0.18979617953300476,0.11234962195158005,0.1801479607820511,0.22960703074932098,0.3357032239437103,0.40561532974243164
3,0.07841135561466217,0.003308718092739582,0.0008236956200562418,0.05623640492558479,0.1284990757703781,0.10593864321708679,0.04892069101333618,0.005975271109491587
),0.2758678197860718,0.14284300804138184,0.18584993481636047,0.09255735576152802,0.1612488329410553,0.251366525888443,0.3639558255672455,0.42300865054130554
had,0.3188965916633606,0.19269630312919617,0.540525496006012,0.19501835107803345,0.2531667947769165,0.24853645265102386,0.3270139992237091,0.20728366076946259
special,0.3709421753883362,0.14478261768817902,0.20785176753997803,0.19078336656093597,0.18973131477832794,0.2617255449295044,0.311454176902771,0.29623302817344666
powers,0.21036413311958313,0.13069197535514832,0.247842937707901,0.1656503826379776,0.18468712270259857,0.12302353978157043,0.14618374407291412,0.17269276082515717
.,0.45942068099975586,0.266353577375412,0.35288307070732117,0.16318528354167938,0.22438199818134308,0.33121398091316223,0.4726039469242096,0.4130953550338745
