,what,position,did,luther,have,in,wittenberg,?
received,0.1010502278804779,0.13546378910541534,0.3125181496143341,0.1771141141653061,0.18873822689056396,0.2772020101547241,0.16274158656597137,0.11905962228775024
into,0.2180619090795517,0.12192842364311218,0.14888085424900055,0.12939998507499695,0.3038242757320404,0.38021373748779297,0.2091197371482849,0.15662476420402527
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.6662389636039734,0.31221258640289307,0.22068053483963013
senate,0.1894174963235855,0.2161322981119156,0.11589532345533371,0.20684945583343506,0.15370967984199524,0.1815723329782486,0.3091261088848114,0.18454359471797943
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1719115972518921,0.3802283704280853,0.5696388483047485,0.296735942363739,0.1826142966747284
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.6662389636039734,0.31221258640289307,0.22068053483963013
theological,0.3036796450614929,0.19880521297454834,0.1656060516834259,0.38423416018486023,0.15367461740970612,0.2581212520599365,0.23488076031208038,0.13711953163146973
faculty,0.17261409759521484,0.2127538025379181,0.08883927762508392,0.1986842155456543,0.1455758959054947,0.21257968246936798,0.19082489609718323,0.04951627925038338
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1719115972518921,0.3802283704280853,0.5696388483047485,0.296735942363739,0.1826142966747284
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.6662389636039734,0.31221258640289307,0.22068053483963013
university,0.20256435871124268,0.18426471948623657,0.15114416182041168,0.2046351283788681,0.1617986559867859,0.3201795518398285,0.23033910989761353,0.11887256056070328
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1719115972518921,0.3802283704280853,0.5696388483047485,0.296735942363739,0.1826142966747284
wittenberg,0.15816158056259155,0.19822090864181519,0.15746602416038513,0.42518264055252075,0.1514226347208023,0.2511049211025238,1.0000001192092896,0.15716047585010529
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.23255878686904907,0.3541618287563324,0.5201468467712402,0.23876431584358215,0.31091248989105225
having,0.34064167737960815,0.2714545726776123,0.3157401978969574,0.1127433255314827,0.5942753553390503,0.32022708654403687,0.1820005625486374,0.22418256103992462
been,0.2567804455757141,0.18623055517673492,0.2835664749145508,0.14683249592781067,0.6493861675262451,0.3515113592147827,0.23196685314178467,0.24354910850524902
called,0.3235960602760315,0.21288301050662994,0.277748167514801,0.09754475206136703,0.34887513518333435,0.40847352147102356,0.16249458491802216,0.18963319063186646
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.18029534816741943,0.4544740617275238,0.45010748505592346,0.20284001529216766,0.29463258385658264
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.6662389636039734,0.31221258640289307,0.22068053483963013
position,0.22031237185001373,1.0000001192092896,0.2170831561088562,0.15110158920288086,0.216538205742836,0.20453733205795288,0.19822090864181519,0.15529610216617584
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1719115972518921,0.3802283704280853,0.5696388483047485,0.296735942363739,0.1826142966747284
doctor,0.20870667695999146,0.09907162189483643,0.18673314154148102,0.22596125304698944,0.17649078369140625,0.25567495822906494,0.18442080914974213,0.1462511420249939
in,0.30808621644973755,0.20453733205795288,0.2593238651752472,0.20523880422115326,0.36843645572662354,1.0,0.2511049211025238,0.20430970191955566
bible,0.33710888028144836,0.10019124299287796,0.24923516809940338,0.3825412392616272,0.2343863695859909,0.17902518808841705,0.269947350025177,0.22667601704597473
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.24907569587230682,0.41614407300949097,0.5591574311256409,0.30842825770378113,0.4130953550338745
