,what,is,the,record,number,of,touchdowns,cam,newton,has,had,?
rushing,0.2485717386007309,0.13805745542049408,0.2992783486843109,0.31743288040161133,0.20874939858913422,0.2425251007080078,0.5714829564094543,0.16275349259376526,0.304086834192276,0.18285445868968964,0.2740771472454071,0.14363552629947662
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.22039180994033813,0.19318018853664398,0.3680361211299896,0.19843259453773499,0.2089960277080536,0.17433513700962067,0.26944878697395325,0.17014533281326294,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28093910217285156,0.2535701394081116,0.4946078956127167,0.23933975398540497,0.22727563977241516,0.2648763358592987,0.3734780251979828,0.35487717390060425,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2588478624820709,0.2992287278175354,0.5052502155303955,0.2318989634513855,0.18400311470031738,0.1884482353925705,0.4670248031616211,0.34897568821907043,0.23916715383529663
career-low,0.1360963135957718,0.1352536380290985,0.21368016302585602,0.34268712997436523,0.2003697156906128,0.2145143449306488,0.4120676517486572,0.2250259816646576,0.22043463587760925,0.24257206916809082,0.33139267563819885,0.15329208970069885
10,0.11840458959341049,0.1865890771150589,0.2880653440952301,0.009254059754312038,0.067176453769207,0.2777891755104065,-0.00992126390337944,0.03086147829890251,0.03830950707197189,0.1565546989440918,0.1529655158519745,0.022911956533789635
interceptions,0.1888427734375,0.11484040319919586,0.22331646084785461,0.331407368183136,0.23133902251720428,0.1719072461128235,0.7320449352264404,0.2500961720943451,0.30017799139022827,0.1473103165626526,0.21982498466968536,0.10945115238428116
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28093910217285156,0.2535701394081116,0.4946078956127167,0.23933975398540497,0.22727563977241516,0.2648763358592987,0.3734780251979828,0.35487717390060425,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23470573127269745,0.28545793890953064,0.5116966962814331,0.2571038007736206,0.18925651907920837,0.22255054116249084,0.43716782331466675,0.3872550129890442,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2588478624820709,0.2992287278175354,0.5052502155303955,0.2318989634513855,0.18400311470031738,0.1884482353925705,0.4670248031616211,0.34897568821907043,0.23916715383529663
career-best,0.16897855699062347,0.21616901457309723,0.29364049434661865,0.34548649191856384,0.24704863131046295,0.2952960133552551,0.42702388763427734,0.17777119576931,0.18897037208080292,0.2696036398410797,0.3207807242870331,0.2002197951078415
quarterback,0.15767325460910797,0.19901543855667114,0.23757418990135193,0.2873646914958954,0.1458124965429306,0.19996441900730133,0.6703263521194458,0.25592461228370667,0.29465755820274353,0.1908290684223175,0.18042391538619995,0.13221268355846405
rating,0.20312486588954926,0.16900229454040527,0.24654440581798553,0.27327868342399597,0.3040643334388733,0.20229244232177734,0.39720848202705383,0.08527947217226028,0.20168572664260864,0.1663343757390976,0.16150768101215363,0.18754872679710388
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19289259612560272,0.2778518795967102,1.0,0.18799830973148346,0.18242581188678741,0.18479612469673157,0.3909035325050354,0.37755560874938965,0.1826142966747284
99.4,0.08699527382850647,0.06552278995513916,0.07925555855035782,0.01922350935637951,0.09049432724714279,0.053649239242076874,0.13131600618362427,0.10567997395992279,0.07128863781690598,0.04446110129356384,0.10259697586297989,0.1159149557352066
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2186054140329361,0.3256329298019409,0.5352458953857422,0.208820641040802,0.15243393182754517,0.20699870586395264,0.4105546176433563,0.37348684668540955,0.4130953550338745
