,what,month,and,day,did,kennedy,message,his,vice,president,about,the,status,of,the,program,?
asking,0.48389121890068054,0.23185043036937714,0.23094214498996735,0.24645240604877472,0.37895697355270386,0.23624421656131744,0.45063328742980957,0.2360064834356308,0.14307767152786255,0.21661102771759033,0.37646183371543884,0.2650352418422699,0.2335536926984787,0.22649909555912018,0.2650352418422699,0.25969836115837097,0.39706939458847046
johnson,0.15453879535198212,0.09221673011779785,0.24726895987987518,0.1356719732284546,0.16520443558692932,0.4465610086917877,0.12556320428848267,0.25250744819641113,0.2951122224330902,0.32405218482017517,0.1345955729484558,0.2214501053094864,0.09142235666513443,0.2041160613298416,0.2214501053094864,0.19445954263210297,0.1463736891746521
to,0.455847829580307,0.24505755305290222,0.48971283435821533,0.21753256022930145,0.4452643394470215,0.2569362223148346,0.31292784214019775,0.3715193271636963,0.2266794741153717,0.21247753500938416,0.391953706741333,0.535392165184021,0.268886923789978,0.41548454761505127,0.535392165184021,0.23681028187274933,0.29463258385658264
look,0.40627723932266235,0.1638152003288269,0.33042222261428833,0.18625952303409576,0.2795056700706482,0.19076399505138397,0.2682030498981476,0.15634775161743164,0.12755531072616577,0.07219024747610092,0.29722860455513,0.2806221544742584,0.14914385974407196,0.21060073375701904,0.2806221544742584,0.17150142788887024,0.3596472144126892
into,0.2180619090795517,0.12516875565052032,0.36597734689712524,0.19242669641971588,0.14888085424900055,0.07912219315767288,0.18240156769752502,0.22944098711013794,0.14804881811141968,0.10702338069677353,0.2791807949542999,0.39493247866630554,0.16259297728538513,0.32255905866622925,0.39493247866630554,0.1555728018283844,0.15662476420402527
the,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3062323033809662,0.34736719727516174,0.20303435623645782,0.2559654116630554,0.4394008219242096,0.2412198781967163,0.24330610036849976,0.37995871901512146,1.0,0.23601171374320984,0.733189046382904,1.0,0.22986935079097748,0.22068053483963013
status,0.1975356787443161,0.1363714635372162,0.24375928938388824,0.14142639935016632,0.19024446606636047,0.12694555521011353,0.16064570844173431,0.143550843000412,0.1089821308851242,0.11189432442188263,0.17888103425502777,0.23601171374320984,1.0000001192092896,0.20139996707439423,0.23601171374320984,0.17526693642139435,0.16403266787528992
of,0.33290785551071167,0.23822399973869324,0.5116966962814331,0.2934032380580902,0.2513895630836487,0.1657739132642746,0.12355463951826096,0.38364991545677185,0.21141734719276428,0.21610750257968903,0.40939709544181824,0.733189046382904,0.20139996707439423,1.0,0.733189046382904,0.17376001179218292,0.1826142966747284
america,0.2517423629760742,0.12262345850467682,0.2647855281829834,0.20160262286663055,0.2212076634168625,0.18301182985305786,0.12661749124526978,0.1734815388917923,0.21930812299251556,0.26042160391807556,0.24487876892089844,0.37090015411376953,0.1631181389093399,0.28803038597106934,0.37090015411376953,0.17477057874202728,0.19333907961845398
's,0.02692362666130066,-0.02560724876821041,0.06895173341035843,0.03448042273521423,0.05069678649306297,-0.03838328644633293,0.01708148419857025,0.047556519508361816,-0.10362296551465988,-0.08566092699766159,-0.020936643704771996,-0.01540423184633255,0.03601495176553726,-0.03817026689648628,-0.01540423184633255,0.0445902980864048,-0.023395681753754616
space,0.20525942742824554,0.17953145503997803,0.22901733219623566,0.10136210173368454,0.1488010138273239,0.28336045145988464,0.240164652466774,0.14531013369560242,0.15636591613292694,0.13849757611751556,0.1689152717590332,0.24495907127857208,0.028156396001577377,0.21300287544727325,0.24495907127857208,0.27222728729248047,0.1885536164045334
program,0.25047802925109863,0.15106861293315887,0.24895258247852325,0.15957534313201904,0.18915289640426636,0.20489704608917236,0.2074943333864212,0.13115361332893372,0.15440276265144348,0.20304667949676514,0.15241475403308868,0.22986935079097748,0.17526693642139435,0.17376001179218292,0.22986935079097748,1.0,0.1440187245607376
",",0.3087472915649414,0.24291303753852844,0.6633074283599854,0.30821847915649414,0.3015086054801941,0.3363509774208069,0.21312302350997925,0.3378419280052185,0.2756725251674652,0.26552814245224,0.3877100944519043,0.4933079481124878,0.2404196411371231,0.4946078956127167,0.4933079481124878,0.17760658264160156,0.31091248989105225
and,0.31309178471565247,0.2231980711221695,1.0,0.26673999428749084,0.34479495882987976,0.22218705713748932,0.2331370860338211,0.4234102666378021,0.24808862805366516,0.23286236822605133,0.3875081241130829,0.5171257257461548,0.24375928938388824,0.5116966962814331,0.5171257257461548,0.24895258247852325,0.20544172823429108
into,0.2180619090795517,0.12516875565052032,0.36597734689712524,0.19242669641971588,0.14888085424900055,0.07912219315767288,0.18240156769752502,0.22944098711013794,0.14804881811141968,0.10702338069677353,0.2791807949542999,0.39493247866630554,0.16259297728538513,0.32255905866622925,0.39493247866630554,0.1555728018283844,0.15662476420402527
programs,0.23178155720233917,0.09440203756093979,0.334749311208725,0.1284480094909668,0.2038959413766861,0.17858032882213593,0.20523323118686676,0.18108999729156494,0.18429145216941833,0.19734135270118713,0.1879362016916275,0.21757709980010986,0.17064006626605988,0.18037469685077667,0.21757709980010986,0.7779488563537598,0.16452431678771973
that,0.6297725439071655,0.24594475328922272,0.4731321930885315,0.28239622712135315,0.47518548369407654,0.26946479082107544,0.35404539108276367,0.3173833191394806,0.18082618713378906,0.19873183965682983,0.4500710964202881,0.5473989248275757,0.2510426938533783,0.41498205065727234,0.5473989248275757,0.33504533767700195,0.32716336846351624
could,0.4188697934150696,0.21204815804958344,0.3385082483291626,0.18740175664424896,0.6308382749557495,0.1776762455701828,0.255063533782959,0.24824443459510803,0.1219637393951416,0.10886182636022568,0.29409685730934143,0.35393214225769043,0.18708835542201996,0.29043012857437134,0.35393214225769043,0.24272935092449188,0.3411986827850342
offer,0.20134106278419495,0.13317349553108215,0.3224562108516693,0.14919410645961761,0.30979153513908386,0.13637042045593262,0.2817588448524475,0.22764578461647034,0.1375497430562973,0.14585360884666443,0.19187475740909576,0.21118608117103577,0.15207475423812866,0.19393298029899597,0.21118608117103577,0.2977859079837799,0.1774262934923172
nasa,0.21178755164146423,0.11797668039798737,0.12810774147510529,0.05465823784470558,0.12001431733369827,0.2364986389875412,0.1660766899585724,0.15133658051490784,0.1915883868932724,0.24414655566215515,0.18134066462516785,0.19786997139453888,0.07417638599872589,0.17935146391391754,0.19786997139453888,0.3442091643810272,0.1809994876384735
the,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3062323033809662,0.34736719727516174,0.20303435623645782,0.2559654116630554,0.4394008219242096,0.2412198781967163,0.24330610036849976,0.37995871901512146,1.0,0.23601171374320984,0.733189046382904,1.0,0.22986935079097748,0.22068053483963013
opportunity,0.2871367037296295,0.2172621786594391,0.24587087333202362,0.23130008578300476,0.33479341864585876,0.2601280212402344,0.1722344160079956,0.29350799322128296,0.16506782174110413,0.1971730887889862,0.23512539267539978,0.2641824185848236,0.25647974014282227,0.2255665808916092,0.2641824185848236,0.27334579825401306,0.19524551928043365
to,0.455847829580307,0.24505755305290222,0.48971283435821533,0.21753256022930145,0.4452643394470215,0.2569362223148346,0.31292784214019775,0.3715193271636963,0.2266794741153717,0.21247753500938416,0.391953706741333,0.535392165184021,0.268886923789978,0.41548454761505127,0.535392165184021,0.23681028187274933,0.29463258385658264
catch,0.247139111161232,0.1020495817065239,0.25712910294532776,0.13659794628620148,0.21810436248779297,0.0912284106016159,0.12664446234703064,0.21311526000499725,0.1650213599205017,0.06461921334266663,0.22331061959266663,0.22350099682807922,0.09368257969617844,0.14268046617507935,0.22350099682807922,0.16869553923606873,0.28881779313087463
up,0.28591108322143555,0.14794470369815826,0.4032393991947174,0.2306574583053589,0.21613863110542297,0.17055736482143402,0.2161504030227661,0.2538001239299774,0.13113005459308624,0.0953093096613884,0.34850332140922546,0.38423117995262146,0.158043771982193,0.32945773005485535,0.38423117995262146,0.1724461317062378,0.1819818764925003
.,0.3567904531955719,0.25738951563835144,0.588965117931366,0.24232520163059235,0.35288307070732117,0.3016270697116852,0.26926326751708984,0.3119256794452667,0.2451372742652893,0.26255303621292114,0.42038556933403015,0.5934505462646484,0.21120375394821167,0.5352458953857422,0.5934505462646484,0.18964338302612305,0.4130953550338745
